"Date","Time","Open","High","Low","Close","Up","Down"
10/05/2020,12:20,3404.13,3407.90,3403.95,3406.88,22543,19626
10/05/2020,12:30,3406.88,3409.48,3405.61,3408.46,23866,21760
10/05/2020,12:40,3408.67,3409.57,3405.94,3406.39,33336,24633
10/05/2020,12:50,3406.40,3408.49,3404.23,3405.97,29757,36792
10/05/2020,13:00,3406.01,3409.41,3404.97,3408.60,435935,82621
10/06/2020,06:40,3408.74,3413.46,3406.73,3407.12,95942,49212
10/06/2020,06:50,3407.14,3408.78,3403.74,3405.83,37469,39101
10/06/2020,07:00,3405.82,3406.35,3401.40,3404.30,34922,31494
10/06/2020,07:10,3404.58,3409.90,3404.04,3409.86,30504,27030
10/06/2020,07:20,3409.85,3415.58,3409.28,3414.79,26968,21271
10/06/2020,07:30,3414.84,3415.14,3411.26,3413.25,26045,25023
10/06/2020,07:40,3413.28,3414.07,3410.20,3411.45,23369,25246
10/06/2020,07:50,3411.44,3415.76,3402.00,3409.04,28055,26853
10/06/2020,08:00,3409.04,3413.02,3408.56,3409.83,22513,17720
10/06/2020,08:10,3409.77,3411.76,3407.60,3408.07,19009,19267
10/06/2020,08:20,3408.08,3408.67,3405.29,3406.55,24051,26945
10/06/2020,08:30,3406.36,3407.51,3400.13,3404.19,24391,28025
10/06/2020,08:40,3404.04,3407.92,3401.32,3407.36,22916,17051
10/06/2020,08:50,3407.37,3408.06,3401.68,3401.75,18314,19404
10/06/2020,09:00,3401.35,3401.35,3397.07,3399.51,18678,15839
10/06/2020,09:10,3399.55,3404.80,3399.34,3404.64,19320,18543
10/06/2020,09:20,3404.63,3406.27,3403.96,3404.94,16600,16017
10/06/2020,09:30,3404.93,3407.29,3403.72,3405.77,15053,13979
10/06/2020,09:40,3405.82,3407.01,3404.26,3406.67,14956,13081
10/06/2020,09:50,3406.67,3411.63,3406.40,3411.63,16368,11907
10/06/2020,10:00,3411.60,3413.62,3411.60,3413.17,15709,13494
10/06/2020,10:10,3413.17,3417.29,3412.22,3417.21,19991,14036
10/06/2020,10:20,3417.20,3417.42,3416.13,3417.14,12840,13195
10/06/2020,10:30,3417.14,3419.61,3415.35,3415.35,13924,14321
10/06/2020,10:40,3415.33,3416.42,3414.97,3416.01,13655,14887
10/06/2020,10:50,3416.00,3418.50,3413.14,3413.53,18356,16448
10/06/2020,11:00,3413.55,3415.22,3412.95,3414.79,13961,14926
10/06/2020,11:10,3414.78,3418.76,3413.90,3416.29,22129,23610
10/06/2020,11:20,3416.35,3420.82,3415.20,3419.84,24215,20700
10/06/2020,11:30,3419.87,3422.74,3419.44,3421.07,19562,22131
10/06/2020,11:40,3421.14,3426.89,3421.14,3425.62,26063,20034
10/06/2020,11:50,3425.61,3431.56,3412.77,3413.80,27180,35487
10/06/2020,12:00,3413.76,3413.76,3368.34,3380.14,76817,84686
10/06/2020,12:10,3380.33,3380.33,3356.23,3367.93,55777,55684
10/06/2020,12:20,3367.91,3373.85,3363.94,3364.22,46521,38929
10/06/2020,12:30,3364.30,3371.86,3361.85,3371.36,37715,35043
10/06/2020,12:40,3371.39,3381.17,3369.27,3372.45,41857,38050
10/06/2020,12:50,3372.44,3373.79,3357.16,3361.38,43590,50618
10/06/2020,13:00,3360.60,3366.60,3354.54,3360.97,330994,105200
10/07/2020,06:40,3384.56,3402.43,3384.56,3397.78,97027,48705
10/07/2020,06:50,3397.81,3403.67,3397.81,3402.32,36322,33571
10/07/2020,07:00,3402.25,3404.98,3399.45,3400.24,28591,29611
10/07/2020,07:10,3400.24,3401.87,3396.57,3401.39,35630,28579
10/07/2020,07:20,3401.45,3402.53,3394.39,3402.53,30076,22737
10/07/2020,07:30,3402.54,3405.37,3401.59,3403.61,32354,22836
10/07/2020,07:40,3403.51,3407.51,3400.92,3401.41,25050,28023
10/07/2020,07:50,3401.55,3404.84,3400.70,3404.73,23424,19499
10/07/2020,08:00,3404.80,3406.61,3404.67,3405.07,18311,18501
10/07/2020,08:10,3405.13,3408.00,3404.22,3407.30,20476,20090
10/07/2020,08:20,3407.31,3408.65,3403.38,3404.64,19059,19056
10/07/2020,08:30,3404.59,3405.89,3402.20,3405.23,21305,17481
10/07/2020,08:40,3405.23,3406.78,3404.06,3405.22,18211,18262
10/07/2020,08:50,3405.23,3407.29,3405.07,3405.87,16543,15933
10/07/2020,09:00,3405.89,3406.52,3404.00,3404.29,14184,13748
10/07/2020,09:10,3404.25,3405.29,3402.91,3403.45,15126,13124
10/07/2020,09:20,3403.40,3405.74,3403.25,3404.91,18731,15002
10/07/2020,09:30,3404.92,3406.57,3396.39,3400.79,20856,17759
10/07/2020,09:40,3400.83,3405.95,3400.82,3404.26,16335,11590
10/07/2020,09:50,3404.26,3405.14,3403.01,3404.90,12858,12672
10/07/2020,10:00,3404.89,3406.13,3403.09,3405.99,14211,13677
10/07/2020,10:10,3406.02,3407.89,3406.01,3407.38,14306,14812
10/07/2020,10:20,3407.47,3408.05,3406.31,3408.05,12634,14517
10/07/2020,10:30,3408.05,3408.81,3406.89,3408.16,12551,12093
10/07/2020,10:40,3408.16,3409.77,3408.16,3409.64,12866,13093
10/07/2020,10:50,3409.70,3415.90,3409.39,3415.90,22320,16265
10/07/2020,11:00,3415.85,3418.29,3413.52,3414.03,16596,20197
10/07/2020,11:10,3414.01,3417.71,3413.11,3414.54,13224,15629
10/07/2020,11:20,3414.59,3419.59,3414.12,3419.46,18111,13291
10/07/2020,11:30,3419.34,3422.64,3418.74,3422.13,15267,21352
10/07/2020,11:40,3422.12,3423.22,3421.08,3421.15,15110,15675
10/07/2020,11:50,3421.16,3421.48,3417.34,3420.64,15201,17111
10/07/2020,12:00,3420.60,3423.66,3420.55,3422.44,15612,14786
10/07/2020,12:10,3422.42,3425.59,3421.57,3425.01,20167,17172
10/07/2020,12:20,3425.03,3426.26,3423.27,3423.81,19458,20771
10/07/2020,12:30,3423.81,3424.92,3422.28,3423.30,23028,21443
10/07/2020,12:40,3423.31,3424.27,3418.79,3421.35,27473,29146
10/07/2020,12:50,3421.48,3422.61,3419.68,3421.71,32044,31667
10/07/2020,13:00,3421.69,3424.98,3418.44,3419.44,330604,84167
10/08/2020,06:40,3434.28,3439.09,3434.28,3436.73,98363,48782
10/08/2020,06:50,3436.77,3439.07,3433.32,3433.42,37153,35387
10/08/2020,07:00,3433.38,3441.60,3433.34,3440.70,32024,26328
10/08/2020,07:10,3441.03,3443.17,3432.84,3436.79,39346,29653
10/08/2020,07:20,3436.81,3439.68,3436.06,3436.92,30172,23519
10/08/2020,07:30,3436.95,3439.29,3434.08,3436.68,29013,32742
10/08/2020,07:40,3436.80,3443.53,3436.80,3442.73,33783,24984
10/08/2020,07:50,3442.78,3443.33,3439.71,3441.04,21425,23860
10/08/2020,08:00,3441.05,3444.45,3438.25,3439.64,23151,21750
10/08/2020,08:10,3439.14,3442.58,3437.73,3441.13,23512,21194
10/08/2020,08:20,3441.15,3443.90,3440.45,3441.55,17332,21949
10/08/2020,08:30,3441.51,3443.13,3435.73,3436.09,31392,38913
10/08/2020,08:40,3436.05,3436.94,3428.15,3436.84,33160,32638
10/08/2020,08:50,3436.81,3438.01,3434.87,3436.08,20287,23489
10/08/2020,09:00,3436.05,3436.05,3432.87,3433.66,16419,19799
10/08/2020,09:10,3433.64,3441.13,3433.48,3440.34,23172,17730
10/08/2020,09:20,3440.27,3440.82,3439.16,3440.14,17075,18053
10/08/2020,09:30,3440.21,3442.48,3439.20,3441.82,15793,15474
10/08/2020,09:40,3441.81,3443.26,3441.78,3443.24,14409,13845
10/08/2020,09:50,3443.24,3443.64,3441.53,3442.59,15314,15517
10/08/2020,10:00,3442.68,3443.06,3439.99,3442.15,11516,14358
10/08/2020,10:10,3442.24,3442.66,3440.62,3441.37,11704,12391
10/08/2020,10:20,3441.36,3441.65,3439.34,3439.40,10763,15245
10/08/2020,10:30,3439.39,3440.19,3437.72,3439.35,11691,14395
10/08/2020,10:40,3439.36,3440.78,3438.93,3440.31,15518,13563
10/08/2020,10:50,3440.33,3441.28,3438.86,3440.36,14879,15191
10/08/2020,11:00,3440.37,3441.45,3438.06,3438.06,13532,13701
10/08/2020,11:10,3438.07,3443.03,3437.37,3442.96,19157,14705
10/08/2020,11:20,3442.99,3443.42,3441.84,3442.73,13162,13652
10/08/2020,11:30,3442.74,3444.15,3442.20,3442.48,13540,14728
10/08/2020,11:40,3442.47,3444.53,3442.28,3444.53,14643,14087
10/08/2020,11:50,3444.52,3445.40,3443.41,3444.63,16612,16773
10/08/2020,12:00,3444.67,3444.75,3442.89,3444.00,17878,16825
10/08/2020,12:10,3444.01,3444.62,3439.57,3441.87,17267,18825
10/08/2020,12:20,3441.86,3445.90,3441.66,3443.44,20909,20627
10/08/2020,12:30,3443.43,3445.32,3442.25,3444.99,20520,21889
10/08/2020,12:40,3445.13,3445.87,3444.30,3444.76,22662,26388
10/08/2020,12:50,3444.82,3445.45,3443.38,3444.26,30600,33907
10/08/2020,13:00,3444.21,3447.28,3443.09,3446.83,118525,270394
10/09/2020,06:40,3459.67,3469.05,3459.67,3464.96,108746,63930
10/09/2020,06:50,3464.99,3467.40,3462.62,3465.57,37807,44531
10/09/2020,07:00,3465.56,3466.53,3460.90,3464.79,34746,38496
10/09/2020,07:10,3464.90,3466.06,3461.13,3461.35,28593,32456
10/09/2020,07:20,3461.36,3463.66,3458.60,3462.09,28242,26729
10/09/2020,07:30,3462.19,3462.35,3458.07,3459.19,23510,34777
10/09/2020,07:40,3459.23,3463.40,3459.16,3462.85,26868,24259
10/09/2020,07:50,3462.84,3465.40,3461.78,3465.13,22481,20649
10/09/2020,08:00,3465.11,3465.57,3463.81,3464.33,20266,22626
10/09/2020,08:10,3464.32,3469.19,3464.32,3466.62,21019,22673
10/09/2020,08:20,3466.68,3467.77,3466.63,3467.02,11153,13856
