purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1990-01-02,1990-05-10,359.69,344.98001,118.0,93088.42,0.5057,0.28642,59.67,5967.26,-2647.17
1990-05-10,1990-08-23,344.98001,316.54999,151.0,144337.07,0.36655,4.19973,55.35,5534.9,57825.67
1990-08-23,1990-11-13,316.54999,319.48001,121.0,140917.57,0.70434,0.39923,85.23,8522.51,-3777.06
1990-11-13,1991-02-11,319.48001,368.57999,44.0,152880.7,1.87673,0.00133,82.58,8257.61,-8334.34
1991-02-11,1991-05-10,368.57999,383.91,98.0,149857.76,0.92519,0.01782,90.67,9066.86,-8982.9
1991-05-10,1991-09-10,383.91,388.63,44.0,144710.87,2.02901,0.48289,89.28,8927.64,-6892.21
1991-09-10,1992-01-10,388.63,417.62,59.0,149509.98,1.44028,0.54488,84.98,8497.65,-5367.84
1992-01-10,1992-04-10,417.62,405.12,100.0,136724.85,0.89102,0.04258,89.1,8910.2,-8573.5
1992-04-10,1992-08-10,405.12,419.42001,78.0,133783.48,1.03913,0.09064,81.05,8105.21,-7479.27
1992-08-10,1992-12-10,419.42001,435.66,107.0,130720.84,0.74256,0.0102,79.45,7945.39,-7915.7
1992-12-10,1993-04-12,435.66,448.37,413.0,147451.04,0.18894,0.50435,78.03,7803.22,12948.4
1993-04-12,1993-08-10,448.37,450.70999,42.0,139508.14,2.07903,0.08835,87.32,8731.93,-8448.18
1993-08-10,1993-12-10,450.70999,464.87,197.0,135523.65,0.42169,0.01497,83.07,8307.29,-8095.45
1993-12-10,1994-04-11,464.87,450.34,372.0,155983.77,0.21702,0.86707,80.73,8073.14,24101.13
1994-04-11,1994-08-10,450.34,460.48001,76.0,149986.19,1.20932,0.04939,91.91,9190.83,-8907.38
1994-08-10,1994-12-12,460.48001,449.48001,273.0,148422.94,0.32796,0.39316,89.53,8953.31,1690.43
1994-12-12,1995-04-10,449.48001,507.01001,147.0,157287.3,0.59942,9e-05,88.11,8811.47,-8898.26
1995-04-10,1995-08-10,507.01001,560.63,840.0,163914.49,0.11176,0.00586,93.88,9387.84,-8989.48
1995-08-10,1995-12-11,560.63,620.90002,201.0,170625.44,0.48656,0.0032,97.8,9779.86,-9813.34
1995-12-11,1996-04-10,620.90002,642.78003,223.0,187197.79,0.45653,0.9409,101.81,10180.62,10699.64
1996-04-10,1996-08-12,642.78003,665.77002,32.0,184966.81,3.45526,0.88042,110.57,11056.83,-8350.06
1996-08-12,1996-12-10,665.77002,753.42999,32.0,196788.39,3.42499,0.00307,109.6,10959.97,-11059.74
1996-12-10,1997-04-10,753.42999,763.72998,168.0,215281.72,0.69749,1.63713,117.18,11717.83,15668.77
1997-04-10,1997-08-11,763.72998,938.5,30.0,248977.3,4.14436,0.06407,124.33,12433.08,-12365.2
1997-08-11,1997-12-10,938.5,975.78003,23.0,278062.14,6.20595,14.71563,142.74,14273.69,19429.52
1997-12-10,1998-03-10,975.78003,1064.58997,11.0,286191.24,13.83163,0.00234,152.15,15214.79,-15364.37
1998-03-10,1998-07-10,1064.58997,1166.93005,39.0,296763.2,4.34469,0.46825,169.44,16944.29,-15287.56
1998-07-10,1998-09-01,1166.93005,1000.71002,30.0,449883.0,5.71761,69.35067,171.53,17152.83,190727.65
1998-09-01,1998-12-10,1000.71002,1183.77002,21.0,497620.31,12.65325,0.00037,265.72,26571.82,-26836.77
1998-12-10,1999-03-10,1183.77002,1287.02002,64.0,510761.35,4.6106,0.31937,295.08,29507.84,-27758.95
1999-03-10,1999-06-10,1287.02002,1318.64001,37.0,494868.39,8.08308,0.65235,299.07,29907.4,-27792.77
1999-06-10,1999-09-10,1318.64001,1357.62,54.0,481560.15,5.39037,0.42049,291.08,29108.0,-27128.43
1999-09-10,1999-12-10,1357.62,1421.57996,62.0,475868.06,4.57751,0.25471,283.81,28380.56,-27085.17
