purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1990-01-02,1990-01-22,359.69,339.95999,843.0,124650.34,0.03541,0.39315,29.85,2985.06,30127.63
1990-01-22,1990-05-10,339.95999,344.98001,182.0,122240.79,0.20328,0.00192,37.0,3699.7,-3701.75
1990-05-10,1990-08-17,344.98001,332.35998,1576.0,156127.27,0.02315,0.26326,36.48,3648.44,37804.86
1990-08-17,1990-09-25,332.35998,308.26999,1712.0,194768.11,0.02715,0.31727,46.48,4648.08,49622.06
1990-09-25,1990-12-10,308.26999,328.97,416.0,200725.42,0.13909,7e-05,57.86,5786.14,-5841.09
1990-12-10,1991-03-11,328.97,375.10001,1035.0,221933.91,0.05785,1e-05,59.87,5987.48,-6046.31
1991-03-11,1991-06-10,375.10001,379.75,863.0,217908.23,0.07675,3e-05,66.24,6623.52,-6687.18
1991-06-10,1991-10-10,379.75,380.54999,402.0,213195.79,0.16141,0.03444,64.89,6488.68,-5169.08
1991-10-10,1992-02-10,380.54999,413.76999,361.0,224941.26,0.17618,0.00381,63.6,6360.1,-6286.16
1992-02-10,1992-06-10,413.76999,410.10001,322.0,216504.45,0.20829,0.00834,67.07,6706.94,-6505.46
1992-06-10,1992-10-13,410.10001,410.64002,1259.0,211685.8,0.0513,0.01124,64.59,6458.67,-5108.14
1992-10-13,1993-02-10,410.64002,446.37,703.0,223130.31,0.0898,1e-05,63.13,6312.94,-6375.37
1993-02-10,1993-04-02,446.37,450.28,7198.0,292096.32,0.00925,0.10151,66.58,6658.15,66342.17
1993-04-02,1993-08-10,450.28,450.70999,508.0,282635.8,0.17096,0.00026,86.85,8684.77,-8758.41
1993-08-10,1993-12-10,450.70999,464.87,5410.0,282748.1,0.01559,3e-05,84.34,8434.19,-8502.3
1993-12-10,1994-04-05,464.87,448.29001,19242.0,351392.66,0.00439,0.04473,84.47,8447.24,77537.76
1994-04-05,1994-08-10,448.29001,460.48001,1390.0,348920.9,0.07525,7e-05,104.6,10459.75,-10554.62
1994-08-10,1994-12-12,460.48001,449.48001,8547.0,340136.8,0.01219,0.01136,104.19,10418.79,-813.59
1994-12-12,1995-04-10,449.48001,507.01001,2496.0,372009.3,0.04065,0.0,101.46,10146.24,-10247.7
1995-04-10,1995-08-10,507.01001,560.63,66667.0,399080.93,0.00167,2e-05,111.33,11133.39,-11111.38
1995-08-10,1995-12-11,560.63,620.90002,5786.0,428655.63,0.02059,1e-05,119.13,11913.37,-12026.72
1995-12-11,1996-04-10,620.90002,642.78003,8020.0,485388.15,0.01595,0.06789,127.92,12791.9,41527.96
1996-04-10,1996-08-12,642.78003,665.77002,257.0,488547.79,0.56097,0.05826,144.17,14416.93,-13063.82
1996-08-12,1996-12-10,665.77002,753.42999,273.0,536192.13,0.53311,1e-05,145.54,14553.9,-14699.17
1996-12-10,1997-04-10,753.42999,763.72998,5259.0,599194.88,0.03043,0.1356,160.03,16003.14,55148.87
1997-04-10,1997-08-11,763.72998,938.5,259.0,713134.84,0.68851,0.0024,178.32,17832.41,-17948.57
1997-08-11,1997-12-10,938.5,975.78003,185.0,805074.78,1.14591,4.59275,211.99,21199.34,63554.55
1997-12-10,1998-03-10,975.78003,1064.58997,66.0,851242.26,3.59051,0.0,236.97,23697.37,-23934.34
1998-03-10,1998-07-10,1064.58997,1166.93005,445.0,905955.6,0.56987,0.0208,253.59,25359.22,-24687.2
1998-07-10,1998-08-28,1166.93005,1051.80005,321.0,1127105.12,0.84067,10.32985,269.86,26985.51,304332.82
1998-08-28,1998-09-10,1051.80005,1006.20001,566.0,1444528.11,0.5919,7.03515,335.02,33501.54,364352.93
1998-09-10,1998-12-10,1006.20001,1183.77002,68.0,1643475.46,6.26706,2e-05,426.16,42616.01,-43042.03
1998-12-10,1999-03-10,1183.77002,1287.02002,1064.0,1733820.61,0.46106,0.00705,490.57,49056.78,-48797.23
1999-03-10,1999-06-10,1287.02002,1318.64001,433.0,1723607.16,1.19406,0.01237,517.03,51702.8,-51684.21
1999-06-10,1999-09-10,1318.64001,1357.62,875.0,1721736.94,0.58744,0.00549,514.01,51401.0,-51434.63
1999-09-10,1999-12-10,1357.62,1421.57996,1201.0,1748934.42,0.4279,0.00264,513.91,51390.79,-51587.64
