Date,Equity
1990-01-02,98497.79
1990-01-03,98742.94
1990-01-04,98242.42
1990-01-05,97401.25
1990-01-08,97010.62
1990-01-09,96993.03
1990-01-10,95753.65
1990-01-11,95895.31
1990-01-12,95465.98
1990-01-16,93352.0
1990-01-17,93695.91
1990-01-18,92708.14
1990-01-19,93278.9
1990-01-22,93149.02
1990-01-23,91195.08
1990-01-24,90909.58
1990-01-25,91080.12
1990-01-26,90063.04
1990-01-29,89716.66
1990-01-30,89283.49
1990-01-31,90200.77
1990-02-01,90411.53
1990-02-02,91019.03
1990-02-05,91034.99
1990-02-06,90953.38
1990-02-07,91472.14
1990-02-08,92101.75
1990-02-09,91698.09
1990-02-12,91432.9
1990-02-13,90889.09
1990-02-14,91313.23
1990-02-15,91859.28
1990-02-16,91976.31
1990-02-20,91185.6
1990-02-21,89951.0
1990-02-22,90712.76
1990-02-23,89403.55
1990-02-26,90089.92
1990-02-27,90974.68
1990-02-28,91384.42
1990-03-01,91633.65
1990-03-02,91944.0
1990-03-05,92170.0
1990-03-06,92593.42
1990-03-07,92838.22
1990-03-08,93333.34
1990-03-09,93227.06
1990-03-12,92893.58
1990-03-13,92781.61
1990-03-14,92497.13
1990-03-15,92843.45
1990-03-16,93661.0
1990-03-19,94163.76
1990-03-20,94353.5
1990-03-21,93768.43
1990-03-22,93071.02
1990-03-23,92472.76
1990-03-26,93060.06
1990-03-27,93540.32
1990-03-28,93833.32
1990-03-29,93690.66
1990-03-30,93510.9
1990-04-02,93110.24
1990-04-03,94152.6
1990-04-04,94250.81
1990-04-05,93903.32
1990-04-06,93598.24
1990-04-09,93625.26
1990-04-10,93781.69
1990-04-11,93942.27
1990-04-12,94430.19
1990-04-16,95113.28
1990-04-17,94537.59
1990-04-18,94574.93
1990-04-19,93319.29
1990-04-20,92720.47
1990-04-23,91796.18
1990-04-24,91208.41
1990-04-25,91145.68
1990-04-26,91422.85
1990-04-27,91372.77
1990-04-30,90756.89
1990-05-01,91170.2
1990-05-02,91617.74
1990-05-03,92309.52
1990-05-04,92701.78
1990-05-07,93412.57
1990-05-08,93674.3
1990-05-09,93959.82
1990-05-10,94477.79
1990-05-10,94102.6
