Date,Equity
1990-01-02,93544.44
1990-01-03,93774.12
1990-01-04,93294.38
1990-01-05,92509.0
1990-01-08,92137.15
1990-01-09,92128.44
1990-01-10,90967.16
1990-01-11,91099.95
1990-01-12,90746.39
1990-01-16,88793.19
1990-01-17,89119.11
1990-01-18,88198.95
1990-01-19,88727.02
1990-01-22,88667.42
1990-01-23,86874.98
1990-01-24,86610.21
1990-01-25,86778.74
1990-01-26,85848.93
1990-01-29,85522.04
1990-01-30,85101.43
1990-01-31,85986.07
1990-02-01,86174.56
1990-02-02,86729.7
1990-02-05,86742.63
1990-02-06,86666.77
1990-02-07,87159.21
1990-02-08,87722.45
1990-02-09,87355.85
1990-02-12,87116.62
1990-02-13,86626.63
1990-02-14,86976.73
1990-02-15,87480.69
1990-02-16,87589.76
1990-02-20,86873.59
1990-02-21,85742.04
1990-02-22,86436.47
1990-02-23,85243.75
1990-02-26,85886.53
1990-02-27,86684.12
1990-02-28,87016.65
1990-03-01,87242.97
1990-03-02,87532.82
1990-03-05,87729.72
1990-03-06,88132.88
1990-03-07,88346.05
1990-03-08,88806.6
1990-03-09,88706.75
1990-03-12,88345.08
1990-03-13,88238.63
1990-03-14,87965.78
1990-03-15,88277.92
1990-03-16,89045.96
1990-03-19,89510.88
1990-03-20,89640.63
1990-03-21,89095.48
1990-03-22,88455.92
1990-03-23,87886.31
1990-03-26,88430.95
1990-03-27,88885.39
1990-03-28,89153.7
1990-03-29,89000.27
1990-03-30,88832.0
1990-04-02,88455.28
1990-04-03,89441.54
1990-04-04,89534.35
1990-04-05,89200.6
1990-04-06,88914.73
1990-04-09,88938.9
1990-04-10,89077.25
1990-04-11,89227.02
1990-04-12,89685.95
1990-04-16,90322.78
1990-04-17,89778.4
1990-04-18,89809.18
1990-04-19,88633.17
1990-04-20,88074.44
1990-04-23,87218.07
1990-04-24,86656.15
1990-04-25,86596.99
1990-04-26,86853.09
1990-04-27,86815.02
1990-04-30,86236.52
1990-05-01,86619.95
1990-05-02,87029.22
1990-05-03,87676.91
1990-05-04,88044.53
1990-05-07,88709.68
1990-05-08,88956.16
1990-05-09,89221.13
1990-05-10,89708.68
1990-05-10,87535.2
1990-05-11,89406.01
1990-05-14,90928.34
1990-05-15,90095.31
