purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1990-01-02,1990-05-10,359.69,344.98001,98.0,93476.12,0.5057,0.28642,49.56,4955.86,-2198.5
1990-05-10,1990-08-23,344.98001,316.54999,126.0,134935.39,0.36655,4.19973,46.19,4618.53,48251.88
1990-08-23,1990-11-13,316.54999,319.48001,94.0,132430.02,0.70434,0.39923,66.21,6620.8,-2934.24
1990-11-13,1991-02-11,319.48001,368.57999,35.0,145073.85,1.87673,0.00133,65.69,6568.56,-6629.59
1991-02-11,1991-05-10,368.57999,383.91,78.0,143639.6,0.92519,0.01782,72.16,7216.48,-7149.65
1991-05-10,1991-09-10,383.91,388.63,35.0,139847.36,2.02901,0.48289,71.02,7101.54,-5482.44
1991-09-10,1992-01-10,388.63,417.62,48.0,145381.31,1.44028,0.54488,69.13,6913.34,-4367.05
1992-01-10,1992-04-10,417.62,405.12,81.0,134302.91,0.89102,0.04258,72.17,7217.26,-6944.53
1992-04-10,1992-08-10,405.12,419.42001,64.0,132659.52,1.03913,0.09064,66.5,6650.43,-6136.84
1992-08-10,1992-12-10,419.42001,435.66,88.0,131020.67,0.74256,0.0102,65.35,6534.53,-6510.12
1992-12-10,1993-04-12,435.66,448.37,344.0,145603.19,0.18894,0.50435,65.0,6499.54,10785.1
1993-04-12,1993-08-10,448.37,450.70999,34.0,139302.74,2.07903,0.08835,70.69,7068.7,-6839.0
1993-08-10,1993-12-10,450.70999,464.87,164.0,136716.13,0.42169,0.01497,69.16,6915.72,-6739.37
1993-12-10,1994-04-11,464.87,450.34,313.0,153215.58,0.21702,0.86707,67.93,6792.73,20278.64
1994-04-11,1994-08-10,450.34,460.48001,62.0,148896.55,1.20932,0.04939,74.98,7497.78,-7266.55
1994-08-10,1994-12-12,460.48001,449.48001,225.0,147004.88,0.32796,0.39316,73.79,7379.1,1393.21
1994-12-12,1995-04-10,449.48001,507.01001,121.0,157456.12,0.59942,9e-05,72.53,7252.98,-7324.42
1995-04-10,1995-08-10,507.01001,560.63,700.0,165739.84,0.11176,0.00586,78.23,7823.2,-7491.23
1995-08-10,1995-12-11,560.63,620.90002,169.0,174373.63,0.48656,0.0032,82.23,8222.86,-8251.01
1995-12-11,1996-04-10,620.90002,642.78003,190.0,189503.26,0.45653,0.9409,86.74,8674.07,9116.29
1996-04-10,1996-08-12,642.78003,665.77002,27.0,188737.05,3.45526,0.88042,93.29,9329.2,-7045.36
1996-08-12,1996-12-10,665.77002,753.42999,27.0,202987.55,3.42499,0.00307,92.47,9247.47,-9331.65
1996-12-10,1997-04-10,753.42999,763.72998,144.0,219301.76,0.69749,1.63713,100.44,10043.86,13430.38
1997-04-10,1997-08-11,763.72998,938.5,26.0,255907.61,4.14436,0.06407,107.75,10775.34,-10716.5
1997-08-11,1997-12-10,938.5,975.78003,20.0,282785.16,6.20595,14.71563,124.12,12411.9,16895.24
1997-12-10,1998-03-10,975.78003,1064.58997,10.0,292981.69,13.83163,0.00234,138.32,13831.63,-13967.61
1998-03-10,1998-07-10,1064.58997,1166.93005,33.0,306814.39,4.34469,0.46825,143.37,14337.48,-12935.62
1998-07-10,1998-09-01,1166.93005,1000.71002,26.0,432394.27,5.71761,69.35067,148.66,14865.79,165297.3
1998-09-01,1998-12-10,1000.71002,1183.77002,16.0,484792.45,12.65325,0.00037,202.45,20245.2,-20447.06
1998-12-10,1999-03-10,1183.77002,1287.02002,52.0,502497.73,4.6106,0.31937,239.75,23975.12,-22554.15
1999-03-10,1999-06-10,1287.02002,1318.64001,30.0,491777.9,8.08308,0.65235,242.49,24249.24,-22534.68
1999-06-10,1999-09-10,1318.64001,1357.62,45.0,483054.79,5.39037,0.42049,242.57,24256.66,-22607.03
1999-09-10,1999-12-10,1357.62,1421.57996,52.0,482036.25,4.57751,0.25471,238.03,23803.05,-22716.59
