Date,Equity
1990-01-02,96495.23
1990-01-03,96734.71
1990-01-04,96241.39
1990-01-05,95420.74
1990-01-08,95036.76
1990-01-09,95022.7
1990-01-10,93811.89
1990-01-11,93950.31
1990-01-12,93550.54
1990-01-16,91496.41
1990-01-17,91833.88
1990-01-18,90871.04
1990-01-19,91425.93
1990-01-22,91324.11
1990-01-23,89430.69
1990-01-24,89152.88
1990-01-25,89323.01
1990-01-26,88338.73
1990-01-29,87999.4
1990-01-30,87570.26
1990-01-31,88476.56
1990-02-01,88678.83
1990-02-02,89266.64
1990-02-05,89281.42
1990-02-06,89201.93
1990-02-07,89711.31
1990-02-08,90315.63
1990-02-09,89925.97
1990-02-12,89670.62
1990-02-13,89147.24
1990-02-14,89542.51
1990-02-15,90072.87
1990-02-16,90186.96
1990-02-20,89424.45
1990-02-21,88228.51
1990-02-22,88964.91
1990-02-23,87699.59
1990-02-26,88370.0
1990-02-27,89221.69
1990-02-28,89601.25
1990-03-01,89841.82
1990-03-02,90144.64
1990-03-05,90359.43
1990-03-06,90775.69
1990-03-07,91008.3
1990-03-08,91490.65
1990-03-09,91386.71
1990-03-12,91041.06
1990-03-13,90931.05
1990-03-14,90650.59
1990-03-15,90983.93
1990-03-16,91783.46
1990-03-19,92272.14
1990-03-20,92438.12
1990-03-21,91867.77
1990-03-22,91192.05
1990-03-23,90603.92
1990-03-26,91175.4
1990-03-27,91646.39
1990-03-28,91930.12
1990-03-29,91782.77
1990-03-30,91607.23
1990-04-02,91215.27
1990-04-03,92237.47
1990-04-04,92333.74
1990-04-05,91990.97
1990-04-06,91692.91
1990-04-09,91718.84
1990-04-10,91868.35
1990-04-11,92024.95
1990-04-12,92502.33
1990-04-16,93168.38
1990-04-17,92603.96
1990-04-18,92638.73
1990-04-19,91412.24
1990-04-20,90828.18
1990-04-23,89929.1
1990-04-24,89350.36
1990-04-25,89288.92
1990-04-26,89558.25
1990-04-27,89512.9
1990-04-30,88910.64
1990-05-01,89312.87
1990-05-02,89746.03
1990-05-03,90421.67
1990-05-04,90804.91
1990-05-07,91498.98
1990-05-08,91755.17
1990-05-09,92033.08
1990-05-10,92540.01
1990-05-10,91432.95
1990-05-11,93376.28
1990-05-14,94976.13
1990-05-15,94103.13
1990-05-16,93994.0
1990-05-17,94581.25
1990-05-18,93976.68
1990-05-21,95142.95
1990-05-22,95519.33
1990-05-23,95198.66
1990-05-24,95269.93
1990-05-25,94969.77
1990-05-29,95564.12
1990-05-30,95986.95
1990-05-31,95872.47
1990-06-01,96313.8
1990-06-04,97455.35
1990-06-05,97700.14
1990-06-06,97137.07
1990-06-07,96948.16
1990-06-08,96312.3
1990-06-11,95822.82
1990-06-12,97309.07
1990-06-13,97262.34
1990-06-14,96683.58
1990-06-15,96218.28
1990-06-18,96162.12
1990-06-19,95103.08
1990-06-20,95367.99
1990-06-21,95622.88
1990-06-22,96238.54
1990-06-25,94451.69
1990-06-26,94367.43
1990-06-27,94316.07
1990-06-28,94773.21
1990-06-29,95156.83
1990-07-02,95283.98
1990-07-03,95585.76
1990-07-05,95439.69
1990-07-06,95140.61
1990-07-09,95410.3
1990-07-10,95318.69
1990-07-11,95712.78
1990-07-12,96828.5
1990-07-13,97939.7
1990-07-16,97965.76
1990-07-17,97865.97
1990-07-18,97371.13
1990-07-19,96792.06
1990-07-20,97141.31
1990-07-23,95824.55
1990-07-24,94371.62
1990-07-25,94739.96
1990-07-26,94726.81
1990-07-27,94325.87
1990-07-30,94223.18
1990-07-31,94742.54
1990-08-01,94692.55
1990-08-02,94213.47
1990-08-03,93161.78
1990-08-06,91455.27
1990-08-07,89826.36
1990-08-08,89973.92
1990-08-09,90327.07
1990-08-10,90160.38
1990-08-13,89899.87
1990-08-14,90430.09
1990-08-15,90678.73
1990-08-16,90212.14
1990-08-17,88219.34
1990-08-20,87573.42
1990-08-21,87230.25
1990-08-22,86118.96
1990-08-23,112325.51
1990-08-24,110598.15
1990-08-27,114655.03
1990-08-28,114333.21
1990-08-29,115615.68
1990-08-30,115171.95
1990-08-31,114467.2
1990-09-04,114649.83
1990-09-05,115154.58
1990-09-06,115106.93
1990-09-07,115032.08
1990-09-10,115860.46
1990-09-11,114324.15
1990-09-12,114455.36
1990-09-13,114441.66
1990-09-14,113078.88
1990-09-17,112866.51
1990-09-18,113146.9
1990-09-19,113322.97
1990-09-20,112353.61
1990-09-21,110790.74
1990-09-24,110486.47
1990-09-25,109419.87
1990-09-26,109423.48
1990-09-27,109139.28
1990-09-28,108643.09
1990-10-01,111784.27
1990-10-02,113451.17
1990-10-03,112242.3
1990-10-04,111232.39
1990-10-05,111722.15
1990-10-09,111256.02
1990-10-10,108779.49
1990-10-11,107027.07
1990-10-12,107107.51
1990-10-15,108202.44
1990-10-16,108045.19
1990-10-17,107040.96
1990-10-18,108538.33
1990-10-19,110909.17
1990-10-22,112088.21
1990-10-23,111807.04
1990-10-24,111260.06
1990-10-25,111330.1
1990-10-26,110081.57
1990-10-29,109106.46
1990-10-30,108031.95
1990-10-31,108503.81
1990-11-01,109057.5
1990-11-02,110705.86
1990-11-05,111647.85
1990-11-06,111701.23
1990-11-07,110595.95
1990-11-08,109942.58
1990-11-09,111360.41
1990-11-13,113373.33
1990-11-14,114156.7
1990-11-15,113696.4
1990-11-16,113131.7
1990-11-19,113335.13
1990-11-20,113317.79
1990-11-21,112191.18
1990-11-23,112594.86
1990-11-26,112313.4
1990-11-27,113076.45
1990-11-28,113524.61
1990-11-29,112813.65
1990-11-30,114606.31
1990-12-03,115269.95
1990-12-04,115930.55
1990-12-05,117039.3
1990-12-06,118473.0
1990-12-07,116848.68
1990-12-10,116699.11
1990-12-10,114257.23
1990-12-11,114226.26
1990-12-12,114736.22
1990-12-13,114812.13
1990-12-14,114378.67
1990-12-17,113501.51
1990-12-18,114752.23
1990-12-19,114879.59
1990-12-20,114858.63
1990-12-21,115456.73
1990-12-24,115200.36
1990-12-26,115181.82
1990-12-27,114957.3
1990-12-28,114153.61
1990-12-31,114676.03
1991-01-02,114855.8
1991-01-03,113395.76
1991-01-04,111947.19
1991-01-07,111468.8
1991-01-08,110084.24
1991-01-09,111382.53
1991-01-10,109316.07
1991-01-11,109478.37
1991-01-14,109474.41
1991-01-15,108954.06
1991-01-16,110065.92
1991-01-17,113899.24
1991-01-18,115373.83
1991-01-22,115038.44
1991-01-23,114962.37
1991-01-24,116622.43
1991-01-25,116999.74
1991-01-28,117168.8
1991-01-29,116688.37
1991-01-30,118380.31
1991-01-31,119426.86
1991-02-01,119762.7
1991-02-04,121084.06
1991-02-05,122168.94
1991-02-06,124330.02
1991-02-07,126187.97
1991-02-08,124773.12
1991-02-11,127975.3
1991-02-12,128654.9
1991-02-13,128290.81
1991-02-14,128558.39
1991-02-15,128291.74
1991-02-19,128506.34
1991-02-20,128250.52
1991-02-21,127355.71
1991-02-22,128801.3
1991-02-25,128533.7
1991-02-26,127518.64
1991-02-27,127907.31
1991-02-28,128436.94
1991-03-01,128629.97
1991-03-04,129156.89
1991-03-05,131202.4
1991-03-06,131816.23
1991-03-07,131063.01
1991-03-08,131479.27
1991-03-11,130234.23
1991-03-12,129973.99
1991-03-13,130078.19
1991-03-14,131337.28
1991-03-15,130051.39
1991-03-18,129881.22
1991-03-19,129194.8
1991-03-20,128063.69
1991-03-21,128813.02
1991-03-22,127844.91
1991-03-25,128916.75
1991-03-26,130648.14
1991-03-27,131404.44
1991-03-28,130752.0
1991-04-01,130273.34
1991-04-02,131758.69
1991-04-03,132473.06
1991-04-04,132584.01
1991-04-05,132320.14
1991-04-08,131501.36
1991-04-09,131591.76
1991-04-10,130137.27
1991-04-10,126523.31
1991-04-11,128103.27
1991-04-12,128620.31
1991-04-15,129036.86
1991-04-16,130819.98
1991-04-17,132044.46
1991-04-18,131944.98
1991-04-19,131102.53
1991-04-22,129667.68
1991-04-23,129452.32
1991-04-24,129271.78
1991-04-25,129227.29
1991-04-26,128292.69
1991-04-29,128580.06
1991-04-30,127538.58
1991-05-01,128408.8
1991-05-02,128973.54
1991-05-03,128590.01
1991-05-06,128515.53
1991-05-07,128559.47
1991-05-08,128003.68
1991-05-09,129449.38
1991-05-10,129572.15
1991-05-13,127256.31
1991-05-14,126758.35
1991-05-15,125727.88
1991-05-16,125742.54
1991-05-17,125909.9
1991-05-20,126124.24
1991-05-21,127135.68
1991-05-22,127077.41
1991-05-23,127605.06
1991-05-24,127609.08
1991-05-28,128959.97
1991-05-29,129478.7
1991-05-30,130996.99
1991-05-31,131562.41
1991-06-03,131547.19
1991-06-04,130957.61
1991-06-05,131013.27
1991-06-06,130212.37
1991-06-07,129465.02
1991-06-10,128158.76
1991-06-11,128791.61
1991-06-12,128594.4
1991-06-13,127533.87
1991-06-14,129015.89
1991-06-17,129018.14
1991-06-18,128856.03
1991-06-19,127759.86
1991-06-20,126992.8
1991-06-21,127483.31
1991-06-24,127483.12
1991-06-25,125758.57
1991-06-26,125795.32
1991-06-27,126355.48
1991-06-28,126356.34
1991-07-01,127543.79
1991-07-02,127546.95
1991-07-03,127392.92
1991-07-05,126733.29
1991-07-08,127549.69
1991-07-09,127761.24
1991-07-10,128356.76
1991-07-11,127456.54
1991-07-12,128711.82
1991-07-15,129246.4
1991-07-16,129226.17
1991-07-17,129199.13
1991-07-18,130044.49
1991-07-19,130199.39
1991-07-22,129768.23
1991-07-23,129872.82
1991-07-24,128390.56
1991-07-25,128616.3
1991-07-26,128827.49
1991-07-29,129295.2
1991-07-30,130565.05
1991-07-31,130864.77
1991-08-01,130911.63
1991-08-02,131453.82
1991-08-05,130648.3
1991-08-06,131871.74
1991-08-07,132137.64
1991-08-08,132207.78
1991-08-09,131564.58
1991-08-12,130984.54
