purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1990-01-02,1990-05-10,359.69,344.98001,59.0,94229.88,0.5057,0.28642,29.84,2983.63,-1323.59
1990-05-10,1990-08-23,344.98001,316.54999,76.0,116136.66,0.36655,4.19973,27.86,2785.78,29104.31
1990-08-23,1990-12-10,316.54999,328.97,14.0,117719.06,2.37706,0.72854,33.28,3327.88,-2341.21
1990-12-10,1991-04-10,328.97,374.82999,14.0,130254.85,2.46752,0.08399,34.55,3454.53,-3371.49
1991-04-10,1991-08-12,374.82999,388.17001,20.0,131277.46,1.86406,0.14646,37.28,3728.12,-3472.48
1991-08-12,1991-12-10,388.17001,379.57001,45.0,130417.34,0.85686,1.2887,38.56,3855.87,1904.72
1991-12-10,1992-04-10,379.57001,405.12,20.0,135163.2,1.92797,0.0897,38.56,3855.94,-3715.1
1992-04-10,1992-08-10,405.12,419.42001,38.0,136139.2,1.03913,0.09064,39.49,3948.69,-3643.75
1992-08-10,1992-12-10,419.42001,435.66,54.0,137242.48,0.74256,0.0102,40.1,4009.82,-3994.84
1992-12-10,1993-04-12,435.66,448.37,216.0,148001.83,0.18894,0.50435,40.81,4081.1,6772.05
1993-04-12,1993-08-10,448.37,450.70999,21.0,144410.59,2.07903,0.08835,43.66,4365.96,-4224.09
1993-08-10,1993-12-10,450.70999,464.87,102.0,144611.72,0.42169,0.01497,43.01,4301.24,-4191.55
1993-12-10,1994-04-11,464.87,450.34,198.0,153239.64,0.21702,0.86707,42.97,4297.0,12828.02
1994-04-11,1994-08-10,450.34,460.48001,37.0,152035.15,1.20932,0.04939,44.74,4474.48,-4336.48
1994-08-10,1994-12-12,460.48001,449.48001,138.0,149426.63,0.32796,0.39316,45.26,4525.85,854.5
1994-12-12,1995-04-10,449.48001,507.01001,74.0,163435.6,0.59942,9e-05,44.36,4435.71,-4479.4
1995-04-10,1995-08-10,507.01001,560.63,436.0,175505.64,0.11176,0.00586,48.73,4872.74,-4665.97
1995-08-10,1995-12-11,560.63,620.90002,107.0,188548.94,0.48656,0.0032,52.06,5206.19,-5224.01
1995-12-11,1996-04-10,620.90002,642.78003,123.0,201008.44,0.45653,0.9409,56.15,5615.32,5901.6
1996-04-10,1996-08-12,642.78003,665.77002,17.0,203448.27,3.45526,0.88042,58.74,5873.94,-4435.97
1996-08-12,1996-12-10,665.77002,753.42999,17.0,223518.94,3.42499,0.00307,58.22,5822.48,-5875.48
1996-12-10,1997-04-10,753.42999,763.72998,95.0,235505.55,0.69749,1.63713,66.26,6626.16,8860.32
1997-04-10,1997-08-11,763.72998,938.5,16.0,281019.53,4.14436,0.06407,66.31,6630.98,-6594.77
1997-08-11,1997-12-10,938.5,975.78003,13.0,303023.44,6.20595,14.71563,80.68,8067.73,10981.9
1997-12-10,1998-03-10,975.78003,1064.58997,6.0,321198.95,13.83163,0.00234,82.99,8298.98,-8380.56
1998-03-10,1998-07-10,1064.58997,1166.93005,22.0,342498.19,4.34469,0.46825,95.58,9558.32,-8623.75
1998-07-10,1998-09-01,1166.93005,1000.71002,17.0,404404.95,5.71761,69.35067,97.2,9719.94,108079.0
1998-09-01,1998-12-10,1000.71002,1183.77002,9.0,463142.38,12.65325,0.00037,113.88,11387.92,-11501.47
1998-12-10,1999-04-12,1183.77002,1358.68994,9.0,517522.6,14.64068,1.49136,131.77,13176.61,-11966.16
1999-04-12,1999-08-10,1358.68994,1298.62,8.0,487476.55,17.78353,8.06399,142.27,14226.82,-7917.9
1999-08-10,1999-12-10,1298.62,1421.57996,17.0,521727.14,8.37516,2.26008,142.38,14237.77,-10538.02
