purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1990-01-02,1990-05-10,359.69,344.98001,19.0,95021.99,0.5057,0.28642,9.61,960.83,-426.24
1990-05-10,1990-08-23,344.98001,316.54999,25.0,96964.77,0.36655,4.19973,9.16,916.38,9573.79
1990-08-23,1990-11-13,316.54999,319.48001,13.0,97288.34,0.70434,0.39923,9.16,915.64,-405.8
1990-11-13,1991-02-11,319.48001,368.57999,5.0,111117.69,1.87673,0.00133,9.38,938.36,-947.08
1991-02-11,1991-05-10,368.57999,383.91,11.0,114676.58,0.92519,0.01782,10.18,1017.71,-1008.29
1991-05-10,1991-09-10,383.91,388.63,5.0,115293.11,2.02901,0.48289,10.15,1014.5,-783.21
1991-09-10,1992-01-10,388.63,417.62,7.0,123181.02,1.44028,0.54488,10.08,1008.2,-636.86
1992-01-10,1992-04-10,417.62,405.12,13.0,118414.63,0.89102,0.04258,11.58,1158.33,-1114.55
1992-04-10,1992-08-10,405.12,419.42001,11.0,121492.52,1.03913,0.09064,11.43,1143.04,-1054.77
1992-08-10,1992-12-10,419.42001,435.66,16.0,124952.46,0.74256,0.0102,11.88,1188.1,-1183.66
1992-12-10,1993-04-12,435.66,448.37,65.0,130619.97,0.18894,0.50435,12.28,1228.11,2037.88
1993-04-12,1993-08-10,448.37,450.70999,6.0,130050.7,2.07903,0.08835,12.47,1247.42,-1206.88
1993-08-10,1993-12-10,450.70999,464.87,30.0,132853.58,0.42169,0.01497,12.65,1265.07,-1232.81
1993-12-10,1994-04-11,464.87,450.34,60.0,132695.35,0.21702,0.86707,13.02,1302.12,3887.28
1994-04-11,1994-08-10,450.34,460.48001,10.0,134410.01,1.20932,0.04939,12.09,1209.32,-1172.02
1994-08-10,1994-12-12,460.48001,449.48001,40.0,131496.35,0.32796,0.39316,13.12,1311.84,247.68
1994-12-12,1995-04-10,449.48001,507.01001,21.0,146841.63,0.59942,9e-05,12.59,1258.78,-1271.18
1995-04-10,1995-08-10,507.01001,560.63,130.0,160787.62,0.11176,0.00586,14.53,1452.88,-1391.23
1995-08-10,1995-12-11,560.63,620.90002,32.0,176282.58,0.48656,0.0032,15.57,1556.99,-1562.32
1995-12-11,1996-04-10,620.90002,642.78003,38.0,184294.28,0.45653,0.9409,17.35,1734.81,1823.26
1996-04-10,1996-08-12,642.78003,665.77002,5.0,189468.46,3.45526,0.88042,17.28,1727.63,-1304.7
1996-08-12,1996-12-10,665.77002,753.42999,5.0,212372.09,3.42499,0.00307,17.12,1712.5,-1728.08
1996-12-10,1997-04-10,753.42999,763.72998,30.0,218099.19,0.69749,1.63713,20.92,2092.47,2798.0
1997-04-10,1997-08-11,763.72998,938.5,5.0,265278.5,4.14436,0.06407,20.72,2072.18,-2060.86
1997-08-11,1997-12-10,938.5,975.78003,4.0,279122.78,6.20595,14.71563,24.82,2482.38,3379.05
1997-12-10,1998-03-10,975.78003,1064.58997,2.0,301409.33,13.83163,0.00234,27.66,2766.33,-2793.52
1998-03-10,1998-07-10,1064.58997,1166.93005,6.0,327720.42,4.34469,0.46825,26.07,2606.81,-2351.93
1998-07-10,1998-09-01,1166.93005,1000.71002,5.0,313651.34,5.71761,69.35067,28.59,2858.8,31787.94
1998-09-01,1998-12-10,1000.71002,1183.77002,2.0,367442.94,12.65325,0.00037,25.31,2530.65,-2555.89
1998-12-10,1999-03-10,1183.77002,1287.02002,7.0,396114.69,4.6106,0.31937,32.27,3227.42,-3036.13
1999-03-10,1999-06-10,1287.02002,1318.64001,4.0,402763.06,8.08308,0.65235,32.33,3233.23,-3004.62
1999-06-10,1999-09-10,1318.64001,1357.62,7.0,411030.3,5.39037,0.42049,37.73,3773.26,-3516.65
1999-09-10,1999-12-10,1357.62,1421.57996,8.0,426734.59,4.57751,0.25471,36.62,3662.01,-3494.86
