purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1990-01-02,1990-05-10,359.69,344.98001,59.0,94229.88,0.5057,0.28642,29.84,2983.63,-1323.59
1990-05-10,1990-08-23,344.98001,316.54999,76.0,116136.66,0.36655,4.19973,27.86,2785.78,29104.31
1990-08-23,1990-11-13,316.54999,319.48001,49.0,115181.87,0.70434,0.39923,34.51,3451.27,-1529.55
1990-11-13,1991-02-11,319.48001,368.57999,18.0,128895.23,1.87673,0.00133,33.78,3378.11,-3409.5
1991-02-11,1991-05-10,368.57999,383.91,41.0,130333.29,0.92519,0.01782,37.93,3793.28,-3758.15
1991-05-10,1991-09-10,383.91,388.63,19.0,128917.42,2.02901,0.48289,38.55,3855.12,-2976.18
1991-09-10,1992-01-10,388.63,417.62,26.0,135864.82,1.44028,0.54488,37.45,3744.73,-2365.49
1992-01-10,1992-04-10,417.62,405.12,45.0,128064.72,0.89102,0.04258,40.1,4009.59,-3858.08
1992-04-10,1992-08-10,405.12,419.42001,36.0,128990.08,1.03913,0.09064,37.41,3740.87,-3451.97
1992-08-10,1992-12-10,419.42001,435.66,51.0,130056.45,0.74256,0.0102,37.87,3787.06,-3772.91
1992-12-10,1993-04-12,435.66,448.37,205.0,140261.04,0.18894,0.50435,38.73,3873.27,6427.18
1993-04-12,1993-08-10,448.37,450.70999,20.0,136838.04,2.07903,0.08835,41.58,4158.06,-4022.94
1993-08-10,1993-12-10,450.70999,464.87,96.0,137057.78,0.42169,0.01497,40.48,4048.22,-3944.99
1993-12-10,1994-04-11,464.87,450.34,188.0,145260.68,0.21702,0.86707,40.8,4079.98,12180.14
1994-04-11,1994-08-10,450.34,460.48001,35.0,144127.56,1.20932,0.04939,42.33,4232.62,-4102.08
1994-08-10,1994-12-12,460.48001,449.48001,131.0,141658.94,0.32796,0.39316,42.96,4296.28,811.16
1994-12-12,1995-04-10,449.48001,507.01001,70.0,154933.55,0.59942,9e-05,41.96,4195.94,-4237.27
1995-04-10,1995-08-10,507.01001,560.63,413.0,166392.4,0.11176,0.00586,46.16,4615.69,-4419.83
1995-08-10,1995-12-11,560.63,620.90002,102.0,178714.55,0.48656,0.0032,49.63,4962.91,-4979.9
1995-12-11,1996-04-10,620.90002,642.78003,116.0,190503.7,0.45653,0.9409,52.96,5295.75,5565.73
1996-04-10,1996-08-12,642.78003,665.77002,16.0,192842.46,3.45526,0.88042,55.28,5528.42,-4175.02
1996-08-12,1996-12-10,665.77002,753.42999,16.0,211944.9,3.42499,0.00307,54.8,5479.98,-5529.87
1996-12-10,1997-04-10,753.42999,763.72998,90.0,223300.75,0.69749,1.63713,62.77,6277.41,8393.99
1997-04-10,1997-08-11,763.72998,938.5,16.0,266030.42,4.14436,0.06407,66.31,6630.98,-6594.77
1997-08-11,1997-12-10,938.5,975.78003,12.0,286613.71,6.20595,14.71563,74.47,7447.14,10137.15
1997-12-10,1998-03-10,975.78003,1064.58997,6.0,303300.62,13.83163,0.00234,82.99,8298.98,-8380.56
1998-03-10,1998-07-10,1064.58997,1166.93005,20.0,323741.46,4.34469,0.46825,86.89,8689.38,-7839.77
1998-07-10,1998-09-01,1166.93005,1000.71002,16.0,381878.84,5.71761,69.35067,91.48,9148.18,101721.42
1998-09-01,1998-12-10,1000.71002,1183.77002,8.0,438120.01,12.65325,0.00037,101.23,10122.6,-10223.53
1998-12-10,1999-03-10,1183.77002,1287.02002,28.0,463092.55,4.6106,0.31937,129.1,12909.68,-12144.54
1999-03-10,1999-06-10,1287.02002,1318.64001,17.0,461408.37,8.08308,0.65235,137.41,13741.24,-12769.65
1999-06-10,1999-09-10,1318.64001,1357.62,25.0,462108.11,5.39037,0.42049,134.76,13475.92,-12559.46
1999-09-10,1999-12-10,1357.62,1421.57996,30.0,470156.31,4.57751,0.25471,137.33,13732.53,-13105.73
