purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1990-01-02,1990-05-10,359.69,344.98001,38.0,94700.08,0.76956,0.55177,29.24,2924.33,-856.84
1990-05-10,1990-08-24,344.98001,311.64999,50.0,115472.31,0.56151,6.43262,28.08,2807.55,29327.47
1990-08-24,1990-11-13,311.64999,319.48001,46.0,115649.59,0.74577,0.287,34.31,3430.54,-2144.65
1990-11-13,1991-02-11,319.48001,368.57999,18.0,129465.44,1.87673,0.00133,33.78,3378.11,-3409.5
1991-02-11,1991-05-10,368.57999,383.91,41.0,130916.75,0.92519,0.01782,37.93,3793.28,-3758.15
1991-05-10,1991-09-10,383.91,388.63,13.0,130078.19,2.86874,1.04101,37.29,3729.36,-2413.34
1991-09-10,1992-01-10,388.63,417.62,18.0,137873.44,2.0822,1.20874,37.48,3747.96,-1609.71
1992-01-10,1992-04-10,417.62,405.12,46.0,129922.13,0.89102,0.04258,40.99,4098.69,-3943.81
1992-04-10,1992-08-10,405.12,419.42001,24.0,131168.81,1.60552,0.28551,38.53,3853.25,-3206.55
1992-08-10,1992-12-10,419.42001,435.66,31.0,132394.8,1.2283,0.04968,38.08,3807.73,-3691.8
1992-12-10,1993-04-12,435.66,448.37,106.0,144563.65,0.37011,1.15773,39.23,3923.17,8309.54
1993-04-12,1993-08-10,448.37,450.70999,13.0,141422.14,3.11953,0.27737,40.55,4055.39,-3735.36
1993-08-10,1993-12-10,450.70999,464.87,55.0,141900.93,0.75869,0.06981,41.73,4172.8,-3830.57
1993-12-10,1994-04-11,464.87,450.34,98.0,149488.95,0.42995,1.63099,42.14,4213.51,11728.05
1994-04-11,1994-08-10,450.34,460.48001,24.0,148480.23,1.8379,0.15658,44.11,4410.96,-4079.28
1994-08-10,1994-12-12,460.48001,449.48001,78.0,146746.4,0.56647,0.78201,44.18,4418.47,1637.03
1994-12-12,1995-04-10,449.48001,507.01001,47.0,160465.57,0.93098,0.00132,43.76,4375.61,-4413.16
1995-04-10,1995-08-10,507.01001,560.63,219.0,172793.1,0.21813,0.0335,47.77,4777.05,-4091.17
1995-08-10,1995-12-11,560.63,620.90002,62.0,185702.94,0.82973,0.02283,51.44,5144.33,-5054.22
1995-12-11,1996-04-10,620.90002,642.78003,68.0,199643.05,0.80704,1.91148,54.88,5487.87,7455.31
1996-04-10,1996-08-12,642.78003,665.77002,12.0,202815.48,4.84148,1.85159,58.1,5809.78,-3645.97
1996-08-12,1996-12-10,665.77002,753.42999,12.0,222680.49,4.96802,0.02606,59.62,5961.62,-5989.97
1996-12-10,1997-04-10,753.42999,763.72998,56.0,236210.95,1.18666,3.05546,66.45,6645.3,10398.83
1997-04-10,1997-08-11,763.72998,938.5,12.0,281639.98,5.76689,0.26862,69.2,6920.27,-6667.12
1997-08-11,1997-11-10,938.5,935.90002,49.0,294721.23,1.70384,4.49548,83.49,8348.82,13595.55
1997-11-10,1998-02-10,935.90002,1022.15002,7.0,312628.82,11.60218,0.02166,81.22,8121.53,-8187.58
1998-02-10,1998-05-11,1022.15002,1119.13,34.0,332150.7,2.68325,0.00114,91.23,9123.05,-9210.4
1998-05-11,1998-09-01,1119.13,1000.71002,17.0,390009.79,5.61286,59.15653,95.42,9541.86,90928.82
1998-09-01,1998-12-10,1000.71002,1183.77002,9.0,446393.81,12.65325,0.00037,113.88,11387.92,-11501.47
1998-12-10,1999-03-10,1183.77002,1287.02002,28.0,472087.86,4.6106,0.31937,129.1,12909.68,-12144.54
1999-03-10,1999-06-10,1287.02002,1318.64001,17.0,470623.67,8.08308,0.65235,137.41,13741.24,-12769.65
1999-06-10,1999-09-10,1318.64001,1357.62,26.0,471098.32,5.39037,0.42049,140.15,14014.96,-13061.84
1999-09-10,1999-12-10,1357.62,1421.57996,30.0,479526.51,4.57751,0.25471,137.33,13732.53,-13105.73
