Date,Time,Adj Vol,Open,High,Low,Close
2018-07-06,16:16:00,75009.0,15.65,15.9,14.5,14.55
2018-07-05,16:15:00,62167.0,16.15,16.4,15.4,15.5
2018-07-04,11:30:00,3751.0,16.35,16.4,16.0,16.1
2018-07-03,13:15:00,47840.0,15.95,16.5,15.55,16.4
2018-07-02,16:15:00,70612.0,16.05,17.2,15.9,16.05
2018-06-29,16:15:00,79501.0,16.5,16.55,15.5,16.0
2018-06-28,16:15:00,105416.0,16.95,17.85,16.35,16.5
2018-06-27,16:15:00,146983.0,15.95,17.4,15.3,16.9
2018-06-26,16:15:00,123161.0,16.4,16.6,15.55,15.85
2018-06-25,16:15:00,208281.0,14.4,17.5,14.4,16.35
2018-06-22,16:15:00,73661.0,15.0,15.05,14.2,14.45
2018-06-21,16:15:00,106812.0,13.9,15.2,13.65,14.85
2018-06-20,16:15:00,71839.0,14.2,14.45,12.5,13.95
2018-06-19,16:15:00,182846.0,13.7,15.0,12.9,14.2
2018-06-18,16:15:00,113568.0,13.75,14.4,12.65,13.7
2018-06-15,16:15:00,122316.0,12.65,14.1,12.65,13.7
2018-06-14,16:15:00,124671.0,14.1,14.35,12.45,13.65
2018-06-13,16:15:00,96333.0,12.75,14.2,12.6,14.2
2018-06-12,16:15:00,49360.0,12.95,13.2,12.65,12.8
2018-06-11,16:15:00,46193.0,13.4,13.6,12.75,12.9
2018-06-08,16:15:00,60268.0,13.15,14.2,13.1,13.3
2018-06-07,16:15:00,72016.0,13.05,13.95,12.9,13.2
2018-06-06,16:15:00,68268.0,13.6,13.65,12.95,13.1
2018-06-05,16:15:00,52645.0,13.85,14.1,13.6,13.6
2018-06-04,16:15:00,54494.0,14.45,14.5,13.85,13.9
2018-06-01,16:15:00,81427.0,15.35,15.35,14.3,14.4
2018-05-31,16:15:00,70345.0,15.2,15.8,14.9,15.45
2018-05-30,16:15:00,93068.0,16.0,16.2,14.85,15.2
2018-05-29,16:15:00,166816.0,14.25,16.7,14.2,15.9
2018-05-28,11:30:00,5053.0,14.05,14.35,13.8,14.3
2018-05-25,16:15:00,76008.0,13.85,14.3,13.7,14.15
2018-05-24,16:15:00,84947.0,13.95,14.7,13.8,13.85
2018-05-23,16:15:00,79565.0,14.2,14.95,13.85,13.9
2018-05-22,16:15:00,51674.0,14.15,14.3,13.9,14.2
2018-05-21,16:15:00,70526.0,14.25,14.25,13.7,14.1
2018-05-18,16:15:00,52123.0,14.35,14.8,14.25,14.55
2018-05-17,16:15:00,73319.0,14.65,14.85,14.3,14.4
2018-05-16,16:15:00,76660.0,15.3,15.4,14.5,14.65
2018-05-15,16:15:00,152351.0,14.45,15.5,13.35,15.3
2018-05-14,16:15:00,110684.0,14.65,14.65,13.3,14.45
2018-05-11,16:15:00,87733.0,15.1,15.2,13.85,14.7
2018-05-10,16:15:00,110713.0,15.6,15.75,13.95,15.1
2018-05-09,16:15:00,102873.0,15.8,16.35,15.1,15.6
2018-05-08,16:15:00,48247.0,15.7,16.2,15.65,15.75
2018-05-07,16:15:00,45831.0,15.85,16.0,15.55,15.75
2018-05-04,16:15:00,77342.0,16.55,17.2,15.85,15.9
2018-05-03,16:15:00,107131.0,16.6,18.0,16.25,16.5
2018-05-02,16:15:00,67834.0,16.25,16.7,15.7,16.65
2018-05-01,16:15:00,69617.0,16.75,17.15,16.2,16.25
2018-04-30,16:15:00,82142.0,16.35,16.75,16.0,16.6
2018-04-27,16:15:00,79970.0,16.9,17.35,16.35,16.4
2018-04-26,16:15:00,74374.0,17.5,17.9,16.8,16.85
2018-04-25,16:15:00,98837.0,17.75,18.6,17.45,17.75
2018-04-24,16:15:00,146276.0,16.85,18.5,16.2,17.65
2018-04-23,16:15:00,64805.0,16.8,17.3,16.45,16.85
2018-04-20,16:15:00,103728.0,16.55,17.3,16.3,17.0
2018-04-19,16:15:00,75243.0,16.25,17.15,16.25,16.6
2018-04-18,16:15:00,97746.0,16.4,17.2,15.1,16.4
2018-04-17,16:15:00,167983.0,17.4,17.45,15.95,16.4
2018-04-16,16:15:00,135264.0,17.85,18.05,17.15,17.25
2018-04-13,16:15:00,131677.0,18.65,19.15,17.9,18.1
2018-04-12,16:15:00,110139.0,19.4,20.15,18.65,18.7
2018-04-11,16:15:00,114002.0,20.2,21.0,19.25,19.5
2018-04-10,16:15:00,69111.0,20.7,21.05,19.7,20.2
2018-04-09,16:15:00,55626.0,20.9,20.9,19.8,20.8
2018-04-06,16:15:00,97965.0,19.05,21.65,19.0,20.65
2018-04-05,16:15:00,56318.0,19.95,20.1,18.95,19.05
2018-04-04,16:15:00,101646.0,20.65,22.65,19.85,19.95
2018-04-03,16:15:00,80912.0,21.35,21.7,20.35,20.5
2018-04-02,16:15:00,127271.0,19.6,22.5,19.5,21.45
2018-03-29,16:16:00,78070.0,20.8,21.1,19.3,19.8
2018-03-28,16:15:00,125994.0,20.55,21.75,19.95,21.05
2018-03-27,16:15:00,105671.0,19.35,21.0,18.9,20.45
2018-03-26,16:15:00,100085.0,20.5,20.65,18.75,19.3
2018-03-23,17:00:00,150899.0,19.55,20.8,18.8,20.45
2018-03-22,17:00:00,209223.0,17.35,19.85,17.05,19.4
2018-03-21,17:00:00,108714.0,17.35,18.7,16.3,17.35
2018-03-20,17:00:00,129960.0,17.7,18.85,17.3,17.4
2018-03-19,17:00:00,226915.0,16.45,18.6,16.25,17.6
2018-03-16,17:00:00,102254.0,16.7,17.05,15.55,16.4
2018-03-15,17:00:00,92001.0,17.25,17.7,16.45,16.7
2018-03-14,17:00:00,118150.0,16.95,17.45,16.2,17.25
2018-03-13,17:00:00,72827.0,16.2,17.15,15.65,16.9
2018-03-12,17:00:00,56874.0,15.9,16.45,15.4,16.15
2018-03-09,17:00:00,87402.0,17.15,17.35,15.35,15.75
2018-03-08,17:00:00,70034.0,17.9,18.15,17.0,17.2
2018-03-07,17:00:00,84469.0,19.2,20.0,17.75,17.95
2018-03-06,16:59:00,50058.0,18.45,19.05,17.85,18.25
2018-03-05,17:00:00,66597.0,19.0,20.15,17.95,18.3
2018-03-02,17:00:00,102703.0,19.9,21.9,18.95,19.15
2018-03-01,17:00:00,122340.0,18.55,21.25,18.2,19.85
2018-02-28,17:00:00,99261.0,17.55,18.9,17.15,18.6
2018-02-27,17:00:00,100085.0,16.15,18.05,16.05,17.55
2018-02-26,16:50:00,48230.0,16.7,16.95,16.05,16.05
2018-02-23,16:15:00,64525.0,18.05,18.2,16.75,16.8
2018-02-22,17:00:00,59781.0,18.6,19.4,17.85,18.1
2018-02-21,17:00:00,81848.0,18.35,18.95,17.1,18.6
2018-02-20,17:00:00,55339.0,17.9,18.95,17.75,18.35
2018-02-19,11:30:00,5995.0,17.7,18.25,17.35,18.0
2018-02-16,16:15:00,66467.0,17.5,18.0,16.9,17.75
2018-02-15,17:00:00,67225.0,17.9,18.15,17.1,17.5
2018-02-14,17:00:00,125251.0,19.85,25.3,17.65,17.9
2018-02-13,17:00:00,128763.0,20.05,27.6,19.8,19.8
2018-02-12,17:00:00,184030.0,20.3,26.35,19.75,25.8
2018-02-09,16:15:00,280106.0,22.05,28.6,20.35,20.45
2018-02-08,17:00:00,328379.0,19.55,24.05,18.75,21.95
2018-02-07,17:00:00,308920.0,22.7,24.15,17.8,19.75
2018-02-06,17:00:00,363488.0,28.95,32.05,20.0,23.35
2018-02-05,17:00:00,438516.0,16.15,33.35,15.2,28.55
2018-02-02,16:15:00,265489.0,13.0,15.85,12.85,15.6
2018-02-01,17:00:00,145801.0,13.4,13.95,12.5,13.2
2018-01-31,16:57:00,149614.0,14.05,14.05,13.35,13.45
2018-01-30,17:00:00,258001.0,13.55,14.65,13.5,14.0
2018-01-29,17:00:00,172716.0,12.35,13.6,12.3,13.55
2018-01-26,16:15:00,74794.0,12.45,12.55,12.2,12.3
2018-01-25,17:00:00,106608.0,12.2,12.7,12.05,12.45
2018-01-24,16:56:00,168060.0,12.0,12.6,11.85,12.25
2018-01-23,16:55:00,92306.0,11.8,12.05,11.7,12.0
2018-01-22,17:00:00,87814.0,12.05,12.2,11.55,11.8
2018-01-19,16:15:00,121104.0,12.1,12.25,11.85,11.9
2018-01-18,17:00:00,153570.0,12.05,12.45,11.8,12.05
2018-01-17,17:00:00,159016.0,12.1,12.45,11.4,12.0
2018-01-16,17:00:00,225452.0,11.5,12.35,10.35,12.1
2018-01-15,11:30:00,6706.0,11.8,11.8,10.45,11.55
2018-01-12,16:15:00,126274.0,11.55,11.7,10.4,11.7
2018-01-11,17:00:00,73813.0,11.55,11.6,10.45,11.55
2018-01-10,17:00:00,138593.0,10.7,12.05,10.5,11.5
2018-01-09,16:52:00,72161.0,10.5,10.75,10.35,10.75
2018-01-08,17:00:00,31412.0,10.55,10.65,10.4,10.45
2018-01-05,16:15:00,46055.0,10.55,10.7,10.4,10.5
2018-01-04,17:00:00,55168.0,10.75,10.8,10.5,10.55
2018-01-03,17:00:00,52400.0,10.9,10.9,10.6,10.65
2018-01-02,17:00:00,70497.0,11.45,11.6,10.85,10.9
2017-12-29,16:15:00,50773.0,11.2,11.6,11.1,11.45
2017-12-28,17:00:00,34460.0,11.35,11.4,11.15,11.2
2017-12-27,16:55:00,53542.0,11.35,11.45,11.15,11.35
2017-12-26,17:00:00,42204.0,11.4,11.5,11.2,11.35
2017-12-22,16:15:00,57612.0,11.25,11.45,11.15,11.4
2017-12-21,17:00:00,69122.0,11.4,11.45,11.2,11.2
2017-12-20,17:00:00,92415.0,10.05,11.45,9.6,11.45
2017-12-19,17:00:00,120885.0,11.4,11.55,9.7,11.35
2017-12-18,17:00:00,125268.0,11.45,11.55,9.6,11.35
2017-12-15,16:15:00,144308.0,11.9,11.95,9.85,11.45
2017-12-14,17:00:00,146510.0,11.95,12.1,10.35,11.9
2017-12-13,17:00:00,99067.0,10.4,12.05,10.3,11.95
2017-12-12,17:00:00,59959.0,10.35,10.5,10.3,10.4
2017-12-11,17:00:00,69716.0,10.8,11.0,10.25,10.35
2017-12-08,16:15:00,76958.0,11.25,11.3,10.75,10.85
2017-12-07,17:00:00,81776.0,11.7,11.85,11.15,11.25
2017-12-06,16:47:00,84367.0,11.9,12.25,11.7,11.75
2017-12-05,17:00:00,113223.0,11.85,12.0,11.4,11.85
2017-12-04,16:58:00,155545.0,11.5,12.05,11.15,11.9
2017-12-01,16:15:00,245808.0,11.65,13.45,11.6,11.85
2017-11-30,17:00:00,120066.0,11.5,11.75,11.25,11.65
2017-11-29,17:00:00,111026.0,11.3,11.75,11.25,11.45
2017-11-28,17:00:00,88707.0,11.4,11.5,11.15,11.3
2017-11-27,17:00:00,56458.0,11.4,11.6,11.3,11.35
2017-11-24,13:15:00,22232.0,11.5,11.6,11.35,11.4
2017-11-23,11:30:00,3804.0,11.5,11.7,11.45,11.45
2017-11-22,16:56:00,78383.0,11.55,11.65,11.4,11.5
2017-11-21,17:00:00,104852.0,12.05,12.15,11.5,11.65
2017-11-20,17:00:00,92954.0,12.6,12.9,12.05,12.05
2017-11-17,16:15:00,101258.0,12.7,12.85,12.4,12.65
2017-11-16,17:00:00,117673.0,13.2,13.25,12.55,12.7
2017-11-15,17:00:00,162860.0,12.05,13.5,12.05,13.15
2017-11-14,17:00:00,212768.0,12.8,13.15,11.65,12.7
2017-11-13,17:00:00,142518.0,12.6,12.9,11.4,12.75
2017-11-10,16:15:00,182955.0,12.4,12.75,11.15,12.6
2017-11-09,17:00:00,310827.0,12.3,13.05,10.85,12.35
2017-11-08,17:00:00,98679.0,11.05,12.45,10.85,12.3
2017-11-07,17:00:00,82367.0,10.8,11.2,10.7,10.9
2017-11-06,17:00:00,51586.0,11.05,11.35,10.7,10.75
2017-11-03,16:15:00,61870.0,11.15,11.2,10.85,10.95
2017-11-02,16:56:00,86967.0,11.4,11.8,11.1,11.1
2017-11-01,17:00:00,69669.0,11.3,11.5,11.1,11.45
2017-10-31,17:00:00,61477.0,11.6,11.65,11.2,11.3
2017-10-30,17:00:00,103802.0,11.4,11.95,11.35,11.55
2017-10-27,16:15:00,88359.0,12.05,12.25,11.4,11.45
2017-10-26,17:00:00,104988.0,12.05,12.35,11.9,12.0
2017-10-25,16:58:00,227001.0,11.9,13.25,11.9,12.05
2017-10-24,16:59:00,113386.0,11.8,12.0,11.4,11.95
2017-10-23,17:00:00,77683.0,11.35,11.9,11.2,11.8
2017-10-20,16:15:00,49746.0,11.5,11.55,11.3,11.35
2017-10-19,17:00:00,119745.0,11.6,12.45,11.45,11.5
2017-10-18,17:00:00,62991.0,10.3,11.8,10.25,11.6
2017-10-17,17:00:00,116310.0,11.7,11.8,10.1,11.7
2017-10-16,17:00:00,100418.0,11.85,11.9,10.1,11.7
2017-10-13,16:15:00,104363.0,12.1,12.15,10.45,11.85
2017-10-12,17:00:00,108466.0,12.15,12.25,10.55,12.1
2017-10-11,17:00:00,95926.0,10.95,12.45,10.7,12.15
2017-10-10,17:00:00,58196.0,11.15,11.3,10.9,10.9
2017-10-09,17:00:00,47949.0,10.85,11.35,10.75,11.2
2017-10-06,16:15:00,78748.0,10.85,11.25,10.8,10.85
2017-10-05,16:54:00,63274.0,11.3,11.35,10.8,10.9
2017-10-04,17:00:00,50395.0,11.4,11.5,11.3,11.3
2017-10-03,17:00:00,44382.0,11.45,11.5,11.3,11.35
2017-10-02,17:00:00,63250.0,11.65,11.7,11.3,11.35
2017-09-29,16:15:00,62157.0,11.95,12.05,11.6,11.65
2017-09-28,17:00:00,44280.0,12.25,12.3,11.9,11.95
2017-09-27,16:53:00,63805.0,12.3,12.35,12.05,12.2
2017-09-26,17:00:00,60791.0,12.35,12.6,12.2,12.25
2017-09-25,16:50:00,110608.0,12.35,12.85,12.15,12.4
2017-09-22,16:15:00,59446.0,12.4,12.85,12.3,12.45
2017-09-21,17:00:00,72202.0,12.35,12.5,12.25,12.35
2017-09-20,16:55:00,110697.0,10.8,12.85,10.4,12.3
2017-09-19,17:00:00,134417.0,12.35,12.5,10.4,12.45
2017-09-18,17:00:00,161305.0,12.9,12.9,10.65,12.45
2017-09-15,16:15:00,114632.0,13.05,13.35,11.35,12.9
2017-09-14,17:00:00,111384.0,12.95,13.25,11.45,13.05
2017-09-13,17:00:00,118153.0,11.85,13.4,11.5,11.5
2017-09-12,17:00:00,72310.0,12.1,12.15,11.8,11.9
2017-09-11,17:00:00,91497.0,12.95,13.05,12.05,12.05
2017-09-08,16:15:00,81536.0,12.85,13.45,12.85,13.25
2017-09-07,17:00:00,89339.0,13.2,13.35,12.75,12.85
2017-09-06,17:00:00,105200.0,13.3,13.6,13.05,13.15
2017-09-05,17:00:00,164708.0,13.4,14.3,12.85,13.3
2017-09-04,11:30:00,10834.0,13.4,13.55,13.05,13.4
2017-09-01,16:15:00,62840.0,12.6,12.8,12.45,12.6
2017-08-31,16:59:00,93466.0,13.15,13.25,12.55,12.65
2017-08-30,16:59:00,73189.0,13.2,13.4,13.0,13.2
2017-08-29,16:46:00,127475.0,13.65,14.8,13.15,13.25
2017-08-28,17:00:00,76909.0,12.95,13.5,12.9,13.1
2017-08-25,16:15:00,82887.0,13.4,13.55,13.05,13.1
2017-08-24,17:00:00,115545.0,13.55,13.95,13.05,13.4
2017-08-23,17:00:00,139749.0,13.0,13.85,12.95,13.6
2017-08-22,17:00:00,124067.0,14.15,14.15,12.9,12.95
2017-08-21,16:54:00,124630.0,14.8,15.05,14.1,14.15
2017-08-18,16:15:00,269383.0,15.05,15.35,14.1,15.0
2017-08-17,17:00:00,323315.0,13.1,15.45,12.95,15.05
2017-08-16,17:00:00,176930.0,13.2,13.25,11.95,13.1
2017-08-15,17:00:00,194308.0,13.3,13.45,11.85,13.2
2017-08-14,17:00:00,217919.0,15.25,15.25,12.4,13.15
2017-08-11,16:15:00,389152.0,15.2,16.4,14.25,15.3
2017-08-10,17:00:00,525255.0,13.1,15.65,11.7,15.25
2017-08-09,17:00:00,353143.0,11.6,13.5,11.55,13.1
2017-08-08,17:00:00,136930.0,11.1,11.85,10.95,11.65
2017-08-07,17:00:00,27248.0,11.25,11.3,11.05,11.1
2017-08-04,16:15:00,70449.0,11.35,11.5,11.1,11.3
2017-08-03,17:00:00,80244.0,11.3,11.5,11.2,11.4
2017-08-02,17:00:00,95847.0,11.2,11.6,11.1,11.3
2017-08-01,16:58:00,63452.0,11.35,11.4,11.15,11.2
2017-07-31,16:59:00,65992.0,11.45,11.6,11.25,11.35
2017-07-28,16:15:00,114631.0,11.45,11.95,11.35,11.35
2017-07-27,17:00:00,155945.0,11.25,12.1,11.1,11.4
2017-07-26,17:00:00,53820.0,11.2,11.3,11.0,11.2
2017-07-25,17:00:00,64395.0,11.3,11.35,11.1,11.15
2017-07-24,17:00:00,61029.0,11.4,11.5,11.1,11.3
2017-07-21,16:15:00,90086.0,11.5,11.65,11.35,11.4
2017-07-20,17:00:00,93511.0,11.55,11.75,11.45,11.45
2017-07-19,17:00:00,120598.0,11.75,11.8,9.8,11.55
2017-07-18,17:00:00,178828.0,11.9,12.1,10.1,11.75
2017-07-17,17:00:00,131771.0,12.05,12.05,10.3,11.9
2017-07-14,16:15:00,122995.0,11.1,12.45,10.85,12.0
2017-07-13,17:00:00,119275.0,12.35,12.45,11.05,11.05
2017-07-12,17:00:00,137541.0,12.15,12.75,11.45,12.35
2017-07-11,17:00:00,105336.0,12.2,12.9,12.05,12.15
2017-07-10,17:00:00,90552.0,12.55,12.55,11.9,12.25
2017-07-07,16:15:00,99670.0,13.0,13.15,12.4,12.6
2017-07-06,17:00:00,135469.0,12.25,13.2,12.2,13.05
2017-07-05,16:47:00,112209.0,12.35,12.8,12.1,12.3
2017-07-04,11:30:00,5893.0,12.4,12.55,12.2,12.3
2017-07-03,16:53:00,72259.0,12.2,12.65,11.9,12.45
2017-06-30,16:15:00,123617.0,12.1,12.65,11.9,12.35
2017-06-29,17:00:00,286989.0,11.6,13.75,11.6,12.1
2017-06-28,17:00:00,93785.0,12.15,12.35,11.6,11.6
2017-06-27,17:00:00,129225.0,11.65,12.15,11.55,12.15
2017-06-26,17:00:00,73089.0,11.85,12.0,11.6,11.7
2017-06-23,16:15:00,79297.0,12.05,12.15,11.8,11.9
2017-06-22,17:00:00,63393.0,12.25,12.3,11.95,12.0
2017-06-21,17:00:00,115936.0,11.1,12.4,10.95,12.25
2017-06-20,17:00:00,169673.0,12.05,12.35,10.5,12.15
2017-06-19,17:00:00,132024.0,12.25,12.3,10.8,12.1
2017-06-16,16:15:00,129386.0,12.4,12.55,11.35,12.35
2017-06-15,17:00:00,162292.0,11.55,12.85,11.5,12.35
2017-06-14,17:00:00,176371.0,11.4,12.5,11.35,12.25
2017-06-13,17:00:00,67377.0,11.9,11.9,11.35,11.45
2017-06-12,16:58:00,101330.0,11.75,12.4,11.75,11.9
2017-06-09,16:15:00,150556.0,11.85,12.45,11.15,11.75
2017-06-08,17:00:00,75263.0,11.9,11.95,11.4,11.6
2017-06-07,17:00:00,72211.0,12.05,12.25,11.8,11.9
2017-06-06,17:00:00,63964.0,11.8,12.1,11.75,11.95
2017-06-05,17:00:00,43994.0,11.6,11.8,11.4,11.8
2017-06-02,16:15:00,51232.0,11.65,11.8,11.5,11.6
2017-06-01,16:49:00,77227.0,11.85,12.0,11.55,11.65
2017-05-31,16:57:00,117595.0,11.85,12.3,11.65,11.85
2017-05-30,17:00:00,59624.0,11.95,12.2,11.75,11.85
2017-05-29,11:30:00,2070.0,11.95,12.0,11.85,12.0
2017-05-26,16:15:00,61808.0,12.0,12.25,11.8,11.95
2017-05-25,17:00:00,96802.0,11.95,12.2,11.8,11.95
2017-05-24,17:00:00,96268.0,12.3,12.5,11.85,11.95
2017-05-23,17:00:00,94114.0,12.25,12.6,12.1,12.35
2017-05-22,17:00:00,117651.0,12.85,12.95,12.2,12.25
2017-05-19,16:15:00,200835.0,14.05,14.05,12.65,12.75
2017-05-18,17:00:00,260887.0,14.4,14.7,13.5,14.1
2017-05-17,17:00:00,361392.0,12.1,14.4,11.05,14.4
2017-05-16,17:00:00,139284.0,12.15,12.25,10.65,12.05
2017-05-15,17:00:00,101188.0,11.25,12.45,10.85,12.15
2017-05-12,16:15:00,114764.0,11.45,12.75,11.4,12.4
2017-05-11,17:00:00,174311.0,12.5,12.85,11.35,12.6
2017-05-10,17:00:00,86669.0,11.45,12.55,11.3,12.55
2017-05-09,17:00:00,71257.0,11.45,11.55,11.1,11.4
2017-05-08,16:56:00,64651.0,11.7,11.8,11.3,11.4
2017-05-05,16:15:00,72551.0,11.7,11.95,11.6,11.8
2017-05-04,17:00:00,101900.0,12.15,12.3,11.65,11.65
2017-05-03,17:00:00,68072.0,11.9,12.2,11.85,12.1
2017-05-02,17:00:00,66267.0,11.85,12.05,11.7,11.85
2017-05-01,17:00:00,72207.0,12.2,12.35,11.65,11.9
2017-04-28,16:15:00,76694.0,12.35,12.5,12.2,12.25
2017-04-27,17:00:00,60216.0,12.4,12.5,12.25,12.35
2017-04-26,17:00:00,92451.0,12.45,12.7,12.3,12.35
2017-04-25,17:00:00,92543.0,12.7,12.85,12.25,12.5
2017-04-24,17:00:00,170379.0,13.75,13.75,12.6,12.65
2017-04-21,16:15:00,90365.0,14.3,14.65,14.15,14.3
2017-04-20,17:00:00,100295.0,14.55,14.7,14.1,14.25
2017-04-19,17:00:00,102768.0,14.35,14.85,13.95,14.6
2017-04-18,17:00:00,194313.0,14.3,15.6,14.2,14.3
2017-04-17,17:00:00,114041.0,15.2,16.5,14.3,14.3
2017-04-13,16:15:00,170924.0,14.95,16.55,14.55,15.2
2017-04-12,16:15:00,177348.0,14.6,16.45,14.5,14.95
2017-04-11,17:00:00,269225.0,14.95,16.35,14.3,14.6
2017-04-10,17:00:00,96768.0,14.05,15.05,13.75,15.0
2017-04-07,16:15:00,120506.0,13.55,14.25,13.5,14.0
2017-04-06,17:00:00,87571.0,13.8,14.0,13.1,13.55
2017-04-05,17:00:00,87061.0,13.2,13.95,12.85,13.9
2017-04-04,17:00:00,64751.0,13.4,13.75,13.1,13.2
2017-04-03,17:00:00,101434.0,13.3,14.05,13.05,13.4
2017-03-31,16:15:00,61270.0,12.85,13.3,12.85,13.3
2017-03-30,16:54:00,59380.0,12.9,13.15,12.75,12.85
2017-03-29,17:00:00,59496.0,12.9,13.0,12.7,12.85
2017-03-28,17:00:00,98453.0,13.55,13.6,12.85,12.9
2017-03-27,17:00:00,120095.0,14.1,14.8,13.5,13.5
2017-03-24,16:15:00,123077.0,14.2,14.65,13.7,13.95
2017-03-23,17:00:00,102978.0,13.9,14.3,13.55,14.2
2017-03-22,16:58:00,134867.0,13.8,14.25,12.35,13.95
2017-03-21,17:00:00,283667.0,13.15,13.85,11.35,13.8
2017-03-20,17:00:00,111695.0,13.25,13.4,11.55,13.2
2017-03-17,16:15:00,133549.0,13.25,13.3,11.6,13.25
2017-03-16,17:00:00,135269.0,13.7,13.7,11.85,13.25
2017-03-15,17:00:00,132076.0,12.55,14.05,12.05,13.7
2017-03-14,17:00:00,92493.0,12.15,12.8,12.05,12.65
2017-03-13,17:00:00,46306.0,12.5,12.65,12.1,12.1
2017-03-10,16:15:00,69851.0,12.75,12.8,12.4,12.55
2017-03-09,17:00:00,74097.0,12.65,12.95,12.45,12.8
2017-03-08,16:51:00,73901.0,12.65,12.95,12.25,12.7
2017-03-07,17:00:00,69944.0,12.7,12.8,12.3,12.65
2017-03-06,16:57:00,53631.0,12.8,13.15,12.55,12.7
2017-03-03,16:15:00,72787.0,13.25,13.4,12.8,12.85
2017-03-02,16:59:00,87918.0,13.3,13.5,12.95,13.2
2017-03-01,17:00:00,86613.0,13.5,13.55,12.75,13.3
2017-02-28,17:00:00,72566.0,13.3,13.65,13.2,13.5
2017-02-27,17:00:00,52237.0,13.3,13.4,12.85,13.35
2017-02-24,16:15:00,83683.0,13.6,14.1,13.15,13.35
2017-02-23,17:00:00,72237.0,13.25,13.75,13.2,13.55
2017-02-22,16:54:00,58662.0,13.2,13.45,13.0,13.2
2017-02-21,17:00:00,56603.0,13.0,13.25,12.75,13.25
2017-02-20,11:30:00,4867.0,13.25,13.25,12.85,13.0
2017-02-17,16:15:00,89158.0,13.05,13.35,12.95,13.25
2017-02-16,17:00:00,123906.0,12.9,13.7,12.75,13.0
2017-02-15,17:00:00,123059.0,12.35,12.95,10.95,12.9
2017-02-14,17:00:00,122283.0,11.4,13.1,11.05,12.35
2017-02-13,17:00:00,89857.0,13.3,13.35,11.4,13.05
2017-02-10,16:15:00,86107.0,12.05,13.75,11.7,13.35
2017-02-09,17:00:00,92328.0,13.95,14.0,11.95,13.7
2017-02-08,17:00:00,85464.0,12.65,14.25,12.45,14.0
2017-02-07,17:00:00,44224.0,12.5,12.65,12.25,12.65
2017-02-06,17:00:00,58157.0,12.4,12.85,12.3,12.5
2017-02-03,16:15:00,53237.0,12.95,13.1,12.25,12.45
2017-02-02,17:00:00,51969.0,12.7,13.2,12.7,12.9
2017-02-01,16:59:00,63644.0,12.85,12.95,12.5,12.7
2017-01-31,17:00:00,75798.0,12.95,13.45,12.85,12.9
2017-01-30,17:00:00,101147.0,12.65,13.65,12.65,12.9
2017-01-27,16:15:00,35120.0,12.7,12.85,12.5,12.55
2017-01-26,17:00:00,41830.0,12.75,12.95,12.6,12.7
2017-01-25,17:00:00,57734.0,13.0,13.0,12.6,12.75
2017-01-24,17:00:00,50729.0,13.65,13.7,12.9,13.0
2017-01-23,17:00:00,61155.0,13.85,14.1,13.55,13.6
2017-01-20,16:15:00,79969.0,14.3,14.35,13.7,13.8
2017-01-19,17:00:00,65733.0,14.15,14.5,14.05,14.3
2017-01-18,17:00:00,73811.0,12.25,14.35,11.7,14.15
2017-01-17,17:00:00,142647.0,14.3,14.75,11.75,14.15
2017-01-16,11:30:00,5060.0,14.15,14.45,12.15,14.2
2017-01-13,16:15:00,101280.0,12.45,14.45,12.2,14.2
2017-01-12,17:00:00,147808.0,12.6,14.9,12.45,14.25
2017-01-11,17:00:00,129348.0,12.95,14.8,12.5,14.2
2017-01-10,17:00:00,43191.0,13.0,13.2,12.75,12.95
2017-01-09,17:00:00,41670.0,12.85,13.2,12.75,12.95
2017-01-06,16:15:00,52930.0,13.0,13.15,12.6,12.9
2017-01-05,17:00:00,47262.0,13.2,13.55,12.95,12.95
2017-01-04,17:00:00,52910.0,13.8,13.85,12.95,13.15
2017-01-03,17:00:00,76724.0,14.8,15.0,13.75,13.75
2016-12-30,16:15:00,42419.0,14.85,15.35,14.55,15.1
2016-12-29,16:52:00,30994.0,14.65,15.05,14.5,14.85
2016-12-28,17:00:00,45963.0,14.05,14.7,13.95,14.7
2016-12-27,17:00:00,22094.0,14.3,14.3,13.95,14.0
2016-12-23,16:15:00,28811.0,14.35,14.45,14.2,14.3
2016-12-22,17:00:00,55995.0,14.05,14.4,14.0,14.35
2016-12-21,17:00:00,44239.0,11.5,14.3,11.35,14.05
2016-12-20,17:00:00,93583.0,14.5,14.6,11.45,14.2
2016-12-19,17:00:00,90645.0,15.0,15.05,12.05,14.5
2016-12-16,16:15:00,103346.0,13.1,15.3,12.65,15.0
2016-12-15,17:00:00,108735.0,15.4,15.45,13.05,15.15
2016-12-14,17:00:00,166444.0,13.35,15.7,13.15,15.4
2016-12-13,17:00:00,62225.0,13.4,13.7,13.2,13.3
2016-12-12,16:58:00,47102.0,13.05,13.5,12.85,13.45
2016-12-09,16:15:00,49244.0,13.55,13.8,13.0,13.0
2016-12-08,17:00:00,90122.0,13.35,13.9,13.05,13.55
2016-12-07,17:00:00,75201.0,13.1,13.45,12.75,13.3
2016-12-06,17:00:00,62021.0,13.55,13.75,13.05,13.1
2016-12-05,17:00:00,98143.0,15.35,15.7,13.5,13.5
2016-12-02,16:15:00,68642.0,15.0,15.35,14.5,15.05
2016-12-01,16:50:00,89029.0,14.5,15.4,14.25,15.0
