Date,Equity1,num_stocks,price_stocks,stocks_value,options_value_calc,num_options,options_value_reported
1959-07-15,93911.76,1574.0,59.59,93794.66,117.1,42292.0,0.001411584002033242
1959-07-16,93633.31,1574.0,59.41,93511.34,121.97,42292.0,0.001526723135515308
1959-07-17,93303.69,1574.0,59.19,93165.06,138.63,42292.0,0.0019206278332532245
1959-07-20,92884.66,1574.0,58.91,92724.34,160.32,42292.0,0.0024335487789292898
1959-07-21,93664.78,1574.0,59.41,93511.34,153.44,42292.0,0.0022709167344108355
1959-07-22,93970.5,1574.0,59.61,93826.14,144.36,42292.0,0.0020562607133084443
1959-07-23,94064.6,1574.0,59.67,93920.58,144.02,42292.0,0.0020481739123745513
1959-07-24,94030.57,1574.0,59.65,93889.1,141.47,42292.0,0.001987903569029642
1959-07-27,94596.55,1574.0,60.02,94471.48,125.07,42292.0,0.0015999709430361136
1959-07-28,95060.06,1574.0,60.32,94943.68,116.38,42292.0,0.0013944805373119346
1959-07-29,95512.08,1574.0,60.62,95415.88,96.2,42292.0,0.0009173781720580448
1959-07-30,95327.87,1574.0,60.5,95227.0,100.87,42292.0,0.0010279053366635052
1959-07-31,95320.5,1574.0,60.51,95242.74,77.76,42292.0,0.00048148269574941824
1959-08-03,95631.09,1574.0,60.71,95557.54,73.55,42292.0,0.00038194730697111226
1959-08-04,95461.52,1574.0,60.61,95400.14,61.38,42292.0,9.416463775065338e-05
1959-08-05,94973.59,1574.0,60.3,94912.2,61.39,42292.0,9.428550742107949e-05
1959-08-06,94875.82,1574.0,60.24,94817.76,58.06,42292.0,1.5616110160433056e-05
1959-08-07,94294.64,1574.0,59.87,94235.38,59.26,42292.0,4.408396244308171e-05
1959-08-10,92450.64,1574.0,58.62,92267.88,182.76,42292.0,0.0029641209399576818
1959-08-11,93656.69,1574.0,59.39,93479.86,176.83,42292.0,0.0028239323821491608
1959-08-12,93417.51,1574.0,59.25,93259.5,158.01,42292.0,0.002378866607804675
1959-08-13,93240.77,1574.0,59.15,93102.1,138.67,42292.0,0.0019215747107799025
1959-08-14,93452.58,1574.0,59.29,93322.46,130.12,42292.0,0.0017194883411779521
1959-08-17,93268.28,1574.0,59.17,93133.58,134.7,42292.0,0.001827757631329044
1959-08-18,92486.0,1574.0,58.62,92267.88,218.12,42292.0,0.003800145002759159
1959-08-19,92005.91,1574.0,58.27,91716.98,288.93,42292.0,0.005474473264941632
1959-08-20,93391.93,1574.0,59.14,93086.36,305.57,42292.0,0.005867935531753632
1959-08-21,93278.09,1574.0,59.08,92991.92,286.17,42292.0,0.005409244986040063
1959-08-24,92966.31,1574.0,58.87,92661.38,304.93,42292.0,0.005852804875859957
1959-08-25,93113.09,1574.0,58.99,92850.26,262.83,42292.0,0.004857455098228741
1959-08-26,93229.93,1574.0,59.07,92976.18,253.75,42292.0,0.004642735187173397
1959-08-27,93980.56,1574.0,59.58,93778.92,201.64,42292.0,0.003410628751942993
1959-08-28,93994.61,1574.0,59.6,93810.4,184.21,42292.0,0.002998344110521231
1959-08-31,93968.99,1574.0,59.6,93810.4,158.59,42292.0,0.0023927149483644605
1959-09-01,92939.29,1574.0,58.87,92661.38,277.91,42292.0,0.005213950842693299
1959-09-02,93007.37,1574.0,58.92,92740.08,267.29,42292.0,0.004962774923462948
1959-09-03,92175.43,1574.0,58.26,91701.24,474.19,42292.0,0.009855159837669214
1959-09-04,92587.19,1574.0,58.54,92141.96,445.23,42292.0,0.009170357499431292
1959-09-08,124333.63,2153.0,57.7,124228.1,105.53,6485.0,0.011902485679691543
1959-09-09,123473.04,2153.0,57.29,123345.37,127.67,6485.0,0.015316326185102924
1959-09-10,122843.53,2153.0,56.99,122699.47,144.06,6485.0,0.01784451569603568
1959-09-11,123737.86,2153.0,57.41,123603.73,134.13,6485.0,0.01631290665435886
1959-09-14,122857.06,2153.0,56.99,122699.47,157.59,6485.0,0.019930045349560443
1959-09-15,122205.98,2153.0,56.68,122032.04,173.94,6485.0,0.022451603614950133
1959-09-16,122268.28,2153.0,56.72,122118.16,150.12,6485.0,0.018779041214973258
1959-09-17,121617.68,2153.0,56.41,121450.73,166.95,6485.0,0.021373429298571667
1959-09-18,121161.12,2153.0,56.19,120977.07,184.05,6485.0,0.0240108241125655
1959-09-21,119356.47,2153.0,55.27,118996.31,360.16,6485.0,0.05116713503703685
1959-09-22,119058.98,2153.0,55.14,118716.42,342.56,6485.0,0.048453940359778125
1959-09-23,120505.12,2153.0,55.82,120180.46,324.66,6485.0,0.04569387094169919
