purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,profit/loss
2009-02-10,2009-05-11,868.04999,922.98999,6722.0,4890221.38,20.90394,3.73644,-115669.93
2009-05-11,2009-08-10,922.98999,1010.11999,7009.0,5164609.95,20.78263,0.04207,-145652.59
2009-08-10,2009-11-10,1010.11999,1096.42004,44676.0,5437483.12,3.42778,0.02493,-153813.73
2009-11-10,2010-03-10,1096.42004,1148.26001,16058.0,5561318.78,10.11591,1.23553,-143245.14
2010-03-10,2010-07-12,1148.26001,1080.78003,25078.0,6348023.11,6.58905,25.71821,478717.07
2010-07-12,2010-10-12,1080.78003,1172.57996,17486.0,6000230.17,9.74415,0.00247,-171043.02
2010-10-12,2011-02-10,1172.57996,1322.78003,30138.0,6564116.81,5.93252,2e-05,-179999.68
2011-02-10,2011-03-16,1322.78003,1280.91003,969541.0,17121370.97,0.16311,5.6701,5300470.59
2011-03-16,2011-07-11,1280.91003,1343.31006,87845.0,11929195.18,3.92969,0.66334,-290446.52
2011-07-11,2011-11-10,1343.31006,1246.21997,67187.0,17176437.64,5.26048,48.34964,2892343.39
2011-11-10,2012-02-10,1246.21997,1351.20996,22482.0,14642478.36,18.54538,1e-05,-417837.01
2012-02-10,2012-06-11,1351.20996,1335.52002,211970.0,15043619.33,2.03234,2.39295,67958.5
2012-06-11,2012-10-10,1335.52002,1442.52002,84014.0,15226873.32,5.15067,0.00257,-435874.47
2012-10-10,2013-02-11,1442.52002,1518.31006,869697.0,15637230.58,0.48524,0.07293,-393372.77
2013-02-11,2013-06-10,1518.31006,1648.68994,273736.0,16458314.15,1.6668,0.12075,-434159.54
2013-06-10,2013-10-10,1648.68994,1692.56006,135473.0,16413655.93,3.5973,0.23336,-461143.04
2013-10-10,2014-02-10,1692.56006,1799.93994,249313.0,16980949.11,1.93126,0.18613,-445057.6
2014-02-10,2014-06-10,1799.93994,1950.85999,139217.0,17797713.29,3.60922,1e-05,-508033.39
2014-06-10,2014-10-10,1950.85999,1936.97998,6509770.0,27431873.47,0.04202,0.81046,4741975.66
2014-10-10,2015-02-10,1936.97998,2070.86011,281242.0,23749090.09,2.32336,1.40193,-270394.82
2015-02-10,2015-06-10,2070.86011,2108.5,56614.0,23071054.18,12.33573,0.06814,-696783.34
2015-06-10,2015-08-24,2108.5,1965.15002,914228.0,64278614.13,0.71694,23.76964,21038853.82
2015-08-24,2015-12-10,1965.15002,2067.6499,96462.0,43485916.28,13.19246,0.45433,-1232605.5
2015-12-10,2016-04-11,2067.6499,2062.92993,270584.0,42936370.25,4.77648,1.67375,-850373.09
2016-04-11,2016-08-10,2062.92993,2183.40991,259536.0,43920035.8,4.8707,0.60813,-1116672.37
2016-08-10,2016-12-12,2183.40991,2264.03003,202082.0,44009418.13,6.45669,0.00469,-1311917.06
2016-12-12,2017-04-10,2264.03003,2366.37012,4804243.0,44424444.54,0.23481,1e-05,-1320206.26
2017-04-10,2017-08-10,2366.37012,2465.37988,27615676.0,43793000.97,0.00826,8e-05,-1330524.23
2017-08-10,2017-12-11,2465.37988,2660.33008,19917011.0,45037294.14,0.02596,0.0,-1313727.61
2017-12-11,2018-02-02,2660.33008,2808.91992,33319823.0,46136319.8,0.00055,0.02018,-678725.87
2018-02-02,2018-02-05,2808.91992,2763.38989,4370281.0,103180315.86,0.27209,6.86126,28621712.46
2018-02-05,2018-06-11,2763.38989,2790.20996,428922.0,71705849.33,5.07943,0.06442,-2168206.12
2018-06-11,2018-10-10,2790.20996,2874.02002,2485892.0,71754478.38,0.82502,0.04811,-2030750.35
2018-10-10,2018-10-25,2874.02002,2722.69995,2883000.0,177260448.48,0.70542,19.34615,53625904.59
