purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,profit/loss
1988-06-10,1988-10-11,273.20999,278.23999,6817.0,97880.97,0.40005,0.00657,-2956.35
1988-10-11,1989-02-10,278.23999,296.06,35973.0,99520.0,0.04159,7e-05,-2933.6
1989-02-10,1989-06-12,296.06,326.69,64260.0,103918.09,0.00646,3e-05,-2985.19
1989-06-12,1989-10-10,326.69,360.44,55490.0,108938.54,0.01618,1e-05,-3117.27
1989-10-10,1989-10-13,360.44,355.53,63274.0,290881.15,0.01165,1.49519,91337.51
1989-10-13,1990-02-12,355.53,333.62,4569.0,184299.12,1.24869,0.68721,-2749.4
1990-02-12,1990-06-11,333.62,361.63,12802.0,189956.82,0.3845,0.0012,-5421.01
1990-06-11,1990-08-21,361.63,328.51001,50041.0,355664.41,0.07387,1.9016,89459.44
1990-08-21,1990-12-10,328.51001,328.97,14211.0,261775.52,0.50994,0.34547,-2907.28
1990-12-10,1991-04-10,328.97,374.82999,9714.0,283552.89,0.75324,0.00452,-7663.07
1991-04-10,1991-08-12,374.82999,388.17001,19293.0,284152.59,0.40084,0.00494,-8410.1
1991-08-12,1991-12-10,388.17001,379.57001,77604.0,306563.59,0.06981,0.25953,11617.03
1991-12-10,1992-04-10,379.57001,405.12,20352.0,295725.27,0.38219,0.00196,-8554.44
1992-04-10,1992-08-10,405.12,419.42001,66247.0,294360.24,0.0939,0.00101,-8803.68
1992-08-10,1992-12-10,419.42001,435.66,121575.0,291589.24,0.03262,0.0,-8829.78
1992-12-10,1993-02-17,435.66,433.97,216580.0,277265.31,0.00039,0.00981,-6623.82
1993-02-17,1993-06-10,433.97,446.22,141025.0,268958.55,0.01853,0.00093,-8124.04
1993-06-10,1993-10-12,446.22,462.47,129701.0,265000.53,0.02218,0.0,-8066.77
1993-10-12,1994-02-10,462.47,473.13,197564.0,255243.47,0.00024,0.00061,-7830.9
1994-02-10,1994-04-21,473.13,449.14002,142659.0,329307.02,0.01365,0.35104,42423.72
1994-04-21,1994-08-10,449.14002,460.48001,45692.0,275702.36,0.14333,0.00012,-8371.55
1994-08-10,1994-12-12,460.48001,449.48001,189656.0,260934.21,0.00361,0.01983,-4511.78
1994-12-12,1995-04-10,449.48001,507.01001,113927.0,276718.89,0.02772,0.0,-7716.06
1995-04-10,1995-08-10,507.01001,560.63,207228.0,288442.19,6e-05,0.0,-8302.43
1995-08-10,1995-12-11,560.63,620.90002,181068.0,302558.11,0.00779,0.0,-8654.52
1995-12-11,1996-01-10,620.90002,609.45001,204661.0,329614.02,0.00435,0.12162,15812.6
1996-01-10,1996-05-10,609.45001,653.0,72123.0,313971.13,0.08675,0.00154,-9031.6
1996-05-10,1996-09-10,653.0,665.57001,67025.0,311306.0,0.10048,0.02777,-7555.39
1996-09-10,1997-01-10,665.57001,759.65002,41506.0,340871.12,0.18366,0.00084,-9250.13
1997-01-10,1997-05-12,759.65002,838.56,28610.0,380080.5,0.31739,0.28523,-2066.1
1997-05-12,1997-09-10,838.56,933.61999,3165.0,402659.28,3.48462,0.18297,-10577.72
1997-09-10,1998-01-12,933.61999,939.25,3572.0,403184.21,3.33684,1.53829,-6568.42
1998-01-12,1998-05-11,939.25,1119.13,3336.0,459365.39,3.53536,0.00016,-11927.43
1998-05-11,1998-08-31,1119.13,1033.46997,25412.0,1617330.51,0.5023,23.74632,589659.04
1998-08-31,1998-11-10,1033.46997,1135.37,5111.0,1080528.66,5.91028,0.15241,-29634.47
1998-11-10,1999-02-10,1135.37,1226.78003,5520.0,1131822.44,5.82739,0.04166,-32159.23
1999-02-10,1999-06-10,1226.78003,1318.64001,3812.0,1187246.38,8.864,1.00795,-30101.26
1999-06-10,1999-10-12,1318.64001,1335.20996,5326.0,1186841.62,6.62575,2.32693,-23109.52
1999-10-12,2000-02-10,1335.20996,1422.09998,5978.0,1235132.72,5.8536,1.84627,-24195.82
2000-02-10,2000-05-10,1422.09998,1412.14001,12792.0,1316463.81,2.83055,5.39185,32252.15
2000-05-10,2000-08-10,1412.14001,1475.15002,2597.0,1263876.25,14.36871,0.00307,-37411.57
2000-08-10,2000-12-11,1475.15002,1389.05005,17679.0,1807190.84,2.10462,18.48366,288857.05
2000-12-11,2001-03-12,1389.05005,1233.42004,7601.0,1365347.67,5.8027,5.97405,996.43
2001-03-12,2001-07-10,1233.42004,1203.43005,5724.0,1282746.49,6.87715,2.95004,-22708.78
2001-07-10,2001-11-13,1203.43005,1139.14001,8826.0,1448940.98,4.26264,16.26005,105535.14
2001-11-13,2002-02-11,1139.14001,1112.01001,7528.0,1237853.67,5.162,0.14684,-38056.12
2002-02-11,2002-06-10,1112.01001,1038.18005,9183.0,1342498.28,4.00012,12.13513,74335.8
2002-06-10,2002-09-10,1038.18005,909.89002,12805.0,1949170.6,2.84409,35.26878,414684.16
2002-09-10,2002-12-10,909.89002,904.95001,1815.0,1451105.88,24.70823,2.01507,-41262.09
2002-12-10,2003-03-10,904.95001,828.89002,6206.0,1329083.85,6.95677,3.49388,-21740.7
2003-03-10,2003-07-10,828.89002,1002.21002,4504.0,1533211.26,8.66712,0.02763,-39094.26
2003-07-10,2003-11-10,1002.21002,1053.65002,9331.0,1565579.45,4.88863,0.14269,-44658.37
2003-11-10,2004-03-10,1053.65002,1141.44995,26092.0,1642813.92,1.75847,0.00364,-46831.02
2004-03-10,2004-07-12,1141.44995,1116.10999,98845.0,1570856.72,0.45857,0.08504,-40875.57
2004-07-12,2004-11-10,1116.10999,1169.25,219733.0,1588914.27,0.17332,0.02297,-41826.86
2004-11-10,2005-03-10,1169.25,1211.22998,81455.0,1589528.9,0.54334,0.00864,-46813.99
2005-03-10,2005-07-11,1211.22998,1220.03003,211270.0,1545377.11,0.18561,0.00369,-46886.24
2005-07-11,2005-11-10,1220.03003,1232.41003,568075.0,1678773.01,0.04157,0.16558,47722.98
2005-11-10,2006-03-10,1232.41003,1284.37,63994.0,1599583.36,0.7029,0.0017,-47432.59
2006-03-10,2006-07-10,1284.37,1274.06006,427248.0,2216146.16,0.07231,0.81249,299150.42
2006-07-10,2006-11-10,1274.06006,1381.04004,31364.0,1963380.57,1.74768,0.0,-56070.24
2006-11-10,2007-03-02,1381.04004,1403.40002,1387875.0,2099943.64,0.00244,0.07934,51211.59
2007-03-02,2007-07-10,1403.40002,1531.84998,143669.0,2101613.95,0.3755,0.00216,-59385.38
2007-07-10,2007-08-14,1531.84998,1456.73999,110542.0,4999858.98,0.53027,13.86804,1469961.77
2007-08-14,2007-12-10,1456.73999,1518.27002,12239.0,3637288.35,8.4578,5.51229,-36540.1
2007-12-10,2008-03-10,1518.27002,1295.01001,17932.0,3797420.96,5.93216,23.54717,315154.36
2008-03-10,2008-06-10,1295.01001,1366.83997,18809.0,3454597.75,5.34325,0.01099,-101048.48
2008-06-10,2008-10-06,1366.83997,1097.56006,19499.0,8317932.97,5.27449,144.31782,2710425.89
2008-10-06,2008-11-10,1097.56006,951.95001,9626.0,6146635.49,17.11311,78.98368,595180.11
2008-11-10,2008-12-10,951.95001,908.27002,2918.0,5263894.24,55.33198,48.00864,-21487.51
2008-12-10,2009-01-12,908.27002,890.40002,2983.0,4992166.62,51.48714,20.11438,-93704.94
2009-01-12,2009-02-10,890.40002,868.04999,5545.0,4722689.2,26.64213,5.31858,-118461.08
