Date,Equity1,num_stocks,price_stocks,stocks_value,options_value_calc,num_options,options_value_reported
1959-08-21,93094.88,1574.0,59.08,92991.92,102.96,452.0,0.09840210765956692
1959-08-24,92765.91,1574.0,58.87,92661.38,104.53,452.0,0.10187608965533568
1959-08-25,92951.1,1574.0,58.99,92850.26,100.84,452.0,0.09372046195988859
1959-08-26,93075.96,1574.0,59.07,92976.18,99.78,452.0,0.09136407784066836
1959-08-27,93872.46,1574.0,59.58,93778.92,93.54,452.0,0.07757134608984884
1959-08-28,93902.0,1574.0,59.6,93810.4,91.6,452.0,0.07328517447137761
1959-08-31,93898.73,1574.0,59.6,93810.4,88.33,452.0,0.06603929242041229
1959-09-01,92762.41,1574.0,58.87,92661.38,101.03,452.0,0.09413830875640627
1959-09-02,92839.9,1574.0,58.92,92740.08,99.82,452.0,0.09145092856655235
1959-09-03,91816.77,1574.0,58.26,91701.24,115.53,452.0,0.12621899712389117
1959-09-04,92254.65,1574.0,58.54,92141.96,112.69,452.0,0.1199383784713528
1959-09-08,90953.74,1574.0,57.7,90819.8,133.94,452.0,0.16695157953938766
1959-09-09,90319.16,1574.0,57.29,90174.46,144.7,452.0,0.19075476742319308
1959-09-10,89854.46,1574.0,56.99,89702.26,152.2,452.0,0.20733489382101178
1959-09-11,90508.34,1574.0,57.41,90363.34,145.0,452.0,0.19142420720338071
1959-09-14,89856.8,1574.0,56.99,89702.26,154.54,452.0,0.21253244807850047
1959-09-15,89375.85,1574.0,56.68,89214.32,161.53,452.0,0.22797998585698798
1959-09-16,89431.22,1574.0,56.72,89277.28,153.94,452.0,0.21120350933501264
1959-09-17,88950.91,1574.0,56.41,88789.34,161.57,452.0,0.22806775559568626
1959-09-18,88611.61,1574.0,56.19,88443.06,168.55,452.0,0.2435220748177942
1959-09-21,87214.54,1574.0,55.27,86994.98,219.56,452.0,0.35636441718995293
1959-09-22,87007.58,1574.0,55.14,86790.36,217.22,452.0,0.351187777992636
1959-09-23,88065.05,1574.0,55.82,87860.68,204.37,452.0,0.32276147490934637
1959-09-24,89568.95,1574.0,56.78,89371.72,197.23,452.0,0.30697508615361
1959-09-25,89491.02,1574.0,56.73,89293.02,198.0,452.0,0.30867619081946884
1959-09-28,90139.46,1574.0,57.15,89954.1,185.36,452.0,0.280709863614264
1959-09-29,90697.86,1574.0,57.51,90520.74,177.12,452.0,0.2624671620584609
1959-09-30,89731.9,1574.0,56.88,89529.12,202.78,452.0,0.3192426229515064
1959-10-01,89822.82,1574.0,56.94,89623.56,199.26,452.0,0.3114623347626182
1959-10-02,90226.9,1574.0,57.2,90032.8,194.1,452.0,0.30003510296767555
1959-10-05,90130.92,1574.0,57.14,89938.36,192.56,452.0,0.2966380316294108
1959-10-06,90025.1,1574.0,57.09,89859.66,165.44,452.0,0.23664513672360954
1959-10-07,89780.24,1574.0,56.94,89623.56,156.68,452.0,0.2172463027563345
1959-10-08,89578.89,1574.0,56.81,89418.94,159.95,452.0,0.22448066724626559
1959-10-09,89872.2,1574.0,57.0,89718.0,154.2,452.0,0.21176608579959622
1959-10-12,90367.99,1574.0,57.32,90221.68,146.31,452.0,0.19430976793598953
1959-10-13,90118.98,1574.0,57.16,89969.84,149.14,452.0,0.20057523761437057
1959-10-14,89419.02,1574.0,56.71,89261.54,157.48,452.0,0.21902339387119163
1959-10-15,89664.97,1574.0,56.87,89513.38,151.59,452.0,0.2059859187212063
1959-10-16,90367.07,1574.0,57.33,90237.42,129.65,452.0,0.15744933378083203
1959-10-19,89870.83,1574.0,57.01,89733.74,137.09,452.0,0.17392213294017855
1959-10-20,89329.81,1574.0,56.66,89182.84,146.97,452.0,0.19578300441438268
1959-10-21,89159.12,1574.0,56.55,89009.7,149.42,452.0,0.2012032772314596
1959-10-22,88313.64,1574.0,56.0,88144.0,169.64,452.0,0.24592270667732352
1959-10-23,89181.03,1574.0,56.56,89025.44,155.59,452.0,0.21483668750414076
1959-10-26,89770.93,1574.0,56.94,89623.56,147.37,452.0,0.19664945036644976
1959-10-27,90519.74,1574.0,57.42,90379.08,140.66,452.0,0.18182410434597163
1959-10-28,90573.87,1574.0,57.46,90442.04,131.83,452.0,0.16227468172133008
1959-10-29,90495.84,1574.0,57.41,90363.34,132.5,452.0,0.16375303617046866
1959-10-30,90659.44,1574.0,57.52,90536.48,122.96,452.0,0.14266171575981135
1959-11-02,90485.91,1574.0,57.41,90363.34,122.57,452.0,0.14179384564510622
1959-11-04,90241.33,1574.0,57.26,90127.24,114.09,452.0,0.12302174903173002
1959-11-05,90331.91,1574.0,57.32,90221.68,110.23,452.0,0.11448419404436949
1959-11-06,90767.44,1574.0,57.6,90662.4,105.04,452.0,0.10301353953120818
1959-11-09,90607.37,1574.0,57.5,90505.0,102.37,452.0,0.09711166261866633
1959-11-10,90573.13,1574.0,57.48,90473.52,99.61,452.0,0.09099676734844198
1959-11-10,91799.27,1596.0,57.48,91738.08,61.19,230.0,0.12242377665417403
1959-11-11,91813.97,1596.0,57.49,91754.04,59.93,230.0,0.11694173617934456
1959-11-12,91306.94,1596.0,57.17,91243.32,63.62,230.0,0.13300844591816663
1959-11-13,90798.83,1596.0,56.85,90732.6,66.23,230.0,0.14436815524661828
1959-11-16,89801.53,1596.0,56.22,89727.12,74.41,230.0,0.17991657689882912
1959-11-17,90045.9,1596.0,56.38,89982.48,63.42,230.0,0.13214072000443577
1959-11-18,91017.24,1596.0,56.99,90956.04,61.2,230.0,0.12246294402480906
1959-11-19,90933.66,1596.0,56.94,90876.24,57.42,230.0,0.10606103758484342
1959-11-20,90973.12,1596.0,56.97,90924.12,49.0,230.0,0.06945225826148715
1959-11-23,91147.76,1596.0,57.08,91099.68,48.08,230.0,0.06542100655950356
1959-11-24,91576.23,1596.0,57.35,91530.6,45.63,230.0,0.05478280789548995
1959-11-25,91718.45,1596.0,57.44,91674.24,44.21,230.0,0.048597947166030164
1959-11-27,92130.22,1596.0,57.7,92089.2,41.02,230.0,0.03472035712256727
1959-11-30,93055.29,1596.0,58.28,93014.88,40.41,230.0,0.03207196824384806
1959-12-01,93724.7,1596.0,58.7,93685.2,39.5,230.0,0.028109653850727168
1959-12-02,93565.3,1596.0,58.6,93525.6,39.7,230.0,0.028997816206255744
1959-12-03,93772.39,1596.0,58.73,93733.08,39.31,230.0,0.027298572657883158
1959-12-04,93963.42,1596.0,58.85,93924.6,38.82,230.0,0.025178798121852197
1959-12-07,94138.5,1596.0,58.96,94100.16,38.34,230.0,0.023069965911905355
1959-12-08,94744.5,1596.0,59.34,94706.64,37.86,230.0,0.02101454219449228
1959-12-09,94155.04,1596.0,58.97,94116.12,38.92,230.0,0.02562455813420761
1959-12-10,94234.51,1596.0,59.02,94195.92,38.59,230.0,0.024180737501063865
1959-12-11,94010.51,1596.0,58.88,93972.48,38.03,230.0,0.021720072940196622
1959-12-14,94265.42,1596.0,59.04,94227.84,37.58,230.0,0.019782849277084624
1959-12-15,94041.75,1596.0,58.9,94004.4,37.35,230.0,0.018783108406125515
1959-12-16,94152.9,1596.0,58.97,94116.12,36.78,230.0,0.016302664219988217
1959-12-17,93977.03,1596.0,58.86,93940.56,36.47,230.0,0.014964509088279232
1959-12-18,94423.53,1596.0,59.14,94387.44,36.09,230.0,0.013296210577571632
1959-12-21,94534.15,1596.0,59.21,94499.16,34.99,230.0,0.008505009164111038
1959-12-22,94422.03,1596.0,59.14,94387.44,34.59,230.0,0.006792434400514802
1959-12-23,94134.77,1596.0,58.96,94100.16,34.61,230.0,0.006886766570906588
1959-12-24,94198.25,1596.0,59.0,94164.0,34.25,230.0,0.005322204261114516
1959-12-28,94166.27,1596.0,58.98,94132.08,34.19,230.0,0.005063794948065775
1959-12-29,94676.88,1596.0,59.3,94642.8,34.08,230.0,0.004570031463489416
1959-12-30,95426.94,1596.0,59.77,95392.92,34.02,230.0,0.004286512160030592
1959-12-31,95618.36,1596.0,59.89,95584.44,33.92,230.0,0.003858703713084638
1960-01-04,95650.15,1596.0,59.91,95616.36,33.79,230.0,0.003290784511911962
1960-01-05,96416.17,1596.0,60.39,96382.44,33.73,230.0,0.003043370788225183
1960-01-06,96001.34,1596.0,60.13,95967.48,33.86,230.0,0.0036188622704888818
1960-01-07,95299.58,1596.0,59.69,95265.24,34.34,230.0,0.005702431134724295
1960-01-08,94996.56,1596.0,59.5,94962.0,34.56,230.0,0.006633768437189408
1960-01-11,93833.39,1596.0,58.77,93796.92,36.47,230.0,0.014942886058884441
1960-01-12,93259.46,1596.0,58.41,93222.36,37.1,230.0,0.017685288398188947
1960-01-13,92733.34,1596.0,58.08,92695.68,37.66,230.0,0.020119575009017843
1960-01-14,93242.36,1596.0,58.4,93206.4,35.96,230.0,0.012747009853591895
1960-01-15,93210.37,1596.0,58.38,93174.48,35.89,230.0,0.012426819931202648
1960-01-18,92428.74,1596.0,57.89,92392.44,36.3,230.0,0.014224580973839551
1960-01-19,91441.82,1596.0,57.27,91402.92,38.9,230.0,0.02553577804765972
1960-01-20,91123.3,1596.0,57.07,91083.72,39.58,230.0,0.028483869942074413
1960-01-21,91346.29,1596.0,57.21,91307.16,39.13,230.0,0.026513588212367933
1960-01-22,91616.96,1596.0,57.38,91578.48,38.48,230.0,0.023691025352778672
1960-01-25,90662.41,1596.0,56.78,90620.88,41.53,230.0,0.03697762359897594
1960-01-26,90789.51,1596.0,56.86,90748.56,40.95,230.0,0.03442113518330936
1960-01-27,90564.93,1596.0,56.72,90525.12,39.81,230.0,0.029476440205298937
1960-01-28,89625.73,1596.0,56.13,89583.48,42.25,230.0,0.04007183782587609
1960-01-29,88799.19,1596.0,55.61,88753.56,45.63,230.0,0.05478745529383944
1960-02-01,89356.93,1596.0,55.96,89312.16,44.77,230.0,0.05103392074922519
1960-02-02,90730.74,1596.0,56.82,90684.72,46.02,230.0,0.05646215267005528
1960-02-03,89936.23,1596.0,56.32,89886.72,49.51,230.0,0.07164314438145558
1960-02-04,89855.38,1596.0,56.27,89806.92,48.46,230.0,0.06708027524387927
1960-02-05,89394.01,1596.0,55.98,89344.08,49.93,230.0,0.07347087873522096
1960-02-08,88348.23,1596.0,55.32,88290.72,57.51,230.0,0.10645564649515826
1960-02-09,89176.66,1596.0,55.84,89120.64,56.02,230.0,0.09996977357803583
1960-02-10,88620.77,1596.0,55.49,88562.04,58.73,230.0,0.11174826592182097
1960-02-11,88128.92,1596.0,55.18,88067.28,61.64,230.0,0.12438149756446304
1960-02-12,88574.06,1596.0,55.46,88514.16,59.9,230.0,0.11684274329044309
1960-02-15,88113.53,1596.0,55.17,88051.32,62.21,230.0,0.1268668474548571
1960-02-16,87415.91,1596.0,54.73,87349.08,66.83,230.0,0.14695776445912534
1960-02-17,87892.98,1596.0,55.03,87827.88,65.1,230.0,0.13943900473308224
1960-02-18,89121.06,1596.0,55.8,89056.8,64.26,230.0,0.13577592207126
1960-02-19,89820.89,1596.0,56.24,89759.04,61.85,230.0,0.12528762739197674
1960-02-23,89344.3,1596.0,55.94,89280.24,64.06,230.0,0.1349339954841291
1960-02-24,89027.1,1596.0,55.74,88961.04,66.06,230.0,0.14358978627964136
1960-02-25,89327.48,1596.0,55.93,89264.28,63.2,230.0,0.13118794706027526
1960-02-26,89690.64,1596.0,56.16,89631.36,59.28,230.0,0.11414488248084709
1960-02-29,89626.15,1596.0,56.12,89567.52,58.63,230.0,0.11131831249174562
1960-03-01,89451.35,1596.0,56.01,89391.96,59.39,230.0,0.11459016273489686
1960-03-02,88830.49,1596.0,55.62,88769.52,60.97,230.0,0.12148636455411488
1960-03-03,87504.19,1596.0,54.78,87428.88,75.31,230.0,0.1838188091853432
1960-03-04,87170.82,1596.0,54.57,87093.72,77.1,230.0,0.19162708757317803
1960-03-07,86303.32,1596.0,54.02,86215.92,87.4,230.0,0.23639608521011057
1960-03-08,85433.26,1596.0,53.47,85338.12,95.14,230.0,0.2700492002961221
1960-03-09,86338.8,1596.0,54.04,86247.84,90.96,230.0,0.2518634930439978
1960-03-10,86006.41,1596.0,53.83,85912.68,93.73,230.0,0.26391645028164845
1960-03-10,89172.17,1655.0,53.83,89088.65,83.52,138.0,0.19849333492404497
1960-03-11,89849.01,1655.0,54.24,89767.2,81.81,138.0,0.18612284965358805
1960-03-14,89981.25,1655.0,54.32,89899.6,81.65,138.0,0.18494416893742427
1960-03-15,90674.57,1655.0,54.74,90594.7,79.87,138.0,0.1720075354734738
1960-03-16,91168.71,1655.0,55.04,91091.2,77.51,138.0,0.15493874822611575
1960-03-17,91036.44,1655.0,54.96,90958.8,77.64,138.0,0.15589812039733397
1960-03-18,91118.9,1655.0,55.01,91041.55,77.35,138.0,0.15376717672890772
1960-03-21,91217.64,1655.0,55.07,91140.85,76.79,138.0,0.1497423341423687
1960-03-22,91579.46,1655.0,55.29,91504.95,74.51,138.0,0.13318252596548796
1960-03-23,92323.24,1655.0,55.74,92249.7,73.54,138.0,0.1261697874211969
1960-03-24,92719.43,1655.0,55.98,92646.9,72.53,138.0,0.11882864320592335
1960-03-25,92717.89,1655.0,55.98,92646.9,70.99,138.0,0.10771306724347363
1960-03-28,92518.19,1655.0,55.86,92448.3,69.89,138.0,0.09972357495482886
1960-03-29,92385.46,1655.0,55.78,92315.9,69.56,138.0,0.09730165021141879
1960-03-30,92184.03,1655.0,55.66,92117.3,66.73,138.0,0.07684687313642513
1960-03-31,91654.62,1655.0,55.34,91587.7,66.92,138.0,0.07820740048269048
1960-04-01,91803.85,1655.0,55.43,91736.65,67.2,138.0,0.0802163386400041
1960-04-04,91985.23,1655.0,55.54,91918.7,66.53,138.0,0.07534222384676292
1960-04-05,91702.6,1655.0,55.37,91637.35,65.25,138.0,0.06605301764912652
1960-04-06,93589.44,1655.0,56.51,93524.05,65.39,138.0,0.06709264811940652
1960-04-07,93605.21,1655.0,56.52,93540.6,64.61,138.0,0.06147860322743237
1960-04-08,93389.68,1655.0,56.39,93325.45,64.23,138.0,0.0586684642557338
1960-04-11,93025.57,1655.0,56.17,92961.35,64.22,138.0,0.05864866396628554
1960-04-12,93239.91,1655.0,56.3,93176.5,63.41,138.0,0.052727953463632016
1960-04-13,93239.27,1655.0,56.3,93176.5,62.77,138.0,0.04814700145809048
1960-04-14,93453.99,1655.0,56.43,93391.65,62.34,138.0,0.04501557330815065
1960-04-18,93716.69,1655.0,56.59,93656.45,60.24,138.0,0.029788440285820283
1960-04-19,92956.08,1655.0,56.13,92895.15,60.93,138.0,0.03478232398013681
1960-04-20,91816.61,1655.0,55.44,91753.2,63.41,138.0,0.05273859698108385
1960-04-21,92064.42,1655.0,55.59,92001.45,62.97,138.0,0.049584684484523134
1960-04-22,91783.33,1655.0,55.42,91720.1,63.23,138.0,0.05142212862288742
1960-04-25,90858.71,1655.0,54.86,90793.3,65.41,138.0,0.0672384340184986
1960-04-26,91156.2,1655.0,55.04,91091.2,65.0,138.0,0.06424607217281286
1960-04-27,91156.09,1655.0,55.04,91091.2,64.89,138.0,0.0634952627596479
1960-04-28,90363.46,1655.0,54.56,90296.8,66.66,138.0,0.07630088637398336
1960-04-29,90047.05,1655.0,54.37,89982.35,64.7,138.0,0.062131463814631305
1960-05-02,89650.4,1655.0,54.13,89585.15,65.25,138.0,0.06609224654721291
1960-05-03,90807.44,1655.0,54.83,90743.65,63.79,138.0,0.055502229623947574
1960-05-04,91153.49,1655.0,55.04,91091.2,62.29,138.0,0.04460474934037573
1960-05-05,90855.19,1655.0,54.86,90793.3,61.89,138.0,0.041703430061488245
1960-05-06,90673.26,1655.0,54.75,90611.25,62.01,138.0,0.04258249195860431
1960-05-09,90755.21,1655.0,54.8,90694.0,61.21,138.0,0.03684682145804641
1960-05-10,90127.49,1655.0,54.42,90065.1,62.39,138.0,0.045354942978813595
1960-05-11,90374.85,1655.0,54.57,90313.35,61.5,138.0,0.038881096894462286
1960-05-12,90837.51,1655.0,54.85,90776.75,60.76,138.0,0.03354243146816316
1960-05-13,91581.86,1655.0,55.3,91521.5,60.36,138.0,0.03066643064473551
1960-05-16,91499.04,1655.0,55.25,91438.75,60.29,138.0,0.030165504742302063
1960-05-17,91846.39,1655.0,55.46,91786.3,60.09,138.0,0.02868144796287031
1960-05-18,91813.17,1655.0,55.44,91753.2,59.97,138.0,0.027857228244160037
1960-05-19,92209.73,1655.0,55.68,92150.4,59.33,138.0,0.023216967822321743
1960-05-20,92292.24,1655.0,55.73,92233.15,59.09,138.0,0.02146451179503034
1960-05-23,92341.74,1655.0,55.76,92282.8,58.94,138.0,0.020394428723401692
1960-05-24,92242.5,1655.0,55.7,92183.5,59.0,138.0,0.02081071327614642
1960-05-25,92192.88,1655.0,55.67,92133.85,59.03,138.0,0.021020533056017032
1960-05-26,92258.99,1655.0,55.71,92200.05,58.94,138.0,0.020328208177806673
1960-05-27,92308.48,1655.0,55.74,92249.7,58.78,138.0,0.01922820798044228
1960-05-31,92457.21,1655.0,55.83,92398.65,58.56,138.0,0.01760452174408378
1960-06-01,92556.44,1655.0,55.89,92497.95,58.49,138.0,0.017127407509699766
1960-06-02,92953.44,1655.0,56.13,92895.15,58.29,138.0,0.015675638687568882
1960-06-03,93117.47,1655.0,56.23,93060.65,56.82,138.0,0.005001778505602045
1960-06-06,94209.81,1655.0,56.89,94152.95,56.86,138.0,0.0052591617707675176
1960-06-07,95103.46,1655.0,57.43,95046.65,56.81,138.0,0.004937919539107161
1960-06-08,95864.67,1655.0,57.89,95807.95,56.72,138.0,0.0042822053948781275
1960-06-09,96046.69,1655.0,58.0,95990.0,56.69,138.0,0.0040540067745645225
1960-06-10,95997.07,1655.0,57.97,95940.35,56.72,138.0,0.004271981148277648
1960-06-13,96030.14,1655.0,57.99,95973.45,56.69,138.0,0.004043503924297948
1960-06-14,95897.75,1655.0,57.91,95841.05,56.7,138.0,0.004161521343373553
1960-06-15,95335.09,1655.0,57.57,95278.35,56.74,138.0,0.004386978506205674
1960-06-16,95218.98,1655.0,57.5,95162.5,56.48,138.0,0.002510767099725239
1960-06-17,95119.67,1655.0,57.44,95063.2,56.47,138.0,0.002472878160737532
1960-06-20,94656.32,1655.0,57.16,94599.8,56.52,138.0,0.0027990913942899792
1960-06-21,94573.44,1655.0,57.11,94517.05,56.39,138.0,0.001875418118014921
1960-06-22,94854.76,1655.0,57.28,94798.4,56.36,138.0,0.0016400583048305217
1960-06-23,95367.77,1655.0,57.59,95311.45,56.32,138.0,0.0013941374985953353
1960-06-24,95516.64,1655.0,57.68,95460.4,56.24,138.0,0.0008022644146806236
1960-06-27,94937.43,1655.0,57.33,94881.15,56.28,138.0,0.001105485723793348
1960-06-28,94292.06,1655.0,56.94,94235.7,56.36,138.0,0.0016430160447465716
1960-06-29,94291.94,1655.0,56.94,94235.7,56.24,138.0,0.0008293426674703189
1960-06-30,94258.84,1655.0,56.92,94202.6,56.24,138.0,0.00076780016121741
1960-07-01,94490.52,1655.0,57.06,94434.3,56.22,138.0,0.0006208754650850051
1960-07-05,94424.31,1655.0,57.02,94368.1,56.21,138.0,0.000551720298212665
1960-07-06,94291.91,1655.0,56.94,94235.7,56.21,138.0,0.0005784136700034172
1960-07-07,94788.37,1655.0,57.24,94732.2,56.17,138.0,0.00032384134062402557
1960-07-08,95020.07,1655.0,57.38,94963.9,56.17,138.0,0.0002747963636323073
1960-07-11,94176.07,1655.0,56.87,94119.85,56.22,138.0,0.0006186183069111159
1960-07-11,91291.44,1606.0,56.87,91333.22,-41.78,939.0,0.029915229302639346
1960-07-12,90313.15,1606.0,56.25,90337.5,-24.35,939.0,0.04847863538161201
1960-07-13,90075.72,1606.0,56.1,90096.6,-20.88,939.0,0.05216915048038495
1960-07-14,90105.92,1606.0,56.12,90128.72,-22.8,939.0,0.05012788007198443
1960-07-15,89993.43,1606.0,56.05,90016.3,-22.87,939.0,0.050054953197126606
1960-07-18,89440.14,1606.0,55.7,89454.2,-14.06,939.0,0.0594404076046644
1960-07-19,89439.48,1606.0,55.7,89454.2,-14.72,939.0,0.0587349868487983
1960-07-20,89296.46,1606.0,55.61,89309.66,-13.2,939.0,0.060348646207821766
1960-07-21,88501.06,1606.0,55.1,88490.6,10.46,939.0,0.08554570367120817
1960-07-22,87909.14,1606.0,54.72,87880.32,28.82,939.0,0.10509994106588394
1960-07-25,87077.31,1606.0,54.18,87013.08,64.23,939.0,0.14280690700323673
1960-07-26,87604.49,1606.0,54.51,87543.06,61.43,939.0,0.13982967484191633
1960-07-27,87080.63,1606.0,54.17,86997.02,83.61,939.0,0.1634544357354657
1960-07-28,87715.38,1606.0,54.57,87639.42,75.96,939.0,0.15530249569742027
1960-07-29,89234.5,1606.0,55.51,89149.06,85.44,939.0,0.16539746840918212
1960-08-01,89262.6,1606.0,55.53,89181.18,81.42,939.0,0.16111593947454805
1960-08-02,88482.18,1606.0,55.04,88394.24,87.94,939.0,0.16805739034337375
1960-08-03,87965.85,1606.0,54.72,87880.32,85.53,939.0,0.165498698676525
1960-08-04,88219.02,1606.0,54.89,88153.34,65.68,939.0,0.14435562808139313
1960-08-05,89097.91,1606.0,55.44,89036.64,61.27,939.0,0.13966442589878358
1960-08-08,89221.68,1606.0,55.52,89165.12,56.56,939.0,0.13464800681696376
1960-08-09,89729.3,1606.0,55.84,89679.04,50.26,939.0,0.12793366836562203
1960-08-10,90092.93,1606.0,56.07,90048.42,44.51,939.0,0.12180757305344603
1960-08-11,90420.0,1606.0,56.28,90385.68,34.32,939.0,0.11096086235113156
1960-08-12,91025.56,1606.0,56.66,90995.96,29.6,939.0,0.10593549710552286
1960-08-15,90943.96,1606.0,56.61,90915.66,28.3,939.0,0.10454534533877213
1960-08-16,91114.23,1606.0,56.72,91092.32,21.91,939.0,0.09773929947751703
1960-08-17,91302.66,1606.0,56.84,91285.04,17.62,939.0,0.09316943277451206
1960-08-18,91253.21,1606.0,56.81,91236.86,16.35,939.0,0.09181989691675763
1960-08-19,91566.28,1606.0,57.01,91558.06,8.22,939.0,0.08316596463803094
1960-08-22,91850.6,1606.0,57.19,91847.14,3.46,939.0,0.07809634864927184
1960-08-23,92742.73,1606.0,57.75,92746.5,-3.77,939.0,0.07039531134428123
1960-08-24,93247.1,1606.0,58.07,93260.42,-13.32,939.0,0.06022497511050817
1960-08-25,92804.29,1606.0,57.79,92810.74,-6.45,939.0,0.06753708468207642
1960-08-26,92504.08,1606.0,57.6,92505.6,-1.52,939.0,0.07278694734213009
1960-08-29,92249.16,1606.0,57.44,92248.64,0.52,939.0,0.07496791037543726
1960-08-30,91311.68,1606.0,56.84,91285.04,26.64,939.0,0.10278409730392535
1960-08-31,91499.87,1606.0,56.96,91477.76,22.11,939.0,0.09795705679778188
1960-09-01,91701.85,1606.0,57.09,91686.54,15.31,939.0,0.09071520304903657
1960-09-02,91559.91,1606.0,57.0,91542.0,17.91,939.0,0.09348516053628542
1960-09-06,90752.22,1606.0,56.49,90722.94,29.28,939.0,0.10559362948096007
1960-09-07,89656.35,1606.0,55.79,89598.74,57.61,939.0,0.13576575907963706
1960-09-08,89576.09,1606.0,55.74,89518.44,57.65,939.0,0.13579961992035994
1960-09-09,90160.78,1606.0,56.11,90112.66,48.12,939.0,0.12565839257079015
1960-09-12,89552.36,1606.0,55.72,89486.32,66.04,939.0,0.1447382442977072
1960-09-13,89719.14,1606.0,55.83,89662.98,56.16,939.0,0.13421949525478194
1960-09-14,89114.31,1606.0,55.44,89036.64,77.67,939.0,0.15712919230570943
1960-09-15,88772.8,1606.0,55.22,88683.32,89.48,939.0,0.16970026151723427
1960-09-16,88588.77,1606.0,55.11,88506.66,82.11,939.0,0.1618546427572629
1960-09-19,112831.05,2093.0,53.86,112728.98,102.07,172.0,0.2032030155936213
1960-09-20,113141.33,2093.0,54.01,113042.93,98.4,172.0,0.18184963186527714
1960-09-21,114310.39,2093.0,54.57,114215.01,95.38,172.0,0.16427445166595023
1960-09-22,113871.6,2093.0,54.36,113775.48,96.12,172.0,0.16858972509339498
1960-09-23,112912.89,2093.0,53.9,112812.7,100.19,172.0,0.19227049802063467
1960-09-26,111159.26,2093.0,53.06,111054.58,104.68,172.0,0.21839334505938002
1960-09-27,110908.85,2093.0,52.94,110803.42,105.43,172.0,0.22271024218103275
1960-09-28,109950.41,2093.0,52.48,109840.64,109.77,172.0,0.2479890346548057
1960-09-29,110241.38,2093.0,52.62,110133.66,107.72,172.0,0.23603212071138113
1960-09-30,112124.33,2093.0,53.52,112017.36,106.97,172.0,0.231714117530204
1960-10-03,111787.11,2093.0,53.36,111682.48,104.63,172.0,0.21811022382063738
1960-10-04,111017.08,2093.0,52.99,110908.07,109.01,172.0,0.24356102120120315
1960-10-05,111850.79,2093.0,53.39,111745.27,105.52,172.0,0.22326794948303164
1960-10-06,112538.82,2093.0,53.72,112435.96,102.86,172.0,0.20780921607111935
1960-10-07,113184.92,2093.0,54.03,113084.79,100.13,172.0,0.19191088487299046
1960-10-10,113412.08,2093.0,54.14,113315.02,97.06,172.0,0.17406293936561168
1960-10-11,113579.26,2093.0,54.22,113482.46,96.8,172.0,0.17253691640977875
1960-10-12,113432.88,2093.0,54.15,113335.95,96.93,172.0,0.17333099464257717
1960-10-13,114310.06,2093.0,54.57,114215.01,95.05,172.0,0.16237645756857466
1960-10-14,114915.59,2093.0,54.86,114821.98,93.61,172.0,0.15401467174509653
1960-10-17,114434.5,2093.0,54.63,114340.59,93.91,172.0,0.15577347848588818
1960-10-18,113850.33,2093.0,54.35,113754.55,95.78,172.0,0.16664282523678597
