purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,profit/loss
2009-01-12,2009-02-10,890.40002,868.04999,2997.0,2552923.88,26.64213,5.31858,-64026.68
2009-02-10,2009-05-11,868.04999,922.98999,3633.0,2643456.97,20.90394,3.73644,-62515.53
2009-05-11,2009-08-10,922.98999,1010.11999,3788.0,2791770.84,20.78263,0.04207,-78717.24
2009-08-10,2009-11-10,1010.11999,1096.42004,24150.0,2939220.86,3.42778,0.02493,-83144.83
2009-11-10,2010-03-10,1096.42004,1148.26001,8680.0,3006135.59,10.11591,1.23553,-77429.7
2010-03-10,2010-07-12,1148.26001,1080.78003,13555.0,3431366.89,6.58905,25.71821,258751.76
2010-07-12,2010-10-12,1080.78003,1172.57996,9452.0,3243388.11,9.74415,0.00247,-92458.36
2010-10-12,2011-02-10,1172.57996,1322.78003,16291.0,3548235.5,5.93252,2e-05,-97298.36
2011-02-10,2011-03-15,1322.78003,1288.45996,524085.0,7520217.82,0.16311,3.99632,1987963.86
2011-03-15,2011-07-11,1288.45996,1343.31006,54080.0,5564226.13,2.96983,0.76203,-121561.82
2011-07-11,2011-08-19,1343.31006,1154.54004,31259.0,11346074.47,5.26048,107.85698,3205811.99
2011-08-19,2011-11-10,1154.54004,1246.21997,10080.0,8378138.21,23.6938,1.72736,-221825.72
2011-11-10,2012-02-10,1246.21997,1351.20996,13495.0,8792170.71,18.54538,1e-05,-250809.77
2012-02-10,2012-06-11,1351.20996,1335.52002,127278.0,9033041.79,2.03234,2.39295,40805.72
2012-06-11,2012-10-10,1335.52002,1442.52002,50447.0,9143077.05,5.15067,0.00257,-261724.2
2012-10-10,2013-02-11,1442.52002,1518.31006,522215.0,9389517.15,0.48524,0.07293,-236204.47
2013-02-11,2013-06-10,1518.31006,1648.68994,164367.0,9882546.14,1.6668,0.12075,-260695.6
2013-06-10,2013-10-10,1648.68994,1692.56006,81346.0,9855720.79,3.5973,0.23336,-276897.06
2013-10-10,2014-02-10,1692.56006,1799.93994,149702.0,10196343.95,1.93126,0.18613,-267239.45
2014-02-10,2014-06-10,1799.93994,1950.85999,83594.0,10686658.46,3.60922,1e-05,-305052.3
2014-06-10,2014-10-10,1950.85999,1936.97998,3908799.0,16471508.66,0.04202,0.81046,2847325.5
2014-10-10,2015-02-10,1936.97998,2070.86011,168872.0,14260147.45,2.32336,1.40193,-162359.73
2015-02-10,2015-06-10,2070.86011,2108.5,33994.0,13853007.77,12.33573,0.06814,-418384.45
2015-06-10,2015-08-24,2108.5,1965.15002,548948.0,38596132.2,0.71694,23.76964,12632775.56
2015-08-24,2015-12-10,1965.15002,2067.6499,57920.0,26111163.17,13.19246,0.45433,-740110.49
2015-12-10,2016-04-11,2067.6499,2062.92993,162472.0,25781187.86,4.77648,1.67375,-510606.75
2016-04-11,2016-08-10,2062.92993,2183.40991,155838.0,26371833.0,4.8707,0.60813,-670504.38
2016-08-10,2016-12-12,2183.40991,2264.03003,121340.0,26425475.0,6.45669,0.00469,-787739.68
2016-12-12,2017-04-10,2264.03003,2366.37012,2884710.0,26674686.79,0.23481,1e-05,-792719.91
2017-04-10,2017-08-10,2366.37012,2465.37988,16581851.0,26295512.24,0.00826,8e-05,-798915.54
2017-08-10,2017-12-11,2465.37988,2660.33008,11959171.0,27042617.69,0.02596,0.0,-788828.08
2017-12-11,2018-02-02,2660.33008,2808.91992,20006868.0,27702529.07,0.00055,0.02018,-407541.18
2018-02-02,2018-02-05,2808.91992,2763.38989,2624133.0,61954569.5,0.27209,6.86126,17185892.44
2018-02-05,2018-06-11,2763.38989,2790.20996,257546.0,43055729.46,5.07943,0.06442,-1301897.77
2018-06-11,2018-10-10,2790.20996,2874.02002,1492652.0,43084926.83,0.82502,0.04811,-1219364.27
2018-10-10,2018-10-24,2874.02002,2742.59009,1731095.0,90755935.93,0.70542,14.73383,24215266.41
