Date,Equity1,num_stocks,price_stocks,stocks_value,options_value_calc,num_options,options_value_reported
1988-06-10,96334.51,352.0,273.21,96169.9165,164.5935,66.0,0.4509475692081484
1988-06-13,95888.87,352.0,271.94,95722.88,165.99,66.0,0.4720817653540834
1988-06-14,97361.0,352.0,276.14,97201.287,159.713,66.0,0.3769532746909743
1988-06-15,96767.89,352.0,274.45,96606.4035,161.4865,66.0,0.4038886083173816
1988-06-16,96771.49,352.0,274.45,96606.4035,165.0865,66.0,0.45843435497890095
1988-06-17,95483.09,352.0,270.77,95311.0365,172.0535,66.0,0.5640097474553389
1988-06-20,95448.04,352.0,270.68,95279.3565,168.6835,66.0,0.5129512145744393
1988-06-21,95794.33,352.0,271.67,95627.8435,166.4865,66.0,0.479681876527124
1988-06-22,97621.26,352.0,276.88,97461.76,159.5,66.0,0.37380728302149446
1988-06-23,97274.25,352.0,275.89,97113.287,160.963,66.0,0.3959086899692563
1988-06-24,97028.62,352.0,275.19,96866.88,161.74,66.0,0.4077214767383808
1988-06-27,96541.56,352.0,273.79,96374.0835,167.4765,66.0,0.49471912042059607
1988-06-28,96196.9,352.0,272.8,96025.5965,171.3035,66.0,0.5525770688378913
1988-06-29,96270.16,352.0,273.01,96099.5235,170.6365,66.0,0.5425756055623978
1988-06-30,96443.74,352.0,273.51,96275.5235,168.2165,66.0,0.5058639751806773
1988-07-01,96544.98,352.0,273.8,96377.5965,167.3835,66.0,0.49327060326274186
1988-07-05,97248.72,352.0,275.81,97085.12,163.6,66.0,0.4359118065086536
1988-07-06,97443.67,352.0,276.36,97278.713,164.957,66.0,0.4564659601168568
1988-07-07,95934.96,352.0,272.05,95761.5965,173.3635,66.0,0.5839167852715228
1988-07-08,96020.85,352.0,272.31,95853.12,167.73,66.0,0.49848363993224787
1988-07-11,95785.06,352.0,271.64,95617.287,167.773,66.0,0.4991847126224176
1988-07-12,95456.11,352.0,270.7,95286.4035,169.7065,66.0,0.5284914992960488
1988-07-13,95021.64,352.0,269.46,94849.9165,171.7235,66.0,0.5590303077173431
1988-07-14,95448.24,352.0,270.69,95282.88,165.36,66.0,0.4625974919436562
1988-07-15,95923.62,352.0,272.06,95765.12,158.5,66.0,0.3587095565444045
1988-07-18,95919.56,352.0,272.05,95761.5965,157.9635,66.0,0.35052330519314445
1988-07-19,95626.1,352.0,271.21,95465.9165,160.1835,66.0,0.38409941621281085
1988-07-20,95284.8,352.0,270.24,95124.4765,160.3235,66.0,0.3862598365812735
1988-07-21,95201.74,352.0,270.0,95040.0,161.74,66.0,0.40770047003137044
1988-07-22,94035.5,352.0,266.66,93864.32,171.18,66.0,0.5507649121350262
1988-07-25,93513.38,352.0,265.17,93339.8435,173.5365,66.0,0.586389322757471
1988-07-26,93833.77,352.0,266.09,93663.68,170.09,66.0,0.5341718752765132
1988-07-27,93727.01,352.0,265.83,93572.1565,154.8535,66.0,0.30335486580493143
1988-07-28,93977.54,352.0,266.55,93825.5965,151.9435,66.0,0.2592790062214716
1988-07-29,95900.58,352.0,272.02,95751.0365,149.5435,66.0,0.22295279811829438
1988-08-01,96173.37,352.0,272.8,96025.5965,147.7735,66.0,0.19612751608564682
1988-08-02,96482.0,352.0,273.68,96335.3565,146.6435,66.0,0.17899931626598775
1988-08-03,96390.06,352.0,273.42,96243.8435,146.2165,66.0,0.17252565775188078
1988-08-04,96660.03,352.0,274.2,96518.4035,141.6265,66.0,0.10293325325233793
1988-08-05,95862.18,352.0,271.93,95719.3565,142.8235,66.0,0.12118305345219271
1988-08-08,96051.38,352.0,272.47,95909.44,141.94,66.0,0.1076919190579333
1988-08-09,95254.99,352.0,270.2,95110.4035,144.5865,66.0,0.14786569697802943
1988-08-10,93954.12,352.0,266.49,93804.4765,149.6435,66.0,0.22452243996515087
1988-08-11,92650.17,352.0,262.77,92495.0365,155.1335,66.0,0.30759682237724917
1988-08-12,92706.17,352.0,262.94,92554.88,151.29,66.0,0.24935999275776943
1988-08-15,92570.56,352.0,262.55,92417.5965,152.9635,66.0,0.27468782386080814
1988-08-16,92591.64,352.0,262.61,92438.713,152.927,66.0,0.2741224533786566
1988-08-17,92320.07,352.0,261.84,92167.68,152.39,66.0,0.26605856072153955
1988-08-18,92639.55,352.0,262.76,92491.5235,148.0265,66.0,0.19988550170934882
1988-08-19,92467.43,352.0,262.27,92319.0365,148.3935,66.0,0.2054399820616828
1988-08-22,91920.92,352.0,260.71,91769.9165,151.0035,66.0,0.24507653190921097
1988-08-23,90919.1,352.0,257.86,90766.713,152.387,66.0,0.266010109525908
1988-08-24,92066.03,352.0,261.13,91917.76,148.27,66.0,0.20367102928375225
1988-08-25,92065.97,352.0,261.13,91917.76,148.21,66.0,0.20267222914473937
1988-08-26,91721.02,352.0,260.15,91572.7965,148.2235,66.0,0.2028808664050823
1988-08-29,92566.53,352.0,262.56,92421.12,145.41,66.0,0.16024503512180388
1988-08-30,92781.98,352.0,263.18,92639.3565,142.6235,66.0,0.11813171080404405
1988-08-31,92998.53,352.0,263.8,92857.5965,140.9335,66.0,0.09252390296767077
1988-09-01,92198.59,352.0,261.52,92055.0365,143.5535,66.0,0.13210054491694745
1988-09-02,93389.32,352.0,264.9,93244.7965,144.5235,66.0,0.14688386963844824
1988-09-06,93753.6,352.0,265.94,93610.88,142.72,66.0,0.11956189481434132
