"Date","Time","Open","High","Low","Close","Vol","OI"
02/27/2018,14:00,0.79245,0.79245,0.79245,0.79245,0,0
02/28/2018,14:00,0.78770,0.78770,0.78770,0.78770,0,0
03/01/2018,14:00,0.78715,0.78715,0.78715,0.78715,0,0
03/02/2018,14:00,0.78330,0.78330,0.78330,0.78330,0,0
03/05/2018,14:00,0.77790,0.77790,0.77790,0.77790,0,0
03/06/2018,14:00,0.78355,0.78355,0.78355,0.78355,0,0
03/07/2018,14:00,0.78235,0.78235,0.78235,0.78235,0,0
03/08/2018,14:00,0.78320,0.78320,0.78320,0.78320,0,0
03/09/2018,14:00,0.78755,0.78755,0.78755,0.78755,0,0
03/12/2018,14:00,0.78760,0.78760,0.78760,0.78760,0,0
03/13/2018,14:00,0.78150,0.78150,0.78150,0.78150,0,0
03/14/2018,14:00,0.78150,0.78150,0.78150,0.78150,0,0
03/15/2018,14:00,0.77485,0.77485,0.77485,0.77485,0,0
03/16/2018,14:00,0.77285,0.77285,0.77285,0.77285,0,0
03/19/2018,14:00,0.77475,0.77475,0.77475,0.77475,0,0
03/20/2018,14:00,0.77305,0.77305,0.77305,0.77305,0,0
03/21/2018,14:00,0.78200,0.78200,0.78200,0.78200,0,0
03/22/2018,14:00,0.78145,0.78145,0.78145,0.78145,0,0
03/23/2018,14:00,0.78435,0.78435,0.78435,0.78435,0,0
03/26/2018,14:00,0.78415,0.78415,0.78415,0.78415,0,0
03/27/2018,14:00,0.78340,0.78340,0.78340,0.78340,0,0
03/28/2018,14:00,0.78160,0.78160,0.78160,0.78160,0,0
03/29/2018,14:00,0.78290,0.78290,0.78290,0.78290,0,0
04/02/2018,14:00,0.78030,0.78030,0.78030,0.78030,0,0
04/03/2018,14:00,0.78880,0.78880,0.78880,0.78880,0,0
04/04/2018,14:00,0.78970,0.78970,0.78970,0.78970,0,0
04/05/2018,14:00,0.79190,0.79190,0.79190,0.79190,0,0
04/06/2018,14:00,0.79080,0.79080,0.79080,0.79080,0,0
04/09/2018,14:00,0.79525,0.79525,0.79525,0.79525,0,0
04/10/2018,14:00,0.80220,0.80220,0.80220,0.80220,0,0
04/11/2018,14:00,0.80265,0.80265,0.80265,0.80265,0,0
04/12/2018,14:00,0.80275,0.80275,0.80275,0.80275,0,0
04/13/2018,14:00,0.80130,0.80130,0.80130,0.80130,0,0
04/16/2018,14:00,0.80410,0.80410,0.80410,0.80410,0,0
04/17/2018,14:00,0.80435,0.80435,0.80435,0.80435,0,0
04/18/2018,14:00,0.79970,0.79970,0.79970,0.79970,0,0
04/19/2018,14:00,0.79695,0.79695,0.79695,0.79695,0,0
04/20/2018,14:00,0.79240,0.79240,0.79240,0.79240,0,0
04/23/2018,14:00,0.78655,0.78655,0.78655,0.78655,0,0
04/24/2018,14:00,0.78765,0.78765,0.78765,0.78765,0,0
04/25/2018,14:00,0.78680,0.78680,0.78680,0.78680,0,0
04/26/2018,14:00,0.78545,0.78545,0.78545,0.78545,0,0
04/27/2018,14:00,0.78765,0.78765,0.78765,0.78765,0,0
04/30/2018,14:00,0.78715,0.78715,0.78715,0.78715,0,0
05/01/2018,14:00,0.78645,0.78645,0.78645,0.78645,0,0
05/02/2018,14:00,0.78610,0.78610,0.78610,0.78610,0,0
05/03/2018,14:00,0.78610,0.78610,0.78610,0.78610,0,0
05/04/2018,14:00,0.78605,0.78605,0.78605,0.78605,0,0
05/07/2018,14:00,0.78500,0.78500,0.78500,0.78500,0,0
05/08/2018,14:00,0.77975,0.77975,0.77975,0.77975,0,0
05/09/2018,14:00,0.78655,0.78655,0.78655,0.78655,0,0
05/10/2018,14:00,0.79165,0.79165,0.79165,0.79165,0,0
05/11/2018,14:00,0.78935,0.78935,0.78935,0.78935,0,0
05/14/2018,14:00,0.78850,0.78850,0.78850,0.78850,0,0
05/15/2018,14:00,0.78445,0.78445,0.78445,0.78445,0,0
05/16/2018,14:00,0.78935,0.78935,0.78935,0.78935,0,0
05/17/2018,14:00,0.78885,0.78885,0.78885,0.78885,0,0
05/18/2018,14:00,0.78410,0.78410,0.78410,0.78410,0,0
05/21/2018,14:00,0.78865,0.78865,0.78865,0.78865,0,0
05/22/2018,14:00,0.78845,0.78845,0.78845,0.78845,0,0
05/23/2018,14:00,0.78645,0.78645,0.78645,0.78645,0,0
05/24/2018,14:00,0.78360,0.78360,0.78360,0.78360,0,0
05/25/2018,14:00,0.77815,0.77815,0.77815,0.77815,0,0
05/29/2018,14:00,0.77560,0.77560,0.77560,0.77560,0,0
05/30/2018,14:00,0.78390,0.78390,0.78390,0.78390,0,0
05/31/2018,14:00,0.77920,0.77920,0.77920,0.77920,0,0
06/01/2018,14:00,0.77890,0.77890,0.77890,0.77890,0,0
06/04/2018,14:00,0.78165,0.78165,0.78165,0.78165,0,0
06/05/2018,14:00,0.77910,0.77910,0.77910,0.77910,0,0
06/06/2018,14:00,0.78070,0.78070,0.78070,0.78070,0,0
06/07/2018,14:00,0.77870,0.77870,0.77870,0.77870,0,0
06/08/2018,14:00,0.78125,0.78125,0.78125,0.78125,0,0
06/11/2018,14:00,0.77845,0.77845,0.77845,0.77845,0,0
06/12/2018,14:00,0.77655,0.77655,0.77655,0.77655,0,0
06/13/2018,14:00,0.77740,0.77740,0.77740,0.77740,0,0
06/14/2018,14:00,0.77155,0.77155,0.77155,0.77155,0,0
06/15/2018,14:00,0.76690,0.76690,0.76690,0.76690,0,0
06/18/2018,14:00,0.76485,0.76485,0.76485,0.76485,0,0
06/19/2018,14:00,0.76125,0.76125,0.76125,0.76125,0,0
06/20/2018,14:00,0.75900,0.75900,0.75900,0.75900,0,0
06/21/2018,14:00,0.75950,0.75950,0.75950,0.75950,0,0
06/22/2018,14:00,0.76140,0.76140,0.76140,0.76140,0,0
06/25/2018,14:00,0.75975,0.75975,0.75975,0.75975,0,0
06/26/2018,14:00,0.75980,0.75980,0.75980,0.75980,0,0
06/27/2018,14:00,0.75875,0.75875,0.75875,0.75875,0,0
06/28/2018,14:00,0.76070,0.76070,0.76070,0.76070,0,0
06/29/2018,14:00,0.76735,0.76735,0.76735,0.76735,0,0
07/02/2018,14:00,0.76425,0.76425,0.76425,0.76425,0,0
07/03/2018,14:00,0.76630,0.76630,0.76630,0.76630,0,0
07/05/2018,14:00,0.76745,0.76745,0.76745,0.76745,0,0
07/06/2018,14:00,0.76965,0.76965,0.76965,0.76965,0,0
07/09/2018,14:00,0.76925,0.76925,0.76925,0.76925,0,0
07/10/2018,14:00,0.76885,0.76885,0.76885,0.76885,0,0
07/11/2018,14:00,0.76400,0.76400,0.76400,0.76400,0,0
07/12/2018,14:00,0.76565,0.76565,0.76565,0.76565,0,0
07/13/2018,14:00,0.76605,0.76605,0.76605,0.76605,0,0
07/16/2018,14:00,0.76710,0.76710,0.76710,0.76710,0,0
07/17/2018,14:00,0.76460,0.76460,0.76460,0.76460,0,0
07/18/2018,14:00,0.76545,0.76545,0.76545,0.76545,0,0
07/19/2018,14:00,0.76105,0.76105,0.76105,0.76105,0,0
07/20/2018,14:00,0.76780,0.76780,0.76780,0.76780,0,0
07/23/2018,14:00,0.76525,0.76525,0.76525,0.76525,0,0
07/24/2018,14:00,0.76630,0.76630,0.76630,0.76630,0,0
07/25/2018,14:00,0.77205,0.77205,0.77205,0.77205,0,0
07/26/2018,14:00,0.77135,0.77135,0.77135,0.77135,0,0
07/27/2018,14:00,0.77140,0.77140,0.77140,0.77140,0,0
07/30/2018,14:00,0.77420,0.77420,0.77420,0.77420,0,0
07/31/2018,14:00,0.77545,0.77545,0.77545,0.77545,0,0
08/01/2018,14:00,0.77565,0.77565,0.77565,0.77565,0,0
08/02/2018,14:00,0.77365,0.77365,0.77365,0.77365,0,0
08/03/2018,14:00,0.77605,0.77605,0.77605,0.77605,0,0
08/06/2018,14:00,0.77600,0.77600,0.77445,0.77445,2,2
08/07/2018,14:00,0.77075,0.77075,0.77075,0.77075,0,2
08/08/2018,14:00,0.77380,0.77380,0.77380,0.77380,0,2
08/09/2018,14:00,0.77220,0.77220,0.77220,0.77220,0,2
08/10/2018,14:00,0.76625,0.76625,0.76625,0.76625,0,2
08/13/2018,14:00,0.76585,0.76585,0.76585,0.76585,0,2
08/14/2018,14:00,0.76950,0.76950,0.76950,0.76950,0,2
08/15/2018,14:00,0.76640,0.76640,0.76640,0.76640,0,2
08/16/2018,14:00,0.76565,0.76565,0.76565,0.76565,0,2
08/17/2018,14:00,0.76700,0.77200,0.76700,0.77145,3,4
08/20/2018,14:00,0.77140,0.77140,0.77140,0.77140,0,3
08/21/2018,14:00,0.77185,0.77185,0.77185,0.77185,0,3
08/22/2018,14:00,0.77395,0.77395,0.77395,0.77395,0,3
08/23/2018,14:00,0.76885,0.76885,0.76885,0.76885,0,3
08/24/2018,14:00,0.77250,0.77250,0.77250,0.77250,0,3
08/27/2018,14:00,0.77655,0.77655,0.77655,0.77655,0,3
08/28/2018,14:00,0.77860,0.77860,0.77860,0.77860,0,3
08/29/2018,14:00,0.77970,0.77970,0.77970,0.77970,0,3
08/30/2018,14:00,0.77535,0.77535,0.77535,0.77535,0,3
08/31/2018,14:00,0.77185,0.77185,0.77185,0.77185,0,3
09/04/2018,14:00,0.76450,0.76450,0.76450,0.76450,0,3
09/05/2018,14:00,0.76385,0.76385,0.76385,0.76385,0,3
09/06/2018,14:00,0.76710,0.76710,0.76710,0.76710,4,3
09/07/2018,14:00,0.76100,0.76500,0.76100,0.76500,4,3
09/10/2018,14:00,0.76580,0.76580,0.76580,0.76580,0,3
09/11/2018,14:00,0.76740,0.76740,0.76740,0.76740,0,3
09/12/2018,14:00,0.77580,0.77580,0.77580,0.77580,0,3
09/13/2018,14:00,0.77575,0.77575,0.77575,0.77575,0,3
09/14/2018,14:00,0.77335,0.77335,0.77335,0.77335,0,3
09/17/2018,14:00,0.77380,0.77380,0.77380,0.77380,0,3
09/18/2018,14:00,0.77655,0.77655,0.77655,0.77655,0,3
09/19/2018,14:00,0.78045,0.78045,0.78045,0.78045,0,3
09/20/2018,14:00,0.78070,0.78070,0.78070,0.78070,0,3
09/21/2018,14:00,0.77985,0.77985,0.77985,0.77985,0,3
09/24/2018,14:00,0.77865,0.77865,0.77865,0.77865,0,3
09/25/2018,14:00,0.77805,0.77805,0.77805,0.77805,0,3
09/26/2018,14:00,0.77505,0.77505,0.77505,0.77505,0,3
09/27/2018,14:00,0.77290,0.77290,0.77290,0.77290,0,3
09/28/2018,14:00,0.77970,0.77970,0.77970,0.77970,0,3
10/01/2018,14:00,0.78700,0.78800,0.78700,0.78760,3,4
10/02/2018,14:00,0.78585,0.78585,0.78585,0.78585,0,4
10/03/2018,14:00,0.78425,0.78425,0.78425,0.78425,0,4
10/04/2018,14:00,0.77915,0.77915,0.77915,0.77915,0,4
10/05/2018,14:00,0.77830,0.77830,0.77830,0.77830,0,4
10/08/2018,14:00,0.77695,0.77695,0.77695,0.77695,0,4
10/09/2018,14:00,0.77795,0.77795,0.77795,0.77795,0,4
10/10/2018,14:00,0.77330,0.77330,0.77270,0.77270,6,7
10/11/2018,14:00,0.77210,0.77210,0.77210,0.77210,0,7
