purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-11-10,59.59,57.48,301.0,94230.34,0.06601,0.091,19.87,1986.9,732.33
1959-11-10,1960-03-10,57.48,53.83,153.0,90512.5,0.12242,0.26392,18.73,1873.03,2146.22
1960-03-10,1960-07-11,53.83,56.87,90.0,93603.06,0.19849,0.00062,17.86,1786.41,-1798.69
1960-07-11,1960-09-19,56.87,53.86,622.0,107456.73,0.02992,0.32858,18.61,1861.02,18558.04
1960-09-19,1961-01-10,53.86,58.97,105.0,114370.79,0.2032,0.0008,21.34,2133.6,-2146.54
1961-01-10,1961-05-10,58.97,66.41,312.0,127767.15,0.07285,0.0515,22.73,2272.92,-688.85
1961-05-10,1961-08-10,66.41,67.95,143.0,128080.17,0.17706,6e-05,25.32,2531.96,-2556.42
1961-08-10,1961-12-11,67.95,72.39,245.0,133652.77,0.10382,0.00017,25.44,2543.59,-2564.87
1961-12-11,1962-04-10,72.39,68.8,1184.0,127835.54,0.02245,0.02864,26.58,2658.08,706.32
1962-04-10,1962-05-09,68.8,65.17,982.0,148273.49,0.02589,0.29894,25.42,2542.4,26788.09
1962-05-09,1962-05-28,65.17,59.15,208.0,178078.87,0.14126,2.24497,29.38,2938.21,43727.79
1962-05-28,1962-08-10,59.15,57.85,107.0,169667.39,0.32948,0.07422,35.25,3525.44,-2766.53
1962-08-10,1962-11-12,57.85,60.0,147.0,172627.32,0.22815,0.01668,33.54,3353.8,-3142.15
1962-11-12,1963-02-11,60.0,66.41,141.0,187132.57,0.2436,0.0,34.35,3434.76,-3469.11
1963-02-11,1963-06-10,66.41,70.51,644.0,194603.33,0.05778,0.0001,37.21,3721.03,-3751.8
1963-06-10,1963-10-10,70.51,72.52,2818.0,196749.35,0.01374,0.00251,38.72,3871.93,-3203.33
1963-10-10,1963-11-26,72.52,72.74,1124.0,243395.98,0.03481,0.44126,39.13,3912.64,45645.85
1963-11-26,1964-03-10,72.74,78.9,87.0,256957.58,0.54932,0.0,47.79,4779.08,-4826.87
1964-03-10,1964-07-10,78.9,83.99,26472.0,268686.9,0.00193,0.00028,51.09,5109.1,-4418.97
1964-07-10,1964-11-10,83.99,85.55,2107.0,268119.68,0.02537,0.00017,53.45,5345.46,-5363.09
1964-11-10,1965-03-10,85.55,87.07,9011.0,268311.22,0.00592,0.00111,53.35,5334.51,-4387.64
1965-03-10,1965-06-28,87.07,83.34,3341.0,318560.64,0.01598,0.19852,53.39,5338.92,60933.22
1965-06-28,1965-10-11,83.34,91.84,357.0,341769.21,0.17706,0.0,63.21,6321.04,-6384.25
1965-10-11,1966-02-10,91.84,94.7,8534.0,345509.31,0.00797,0.00035,68.02,6801.6,-6570.93
1966-02-10,1966-03-07,94.7,89.39,6289.0,403060.95,0.01093,0.1316,68.74,6873.88,75820.62
1966-03-07,1966-07-11,89.39,88.19,1891.0,406143.97,0.04231,0.09872,80.01,8000.82,10587.12
1966-07-11,1966-10-04,88.19,75.76,388.0,431605.39,0.20818,2.2975,80.77,8077.38,80984.85
1966-10-04,1967-01-10,75.76,83.54,378.0,463160.3,0.22659,0.0,85.65,8565.1,-8650.75
1967-01-10,1967-05-10,83.54,94.04,662.0,510769.42,0.1392,0.00085,92.15,9215.04,-9250.92
1967-05-10,1967-09-11,94.04,95.26,827.0,506948.78,0.1228,0.00136,101.56,10155.56,-10144.65
1967-09-11,1968-01-10,95.26,97.26,6185.0,512642.43,0.01631,0.009,100.88,10087.74,-4622.12
1968-01-10,1968-03-25,97.26,88.88,1570.0,563719.54,0.06494,0.66062,101.96,10195.58,93419.8
1968-03-25,1968-07-11,88.88,103.67,480.0,640830.31,0.23285,0.00023,111.77,11176.8,-11277.53
1968-07-11,1968-11-12,103.67,105.28,1128.0,637641.22,0.11305,0.00107,127.52,12752.04,-12758.86
1968-11-12,1969-03-10,105.28,99.47,8487.0,657261.21,0.01495,0.07827,126.88,12688.06,53612.8
1969-03-10,1969-07-10,99.47,97.04,2393.0,643373.41,0.05459,0.06885,130.63,13063.39,3281.79
1969-07-10,1969-11-10,97.04,99.23,1202.0,645100.74,0.10642,0.00494,127.92,12791.68,-12325.82
1969-11-10,1970-01-19,99.23,90.72,3037.0,718270.75,0.04226,0.45815,128.34,12834.36,126177.45
1970-01-19,1970-05-11,90.72,79.72,1045.0,726683.0,0.13643,1.05795,142.57,14256.93,96156.27
1970-05-11,1970-09-10,79.72,82.98,434.0,740849.37,0.33254,0.07187,144.32,14432.24,-11457.4
1970-09-10,1971-01-11,82.98,92.67,449.0,810568.99,0.32797,0.00142,147.26,14725.85,-14809.36
1971-01-11,1971-05-10,92.67,103.15,1191.0,883846.74,0.13534,7e-05,161.19,16118.99,-16271.85
1971-05-10,1971-08-09,103.15,94.55,4948.0,974169.0,0.03554,0.36129,175.85,17585.19,161005.25
1971-08-09,1971-12-10,94.55,97.69,1553.0,999775.89,0.12456,0.11856,193.44,19344.17,-1125.24
1971-12-10,1972-04-10,97.69,110.54,412.0,1108422.39,0.48239,7e-05,198.74,19874.47,-20070.32
1972-04-10,1972-08-10,110.54,111.68,4059.0,1102364.48,0.05433,0.01295,220.53,22052.55,-17016.67
1972-08-10,1972-12-11,111.68,119.78,3072.0,1158736.06,0.07139,0.00141,219.31,21931.01,-21717.17
1972-12-11,1973-04-03,119.78,110.35,3184.0,1298149.44,0.07242,0.78475,230.59,23058.53,226575.28
1973-04-03,1973-08-10,110.35,106.03,682.0,1236122.2,0.37758,0.28858,257.51,25750.96,-6327.31
1973-08-10,1973-12-10,106.03,98.58,623.0,1230499.83,0.39432,1.66,245.66,24566.14,78606.2
1973-12-10,1974-03-11,98.58,99.4,471.0,1214470.82,0.51875,0.02352,244.33,24433.12,-23569.66
