purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-11-10,59.59,57.48,452.0,94686.18,0.06601,0.091,29.84,2983.65,1099.71
1959-11-10,1960-03-10,57.48,53.83,230.0,92076.49,0.12242,0.26392,28.16,2815.66,3226.34
1960-03-10,1960-07-11,53.83,56.87,138.0,94184.61,0.19849,0.00062,27.39,2739.16,-2758.0
1960-07-11,1960-11-10,56.87,56.43,939.0,111854.12,0.02992,0.22456,28.09,2809.49,18248.61
1960-11-10,1961-03-10,56.43,63.48,77.0,121157.92,0.43082,0.00017,33.17,3317.31,-3349.18
1961-03-10,1961-07-10,63.48,65.71,630.0,122851.76,0.05737,0.02062,36.14,3614.31,-2351.39
1961-07-10,1961-11-10,65.71,71.07,228.0,129037.24,0.16012,0.00981,36.51,3650.74,-3463.58
1961-11-10,1962-03-12,71.07,70.76,195.0,124693.21,0.19748,0.00914,38.51,3850.86,-3711.14
1962-03-12,1962-05-22,70.76,63.69,954.0,193044.24,0.03898,0.87463,37.19,3718.69,79683.82
1962-05-22,1962-09-10,63.69,58.64,195.0,175701.03,0.29292,0.31422,57.12,5711.94,358.23
1962-09-10,1963-01-10,58.64,65.16,291.0,189357.53,0.18015,0.00274,52.42,5242.36,-5215.05
1963-01-10,1963-05-10,65.16,70.81,380.0,199438.48,0.14847,6e-05,56.42,5641.86,-5696.0
1963-05-10,1963-09-10,70.81,73.27,3015.0,200208.73,0.01974,0.00068,59.52,5951.61,-5806.11
1963-09-10,1963-11-26,73.27,72.74,2890.0,316893.27,0.02068,0.4257,59.77,5976.52,116991.01
1963-11-26,1964-03-10,72.74,78.9,171.0,328856.99,0.54932,0.0,93.93,9393.37,-9487.3
1964-03-10,1964-07-10,78.9,83.99,50819.0,340766.86,0.00193,0.00028,98.08,9808.07,-8483.22
1964-07-10,1964-11-10,83.99,85.55,4009.0,336523.04,0.02537,0.00017,101.71,10170.83,-10204.39
1964-11-10,1965-03-10,85.55,87.07,16965.0,333893.39,0.00592,0.00111,100.43,10043.28,-8260.6
1965-03-10,1965-07-12,87.07,86.08,6236.0,441049.52,0.01598,0.19222,99.65,9965.13,109803.61
1965-07-12,1965-11-10,86.08,92.4,349.0,455394.52,0.37569,1e-05,131.12,13111.58,-13242.35
1965-11-10,1966-03-10,92.4,90.14,16362.0,478074.19,0.00831,0.02871,135.97,13596.82,33242.51
1966-03-10,1966-07-11,90.14,88.19,2691.0,484683.38,0.05296,0.11814,142.52,14251.54,17397.42
1966-07-11,1966-11-10,88.19,82.43,694.0,486128.55,0.20818,0.67513,144.48,14447.69,32261.85
1966-11-10,1967-03-10,82.43,90.37,278.0,515668.41,0.52021,0.0004,144.62,14461.84,-14595.34
1967-03-10,1967-07-10,90.37,92.8,2843.0,525748.53,0.05412,0.04332,153.86,15386.32,-3224.3
1967-07-10,1967-11-10,92.8,92.84,694.0,510887.05,0.22607,0.01273,156.89,15689.26,-14962.69
1967-11-10,1968-03-11,92.84,90.56,2975.0,516497.41,0.05125,0.11123,152.47,15246.88,17691.58
1968-03-11,1968-07-11,90.56,103.67,839.0,572753.38,0.18364,0.00046,154.07,15407.4,-15522.87
1968-07-11,1968-11-12,103.67,105.28,1512.0,564032.99,0.11305,0.00107,170.93,17093.16,-17102.31
1968-11-12,1969-03-10,105.28,99.47,11261.0,605628.57,0.01495,0.07827,168.35,16835.2,71136.3
1969-03-10,1969-07-10,99.47,97.04,3306.0,593933.21,0.05459,0.06885,180.47,18047.45,4533.89
1969-07-10,1969-11-10,97.04,99.23,1665.0,589620.12,0.10642,0.00494,177.19,17718.93,-17073.61
1969-11-10,1970-01-30,99.23,86.33,4164.0,870567.81,0.04226,0.88764,175.97,17597.06,351840.26
1970-01-30,1970-05-11,86.33,79.72,2120.0,884359.71,0.12202,0.53723,258.68,25868.24,87765.84
1970-05-11,1970-09-10,79.72,82.98,792.0,895301.26,0.33254,0.07187,263.37,26337.17,-20908.43
1970-09-10,1971-01-11,82.98,92.67,814.0,969406.92,0.32797,0.00142,266.97,26696.76,-26848.14
1971-01-11,1971-05-10,92.67,103.15,2138.0,1046023.27,0.13534,7e-05,289.36,28935.69,-29210.09
1971-05-10,1971-09-10,103.15,101.01,8784.0,1295017.85,0.03554,0.34045,312.18,31218.34,267520.76
