purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-11-10,59.59,57.48,57.0,95039.92,0.52183,0.78139,29.74,2974.43,1449.75
1959-11-10,1960-03-10,57.48,53.83,40.0,91996.53,0.70555,1.42101,28.22,2822.2,2833.62
1960-03-10,1960-07-11,53.83,56.87,30.0,94268.97,0.90486,0.04371,27.15,2714.58,-2610.6
1960-07-11,1960-11-10,56.87,56.43,75.0,98957.22,0.37147,1.09456,27.86,2786.02,5395.32
1960-11-10,1961-03-10,56.43,63.48,20.0,107721.83,1.47342,0.01365,29.47,2946.84,-2949.01
1961-03-10,1961-07-10,63.48,65.71,58.0,109818.78,0.55055,0.29634,31.93,3193.19,-1506.35
1961-07-10,1961-11-10,65.71,71.07,35.0,115741.41,0.92814,0.16017,32.48,3248.49,-2720.37
1961-11-10,1962-03-12,71.07,70.76,32.0,112646.59,1.06829,0.2847,34.19,3418.53,-2541.68
1962-03-12,1962-05-28,70.76,59.15,70.0,141904.19,0.47768,7.16029,33.44,3343.76,46744.83
1962-05-28,1962-08-10,59.15,57.85,30.0,135110.46,1.36375,0.76088,40.91,4091.25,-1849.52
1962-08-10,1962-11-12,57.85,60.0,36.0,136917.66,1.10058,0.27575,39.62,3962.09,-3009.01
1962-11-12,1963-02-11,60.0,66.41,35.0,146887.63,1.1661,0.00012,40.81,4081.35,-4121.74
1963-02-11,1963-06-10,66.41,70.51,78.0,151350.0,0.55575,0.0204,43.35,4334.85,-4219.08
1963-06-10,1963-10-10,70.51,72.52,153.0,152700.69,0.29484,0.1185,45.11,4511.05,-2743.11
1963-10-10,1964-02-10,72.52,77.77,103.0,158804.5,0.44239,0.00636,45.57,4556.62,-4536.68
1964-02-10,1964-06-10,77.77,79.84,217.0,160779.46,0.21765,0.12528,47.23,4723.01,-2051.66
1964-06-10,1964-10-12,79.84,85.58,105.0,167159.91,0.4547,0.00471,47.74,4774.35,-4772.64
1964-10-12,1965-02-10,85.58,87.7,260.0,167459.67,0.19137,0.05345,49.76,4975.62,-3635.68
1965-02-10,1965-06-10,87.7,85.82,187.0,170316.71,0.26649,0.60599,49.83,4983.36,6298.82
1965-06-10,1965-10-11,85.82,91.84,76.0,176595.35,0.66727,0.00838,50.71,5071.25,-5058.27
1965-10-11,1966-02-10,91.84,94.7,214.0,177633.67,0.2459,0.05138,52.62,5262.26,-4215.35
1966-02-10,1966-05-17,94.7,85.03,193.0,213359.26,0.2741,3.01304,52.9,5290.13,52808.64
1966-05-17,1966-09-12,85.03,78.34,67.0,210079.01,0.94372,3.10139,63.23,6322.92,14393.16
1966-09-12,1966-12-12,78.34,83.54,62.0,216783.37,1.00789,0.01101,62.49,6248.92,-6243.15
1966-12-12,1967-04-10,83.54,89.32,71.0,225484.6,0.89917,0.10072,63.84,6384.11,-5732.84
1967-04-10,1967-08-10,89.32,96.67,84.0,236634.02,0.80099,0.00753,67.28,6728.32,-6732.34
1967-08-10,1967-12-11,96.67,95.99,275.0,243642.86,0.25643,0.57099,70.52,7051.82,8579.88
1967-12-11,1968-04-10,95.99,97.11,89.0,248826.99,0.81199,1.11463,72.27,7226.71,2621.23
1968-04-10,1968-08-12,97.11,98.49,39.0,246748.56,1.86072,0.49241,72.57,7256.81,-5408.98
1968-08-12,1968-12-10,98.49,108.33,73.0,263217.39,1.00178,0.005,73.13,7312.99,-7349.62
1968-12-10,1969-04-10,108.33,102.22,265.0,278041.35,0.29618,1.39195,78.49,7848.77,28959.41
1969-04-10,1969-08-11,102.22,94.24,105.0,277142.3,0.78641,2.7623,82.57,8257.3,20664.28
1969-08-11,1969-12-10,94.24,91.22,56.0,262517.57,1.47316,0.52606,82.5,8249.7,-5386.26
1969-12-10,1970-04-10,91.22,89.14,188.0,263749.96,0.41563,0.79136,78.14,7813.84,6985.58
1970-04-10,1970-05-26,89.14,71.17,96.0,283224.25,0.81414,8.16113,78.16,7815.74,70452.94
1970-05-26,1970-08-10,71.17,77.4,98.0,296579.52,0.85599,0.06776,83.89,8388.7,-7808.54
1970-08-10,1970-11-10,77.4,85.69,92.0,318356.17,0.95568,0.00284,87.92,8792.26,-8854.05
1970-11-10,1971-03-10,85.69,100.1,104.0,360592.72,0.90908,0.00435,94.54,9454.43,-9503.73
1971-03-10,1971-07-12,100.1,101.52,147.0,360753.13,0.72857,0.41634,107.1,10709.98,-4696.88
1971-07-12,1971-11-10,101.52,94.84,121.0,349952.29,0.88706,1.89536,107.33,10733.43,12093.1
1971-11-10,1972-03-10,94.84,109.37,102.0,391036.73,1.0137,0.00308,103.4,10339.74,-10411.72
1972-03-10,1972-07-10,109.37,109.16,207.0,386583.61,0.56199,0.39131,116.33,11633.19,-3649.41
1972-07-10,1972-11-10,109.16,115.15,174.0,399100.84,0.66185,0.20876,115.16,11516.19,-7998.93
1972-11-10,1973-03-12,115.15,114.8,118.0,396032.38,1.00848,0.86006,119.0,11900.06,-1870.36
1973-03-12,1973-07-10,114.8,104.2,96.0,394633.07,1.22516,4.74547,117.62,11761.54,33677.36
1973-07-10,1973-10-10,104.2,111.31,77.0,407947.04,1.51902,0.01507,116.96,11696.45,-11697.38
1973-10-10,1973-12-17,111.31,94.0,127.0,456593.25,0.95427,9.55528,121.19,12119.23,109111.64
1973-12-17,1974-03-11,94.0,99.4,62.0,465886.84,2.16856,0.16194,134.45,13445.07,-12575.49
1974-03-11,1974-07-10,99.4,82.22,67.0,422937.01,2.06684,7.291,138.48,13847.83,34863.39
1974-07-10,1974-10-10,82.22,71.48,115.0,423385.75,1.08801,5.83527,125.12,12512.11,54468.37
1974-10-10,1975-01-10,71.48,73.75,42.0,424059.54,2.98631,0.58032,125.43,12542.5,-10230.59
1975-01-10,1975-04-10,73.75,84.7,73.0,472373.9,1.72624,0.02871,126.02,12601.55,-12517.99
1975-04-10,1975-07-10,84.7,96.19,108.0,520058.01,1.30531,0.005,140.97,14097.35,-14184.32
1975-07-10,1975-11-10,96.19,89.98,108.0,503954.38,1.43598,2.96778,155.09,15508.58,16388.35
1975-11-10,1976-02-10,89.98,100.96,133.0,547858.49,1.12739,0.00752,149.94,14994.29,-15044.21
1976-02-10,1976-06-10,100.96,99.98,104.0,532946.38,1.56928,0.66369,163.21,16320.51,-9581.35
1976-06-10,1976-10-12,99.98,102.19,189.0,537805.46,0.83884,0.5043,158.54,15854.08,-6481.35
1976-10-12,1977-02-10,102.19,101.51,140.0,524899.95,1.14498,0.48814,160.3,16029.72,-9356.06
1977-02-10,1977-06-10,101.51,98.86,229.0,514881.14,0.68256,0.83116,156.31,15630.62,3246.63
1977-06-10,1977-10-11,98.86,95.97,191.0,493709.16,0.80221,0.47065,153.22,15322.21,-6486.02
1977-10-11,1978-02-10,95.97,90.69,363.0,491891.17,0.4056,1.07814,147.23,14723.28,24265.97
1978-02-10,1978-06-12,90.69,100.6,245.0,531505.14,0.59854,0.13092,146.64,14664.23,-11603.33
1978-06-12,1978-10-10,100.6,105.36,141.0,541788.97,1.12432,0.14866,158.53,15852.91,-13915.34
1978-10-10,1979-02-13,105.36,99.58,268.0,537238.0,0.60225,1.50689,161.4,16140.3,24082.95
1979-02-13,1979-06-11,99.58,102.24,174.0,537652.0,0.91758,0.19588,159.66,15965.89,-12717.24
1979-06-11,1979-10-10,102.24,106.23,312.0,554668.35,0.51316,0.41383,160.11,16010.59,-3259.21
1979-10-10,1980-02-11,106.23,119.05,169.0,604107.07,0.97443,0.07529,164.68,16467.87,-15360.15
1980-02-11,1980-06-10,119.05,115.5,222.0,610903.49,0.81047,1.90196,179.92,17992.43,24051.16
1980-06-10,1980-10-10,115.5,132.14999,103.0,679798.39,1.76749,0.26287,182.05,18205.15,-15679.64
1980-10-10,1981-01-12,132.14999,135.88001,159.0,683616.07,1.27397,0.36489,202.56,20256.12,-14656.93
