purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-09-10,59.59,56.99,1147747.0,124356.07,3e-05,0.0003,34.43,3443.24,30954.74
1959-09-10,1960-01-11,56.99,58.77,102942.0,122980.98,0.00036,0.0,37.06,3705.91,-3742.97
1960-01-11,1960-02-02,58.77,56.82,3454845.0,159479.75,1e-05,0.00013,34.55,3454.84,41423.59
1960-02-02,1960-03-03,56.82,54.78,1108012.0,208509.48,4e-05,0.00055,44.32,4432.05,56464.29
1960-03-03,1960-07-11,54.78,56.87,161429.0,207377.93,0.00038,0.0,61.34,6134.3,-6195.64
1960-07-11,1960-07-21,56.87,55.1,47376012.0,271751.13,0.0,2e-05,0.0,0.0,94752.02
1960-07-21,1960-07-29,55.1,55.51,17786448.0,387078.5,0.0,7e-05,0.0,0.0,124505.14
1960-07-29,1960-10-25,55.51,52.2,1312217.0,470157.72,9e-05,0.00092,118.1,11809.95,108795.91
1960-10-25,1961-02-10,52.2,61.5,95116.0,531274.83,0.00147,0.0,139.82,13982.05,-14121.87
1961-02-10,1961-04-18,61.5,66.2,8025491.0,897663.58,2e-05,0.00042,160.51,16050.98,320859.13
1961-04-18,1961-08-10,66.2,67.95,37880.0,880951.0,0.00705,0.0,267.05,26705.4,-26972.45
1961-08-10,1961-12-11,67.95,72.39,4929629.0,909568.59,5e-05,0.0,246.48,24648.15,-24894.63
1961-12-11,1962-01-04,72.39,71.62,1191351424.0,1148683.72,0.0,0.0,0.0,0.0,0.0
1962-01-04,1962-01-18,71.62,68.73,242500606.0,1422343.26,0.0,1e-05,0.0,0.0,242500.61
1962-01-18,1962-05-10,68.73,64.39,59604951.0,1515781.22,1e-05,4e-05,596.05,59604.95,178218.8
1962-05-10,1962-05-22,64.39,63.69,2752314.0,1996516.81,0.00016,0.00198,440.37,44037.02,500480.78
1962-05-22,1962-05-28,63.69,59.15,384467.0,7169851.35,0.00155,0.1388,595.92,59592.38,5276213.66
1962-05-28,1962-06-12,59.15,57.66,1159310.0,9312089.51,0.00183,0.02345,2121.54,212153.73,2504306.68
1962-06-12,1962-09-10,57.66,58.64,75864.0,9076208.92,0.03653,0.0,2771.31,277131.19,-279902.5
1962-09-10,1962-10-23,58.64,55.19,6181358.0,11725193.7,0.00044,0.00552,2719.8,271979.75,3137410.06
