purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-11-10,59.59,57.48,452.0,94686.18,0.06601,0.091,29.84,2983.65,1099.71
1959-11-10,1960-03-10,57.48,53.83,230.0,92076.49,0.12242,0.26392,28.16,2815.66,3226.34
1960-03-10,1960-07-11,53.83,56.87,138.0,94184.61,0.19849,0.00062,27.39,2739.16,-2758.0
1960-07-11,1960-11-10,56.87,56.43,939.0,111854.12,0.02992,0.22456,28.09,2809.49,18248.61
1960-11-10,1961-03-10,56.43,63.48,77.0,121157.92,0.43082,0.00017,33.17,3317.31,-3349.18
1961-03-10,1961-07-10,63.48,65.71,630.0,122851.76,0.05737,0.02062,36.14,3614.31,-2351.39
1961-07-10,1961-11-10,65.71,71.07,228.0,129037.24,0.16012,0.00981,36.51,3650.74,-3463.58
1961-11-10,1962-03-12,71.07,70.76,195.0,124693.21,0.19748,0.00914,38.51,3850.86,-3711.14
1962-03-12,1962-05-23,70.76,62.42,954.0,222573.17,0.03898,1.20362,37.19,3718.69,111069.47
1962-05-23,1962-09-10,62.42,58.64,195.0,202939.71,0.33786,0.21779,65.88,6588.27,-2407.24
1962-09-10,1963-01-10,58.64,65.16,336.0,218719.19,0.18015,0.00274,60.53,6053.04,-6021.51
1963-01-10,1963-05-10,65.16,70.81,439.0,230361.06,0.14847,6e-05,65.18,6517.83,-6580.38
1963-05-10,1963-09-10,70.81,73.27,3483.0,231252.08,0.01974,0.00068,68.75,6875.44,-6707.35
1963-09-10,1964-01-10,73.27,76.67,3338.0,274717.17,0.02068,0.11921,69.03,6902.98,32820.28
1964-01-10,1964-05-11,76.67,81.51,151.0,282084.03,0.53916,6e-05,81.41,8141.32,-8221.82
1964-05-11,1964-09-10,81.51,83.5,6943.0,281015.52,0.01213,0.00132,84.22,8421.86,-7589.6
1964-09-10,1965-01-11,83.5,85.81,3826.0,280501.91,0.02192,0.00148,83.87,8386.59,-7904.21
1965-01-11,1965-05-10,85.81,90.22,2999.0,285879.41,0.02792,1e-05,83.73,8373.21,-8453.94
1965-05-10,1965-06-08,90.22,87.1,23686.0,532172.56,0.0036,0.11063,85.27,8526.96,253425.99
1965-06-08,1965-10-11,87.1,91.84,2520.0,535807.2,0.06272,4e-05,158.05,15805.44,-15953.41
1965-10-11,1966-02-10,91.84,94.7,20070.0,536264.4,0.00797,0.00035,159.96,15995.79,-15453.3
1966-02-10,1966-05-12,94.7,87.49,14643.0,971236.4,0.01093,0.33199,160.05,16004.8,469968.11
1966-05-12,1966-09-12,87.49,78.34,2081.0,1089784.89,0.13858,1.23486,288.38,28838.5,227847.49
1966-09-12,1966-12-12,78.34,83.54,2034.0,1118646.94,0.15949,2e-05,324.4,32440.27,-32760.6
1966-12-12,1967-04-10,83.54,89.32,2297.0,1160035.88,0.14533,0.00295,333.82,33382.3,-33038.51
1967-04-10,1967-08-10,89.32,96.67,3520.0,1217036.04,0.09835,2e-05,346.19,34619.2,-34958.35
1967-08-10,1967-12-11,96.67,95.99,37225.0,1322210.75,0.00976,0.0401,363.32,36331.6,112577.33
1967-12-11,1968-04-10,95.99,97.11,3546.0,1360338.85,0.11117,0.1858,394.21,39420.88,26069.59
1968-04-10,1968-08-12,97.11,98.49,831.0,1340211.03,0.48795,0.03645,405.49,40548.64,-37925.14
1968-08-12,1968-12-10,98.49,108.33,2583.0,1429095.93,0.15483,1e-05,399.93,39992.59,-40389.94
1968-12-10,1969-04-10,108.33,102.22,32295.0,1767769.39,0.01321,0.14119,426.62,42661.7,412884.79
1969-04-10,1969-08-11,102.22,94.24,5137.0,1891369.0,0.10245,0.61997,526.29,52628.56,265323.73
1969-08-11,1969-12-10,94.24,91.22,1524.0,1772258.28,0.36965,0.03017,563.35,56334.66,-52300.1
1969-12-10,1970-04-10,91.22,89.14,13493.0,1782551.53,0.03921,0.07614,529.06,52906.05,49300.59
1970-04-10,1970-05-27,89.14,73.22,4273.0,3237079.86,0.12445,4.21352,531.77,53177.48,1746727.84
1970-05-27,1970-08-10,73.22,77.4,2504.0,3254031.53,0.38368,0.00462,960.73,96073.47,-95877.35
1970-08-10,1970-12-10,77.4,90.87,1848.0,3703210.09,0.5255,0.00031,971.12,97112.4,-98026.23
