purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-09-21,59.59,55.27,10232.0,122462.21,0.00292,0.03426,29.88,2987.74,32037.21
1959-09-21,1960-01-11,55.27,58.77,2357.0,124781.47,0.01546,1e-05,36.44,3643.92,-3678.0
1960-01-11,1960-02-08,58.77,55.32,22346.0,155393.06,0.00167,0.01843,37.32,3731.78,37414.58
1960-02-08,1960-06-10,55.32,57.97,7057.0,156230.63,0.00656,4e-05,46.29,4629.39,-4647.45
1960-06-10,1960-09-28,57.97,52.48,12400.0,184860.33,0.00376,0.03819,46.62,4662.4,42646.58
1960-09-28,1961-01-10,52.48,58.97,3691.0,199249.05,0.01491,0.0,55.03,5503.28,-5558.31
1961-01-10,1961-05-10,58.97,66.41,20635.0,225199.94,0.00288,0.00372,59.43,5942.88,1673.91
1961-05-10,1961-08-10,66.41,67.95,5630.0,223409.59,0.01194,0.0,67.22,6722.22,-6789.44
1961-08-10,1961-12-11,67.95,72.39,12957.0,230664.5,0.00515,0.0,66.73,6672.86,-6739.58
1961-12-11,1962-01-05,72.39,70.84,269798.0,288320.1,0.00026,0.00255,70.15,7014.75,61713.59
1962-01-05,1962-05-10,70.84,64.39,65864.0,322173.81,0.0013,0.01053,85.62,8562.32,60706.85
1962-05-10,1962-05-25,64.39,60.98,10030.0,415542.47,0.00957,0.12035,95.99,9598.71,111016.35
1962-05-25,1962-05-29,60.98,58.29,2393.0,574274.67,0.05168,0.80011,123.67,12367.02,178975.63
1962-05-29,1962-08-10,58.29,57.85,1709.0,545443.09,0.09991,0.001,170.75,17074.62,-17074.47
1962-08-10,1962-11-12,57.85,60.0,7415.0,548325.95,0.02195,0.0002,162.76,16275.92,-16290.38
1962-11-12,1963-02-11,60.0,66.41,6910.0,588125.23,0.02369,0.0,163.7,16369.79,-16533.49
1963-02-11,1963-06-10,66.41,70.51,99839.0,605142.64,0.00176,0.0,175.72,17571.66,-17747.38
1963-06-10,1963-10-10,70.51,72.52,1783777.0,604094.72,0.0001,1e-05,178.38,17837.77,-16232.37
1963-10-10,1963-11-22,72.52,72.17,272043.0,965795.54,0.00066,0.01394,179.55,17954.84,361093.55
1963-11-22,1964-03-10,72.17,78.9,14591.0,1009828.8,0.01968,0.0,287.15,28715.09,-29002.24
1964-03-10,1964-06-05,78.9,79.45,154275544.0,1376223.11,0.0,3e-05,0.0,0.0,462826.63
