purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1988-06-10,1988-09-12,273.20999,267.64002,88.0,94010.18,0.45095,0.07121,39.68,3968.36,-3381.39
1988-09-12,1989-01-10,267.64002,281.57999,34.0,95131.1,1.08391,0.04528,36.85,3685.29,-3568.19
1989-01-10,1989-05-10,281.57999,306.25,96.0,99465.26,0.39267,0.01622,37.7,3769.63,-3651.62
1989-05-10,1989-09-11,306.25,348.76001,112.0,108833.37,0.35199,0.01213,39.42,3942.29,-3845.85
1989-09-11,1990-01-10,348.76001,349.62,61.0,106022.06,0.70876,0.21135,43.23,4323.44,-3077.43
1990-01-10,1990-05-10,349.62,344.98001,76.0,101900.46,0.55386,0.19386,42.09,4209.34,-2778.09
1990-05-10,1990-08-23,344.98001,316.54999,110.0,136430.59,0.36655,4.19973,40.32,4032.05,42124.66
1990-08-23,1990-11-13,316.54999,319.48001,76.0,134601.2,0.70434,0.39923,53.53,5352.98,-2372.37
1990-11-13,1991-02-11,319.48001,368.57999,28.0,149115.25,1.87673,0.00133,52.55,5254.84,-5303.67
1991-02-11,1991-05-10,368.57999,383.91,64.0,149195.46,0.92519,0.01782,59.21,5921.22,-5866.38
1991-05-10,1991-09-10,383.91,388.63,29.0,146425.28,2.02901,0.48289,58.84,5884.13,-4542.59
1991-09-10,1992-01-10,388.63,417.62,40.0,153263.58,1.44028,0.54488,57.61,5761.12,-3639.21
1992-01-10,1992-04-10,417.62,405.12,68.0,143026.64,0.89102,0.04258,60.59,6058.94,-5829.98
1992-04-10,1992-08-10,405.12,419.42001,54.0,142699.86,1.03913,0.09064,56.11,5611.3,-5177.96
1992-08-10,1992-12-10,419.42001,435.66,76.0,142369.47,0.74256,0.0102,56.43,5643.46,-5622.37
1992-12-10,1993-04-12,435.66,448.37,299.0,155874.2,0.18894,0.50435,56.49,5649.31,9374.27
1993-04-12,1993-08-10,448.37,450.70999,29.0,150661.06,2.07903,0.08835,60.29,6029.19,-5833.26
1993-08-10,1993-12-10,450.70999,464.87,142.0,149360.35,0.42169,0.01497,59.88,5988.0,-5835.3
1993-12-10,1994-04-11,464.87,450.34,273.0,162812.18,0.21702,0.86707,59.25,5924.65,17687.12
1994-04-11,1994-08-10,450.34,460.48001,53.0,159830.4,1.20932,0.04939,64.09,6409.4,-6211.72
1994-08-10,1994-12-12,460.48001,449.48001,193.0,157441.2,0.32796,0.39316,63.3,6329.63,1195.06
1994-12-12,1995-04-10,449.48001,507.01001,104.0,170424.92,0.59942,9e-05,62.34,6233.97,-6295.37
1995-04-10,1995-08-10,507.01001,560.63,606.0,181214.23,0.11176,0.00586,67.73,6772.66,-6485.27
1995-08-10,1995-12-11,560.63,620.90002,148.0,192680.85,0.48656,0.0032,72.01,7201.09,-7225.74
1995-12-11,1996-04-10,620.90002,642.78003,167.0,207360.21,0.45653,0.9409,76.24,7624.05,8012.74
1996-04-10,1996-08-12,642.78003,665.77002,23.0,208339.66,3.45526,0.88042,79.47,7947.1,-6001.6
1996-08-12,1996-12-10,665.77002,753.42999,24.0,226345.21,3.42499,0.00307,82.2,8219.98,-8294.81
1996-12-10,1997-04-10,753.42999,763.72998,129.0,241574.79,0.69749,1.63713,89.98,8997.62,12031.38
1997-04-10,1997-08-11,763.72998,938.5,23.0,284857.46,4.14436,0.06407,95.32,9532.03,-9479.99
1997-08-11,1997-12-10,938.5,975.78003,18.0,311205.82,6.20595,14.71563,111.71,11170.71,15205.71
1997-12-10,1998-03-10,975.78003,1064.58997,8.0,327047.99,13.83163,0.00234,110.65,11065.3,-11174.08
1998-03-10,1998-07-10,1064.58997,1166.93005,29.0,345920.79,4.34469,0.46825,126.0,12599.6,-11367.68
1998-07-10,1998-09-01,1166.93005,1000.71002,24.0,452993.29,5.71761,69.35067,137.22,13722.26,152582.12
1998-09-01,1998-12-10,1000.71002,1183.77002,14.0,512310.5,12.65325,0.00037,177.15,17714.55,-17891.18
1998-12-10,1999-03-10,1183.77002,1287.02002,44.0,536155.44,4.6106,0.31937,202.87,20286.64,-19084.28
1999-03-10,1999-06-10,1287.02002,1318.64001,26.0,529349.23,8.08308,0.65235,210.16,21016.01,-19530.06
1999-06-10,1999-09-10,1318.64001,1357.62,39.0,524837.59,5.39037,0.42049,210.22,21022.44,-19592.75
1999-09-10,1999-12-10,1357.62,1421.57996,45.0,528976.23,4.57751,0.25471,205.99,20598.8,-19658.59
