purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1988-06-10,1988-09-12,273.20999,267.64002,110.0,93194.03,0.45095,0.07121,49.6,4960.45,-4226.74
1988-09-12,1989-01-10,267.64002,281.57999,42.0,93372.77,1.08391,0.04528,45.52,4552.42,-4407.77
1989-01-10,1989-05-10,281.57999,306.25,118.0,96621.71,0.39267,0.01622,46.34,4633.51,-4488.45
1989-05-10,1989-09-11,306.25,348.76001,136.0,104655.73,0.35199,0.01213,47.87,4787.06,-4669.97
1989-09-11,1990-01-10,348.76001,349.62,73.0,101229.34,0.70876,0.21135,51.74,5173.95,-3682.83
1990-01-10,1990-05-10,349.62,344.98001,90.0,96670.04,0.55386,0.19386,49.85,4984.74,-3289.85
1990-05-10,1990-08-23,344.98001,316.54999,131.0,139812.84,0.36655,4.19973,48.02,4801.8,50166.64
1990-08-23,1990-11-13,316.54999,319.48001,98.0,137195.83,0.70434,0.39923,69.03,6902.53,-3059.11
1990-11-13,1991-02-11,319.48001,368.57999,36.0,150336.72,1.87673,0.00133,67.56,6756.23,-6819.0
1991-02-11,1991-05-10,368.57999,383.91,80.0,148934.34,0.92519,0.01782,74.02,7401.52,-7332.98
1991-05-10,1991-09-10,383.91,388.63,36.0,145045.97,2.02901,0.48289,73.04,7304.44,-5639.07
1991-09-10,1992-01-10,388.63,417.62,50.0,150777.01,1.44028,0.54488,72.01,7201.4,-4549.01
1992-01-10,1992-04-10,417.62,405.12,84.0,139289.77,0.89102,0.04258,74.85,7484.57,-7201.75
1992-04-10,1992-08-10,405.12,419.42001,66.0,137627.08,1.03913,0.09064,68.58,6858.26,-6328.61
1992-08-10,1992-12-10,419.42001,435.66,92.0,135870.53,0.74256,0.0102,68.32,6831.55,-6806.03
1992-12-10,1993-04-12,435.66,448.37,357.0,151008.2,0.18894,0.50435,67.45,6745.16,11192.69
1993-04-12,1993-08-10,448.37,450.70999,36.0,144327.63,2.07903,0.08835,74.85,7484.51,-7241.3
1993-08-10,1993-12-10,450.70999,464.87,170.0,141651.42,0.42169,0.01497,71.69,7168.73,-6985.93
1993-12-10,1994-04-11,464.87,450.34,324.0,158726.84,0.21702,0.86707,70.31,7031.45,20991.31
1994-04-11,1994-08-10,450.34,460.48001,65.0,154166.73,1.20932,0.04939,78.61,7860.58,-7618.16
1994-08-10,1994-12-12,460.48001,449.48001,233.0,152205.92,0.32796,0.39316,76.41,7641.47,1442.75
1994-12-12,1995-04-10,449.48001,507.01001,126.0,162985.88,0.59942,9e-05,75.53,7552.69,-7627.09
1995-04-10,1995-08-10,507.01001,560.63,725.0,171593.43,0.11176,0.00586,81.03,8102.6,-7758.78
1995-08-10,1995-12-11,560.63,620.90002,175.0,180536.31,0.48656,0.0032,85.15,8514.8,-8543.95
1995-12-11,1996-04-10,620.90002,642.78003,196.0,196179.44,0.45653,0.9409,89.48,8947.99,9404.17
1996-04-10,1996-08-12,642.78003,665.77002,28.0,195379.23,3.45526,0.88042,96.75,9674.73,-7306.3
1996-08-12,1996-12-10,665.77002,753.42999,28.0,210071.93,3.42499,0.00307,95.9,9589.97,-9677.28
1996-12-10,1997-04-10,753.42999,763.72998,149.0,226955.08,0.69749,1.63713,103.93,10392.6,13896.71
1997-04-10,1997-08-11,763.72998,938.5,27.0,264888.57,4.14436,0.06407,111.9,11189.77,-11128.68
1997-08-11,1997-12-10,938.5,975.78003,21.0,292963.03,6.20595,14.71563,130.32,13032.5,17740.01
1997-12-10,1998-03-10,975.78003,1064.58997,10.0,304028.39,13.83163,0.00234,138.32,13831.63,-13967.61
1998-03-10,1998-07-10,1064.58997,1166.93005,34.0,318494.55,4.34469,0.46825,147.72,14771.95,-13327.62
1998-07-10,1998-09-01,1166.93005,1000.71002,27.0,449005.73,5.71761,69.35067,154.38,15437.55,171654.88
1998-09-01,1998-12-10,1000.71002,1183.77002,17.0,502799.03,12.65325,0.00037,215.11,21510.52,-21725.01
1998-12-10,1999-03-10,1183.77002,1287.02002,54.0,521085.7,4.6106,0.31937,248.97,24897.24,-23421.61
1999-03-10,1999-06-10,1287.02002,1318.64001,32.0,509284.82,8.08308,0.65235,258.66,25865.86,-24037.0
1999-06-10,1999-09-10,1318.64001,1357.62,47.0,500028.65,5.39037,0.42049,253.35,25334.74,-23611.79
1999-09-10,1999-12-10,1357.62,1421.57996,54.0,498842.54,4.57751,0.25471,247.19,24718.55,-23590.31
1999-12-10,2000-03-10,1421.57996,1413.45996,54.0,486577.63,4.55749,2.79061,246.1,24610.45,-9787.25
2000-03-10,2000-06-12,1413.45996,1462.93005,26.0,489977.94,9.22899,4.40013,239.95,23995.37,-12794.99
2000-06-12,2000-09-11,1462.93005,1506.76001,11.0,480699.74,20.90126,0.02532,229.91,22991.39,-23193.44
2000-09-11,2000-12-01,1506.76001,1334.67004,44.0,642710.49,5.33199,53.50252,234.61,23460.76,211715.72
2000-12-01,2001-03-12,1334.67004,1233.42004,34.0,573381.9,9.18079,3.13717,312.15,31214.69,-20860.46
2001-03-12,2001-06-11,1233.42004,1264.95996,51.0,562784.02,5.53977,0.78117,282.53,28252.83,-24551.39
2001-06-11,2001-09-10,1264.95996,1096.93994,45.0,521611.77,6.1563,12.68516,277.03,27703.35,29102.84
2001-09-10,2001-12-10,1096.93994,1158.31006,93.0,524400.15,2.77294,0.1765,257.88,25788.34,-24404.77
2001-12-10,2002-03-11,1158.31006,1173.03003,53.0,510364.05,4.84224,1.02516,256.64,25663.87,-20487.16
2002-03-11,2002-06-10,1173.03003,1038.18005,42.0,488594.17,5.98683,13.97543,251.45,25144.69,33300.67
2002-06-10,2002-09-10,1038.18005,909.89002,36.0,560946.29,6.61331,42.39614,238.08,23807.92,128580.11
2002-09-10,2002-10-10,909.89002,806.51001,19.0,505072.27,14.16146,17.37822,269.07,26906.77,5842.77
2002-10-10,2003-01-10,806.51001,932.89002,14.0,556025.89,17.05448,0.07932,238.76,23876.27,-24003.98
2003-01-10,2003-04-10,932.89002,871.78003,33.0,521477.28,8.18307,8.17338,270.04,27004.13,-302.02
2003-04-10,2003-07-10,871.78003,1002.21002,26.0,569497.45,9.87446,0.00516,256.74,25673.6,-25916.92
2003-07-10,2003-10-10,1002.21002,1040.83997,82.0,562372.3,3.41865,0.03463,280.33,28032.93,-28029.29
2003-10-10,2004-02-10,1040.83997,1147.02002,37.0,589441.84,7.43302,0.07941,275.02,27502.17,-27483.38
2004-02-10,2004-06-10,1147.02002,1136.46997,86.0,576031.28,3.40697,2.44509,293.0,29299.94,-8565.17
2004-06-10,2004-10-12,1136.46997,1124.39001,55.0,547687.17,5.11983,1.07897,281.59,28159.06,-22506.32
2004-10-12,2005-02-10,1124.39001,1198.75,98.0,555873.75,2.75489,0.10754,269.98,26997.92,-26214.01
2005-02-10,2005-06-10,1198.75,1202.79004,133.0,556954.4,2.07853,2.02047,276.44,27644.45,-1048.64
2005-06-10,2005-10-11,1202.79004,1193.09998,53.0,528571.52,5.2085,0.72595,276.05,27605.05,-24033.56
2005-10-11,2006-02-10,1193.09998,1269.89001,133.0,535993.92,1.97134,0.11896,262.19,26218.82,-24898.84
2006-02-10,2006-06-12,1269.89001,1255.21997,134.0,533414.32,1.98402,2.22137,265.86,26585.87,2914.63
2006-06-12,2006-10-10,1255.21997,1354.22998,61.0,546609.97,4.31865,0.01222,263.44,26343.77,-26532.66
2006-10-10,2007-02-12,1354.22998,1439.10999,320.0,552167.6,0.8476,0.0108,271.23,27123.2,-27048.83
2007-02-12,2007-03-05,1439.10999,1391.85999,496.0,828420.57,0.55293,6.40883,274.25,27425.33,290178.39
2007-03-05,2007-07-10,1391.85999,1531.84998,106.0,863626.59,3.85478,0.1096,408.61,40860.67,-40107.52
2007-07-10,2007-11-13,1531.84998,1481.37,90.0,917181.25,4.75992,13.60641,428.39,42839.28,79190.02
2007-11-13,2008-02-11,1481.37,1341.40002,92.0,916680.17,4.94837,13.85534,455.25,45525.0,81488.87
2008-02-11,2008-05-12,1341.40002,1404.06006,44.0,915164.61,10.15084,0.93834,446.64,44663.7,-40981.64
2008-05-12,2008-08-11,1404.06006,1313.15002,40.0,853598.42,11.26643,9.92597,450.66,45065.72,-5812.5
2008-08-11,2008-10-08,1313.15002,1021.06,36.0,1112106.21,11.60615,132.32228,417.82,41782.14,434160.25
2008-10-08,2008-11-10,1021.06,951.95001,24.0,1126777.1,22.40076,60.01751,537.62,53761.82,89742.58
2008-11-10,2008-12-10,951.95001,908.27002,9.0,1069250.45,61.42808,53.59626,552.85,55285.27,-7601.49
2008-12-10,2009-01-12,908.27002,890.40002,9.0,1019168.26,57.24015,24.40928,515.16,51516.13,-30062.94
2009-01-12,2009-02-10,890.40002,868.04999,16.0,956991.5,31.53096,8.10996,504.5,50449.54,-37978.1
2009-02-10,2009-03-10,868.04999,719.59998,45.0,951223.84,10.45832,43.38194,470.62,47062.44,147685.67
2009-03-10,2009-04-13,719.59998,864.31,33.0,1086845.25,14.19602,1.16738,468.47,46846.87,-43462.98
2009-04-13,2009-05-11,864.31,922.98999,30.0,1110082.32,17.72293,2.2137,531.69,53168.79,-47059.38
2009-05-11,2009-08-10,922.98999,1010.11999,19.0,1156936.59,27.80901,0.24002,528.37,52837.12,-52909.45
2009-08-10,2009-11-10,1010.11999,1096.42004,76.0,1194577.42,7.53459,0.18435,572.63,57262.88,-56434.45
2009-11-10,2010-02-10,1096.42004,1073.67004,90.0,1120869.12,6.58085,1.04109,592.28,59227.65,-50450.12
2010-02-10,2010-05-10,1073.67004,1163.84998,151.0,1158237.61,3.69062,0.27463,557.28,55728.36,-52138.73
2010-05-10,2010-08-10,1163.84998,1127.16003,72.0,1091462.25,7.89583,3.46118,568.5,56849.98,-32497.98
2010-08-10,2010-11-10,1127.16003,1218.75,68.0,1121255.51,7.91573,0.00336,538.27,53826.96,-54342.39
2010-11-10,2011-03-10,1218.75,1315.71997,69.0,1158950.96,8.01969,1.24122,553.36,55335.86,-47324.8
2011-03-10,2011-07-11,1315.71997,1343.31006,52.0,1150476.84,11.06591,5.03706,575.43,57542.73,-31925.45
2011-07-11,2011-11-10,1343.31006,1246.21997,36.0,1244663.12,15.48448,63.134,557.44,55744.13,170980.83
2011-11-10,2012-02-10,1246.21997,1351.20996,22.0,1281975.23,26.98857,0.00354,593.75,59374.85,-59960.82
2012-02-10,2012-06-11,1351.20996,1335.52002,67.0,1257915.42,9.45871,7.95992,633.73,63373.36,-10675.62
2012-06-11,2012-10-10,1335.52002,1442.52002,40.0,1292659.78,15.29416,0.2514,611.77,61176.64,-60782.81
2012-10-10,2013-02-11,1442.52002,1518.31006,121.0,1306923.57,5.30228,1.17383,641.58,64157.59,-50595.82
2013-02-11,2013-06-10,1518.31006,1648.68994,70.0,1357915.83,9.25003,1.38032,647.5,64750.21,-55735.47
2013-06-10,2013-10-10,1648.68994,1692.56006,48.0,1336512.82,13.95966,2.43462,670.06,67006.37,-55990.25
2013-10-10,2014-02-10,1692.56006,1799.93994,63.0,1363050.79,10.39894,1.89083,655.13,65513.32,-54256.22
2014-02-10,2014-06-10,1799.93994,1950.85999,46.0,1404050.0,14.60643,0.04286,671.9,67189.58,-67664.32
2014-06-10,2014-10-10,1950.85999,1936.97998,245.0,1457754.93,2.84881,5.39122,697.96,69795.84,61591.08
2014-10-10,2015-02-10,1936.97998,2070.86011,59.0,1514218.23,12.11717,5.7243,714.91,71491.3,-38432.84
2015-02-10,2015-05-11,2070.86011,2117.68994,90.0,1471493.6,8.32138,0.04665,748.92,74892.42,-75221.49
2015-05-11,2015-09-10,2117.68994,1965.29004,65.0,1711865.84,11.23175,63.12302,730.06,73006.38,336563.2
2015-09-10,2015-12-10,1965.29004,2067.6499,39.0,1707887.07,21.48969,0.06197,838.1,83809.79,-84406.21
2015-12-10,2016-04-11,2067.6499,2062.92993,48.0,1656363.64,17.66109,7.72724,847.73,84773.23,-48530.21
2016-04-11,2016-08-10,2062.92993,2183.40991,45.0,1684063.44,18.02263,3.8949,811.02,81101.83,-64385.8
2016-08-10,2016-12-12,2183.40991,2264.03003,39.0,1661100.16,21.39516,0.53876,834.41,83441.12,-82174.37
2016-12-12,2017-04-10,2264.03003,2366.37012,162.0,1650650.46,5.07975,0.06856,822.92,82291.95,-82004.2
2017-04-10,2017-08-10,2366.37012,2465.37988,410.0,1640180.38,1.99874,0.15517,819.48,81948.34,-76405.85
2017-08-10,2017-12-11,2465.37988,2660.33008,298.0,1681451.13,2.72996,0.00484,813.53,81352.81,-82022.11
2017-12-11,2018-02-06,2660.33008,2701.04004,740.0,2744592.98,1.1295,15.02251,835.83,83583.0,1027246.91
2018-02-06,2018-06-11,2701.04004,2790.20996,55.0,2690328.29,24.57511,1.3912,1351.63,135163.1,-128863.14
2018-06-11,2018-10-10,2790.20996,2874.02002,150.0,2655298.55,8.90481,1.49817,1335.72,133572.15,-112435.32
2018-10-10,2018-12-06,2874.02002,2696.1499,158.0,3783093.59,8.33142,88.75724,1316.36,131636.44,1269411.6
2018-12-06,2019-03-11,2696.1499,2784.0,68.0,3697633.44,27.39819,0.01985,1863.08,186307.69,-188035.79
