purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-11-10,59.59,57.48,452.0,94686.18,0.06601,0.091,29.84,2983.65,1099.71
1959-11-10,1960-03-10,57.48,53.83,230.0,92076.49,0.12242,0.26392,28.16,2815.66,3226.34
1960-03-10,1960-07-11,53.83,56.87,138.0,94184.61,0.19849,0.00062,27.39,2739.16,-2758.0
1960-07-11,1960-09-19,56.87,53.86,939.0,117591.31,0.02992,0.32858,28.09,2809.49,28016.08
1960-09-19,1961-01-10,53.86,58.97,172.0,123505.27,0.2032,0.0008,34.95,3495.04,-3516.23
1961-01-10,1961-05-10,58.97,66.41,506.0,137418.88,0.07285,0.0515,36.86,3686.21,-1117.17
1961-05-10,1961-09-11,66.41,67.28,60.0,135083.55,0.67497,0.01041,40.5,4049.82,-4027.86
1961-09-11,1962-01-10,67.28,69.58,586.0,135576.06,0.06875,0.00311,40.29,4028.75,-3886.79
1962-01-10,1962-05-10,69.58,64.39,880.0,143961.33,0.04598,0.25173,40.46,4046.24,18065.54
1962-05-10,1962-05-28,64.39,59.15,302.0,190418.15,0.14195,2.05948,42.87,4286.89,57866.54
1962-05-28,1962-09-10,59.15,58.64,52.0,181166.65,1.06995,0.07359,55.64,5563.74,-5236.71
1962-09-10,1963-01-10,58.64,65.16,300.0,195175.95,0.18015,0.00274,54.04,5404.5,-5376.34
1963-01-10,1963-05-10,65.16,70.81,392.0,205559.47,0.14847,6e-05,58.2,5820.02,-5875.87
1963-05-10,1963-09-10,70.81,73.27,3108.0,206352.26,0.01974,0.00068,61.35,6135.19,-5985.2
1963-09-10,1963-11-26,73.27,72.74,2979.0,326629.51,0.02068,0.4257,61.61,6160.57,120593.85
1963-11-26,1964-03-10,72.74,78.9,176.0,338973.7,0.54932,0.0,96.68,9668.03,-9764.71
1964-03-10,1964-07-10,78.9,83.99,52382.0,351247.96,0.00193,0.00028,101.1,10109.73,-8744.13
1964-07-10,1964-11-10,83.99,85.55,4132.0,346875.02,0.02537,0.00017,104.83,10482.88,-10517.47
1964-11-10,1965-03-10,85.55,87.07,17487.0,344163.2,0.00592,0.00111,103.52,10352.3,-8514.77
1965-03-10,1965-06-28,87.07,83.34,6428.0,448212.28,0.01598,0.19852,102.72,10271.94,117233.99
1965-06-28,1965-10-11,83.34,91.84,753.0,474801.37,0.17706,0.0,133.33,13332.62,-13465.95
1965-10-11,1966-02-10,91.84,94.7,17785.0,475207.25,0.00797,0.00035,141.75,14174.64,-13693.92
1966-02-10,1966-03-07,94.7,89.39,12975.0,607266.81,0.01093,0.1316,141.82,14181.68,156427.5
1966-03-07,1966-07-11,89.39,88.19,4271.0,618808.47,0.04231,0.09872,180.71,18070.6,23912.0
1966-07-11,1966-10-04,88.19,75.76,886.0,720470.22,0.20818,2.2975,184.45,18444.75,184929.3
1966-10-04,1967-02-10,75.76,88.19,348.0,805816.38,0.6146,3e-05,213.88,21388.08,-21600.92
1967-02-10,1967-06-12,88.19,92.66,2837.0,832078.2,0.08476,0.03969,240.46,24046.41,-13026.82
1967-06-12,1967-10-10,92.66,98.15,786.0,854570.52,0.3156,0.00044,248.06,24806.16,-25019.64
1967-10-10,1968-02-13,98.15,90.46,10232.0,898798.92,0.02493,0.13095,255.08,25508.38,108224.58
1968-02-13,1968-06-10,90.46,102.25,5102.0,981608.36,0.0525,0.00046,267.86,26785.5,-26818.67
1968-06-10,1968-10-10,102.25,104.3,3320.0,971032.85,0.08823,0.00105,292.92,29292.36,-29236.68
1968-10-10,1969-02-11,104.3,104.61,18664.0,960884.91,0.01553,0.00888,289.85,28985.19,-12701.41
1969-02-11,1969-06-10,104.61,101.76,6556.0,925292.73,0.04374,0.02873,286.76,28675.94,-10127.32
1969-06-10,1969-07-24,101.76,93.87,6179.0,1110184.07,0.04469,0.45278,276.14,27613.95,251882.67
1969-07-24,1969-11-10,93.87,99.23,2426.0,1130426.39,0.13621,0.00147,330.45,33044.55,-33018.37
1969-11-10,1970-01-19,99.23,90.72,7985.0,1371305.17,0.04226,0.45815,337.45,33744.61,331750.71
1970-01-19,1970-05-11,90.72,79.72,2992.0,1479362.7,0.13643,1.05795,408.2,40819.86,275310.58
