purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1988-06-10,1988-09-12,273.20999,267.64002,66.0,94818.78,0.45095,0.07121,29.76,2976.27,-2536.04
1988-09-12,1989-01-10,267.64002,281.57999,18.0,97115.92,1.49316,0.12343,26.88,2687.69,-2492.39
1989-01-10,1989-05-10,281.57999,306.25,50.0,102712.42,0.57658,0.05473,28.83,2882.9,-2638.08
1989-05-10,1989-09-11,306.25,348.76001,58.0,113735.15,0.52607,0.05024,30.51,3051.21,-2790.32
1989-09-11,1990-01-10,348.76001,349.62,32.0,112118.68,1.03267,0.44996,33.05,3304.54,-1897.72
1990-01-10,1990-05-10,349.62,344.98001,40.0,108906.87,0.83381,0.39794,33.35,3335.24,-1776.83
1990-05-10,1990-08-24,344.98001,311.64999,57.0,132497.63,0.56151,6.43262,32.01,3200.61,33433.32
1990-08-24,1990-11-13,311.64999,319.48001,52.0,132742.79,0.74577,0.287,38.78,3878.0,-2424.38
1990-11-13,1991-02-11,319.48001,368.57999,21.0,148491.83,1.87673,0.00133,39.41,3941.13,-3977.75
1991-02-11,1991-05-10,368.57999,383.91,47.0,150160.48,0.92519,0.01782,43.48,4348.39,-4308.12
1991-05-10,1991-09-10,383.91,388.63,15.0,149178.03,2.86874,1.04101,43.03,4303.11,-2784.62
1991-09-10,1992-01-10,388.63,417.62,21.0,158101.42,2.0822,1.20874,43.73,4372.62,-1878.0
1992-01-10,1992-04-10,417.62,405.12,52.0,149045.16,0.89102,0.04258,46.33,4633.3,-4458.22
1992-04-10,1992-08-10,405.12,419.42001,27.0,150549.37,1.60552,0.28551,43.35,4334.9,-3607.38
1992-08-10,1992-12-10,419.42001,435.66,36.0,151911.35,1.2283,0.04968,44.22,4421.88,-4287.25
1992-12-10,1993-04-12,435.66,448.37,122.0,165912.99,0.37011,1.15773,45.15,4515.34,9563.81
1993-04-12,1993-08-10,448.37,450.70999,15.0,162285.87,3.11953,0.27737,46.79,4679.3,-4310.03
1993-08-10,1993-12-10,450.70999,464.87,63.0,162843.62,0.75869,0.06981,47.8,4779.75,-4387.74
1993-12-10,1994-04-11,464.87,450.34,113.0,171625.17,0.42995,1.63099,48.58,4858.44,13523.17
1994-04-11,1994-08-10,450.34,460.48001,27.0,170561.48,1.8379,0.15658,49.62,4962.33,-4589.18
1994-08-10,1994-12-12,460.48001,449.48001,89.0,168550.55,0.56647,0.78201,50.42,5041.58,1867.89
1994-12-12,1995-04-10,449.48001,507.01001,54.0,184311.02,0.93098,0.00132,50.27,5027.29,-5070.43
1995-04-10,1995-08-10,507.01001,560.63,252.0,198491.31,0.21813,0.0335,54.97,5496.88,-4707.65
1995-08-10,1995-12-11,560.63,620.90002,71.0,213380.35,0.82973,0.02283,58.91,5891.08,-5787.9
1995-12-11,1996-04-10,620.90002,642.78003,78.0,229376.49,0.80704,1.91148,62.95,6294.91,8551.68
1996-04-10,1996-08-12,642.78003,665.77002,14.0,232940.62,4.84148,1.85159,67.78,6778.07,-4253.63
1996-08-12,1996-12-10,665.77002,753.42999,13.0,256249.95,4.96802,0.02606,64.58,6458.43,-6489.13
1996-12-10,1997-04-10,753.42999,763.72998,64.0,271733.71,1.18666,3.05546,75.95,7594.62,11884.37
1997-04-10,1997-08-11,763.72998,938.5,14.0,323894.51,5.76689,0.26862,80.74,8073.65,-7778.32
1997-08-11,1997-11-10,938.5,935.90002,56.0,338838.69,1.70384,4.49548,95.42,9541.5,15537.76
