Date,Equity1,num_options,num_stocks,options_value_calc,options_value_reported,price_stocks,stocks_value
1959-09-08,124333.63,6485.0,2153.0,105.53,0.011902485679691543,57.7,124228.1
1959-09-09,123473.04,6485.0,2153.0,127.67,0.015316326185102924,57.29,123345.37
1959-09-10,122843.53,6485.0,2153.0,144.06,0.01784451569603568,56.99,122699.47
1959-09-11,123737.86,6485.0,2153.0,134.13,0.01631290665435886,57.41,123603.73
1959-09-14,122857.06,6485.0,2153.0,157.59,0.019930045349560443,56.99,122699.47
1959-09-15,122205.98,6485.0,2153.0,173.94,0.022451603614950133,56.68,122032.04
1959-09-16,122268.28,6485.0,2153.0,150.12,0.018779041214973258,56.72,122118.16
1959-09-17,121617.68,6485.0,2153.0,166.95,0.021373429298571556,56.41,121450.73
1959-09-18,121161.12,6485.0,2153.0,184.05,0.0240108241125655,56.19,120977.07
1959-09-21,119356.47,6485.0,2153.0,360.16,0.05116713503703685,55.27,118996.31
1959-09-22,119058.98,6485.0,2153.0,342.56,0.048453940359778125,55.14,118716.42
1959-09-23,120505.12,6485.0,2153.0,324.66,0.04569387094169919,55.82,120180.46
1959-09-24,122590.36,6485.0,2153.0,343.02,0.048524761274643335,56.78,122247.34
1959-09-25,122486.11,6485.0,2153.0,346.42,0.049049138552097915,56.73,122139.69
1959-09-28,123356.08,6485.0,2153.0,312.13,0.04376169937079033,57.15,123043.95
1959-09-29,124108.31,6485.0,2153.0,289.28,0.04023746808625872,57.51,123819.03
1959-09-30,122854.98,6485.0,2153.0,392.34,0.056129131401312815,56.88,122462.64
1959-10-01,122970.76,6485.0,2153.0,378.94,0.05406303683076197,56.94,122591.82
1959-10-02,123517.43,6485.0,2153.0,365.83,0.052041077730754504,57.2,123151.6
1959-10-05,123382.84,6485.0,2153.0,360.42,0.05120778115012259,57.14,123022.42
1959-10-06,123143.3,6485.0,2153.0,228.53,0.03086943629657324,57.09,122914.77
1959-10-07,122779.67,6485.0,2153.0,187.85,0.024596118536698408,56.94,122591.82
1959-10-08,122509.04,6485.0,2153.0,197.11,0.026024276076998976,56.81,122311.93
1959-10-09,122904.49,6485.0,2153.0,183.49,0.02392443600039318,57.0,122721.0
1959-10-12,123577.41,6485.0,2153.0,167.45,0.021451736889857465,57.32,123409.96
1959-10-13,123240.37,6485.0,2153.0,174.89,0.022598563942845096,57.16,123065.48
1959-10-14,122291.16,6485.0,2153.0,194.53,0.025627132091729843,56.71,122096.63
1959-10-15,122619.43,6485.0,2153.0,178.32,0.023127911180655936,56.87,122441.11
1959-10-16,123547.91,6485.0,2153.0,116.42,0.013581990217521323,57.33,123431.49
1959-10-19,122877.39,6485.0,2153.0,134.86,0.016426227101363766,57.01,122742.53
1959-10-20,122148.66,6485.0,2153.0,159.68,0.020252957872760047,56.66,121988.98
1959-10-21,121917.96,6485.0,2153.0,165.81,0.02119772008014731,56.55,121752.15
1959-10-22,120794.0,6485.0,2153.0,226.0,0.03047977055773965,56.0,120568.0
1959-10-23,121965.23,6485.0,2153.0,191.55,0.02516732627980045,56.56,121773.68
1959-10-26,122768.41,6485.0,2153.0,176.59,0.022861033201922898,56.94,122591.82
1959-10-27,123791.89,6485.0,2153.0,166.63,0.021324420195917737,57.42,123625.26
1959-10-28,123847.73,6485.0,2153.0,136.35,0.016654691339328564,57.46,123711.38
1959-10-29,123742.02,6485.0,2153.0,138.29,0.01695475306397981,57.41,123603.73
1959-10-30,123951.29,6485.0,2153.0,110.73,0.012704636927787227,57.52,123840.56
1959-11-02,123713.4,6485.0,2153.0,109.67,0.012541996706995184,57.41,123603.73
1959-11-04,123365.36,6485.0,2153.0,84.58,0.008671695278186287,57.26,123280.78
1959-11-05,123486.46,6485.0,2153.0,76.5,0.0074270629338906435,57.32,123409.96
1959-11-06,124081.6,6485.0,2153.0,68.8,0.0062394585204202935,57.6,124012.8
1959-11-09,123861.15,6485.0,2153.0,63.65,0.005445142917297169,57.5,123797.5
1959-11-10,123812.82,6485.0,2153.0,58.38,0.0046315920865410976,57.48,123754.44
1959-11-11,123830.98,6485.0,2153.0,55.01,0.004111810826280704,57.49,123775.97
1959-11-12,123151.32,6485.0,2153.0,64.31,0.00554693761367564,57.17,123087.01
1959-11-13,122469.44,6485.0,2153.0,71.39,0.006638146850652116,56.85,122398.05
1959-11-16,121144.26,6485.0,2153.0,102.6,0.011450399558450619,56.22,121041.66
1959-11-17,121446.98,6485.0,2153.0,60.84,0.005011153368716992,56.38,121386.14
1959-11-18,122757.22,6485.0,2153.0,57.75,0.004535398229403992,56.99,122699.47
1959-11-19,122639.5,6485.0,2153.0,47.68,0.00298271754979737,56.94,122591.82
1959-11-20,122690.04,6485.0,2153.0,33.63,0.0008160280855947846,56.97,122656.41
1959-11-23,122926.21,6485.0,2153.0,32.97,0.0007146793770329424,57.08,122893.24
1959-11-24,123505.79,6485.0,2153.0,31.24,0.0004467771501423731,57.35,123474.55
1959-11-25,123698.7,6485.0,2153.0,30.38,0.0003149546693274087,57.44,123668.32
1959-11-27,124257.15,6485.0,2153.0,29.05,0.00010914354446760373,57.7,124228.1
1959-11-30,125505.9,6485.0,2153.0,29.06,0.00011130327295671115,58.28,125476.84
1959-12-01,126410.0,6485.0,2153.0,28.9,8.568000992366896e-05,58.7,126381.1
1959-12-02,126194.75,6485.0,2153.0,28.95,9.360557989852684e-05,58.6,126165.8
1959-12-03,126474.55,6485.0,2153.0,28.86,8.065439141793657e-05,58.73,126445.69
1959-12-04,126732.81,6485.0,2153.0,28.76,6.465374524619247e-05,58.85,126704.05
1959-12-07,126969.55,6485.0,2153.0,28.67,5.105220841896069e-05,58.96,126940.88
1959-12-08,127787.64,6485.0,2153.0,28.62,4.245687143536632e-05,59.34,127759.02
1959-12-09,126991.23,6485.0,2153.0,28.82,7.426183999869728e-05,58.97,126962.41
1959-12-10,127098.81,6485.0,2153.0,28.75,6.27497750027902e-05,59.02,127070.06
1959-12-11,126797.25,6485.0,2153.0,28.61,4.140008969965789e-05,58.88,126768.64
1959-12-14,127141.67,6485.0,2153.0,28.55,3.27571233717139e-05,59.04,127113.12
1959-12-15,126840.21,6485.0,2153.0,28.51,2.5690853757303006e-05,58.9,126811.7
1959-12-16,126990.85,6485.0,2153.0,28.44,1.5886549072641632e-05,58.97,126962.41
1959-12-17,126753.99,6485.0,2153.0,28.41,1.1185497453445117e-05,58.86,126725.58
1959-12-18,127356.81,6485.0,2153.0,28.39,8.281806853137862e-06,59.14,127328.42
1959-12-21,127507.48,6485.0,2153.0,28.35,1.5191760367167895e-06,59.21,127479.13
1959-12-22,127356.76,6485.0,2153.0,28.34,5.538798869771347e-07,59.14,127328.42
1959-12-23,126969.22,6485.0,2153.0,28.34,5.286503113073734e-07,58.96,126940.88
1959-12-24,127055.34,6485.0,2153.0,28.34,1.664764986601547e-07,59.0,127027.0
1959-12-28,127012.28,6485.0,2153.0,28.34,1.468386755144258e-07,58.98,126983.94
1959-12-29,127701.24,6485.0,2153.0,28.34,1.2331611632970902e-07,59.3,127672.9
1959-12-30,128713.15,6485.0,2153.0,28.34,1.4117720215219203e-07,59.77,128684.81
1959-12-31,128971.51,6485.0,2153.0,28.34,9.824889507757232e-08,59.89,128943.17
1960-01-04,129014.57,6485.0,2153.0,28.34,5.7398228027720426e-08,59.91,128986.23
1960-01-05,130048.01,6485.0,2153.0,28.34,6.20740136204028e-08,60.39,130019.67
1960-01-06,129488.23,6485.0,2153.0,28.34,1.161527136917817e-07,60.13,129459.89
1960-01-07,128540.91,6485.0,2153.0,28.34,5.942298427499568e-07,59.69,128512.57
1960-01-08,128131.85,6485.0,2153.0,28.35,9.66988387559586e-07,59.5,128103.5
1960-01-11,126560.25,6485.0,2153.0,28.44,1.5611930191444714e-05,58.77,126531.81
1960-01-11,122713.83,156001.0,2088.0,2.07,0.000484350424302598,58.77,122711.76
1960-01-12,121991.38,156001.0,2088.0,31.3,0.0006717349136554918,58.41,121960.08
1960-01-13,121330.82,156001.0,2088.0,59.78,0.0008542903840905308,58.08,121271.04
1960-01-14,121911.64,156001.0,2088.0,-27.56,0.0002944200995112622,58.4,121939.2
1960-01-15,121867.72,156001.0,2088.0,-29.72,0.00028060384759006317,58.38,121897.44
1960-01-18,120856.08,156001.0,2088.0,-18.24,0.0003541698854682175,57.89,120874.32
1960-01-19,119713.62,156001.0,2088.0,133.86,0.0013291404843013624,57.27,119579.76
1960-01-20,119348.61,156001.0,2088.0,186.45,0.0016662406347590086,57.07,119162.16
1960-01-21,119612.45,156001.0,2088.0,157.97,0.0014836933924494006,57.21,119454.48
1960-01-22,119923.32,156001.0,2088.0,113.88,0.0012011063447753614,57.38,119809.44
1960-01-25,118969.69,156001.0,2088.0,413.05,0.003118804580186707,56.78,118556.64
1960-01-26,119074.53,156001.0,2088.0,350.85,0.00272008252257952,56.86,118723.68
1960-01-27,118639.11,156001.0,2088.0,207.75,0.0018027880424902887,56.72,118431.36
1960-01-28,117631.88,156001.0,2088.0,432.44,0.0032431453809260435,56.13,117199.44
1960-01-29,156851.9,170665.0,2818.0,142.92,0.0005705609680062666,55.61,156708.98
1960-02-01,157837.27,170665.0,2818.0,141.99,0.0005650707478732538,55.96,157695.28
1960-02-02,160360.67,170665.0,2818.0,241.91,0.0011505838456335807,56.82,160118.76
1960-02-03,159084.87,170665.0,2818.0,375.11,0.001931031682558787,56.32,158709.76
1960-02-04,158883.91,170665.0,2818.0,315.05,0.0015790980101307237,56.27,158568.86
1960-02-05,158113.38,170665.0,2818.0,361.74,0.0018526748483945754,55.98,157751.64
1960-02-08,156668.63,170665.0,2818.0,776.87,0.004285130311531549,55.32,155891.76
1960-02-09,158153.14,170665.0,2818.0,796.02,0.004397348229290915,55.84,157357.12
1960-02-10,157336.56,170665.0,2818.0,965.74,0.005391777759692407,55.49,156370.82
1960-02-11,203995.36,19045.0,3694.0,160.44,0.006644588588601175,55.18,203834.92
1960-02-12,205022.33,19045.0,3694.0,153.09,0.006258631070029191,55.46,204869.24
1960-02-15,203971.95,19045.0,3694.0,173.97,0.007355052992203959,55.17,203797.98
1960-02-16,202386.31,19045.0,3694.0,213.69,0.009440798345510037,54.73,202172.62
1960-02-17,203488.82,19045.0,3694.0,208.0,0.00914187724251958,55.03,203280.82
1960-02-18,206366.95,19045.0,3694.0,241.75,0.010914389508925926,55.8,206125.2
1960-02-19,207980.02,19045.0,3694.0,229.46,0.010268854212068412,56.24,207750.56
1960-02-23,206901.75,19045.0,3694.0,259.39,0.011840632852632094,55.94,206642.36
1960-02-24,206188.1,19045.0,3694.0,284.54,0.013160783985986801,55.74,205903.56
1960-02-25,206854.16,19045.0,3694.0,248.74,0.01128136853616174,55.93,206605.42
1960-02-26,207654.65,19045.0,3694.0,199.61,0.008701281115618298,56.16,207455.04
1960-02-29,207501.09,19045.0,3694.0,193.81,0.008396750238869238,56.12,207307.28
1960-03-01,207102.76,19045.0,3694.0,201.82,0.008817415394874739,56.01,206900.94
1960-03-02,205668.69,19045.0,3694.0,208.41,0.00916357224247133,55.62,205460.28
1960-03-03,202770.84,19045.0,3694.0,413.52,0.0199334422226648,54.78,202357.32
1960-03-04,202015.66,19045.0,3694.0,434.08,0.0210130753965152,54.57,201581.58
1960-03-07,200168.62,19045.0,3694.0,618.74,0.030708651657666564,54.02,199549.88
1960-03-08,198254.73,19045.0,3694.0,736.55,0.0368944650691434,53.47,197518.18
1960-03-09,200350.72,19045.0,3694.0,726.96,0.036391390845404215,54.04,199623.76
1960-03-10,199622.73,19045.0,3694.0,774.71,0.03889822992486369,53.83,198848.02
1960-03-11,201064.11,19045.0,3694.0,701.55,0.03505720671769086,54.24,200362.56
1960-03-14,201356.35,19045.0,3694.0,698.27,0.034884719433591393,54.32,200658.08
1960-03-15,202835.49,19045.0,3694.0,625.93,0.03108658950824461,54.74,202209.56
1960-03-16,203840.47,19045.0,3694.0,522.71,0.02566637189452481,55.04,203317.76
1960-03-17,203551.02,19045.0,3694.0,528.78,0.025985410127987607,54.96,203022.24
1960-03-18,203723.39,19045.0,3694.0,516.45,0.0253376581651108,55.01,203206.94
1960-03-21,203924.53,19045.0,3694.0,495.95,0.02426141506655377,55.07,203428.58
1960-03-22,204644.97,19045.0,3694.0,403.71,0.019418201216050313,55.29,204241.26
1960-03-23,206281.18,19045.0,3694.0,377.62,0.018048188967273004,55.74,205903.56
1960-03-24,207136.1,19045.0,3694.0,345.98,0.016386788576234212,55.98,206790.12
1960-03-25,207078.76,19045.0,3694.0,288.64,0.013376047237262656,55.98,206790.12
1960-03-28,206599.08,19045.0,3694.0,252.24,0.011464856809404123,55.86,206346.84
1960-03-29,206292.1,19045.0,3694.0,240.78,0.0108629711903665,55.78,206051.32
1960-03-30,205763.45,19045.0,3694.0,155.41,0.006380890318593069,55.66,205608.04
1960-03-31,204583.78,19045.0,3694.0,157.82,0.006507422609248581,55.34,204425.96
1960-04-01,204921.72,19045.0,3694.0,163.3,0.006794798230689597,55.43,204758.42
1960-04-04,205313.51,19045.0,3694.0,148.75,0.006030883963016376,55.54,205164.76
1960-04-05,204654.29,19045.0,3694.0,117.51,0.004390414423329658,55.37,204536.78
1960-04-06,208885.65,19045.0,3694.0,137.71,0.005451397987679019,56.51,208747.94
1960-04-07,208905.91,19045.0,3694.0,121.03,0.004575691656692221,56.52,208784.88
1960-04-08,208418.13,19045.0,3694.0,113.47,0.004178577450470372,56.39,208304.66
1960-04-11,207606.79,19045.0,3694.0,114.81,0.0042489519185407165,56.17,207491.98
1960-04-12,208071.93,19045.0,3694.0,99.73,0.0034572678324344824,56.3,207972.2
1960-04-13,208059.39,19045.0,3694.0,87.19,0.002798595489355002,56.3,207972.2
1960-04-14,208532.72,19045.0,3694.0,80.3,0.0024367523146675563,56.43,208452.42
1960-04-18,209096.17,19045.0,3694.0,52.71,0.0009880526900503672,56.59,209043.46
1960-04-19,207404.01,19045.0,3694.0,59.79,0.0013598355000232001,56.13,207344.22
1960-04-20,204892.37,19045.0,3694.0,97.01,0.0033141038849155424,55.44,204795.36
1960-04-21,205439.54,19045.0,3694.0,90.08,0.002950307865398946,55.59,205349.46
1960-04-22,204815.76,19045.0,3694.0,94.28,0.0031707013766013453,55.42,204721.48
1960-04-25,202792.08,19045.0,3694.0,139.24,0.005531778537682552,54.86,202652.84
1960-04-26,203449.41,19045.0,3694.0,131.65,0.0051332708975046215,55.04,203317.76
1960-04-27,203447.63,19045.0,3694.0,129.87,0.005039436347431814,55.04,203317.76
1960-04-28,201715.6,19045.0,3694.0,170.96,0.007197307478545245,54.56,201544.64
1960-04-29,200960.53,19045.0,3694.0,117.75,0.004403150286580365,54.37,200842.78
1960-05-02,200085.98,19045.0,3694.0,129.76,0.00503394808831828,54.13,199956.22
1960-05-03,202647.49,19045.0,3694.0,105.47,0.0037586158165726913,54.83,202542.02
1960-05-04,203395.69,19045.0,3694.0,77.93,0.002312180024243715,55.04,203317.76
1960-05-05,202722.94,19045.0,3694.0,70.1,0.0019014853725368985,54.86,202652.84
1960-05-06,202317.84,19045.0,3694.0,71.34,0.001966650858731614,54.75,202246.5
1960-05-09,202492.4,19045.0,3694.0,61.2,0.0014340690647694568,54.8,202431.2
1960-05-10,201104.62,19045.0,3694.0,77.14,0.00227094145693979,54.42,201027.48
1960-05-11,201646.16,19045.0,3694.0,64.58,0.0016116783463832884,54.57,201581.58
1960-05-12,202672.75,19045.0,3694.0,56.85,0.0012057382320726437,54.85,202615.9
1960-05-13,204332.61,19045.0,3694.0,54.41,0.0010773165883660035,55.3,204278.2
1960-05-16,204147.58,19045.0,3694.0,54.08,0.001060208164511113,55.25,204093.5
1960-05-17,204921.61,19045.0,3694.0,52.37,0.0009704961169320833,55.46,204869.24
1960-05-18,204846.56,19045.0,3694.0,51.2,0.0009090789988657685,55.44,204795.36
1960-05-19,205727.32,19045.0,3694.0,45.4,0.0006041807015657215,55.68,205681.92
1960-05-20,205910.21,19045.0,3694.0,43.59,0.0005095295888638517,55.73,205866.62
1960-05-23,206020.24,19045.0,3694.0,42.8,0.00046763773297256103,55.76,205977.44
1960-05-24,205798.96,19045.0,3694.0,43.16,0.00048658430945750647,55.7,205755.8
1960-05-25,205688.34,19045.0,3694.0,43.36,0.0004974916978665832,55.67,205644.98
1960-05-26,205835.48,19045.0,3694.0,42.74,0.0004648207717984458,55.71,205792.74
1960-05-27,205945.03,19045.0,3694.0,41.47,0.00039815877101633326,55.74,205903.56
1960-05-31,206276.38,19045.0,3694.0,40.36,0.0003399271652136139,55.83,206236.02
1960-06-01,206497.67,19045.0,3694.0,40.01,0.00032140687494815884,55.89,206457.66
1960-06-02,207383.26,19045.0,3694.0,39.04,0.00027023011858521087,56.13,207344.22
1960-06-03,207747.69,19045.0,3694.0,34.07,9.605628920312625e-06,56.23,207713.62
1960-06-06,210185.86,19045.0,3694.0,34.2,1.6181757294440576e-05,56.89,210151.66
1960-06-07,212180.63,19045.0,3694.0,34.21,1.7016303202854223e-05,57.43,212146.42
1960-06-08,213879.81,19045.0,3694.0,34.15,1.3556649151518093e-05,57.89,213845.66
1960-06-09,214286.12,19045.0,3694.0,34.12,1.202868353729846e-05,58.0,214252.0
1960-06-10,214175.33,19045.0,3694.0,34.15,1.345017000388578e-05,57.97,214141.18
1960-06-10,207668.17,64235.0,3583.0,-38.34,0.0019906441375485417,57.97,207706.51
1960-06-13,207736.8,64235.0,3583.0,-41.37,0.001943449121400681,57.99,207778.17
1960-06-14,207457.45,64235.0,3583.0,-34.08,0.0020569707253825786,57.91,207491.53
1960-06-15,206246.96,64235.0,3583.0,-26.35,0.0021773782097873062,57.57,206273.31
1960-06-16,205910.25,64235.0,3583.0,-112.25,0.000840027184721058,57.5,206022.5
1960-06-17,205694.22,64235.0,3583.0,-113.3,0.0008237541098105941,57.44,205807.52
1960-06-20,204704.72,64235.0,3583.0,-99.56,0.0010376461399950396,57.16,204804.28
1960-06-21,204491.95,64235.0,3583.0,-133.18,0.0005141528645197548,57.11,204625.13
1960-06-22,205095.64,64235.0,3583.0,-138.6,0.0004298306953857689,57.28,205234.24
1960-06-23,206201.33,64235.0,3583.0,-143.64,0.0003514026178953744,57.59,206344.97
1960-06-24,206509.48,64235.0,3583.0,-157.96,0.000128358122726188,57.68,206667.44
1960-06-27,205262.54,64235.0,3583.0,-150.85,0.0002391737055006584,57.33,205413.39
1960-06-28,203879.99,64235.0,3583.0,-136.03,0.0004699007951347589,56.94,204016.02
1960-06-29,203858.13,64235.0,3583.0,-157.89,0.00012954570116948186,56.94,204016.02
1960-06-30,203785.45,64235.0,3583.0,-158.91,0.00011364103853113254,56.92,203944.36
1960-07-01,204284.91,64235.0,3583.0,-161.07,8.000085900476944e-05,57.06,204445.98
1960-07-05,204141.08,64235.0,3583.0,-161.58,7.207629051067966e-05,57.02,204302.66
1960-07-06,203854.97,64235.0,3583.0,-161.05,8.02645517135464e-05,56.94,204016.02
1960-07-07,204926.49,64235.0,3583.0,-164.43,2.7723049421786872e-05,57.24,205090.92
1960-07-08,205427.72,64235.0,3583.0,-164.82,2.1563530979545973e-05,57.38,205592.54
1960-07-11,203605.93,64235.0,3583.0,-159.28,0.00010784999819647093,56.87,203765.21
1960-07-12,201407.74,64235.0,3583.0,-136.01,0.00047013264284995193,56.25,201543.75
1960-07-13,200877.27,64235.0,3583.0,-129.03,0.000578749707997421,56.1,201006.3
1960-07-14,200944.58,64235.0,3583.0,-133.38,0.0005111129145288357,56.12,201077.96
1960-07-15,200694.22,64235.0,3583.0,-132.93,0.0005181377056388305,56.05,200827.15
1960-07-18,199461.59,64235.0,3583.0,-111.51,0.000851567684712326,55.7,199573.1
1960-07-19,199460.24,64235.0,3583.0,-112.86,0.0008305054776240259,55.7,199573.1
1960-07-20,199142.16,64235.0,3583.0,-108.47,0.0008988182788883178,55.61,199250.63
1960-07-21,197412.21,64235.0,3583.0,-11.09,0.0024149584214711167,55.1,197423.3
1960-07-22,196162.31,64235.0,3583.0,100.55,0.004152809194983786,54.72,196061.76
1960-07-25,194549.77,64235.0,3583.0,422.83,0.009170001462712907,54.18,194126.94
1960-07-26,195726.35,64235.0,3583.0,417.02,0.009079584961445286,54.51,195309.33
1960-07-27,194759.67,64235.0,3583.0,668.56,0.012995613503314074,54.17,194091.11
1960-07-28,196145.47,64235.0,3583.0,621.16,0.01225757836406205,54.57,195524.31
1960-07-29,199797.32,64235.0,3583.0,904.99,0.016676191304890398,55.51,198892.33
1960-08-01,199822.13,64235.0,3583.0,858.14,0.015946873542918016,55.53,198963.99
1960-08-02,198112.98,64235.0,3583.0,904.66,0.016671086346638497,55.04,197208.32
1960-08-03,196887.88,64235.0,3583.0,826.12,0.015448358586797717,54.72,196061.76
1960-08-04,197221.86,64235.0,3583.0,550.99,0.011165330194000178,54.89,196670.87
1960-08-05,199202.85,64235.0,3583.0,561.33,0.011326221561781147,55.44,198641.52
1960-08-08,199447.08,64235.0,3583.0,518.92,0.010665958928899155,55.52,198928.16
1960-08-09,200545.47,64235.0,3583.0,470.75,0.009916147200899061,55.84,200074.72
1960-08-10,201320.82,64235.0,3583.0,422.01,0.009157365700678544,56.07,200898.81
1960-08-11,201972.48,64235.0,3583.0,321.24,0.007588615837757107,56.28,201651.24
1960-08-12,203305.62,64235.0,3583.0,292.84,0.007146477413023378,56.66,203012.78
1960-08-15,203119.88,64235.0,3583.0,286.25,0.007043851024986281,56.61,202833.63
1960-08-16,203453.88,64235.0,3583.0,226.12,0.006107757727304125,56.72,203227.76
1960-08-17,203850.85,64235.0,3583.0,193.13,0.005594210702968644,56.84,203657.72
1960-08-18,203732.06,64235.0,3583.0,181.83,0.005418289470471044,56.81,203550.23
1960-08-19,204382.62,64235.0,3583.0,115.79,0.004390061390783934,57.01,204266.83
1960-08-22,204997.44,64235.0,3583.0,85.67,0.003921256322079708,57.19,204911.77
1960-08-23,206965.79,64235.0,3583.0,47.54,0.0033275861135875218,57.75,206918.25
1960-08-24,208052.09,64235.0,3583.0,-12.72,0.002389476526991466,58.07,208064.81
1960-08-25,207094.66,64235.0,3583.0,33.09,0.0031026318965756555,57.79,207061.57
1960-08-26,206449.32,64235.0,3583.0,68.52,0.0036542255196460316,57.6,206380.8
1960-08-29,205894.19,64235.0,3583.0,86.67,0.003936870595105724,57.44,205807.52
1960-08-30,204000.24,64235.0,3583.0,342.52,0.007919797487042801,56.84,203657.72
1960-08-31,204387.61,64235.0,3583.0,299.93,0.0072567282658562715,56.96,204087.68
1960-09-01,204784.38,64235.0,3583.0,230.91,0.006182326237957864,57.09,204553.47
1960-09-02,204484.95,64235.0,3583.0,253.95,0.006541043820911724,57.0,204231.0
1960-09-06,202779.76,64235.0,3583.0,376.09,0.008442492516976485,56.49,202403.67
1960-09-07,200630.48,64235.0,3583.0,734.91,0.014028508755750346,55.79,199895.57
1960-09-08,200452.57,64235.0,3583.0,736.15,0.014047721965989357,55.74,199716.42
1960-09-09,201671.96,64235.0,3583.0,629.83,0.012392651346170847,56.11,201042.13
1960-09-12,200552.31,64235.0,3583.0,907.55,0.01671619040388661,55.72,199644.76
1960-09-13,200792.31,64235.0,3583.0,753.42,0.01431667842625467,55.83,200038.89
1960-09-14,199744.52,64235.0,3583.0,1103.0,0.019758859721475286,55.44,198641.52
1960-09-15,261181.71,12959.0,4726.0,211.99,0.012504908446573593,55.22,260969.72
1960-09-16,260639.78,12959.0,4726.0,189.92,0.010801746036911974,55.11,260449.86
1960-09-19,255225.93,12959.0,4726.0,683.57,0.048894711921099177,53.86,254542.36
1960-09-20,255818.99,12959.0,4726.0,567.73,0.03995569495121609,54.01,255251.26
1960-09-21,258395.4,12959.0,4726.0,497.58,0.03454304087320592,54.57,257897.82
1960-09-22,257420.99,12959.0,4726.0,515.63,0.035935980873524676,54.36,256905.36
1960-09-23,255363.94,12959.0,4726.0,632.54,0.04495746810044232,53.9,254731.4
1960-09-26,251519.88,12959.0,4726.0,758.32,0.05466302565861625,53.06,250761.56
1960-09-27,250978.24,12959.0,4726.0,783.8,0.05662918288366292,52.94,250194.44
1960-09-28,248949.18,12959.0,4726.0,928.7,0.06781087347060688,52.48,248020.48
1960-09-29,249543.12,12959.0,4726.0,861.0,0.06258674410157417,52.62,248682.12
1960-09-30,253826.71,12959.0,4726.0,891.19,0.06491631245913454,53.52,252935.52
1960-10-03,252982.71,12959.0,4726.0,803.35,0.05813808035532331,53.36,252179.36
