purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,profit/loss
1988-12-12,1989-04-10,278.82001,297.94,17381.0,546882.63,0.86749,0.07741,-14428.38
1989-04-10,1989-08-10,297.94,349.78,23454.0,620416.64,0.65777,0.0048,-16254.76
1989-08-10,1989-12-11,349.78,348.73999,17958.0,638508.71,0.99624,1.098,1107.41
1989-12-11,1990-04-10,348.73999,342.41,12397.0,606296.04,1.45735,0.7042,-9832.8
1990-04-10,1990-08-10,342.41,339.89999,27953.0,690491.58,0.60132,2.0799,40210.75
1990-08-10,1990-12-10,339.89999,328.97,7593.0,659661.23,2.45822,4.37977,14286.33
1990-12-10,1991-04-10,328.97,374.82999,4980.0,693254.96,3.7328,0.12723,-18155.74
1991-04-10,1991-08-12,374.82999,388.17001,7281.0,699667.3,2.81363,0.29657,-18618.71
1991-08-12,1991-12-10,388.17001,379.57001,17057.0,766737.62,1.18673,3.1051,32037.64
1991-12-10,1992-04-10,379.57001,405.12,7005.0,740687.77,3.0167,0.15648,-20317.84
1992-04-10,1992-08-10,405.12,419.42001,14022.0,747080.95,1.54229,0.17951,-19670.9
1992-08-10,1992-12-10,419.42001,435.66,20695.0,749591.53,1.03929,0.00823,-22165.79
1992-12-10,1993-04-12,435.66,448.37,117103.0,1016674.37,0.15199,1.16705,114180.57
1993-04-12,1993-08-10,448.37,450.70999,7698.0,860276.85,3.38939,0.19434,-24903.49
1993-08-10,1993-12-10,450.70999,464.87,48543.0,858573.41,0.49073,0.01482,-25044.1
1993-12-10,1994-03-31,464.87,447.16,114314.0,1298103.85,0.18513,2.19729,225444.06
1994-03-31,1994-07-11,447.16,450.23999,25635.0,1028069.38,1.18515,0.1473,-27631.28
1994-07-11,1994-11-10,450.23999,467.79001,80547.0,1064201.04,0.3415,0.21892,-13095.45
1994-11-10,1995-03-10,467.79001,490.37,29778.0,1063214.89,1.01435,0.00521,-31242.17
1995-03-10,1995-07-10,490.37,558.47998,196269.0,1168610.13,0.12249,0.00577,-30760.52
1995-07-10,1995-11-10,558.47998,593.26001,26710.0,1201927.5,1.27126,0.00366,-34927.6
1995-11-10,1996-03-11,593.26001,640.40997,142910.0,1464572.55,0.21229,0.7417,69939.98
1996-03-11,1996-07-10,640.40997,656.27002,7722.0,1353505.9,5.23801,0.23031,-38979.46
1996-07-10,1996-11-12,656.27002,733.03998,44588.0,1462605.54,0.86946,0.00027,-40539.44
1996-11-12,1997-03-10,733.03998,813.65997,117273.0,1635587.42,0.33415,0.28007,-11034.12
1997-03-10,1997-07-10,813.65997,916.53998,9923.0,1758278.53,4.80526,0.3811,-44298.94
1997-07-10,1997-11-10,916.53998,935.90002,7264.0,2102586.68,7.2052,25.13685,129963.51
1997-11-10,1998-02-10,935.90002,1022.15002,2416.0,2034417.86,23.79266,0.16951,-57171.53
1998-02-10,1998-06-10,1022.15002,1126.0,4297.0,2177653.77,14.15848,0.52548,-58753.0
1998-06-10,1998-09-01,1126.0,1000.71002,8871.0,3385050.86,7.31637,85.1187,689828.47
1998-09-01,1998-12-10,1000.71002,1183.77002,2957.0,3015890.65,26.63649,0.00407,-78872.07
1998-12-10,1999-04-12,1183.77002,1358.68994,3923.0,3378316.58,23.01901,2.67428,-79970.38
1999-04-12,1999-08-10,1358.68994,1298.62,3667.0,3259402.23,27.50673,18.7186,-32374.07
1999-08-10,1999-12-10,1298.62,1421.57996,7338.0,3450378.01,13.00403,4.26934,-64389.16
1999-12-10,2000-04-10,1421.57996,1527.18994,4572.0,3712227.89,22.39071,16.37535,-27686.23
2000-04-10,2000-07-10,1527.18994,1486.56006,3914.0,3546155.76,27.83598,14.30263,-53127.53
2000-07-10,2000-11-10,1486.56006,1400.14001,3492.0,3538320.41,29.93666,50.08712,70225.41
2000-11-10,2001-02-12,1400.14001,1330.95996,4560.0,3348223.8,22.0839,27.10238,22700.27
2001-02-12,2001-05-10,1330.95996,1268.14001,3773.0,3240786.26,25.59356,34.54608,33625.86
2001-05-10,2001-08-10,1268.14001,1193.32996,2627.0,2914862.79,35.4791,14.43959,-55376.79
2001-08-10,2001-12-10,1193.32996,1158.31006,4817.0,2946326.08,17.87467,24.68807,32626.15
2001-12-10,2002-04-10,1158.31006,1131.76001,3401.0,2787417.2,24.90021,15.85962,-30885.05
2002-04-10,2002-07-22,1131.76001,854.13001,4979.0,3725278.72,16.42985,173.15362,780127.65
2002-07-22,2002-10-10,854.13001,806.51001,4044.0,2876465.75,21.19633,31.63851,42066.18
2002-10-10,2003-01-10,806.51001,932.89002,2581.0,3085606.15,31.8975,0.39675,-81407.44
2003-01-10,2003-04-10,932.89002,871.78003,4860.0,3055379.63,18.99723,26.71726,37323.35
2003-04-10,2003-07-10,871.78003,1002.21002,4067.0,3262371.35,21.53552,0.03651,-87600.47
2003-07-10,2003-11-10,1002.21002,1053.65002,4597.0,3352596.52,21.24654,2.85098,-84748.39
2003-11-10,2004-03-10,1053.65002,1141.44995,7970.0,3515097.55,12.52904,0.39978,-96990.2
2004-03-10,2004-07-12,1141.44995,1116.10999,14476.0,3457723.6,7.23783,4.40528,-41583.99
2004-07-12,2004-11-10,1116.10999,1169.25,23284.0,3506036.55,4.33272,1.24959,-72719.6
2004-11-10,2005-03-10,1169.25,1211.22998,14335.0,3517648.29,7.23646,0.85977,-91983.85
2005-03-10,2005-07-11,1211.22998,1220.03003,24577.0,3466112.34,4.23876,0.86229,-83967.5
2005-07-11,2005-11-10,1220.03003,1232.41003,46779.0,3743571.76,2.16925,3.95597,81708.97
2005-11-10,2006-03-10,1232.41003,1284.37,13954.0,3606744.4,7.61007,0.36463,-101662.87
2006-03-10,2006-07-10,1284.37,1274.06006,40720.0,4215770.84,2.61347,9.23377,267948.62
2006-07-10,2006-11-10,1274.06006,1381.04004,9694.0,4036544.03,11.84279,0.00287,-115164.18
2006-11-10,2007-03-12,1381.04004,1409.33997,179693.0,5195257.42,0.6339,3.35842,482389.17
2007-03-12,2007-07-10,1409.33997,1531.84998,16289.0,4855609.95,8.41665,0.48743,-129811.06
2007-07-10,2007-11-13,1531.84998,1481.37,20055.0,5749220.22,7.21125,29.98959,456015.61
2007-11-13,2008-03-10,1481.37,1295.01001,5423.0,5511221.25,28.43249,105.72588,418944.05
2008-03-10,2008-06-10,1295.01001,1366.83997,5757.0,5066110.03,25.68872,1.00947,-142310.44
2008-06-10,2008-10-07,1366.83997,1072.91003,6271.0,6964703.46,24.16674,248.14025,1404285.88
2008-10-07,2008-11-10,1072.91003,951.95001,3388.0,5493972.34,47.83838,124.17775,258501.79
2008-11-10,2008-12-10,951.95001,908.27002,1623.0,4979620.02,93.71907,87.7696,-9721.99
2008-12-10,2009-01-12,908.27002,890.40002,1649.0,4759445.53,87.92137,48.4216,-65201.12
2009-01-12,2009-02-10,890.40002,868.04999,2512.0,4543963.99,55.84166,23.66601,-80927.23
2009-02-10,2009-05-11,868.04999,922.98999,2849.0,4710788.51,47.17176,15.05116,-91625.59
2009-05-11,2009-08-10,922.98999,1010.11999,2910.0,4962032.95,48.08072,1.22259,-136475.16
2009-08-10,2009-11-10,1010.11999,1096.42004,8140.0,5237215.7,18.2334,1.0581,-140132.94
2009-11-10,2010-03-10,1096.42004,1148.26001,4691.0,5399414.88,33.39445,9.41735,-112664.58
2010-03-10,2010-07-12,1148.26001,1080.78003,5960.0,5667932.94,26.91247,65.35144,228856.26
2010-07-12,2010-10-12,1080.78003,1172.57996,4797.0,5557900.84,32.96547,0.37039,-156550.6
2010-10-12,2011-02-10,1172.57996,1322.78003,6347.0,6079496.29,26.22033,0.02073,-166542.86
2011-02-10,2011-06-10,1322.78003,1288.59998,33353.0,6764805.17,5.4281,15.31806,328523.84
2011-06-10,2011-09-23,1288.59998,1141.71997,11791.0,9142863.46,15.87103,159.82118,1696844.22
2011-09-23,2011-12-12,1141.71997,1255.05005,3229.0,7774712.01,67.39539,5.96581,-198486.11
2011-12-12,2012-03-12,1255.05005,1373.04004,5184.0,8229504.62,44.83434,0.00014,-232628.49
2012-03-12,2012-07-10,1373.04004,1361.54004,36633.0,9855052.08,6.69936,26.494,723671.05
2012-07-10,2012-11-13,1361.54004,1388.81006,7254.0,8864383.05,36.69914,5.17994,-228932.28
2012-11-13,2013-03-11,1388.81006,1556.27002,18527.0,9596431.34,14.25257,0.08824,-263164.54
2013-03-11,2013-07-10,1556.27002,1657.92004,29726.0,10245871.56,9.64313,5.59456,-121537.79
2013-07-10,2013-11-12,1657.92004,1771.78003,10797.0,10492263.34,27.96561,2.04862,-280257.74
2013-11-12,2014-03-10,1771.78003,1877.87,16872.0,10942970.74,18.5761,5.32885,-224183.6
2014-03-10,2014-07-10,1877.87,1969.83997,11984.0,11045039.43,27.1276,0.11275,-324225.96
2014-07-10,2014-10-15,1969.83997,1874.18005,99238.0,17344663.02,3.29854,36.05872,3247084.74
2014-10-15,2015-02-10,1874.18005,2070.86011,18052.0,15004700.13,22.83686,7.05044,-285700.45
2015-02-10,2015-06-10,2070.86011,2108.5,8932.0,14770371.87,49.92604,4.346,-407478.92
2015-06-10,2015-09-28,2108.5,1929.18005,33312.0,22152045.38,13.22669,136.27823,4097758.9
2015-09-28,2015-12-10,1929.18005,2067.6499,11332.0,18311581.11,46.58243,0.27774,-525178.75
2015-12-10,2016-04-11,2067.6499,2062.92993,18020.0,18420040.13,30.44005,19.49633,-197927.83
2016-04-11,2016-08-10,2062.92993,2183.40991,17434.0,18848397.62,31.05081,8.57535,-392535.17
2016-08-10,2016-12-12,2183.40991,2264.03003,15258.0,18842536.84,36.7232,1.17496,-543007.05
2016-12-12,2017-04-10,2264.03003,2366.37012,66714.0,19091451.01,8.42505,0.07016,-560058.13
2017-04-10,2017-08-10,2366.37012,2465.37988,235196.0,19380133.25,2.39457,0.21536,-521949.48
2017-08-10,2017-12-11,2465.37988,2660.33008,154430.0,20225770.89,3.71499,0.00062,-579788.16
2017-12-11,2018-02-05,2660.33008,2763.38989,647131.0,43088355.11,0.89763,17.56664,10761147.11
2018-02-05,2018-06-11,2763.38989,2790.20996,27399.0,31328790.84,34.69152,4.92788,-816589.97
2018-06-11,2018-10-10,2790.20996,2874.02002,65071.0,31601379.32,14.34124,3.36365,-716926.76
2018-10-10,2018-11-23,2874.02002,2647.55005,70917.0,47703516.46,13.2356,138.64354,8890716.88
