purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1988-06-10,1988-09-12,273.20999,267.64002,9.0,96131.33,3.00347,1.674,27.03,2703.12,-1223.55
1988-09-12,1989-01-10,267.64002,281.57999,6.0,98845.57,4.16048,0.63193,24.96,2496.29,-2142.09
1989-01-10,1989-05-10,281.57999,306.25,12.0,104862.79,2.27576,0.30551,27.31,2730.91,-2391.61
1989-05-10,1989-09-11,306.25,348.76001,14.0,116147.8,2.21745,0.22171,31.04,3104.43,-2825.08
1989-09-11,1990-01-10,348.76001,349.62,9.0,115056.21,3.62678,2.1268,32.64,3264.1,-1382.62
1990-01-10,1990-05-10,349.62,344.98001,10.0,112504.93,3.19434,2.14615,31.94,3194.34,-1080.13
1990-05-10,1990-09-10,344.98001,326.53,13.0,119248.74,2.44744,12.03352,31.82,3181.67,12430.08
1990-09-10,1990-12-10,326.53,328.97,6.0,117412.7,5.85528,1.75594,35.13,3513.17,-2494.73
1990-12-10,1991-03-11,328.97,375.10001,7.0,130404.18,4.38474,0.13273,30.69,3069.32,-3007.1
1991-03-11,1991-06-10,375.10001,379.75,7.0,128911.37,5.26539,0.94257,36.86,3685.77,-3062.83
1991-06-10,1991-10-10,379.75,380.54999,6.0,128279.38,5.50079,4.0337,33.0,3300.47,-913.25
1991-10-10,1992-02-10,380.54999,413.76999,6.0,136254.51,5.99858,1.25542,35.99,3599.15,-2881.89
1992-02-10,1992-06-10,413.76999,410.10001,5.0,133205.52,7.06056,3.3617,35.3,3530.28,-1884.73
1992-06-10,1992-10-13,410.10001,410.64002,8.0,132632.39,4.47398,3.56774,35.79,3579.18,-760.78
1992-10-13,1993-02-10,410.64002,446.37,6.0,140490.5,5.72419,0.20436,34.35,3434.51,-3346.25
1993-02-10,1993-06-10,446.37,446.22,13.0,140051.24,3.1437,2.84356,40.87,4086.81,-431.05
1993-06-10,1993-10-12,446.22,462.47,9.0,141296.46,4.56258,0.51873,41.06,4106.32,-3680.52
1993-10-12,1994-02-10,462.47,473.13,16.0,142974.2,2.60273,1.68849,41.64,4164.37,-1504.42
1994-02-10,1994-06-10,473.13,459.48001,9.0,138513.32,4.34156,3.85086,39.07,3907.4,-480.7
1994-06-10,1994-10-11,459.48001,466.34,11.0,139106.5,3.54028,2.28784,38.94,3894.31,-1416.62
1994-10-11,1995-02-10,466.34,481.95999,9.0,139663.67,4.56455,0.22346,41.08,4108.09,-3948.06
1995-02-10,1995-06-12,481.95999,532.53998,38.0,150662.16,1.0922,0.25399,41.5,4150.36,-3226.7
1995-06-12,1995-10-10,532.53998,578.37,10.0,159168.26,4.10442,0.05101,41.04,4104.42,-4094.45
1995-10-10,1996-02-12,578.37,662.95001,29.0,178563.38,1.60175,0.51134,46.45,4645.08,-3208.64
1996-02-12,1996-06-10,662.95001,673.60998,5.0,177786.36,9.74418,2.70579,48.72,4872.09,-3567.91
1996-06-10,1996-10-10,673.60998,696.82001,9.0,180128.26,5.58017,1.61989,50.22,5022.15,-3614.47
1996-10-10,1997-02-10,696.82001,793.46002,10.0,200079.09,5.17598,1.0103,51.76,5175.98,-4217.44
1997-02-10,1997-06-10,793.46002,870.04999,4.0,215300.72,12.75806,3.98619,51.03,5103.22,-3559.78
1997-06-10,1997-10-10,870.04999,970.61999,3.0,235480.32,18.49536,5.44437,55.49,5548.61,-3970.79
1997-10-10,1998-01-12,970.61999,939.25,4.0,227224.23,14.83571,12.72565,59.34,5934.28,-903.36
1998-01-12,1998-04-13,939.25,1110.75,4.0,261392.84,15.11814,0.00084,60.47,6047.26,-6107.39
1998-04-13,1998-08-10,1110.75,1092.81995,6.0,266916.9,12.18325,28.012,73.1,7309.95,9424.15
1998-08-10,1998-11-10,1092.81995,1135.37,4.0,273861.75,18.82594,11.42811,75.3,7530.38,-3034.43
1998-11-10,1999-02-10,1135.37,1226.78003,2.0,289086.31,34.53546,3.6687,69.07,6907.09,-6242.42
1999-02-10,1999-05-10,1226.78003,1352.01001,3.0,310176.67,26.9677,2.2869,80.9,8090.31,-7485.14
1999-05-10,1999-08-10,1352.01001,1298.62,3.0,294868.02,26.91901,15.63169,80.76,8075.7,-3466.96
1999-08-10,1999-12-10,1298.62,1421.57996,3.0,316630.36,28.46216,11.04593,85.39,8538.65,-5310.26
1999-12-10,2000-03-10,1421.57996,1413.45996,4.0,313480.94,23.03652,19.5736,92.15,9214.61,-1477.32
