purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1988-06-10,1988-09-12,273.20999,267.64002,22.0,96443.51,0.45095,0.07121,9.92,992.09,-845.35
1988-09-12,1989-01-10,267.64002,281.57999,8.0,100579.16,1.08391,0.04528,8.67,867.13,-839.57
1989-01-10,1989-05-10,281.57999,306.25,25.0,108333.57,0.39267,0.01622,9.82,981.68,-950.95
1989-05-10,1989-09-11,306.25,348.76001,30.0,122181.04,0.35199,0.01213,10.56,1055.97,-1030.14
1989-09-11,1990-01-10,348.76001,349.62,17.0,121622.11,0.70876,0.21135,12.05,1204.89,-857.65
1990-01-10,1990-05-10,349.62,344.98001,21.0,119260.34,0.55386,0.19386,11.63,1163.11,-767.63
1990-05-10,1990-08-23,344.98001,316.54999,32.0,121923.81,0.36655,4.19973,11.73,1172.96,12254.45
1990-08-23,1990-11-13,316.54999,319.48001,17.0,122308.84,0.70434,0.39923,11.97,1197.38,-530.66
1990-11-13,1991-02-11,319.48001,368.57999,6.0,139777.6,1.87673,0.00133,11.26,1126.04,-1136.5
1991-02-11,1991-05-10,368.57999,383.91,15.0,144150.59,0.92519,0.01782,13.88,1387.78,-1374.94
1991-05-10,1991-09-10,383.91,388.63,7.0,144807.32,2.02901,0.48289,14.2,1420.31,-1096.48
1991-09-10,1992-01-10,388.63,417.62,10.0,154569.07,1.44028,0.54488,14.4,1440.28,-909.8
1992-01-10,1992-04-10,417.62,405.12,17.0,148535.26,0.89102,0.04258,15.15,1514.73,-1457.5
1992-04-10,1992-08-10,405.12,419.42001,14.0,152385.39,1.03913,0.09064,14.55,1454.78,-1342.44
1992-08-10,1992-12-10,419.42001,435.66,20.0,156734.13,0.74256,0.0102,14.85,1485.12,-1479.57
1992-12-10,1993-04-12,435.66,448.37,82.0,163872.62,0.18894,0.50435,15.49,1549.31,2570.87
1993-04-12,1993-08-10,448.37,450.70999,7.0,163265.29,2.07903,0.08835,14.55,1455.32,-1408.03
1993-08-10,1993-12-10,450.70999,464.87,38.0,166772.86,0.42169,0.01497,16.02,1602.42,-1561.56
1993-12-10,1994-04-11,464.87,450.34,76.0,166606.08,0.21702,0.86707,16.49,1649.35,4923.89
1994-04-11,1994-08-10,450.34,460.48001,13.0,168713.84,1.20932,0.04939,15.72,1572.12,-1523.63
1994-08-10,1994-12-12,460.48001,449.48001,51.0,165067.37,0.32796,0.39316,16.73,1672.6,315.79
1994-12-12,1995-04-10,449.48001,507.01001,27.0,184302.28,0.59942,9e-05,16.18,1618.43,-1634.37
1995-04-10,1995-08-10,507.01001,560.63,164.0,201798.77,0.11176,0.00586,18.33,1832.86,-1755.09
1995-08-10,1995-12-11,560.63,620.90002,41.0,221256.2,0.48656,0.0032,19.95,1994.9,-2001.73
1995-12-11,1996-04-10,620.90002,642.78003,48.0,231308.87,0.45653,0.9409,21.91,2191.34,2303.07
1996-04-10,1996-08-12,642.78003,665.77002,6.0,237888.96,3.45526,0.88042,20.73,2073.16,-1565.63
