Date,Equity1
1977-09-27,76236.83
1977-09-28,76156.24
1977-09-29,76450.99
1977-09-30,76903.85
1977-10-03,77109.67
1977-10-04,77236.13
1977-10-05,76515.95
1977-10-06,76583.91
1977-10-07,76630.11
1977-10-11,76202.7
1977-10-11,71630.77
1977-10-12,70780.88
1977-10-13,70414.64
1977-10-14,70319.76
1977-10-17,70200.82
1977-10-18,70315.83
1977-10-19,69988.84
1977-10-20,69569.73
1977-10-21,69442.36
1977-10-24,69188.83
1977-10-25,68506.62
1977-10-26,69118.97
1977-10-27,69597.64
1977-10-28,69588.8
1977-10-31,69489.91
1977-11-01,68931.55
1977-11-02,68524.7
1977-11-03,63958.51
1977-11-04,64511.8
1977-11-07,65025.28
1977-11-09,65422.59
1977-11-10,66729.98
1977-11-14,67636.82
1977-11-15,67704.78
1977-11-16,67696.85
1977-11-17,67294.37
1977-11-18,67294.03
1977-11-21,67214.6
1977-11-22,67739.45
1977-11-23,68029.46
1977-11-25,68141.58
1977-11-28,68050.02
1977-11-29,67492.48
1977-11-30,66869.16
1977-12-01,67048.78
1977-12-02,66908.38
1977-12-05,66750.3
1977-12-06,66266.94
1977-12-07,65793.65
1977-12-08,65971.06
1977-12-09,66201.03
1977-12-12,66308.06
1977-12-13,66146.24
1977-12-14,66296.19
1977-12-15,66349.72
1977-12-16,66098.75
1977-12-19,65900.84
1977-12-20,65419.36
1977-12-21,65776.45
1977-12-22,66266.16
1977-12-23,66701.4
1977-12-27,66843.62
1977-12-28,66833.02
1977-12-29,66964.95
1977-12-30,67121.92
1978-01-03,66796.19
1978-01-04,66075.11
1978-01-05,66367.58
1978-01-06,65199.29
1978-01-09,64502.34
1978-01-10,64157.94
1978-01-11,63689.58
1978-01-12,63614.94
1978-01-13,63509.32
1978-01-16,63263.0
1978-01-17,63407.88
1978-01-18,63794.53
1978-01-19,63917.77
1978-01-20,63371.55
1978-01-23,63240.24
1978-01-24,63048.74
1978-01-25,63137.94
1978-01-26,63004.7
1978-01-27,62531.8
1978-01-30,62939.43
1978-01-31,63107.19
1978-02-01,63338.98
1978-02-02,63768.2
1978-02-03,63362.12
1978-02-06,63036.1
1978-02-07,63508.22
1978-02-08,64058.23
1978-02-09,63811.54
1978-02-10,63620.95
1978-02-14,63076.81
1978-02-15,62734.74
1978-02-16,62321.61
1978-02-17,62259.41
1978-02-21,61891.37
1978-02-22,61840.32
1978-02-23,61682.74
1978-02-24,62353.19
1978-02-27,62425.37
1978-02-28,61613.51
1978-03-01,61493.7
1978-03-02,61616.77
1978-03-03,61725.44
1978-03-06,61395.26
1978-03-07,61465.2
1978-03-08,61778.71
1978-03-09,62062.46
1978-03-10,62599.43
1978-03-10,58755.27
1978-03-13,59090.04
1978-03-14,58994.69
1978-03-15,59062.78
1978-03-16,59083.97
1978-03-17,59574.89
1978-03-20,60118.59
1978-03-21,59936.79
1978-03-22,59299.15
1978-03-23,59189.25
1978-03-27,58921.06
1978-03-28,59095.53
1978-03-29,59350.15
1978-03-30,59169.24
1978-03-31,59000.1
1978-04-03,58723.04
1978-04-04,58709.04
1978-04-05,59190.33
1978-04-06,59536.13
1978-04-07,59619.6
1978-04-10,59807.04
1978-04-11,59748.24
1978-04-12,59741.44
1978-04-13,60061.62
1978-04-14,61421.38
1978-04-17,63108.52
1978-04-18,62363.62
1978-04-19,62203.26
1978-04-20,63000.42
1978-04-21,62600.19
1978-04-24,63199.61
1978-04-25,64435.62
1978-04-26,64326.25
1978-04-27,63798.62
1978-04-28,63912.6
1978-05-01,64695.67
1978-05-02,64569.7
1978-05-03,64255.82
1978-05-04,63497.5
1978-05-05,64148.04
1978-05-08,64180.55
1978-05-09,63652.34
1978-05-10,63657.74
1978-05-11,64172.17
1978-05-12,65094.29
1978-05-15,65235.64
1978-05-16,65919.0
1978-05-17,66016.39
1978-05-18,65836.58
1978-05-19,65198.66
1978-05-22,65438.44
1978-05-23,65277.97
1978-05-24,64371.19
1978-05-25,64409.07
1978-05-26,63987.7
1978-05-31,64499.63
1978-06-01,64482.03
1978-06-02,64853.79
1978-06-05,66006.81
1978-06-06,67027.21
1978-06-07,66355.84
1978-06-08,66614.81
1978-06-09,66287.53
1978-06-12,66201.0
1978-06-13,65789.7
1978-06-14,66247.85
1978-06-15,65500.94
1978-06-16,64879.77
1978-06-19,64453.49
1978-06-20,64345.28
1978-06-21,63662.25
1978-06-22,63675.24
1978-06-23,63816.94
1978-06-26,63215.48
1978-06-27,62833.75
1978-06-28,63036.74
1978-06-29,63342.23
1978-06-30,63145.05
1978-07-03,62941.02
1978-07-05,62647.26
1978-07-06,62404.73
1978-07-07,62726.45
1978-07-10,62952.27
1978-07-10,59464.19
1978-07-11,59905.56
1978-07-12,60081.99
1978-07-13,59964.95
1978-07-14,60748.52
1978-07-17,61285.01
1978-07-18,60794.9
1978-07-19,61069.85
1978-07-20,61490.89
1978-07-21,61103.16
1978-07-24,60836.14
1978-07-25,61204.61
1978-07-26,61420.9
1978-07-27,62079.93
1978-07-28,62288.28
1978-07-31,62692.9
1978-08-01,62845.76
1978-08-02,63948.35
1978-08-03,65301.54
1978-08-04,64846.48
1978-08-07,64951.18
1978-08-08,64649.05
1978-08-09,65492.65
1978-08-10,65120.94
1978-08-11,64841.58
1978-08-14,65028.58
1978-08-15,64658.02
1978-08-16,65131.44
1978-08-17,65824.51
1978-08-18,65645.08
1978-08-21,65162.84
1978-08-22,64906.62
1978-08-23,65458.17
1978-08-24,65569.7
1978-08-25,65458.2
1978-08-28,65124.38
1978-08-29,64629.14
1978-08-30,64578.35
1978-08-31,64448.39
1978-09-01,64584.51
1978-09-05,64931.56
1978-09-06,65774.36
1978-09-07,65960.28
1978-09-08,66394.47
1978-09-11,66927.17
1978-09-12,66573.83
1978-09-13,66803.11
1978-09-14,66040.75
1978-09-15,65111.83
1978-09-18,65056.83
1978-09-19,64309.33
1978-09-20,63982.83
1978-09-21,63518.68
1978-09-22,63610.52
1978-09-25,63405.93
1978-09-26,63893.93
1978-09-27,64075.45
1978-09-28,63412.23
1978-09-29,63846.02
1978-10-02,64056.73
1978-10-03,64143.5
1978-10-04,64019.52
1978-10-05,64478.18
1978-10-06,64558.69
1978-10-10,65259.3
1978-10-11,65432.96
1978-10-12,65798.68
1978-10-13,65246.93
1978-10-16,64808.47
1978-10-17,63400.99
1978-10-18,63038.06
1978-10-19,62592.78
1978-10-20,61534.05
1978-10-23,61283.58
1978-10-24,61343.54
1978-10-25,61104.93
1978-10-26,60630.98
1978-10-27,60081.7
1978-10-30,59469.53
1978-10-31,59757.65
1978-11-01,62531.45
1978-11-02,62706.53
1978-11-03,62288.22
1978-11-06,62252.24
1978-11-08,62697.51
1978-11-09,62394.4
1978-11-10,62368.6
1978-11-10,60354.61
1978-11-13,60355.83
1978-11-14,59903.05
1978-11-15,60053.81
1978-11-16,60296.25
1978-11-17,60694.16
1978-11-20,61067.28
1978-11-21,60950.64
1978-11-22,60921.18
1978-11-24,60951.66
1978-11-27,61033.85
1978-11-28,61036.91
1978-11-29,60623.71
1978-11-30,60740.71
1978-12-01,61672.86
1978-12-04,61723.67
1978-12-05,62068.16
1978-12-06,62406.22
1978-12-07,62115.09
1978-12-08,61863.52
1978-12-11,61910.75
1978-12-12,61646.35
1978-12-13,61326.27
1978-12-14,61033.44
1978-12-15,60893.57
1978-12-18,60294.69
1978-12-19,60525.15
1978-12-20,60613.1
1978-12-21,60762.79
1978-12-22,61233.03
1978-12-26,61646.7
1978-12-27,61531.94
1978-12-28,61085.4
1978-12-29,60190.94
1979-01-02,60104.1
1979-01-03,61028.91
1979-01-04,61528.88
1979-01-05,61712.29
1979-01-08,61416.62
1979-01-09,61811.38
1979-01-10,61690.46
1979-01-11,61445.23
1979-01-12,62351.8
1979-01-15,62486.83
1979-01-16,62342.57
1979-01-17,61806.41
1979-01-18,62013.25
1979-01-19,62145.59
1979-01-22,62010.27
1979-01-23,62437.67
1979-01-24,62597.49
1979-01-25,62809.75
1979-01-26,63369.66
1979-01-29,63208.55
1979-01-30,63044.7
1979-01-31,62642.36
1979-02-01,62005.69
1979-02-02,62092.6
1979-02-05,61213.4
1979-02-06,61010.36
1979-02-07,60607.22
1979-02-08,60630.22
1979-02-09,60864.27
1979-02-13,61520.73
1979-02-14,61544.51
1979-02-15,61229.91
1979-02-16,61291.22
1979-02-20,61562.37
1979-02-21,61806.68
1979-02-22,61275.96
1979-02-23,60837.95
1979-02-26,60702.18
1979-02-27,60316.68
1979-02-28,59725.54
1979-03-01,60087.06
1979-03-02,60252.59
1979-03-05,60924.98
1979-03-06,60857.11
1979-03-07,61288.56
1979-03-08,61652.85
1979-03-09,62121.27
1979-03-12,61787.97
1979-03-12,59640.16
1979-03-13,59966.69
1979-03-14,59796.2
1979-03-15,59877.04
1979-03-16,60229.42
1979-03-19,60682.88
1979-03-20,60341.61
1979-03-21,60423.21
1979-03-22,60960.8
1979-03-23,60924.24
1979-03-26,60570.72
1979-03-27,61146.61
1979-03-28,61493.52
1979-03-29,61167.98
1979-03-30,61011.77
1979-04-02,60461.39
1979-04-03,61104.77
1979-04-04,61727.03
1979-04-05,61644.4
1979-04-06,61850.39
1979-04-09,61620.28
1979-04-10,61780.01
1979-04-11,61749.29
1979-04-12,61162.49
1979-04-16,60734.83
1979-04-17,60689.24
1979-04-18,60852.73
1979-04-19,60952.49
1979-04-20,60598.87
1979-04-23,60704.75
1979-04-24,61305.1
1979-04-25,61320.95
1979-04-26,61226.89
1979-04-27,60876.35
1979-04-30,60828.86
1979-05-01,60980.82
1979-05-02,60850.0
1979-05-03,61021.9
1979-05-04,60730.96
1979-05-07,59736.28
1979-05-08,59264.2
1979-05-09,59526.55
1979-05-10,59320.17
1979-05-11,58975.49
1979-05-14,58914.95
1979-05-15,58882.27
1979-05-16,58822.23
1979-05-17,59679.48
1979-05-18,59968.61
1979-05-21,59979.2
1979-05-22,60081.79
1979-05-23,60284.42
1979-05-24,59772.78
1979-05-25,59914.94
1979-05-29,59959.76
1979-05-31,59267.82
1979-06-01,59320.48
1979-06-04,59353.9
1979-06-05,60137.36
1979-06-06,60665.58
1979-06-07,61009.07
1979-06-08,60822.6
1979-06-11,60828.52
1979-06-12,61659.46
1979-06-13,61624.29
1979-06-14,61060.2
1979-06-15,61148.54
1979-06-18,60971.02
1979-06-19,60852.12
1979-06-20,60797.71
1979-06-21,61124.27
1979-06-22,61373.65
1979-06-25,61225.57
1979-06-26,60740.04
1979-06-27,61250.67
1979-06-28,61553.58
1979-06-29,61678.08
1979-07-02,61279.54
1979-07-03,61020.84
1979-07-05,61205.21
1979-07-06,61818.19
1979-07-09,62508.02
1979-07-10,62567.52
1979-07-10,58971.62
1979-07-11,58514.02
1979-07-12,58198.72
1979-07-13,57813.95
1979-07-16,57873.73
1979-07-17,57813.32
1979-07-18,57273.22
1979-07-19,57462.55
1979-07-20,57396.0
1979-07-23,57292.84
1979-07-24,57494.04
1979-07-25,58026.85
1979-07-26,58113.56
1979-07-27,58040.29
1979-07-30,58112.05
1979-07-31,58463.36
1979-08-01,58624.93
1979-08-02,58874.93
1979-08-03,58617.06
1979-08-06,58672.54
1979-08-07,59554.65
1979-08-08,59894.13
1979-08-09,59563.63
1979-08-10,59866.96
1979-08-13,60489.48
1979-08-14,60561.5
1979-08-15,60903.46
1979-08-16,61206.11
1979-08-17,61071.48
1979-08-20,61284.36
1979-08-21,61485.85
1979-08-22,61418.4
1979-08-23,61435.22
1979-08-24,61165.97
1979-08-27,61575.4
1979-08-28,61468.62
1979-08-29,61434.96
1979-08-30,61434.96
1979-08-31,61552.69
1979-09-04,61334.44
1979-09-05,60092.02
1979-09-06,60326.48
1979-09-07,60594.48
1979-09-10,60941.86
1979-09-11,61009.5
1979-09-12,60773.38
1979-09-13,60840.62
1979-09-14,61373.52
1979-09-17,61698.77
1979-09-18,61104.67
1979-09-19,61115.86
1979-09-20,62054.44
1979-09-21,62552.93
1979-09-24,62173.37
1979-09-25,61776.24
1979-09-26,62368.72
1979-09-27,62088.62
1979-09-28,62045.66
1979-10-01,61222.04
1979-10-02,61720.67
1979-10-03,61910.79
1979-10-04,62123.2
1979-10-05,62879.33
1979-10-09,61487.19
1979-10-10,59974.53
1979-10-11,59990.68
1979-10-12,59951.22
1979-10-15,56414.71
1979-10-16,56229.11
1979-10-17,56298.08
1979-10-18,56284.87
1979-10-19,56173.07
1979-10-22,55530.97
1979-10-23,55407.7
1979-10-24,55458.55
1979-10-25,55420.22
1979-10-26,55669.59
1979-10-29,55640.63
1979-10-30,56294.46
1979-10-31,56354.26
1979-11-01,56388.14
1979-11-02,56272.8
1979-11-05,56108.81
1979-11-07,55893.17
1979-11-08,55988.57
1979-11-09,56527.77
1979-11-13,57683.32
1979-11-14,57623.97
1979-11-15,57182.3
1979-11-16,57043.62
1979-11-19,57097.67
1979-11-20,57107.18
1979-11-21,56819.03
1979-11-23,57271.47
1979-11-26,58515.7
1979-11-27,58685.69
1979-11-28,58446.07
1979-11-29,58534.86
1979-11-30,58277.98
1979-12-03,57936.26
1979-12-04,58115.33
1979-12-05,57963.82
1979-12-06,57971.21
1979-12-07,58345.34
1979-12-10,57852.66
1979-12-11,57950.77
1979-12-12,57810.08
1979-12-13,57799.39
1979-12-14,58433.17
1979-12-17,58793.11
1979-12-18,58534.47
1979-12-19,57988.92
1979-12-20,58222.1
1979-12-21,57975.51
1979-12-24,57620.19
1979-12-26,57768.92
1979-12-27,57804.47
1979-12-28,57857.76
1979-12-31,57813.58
1980-01-02,57797.13
1980-01-03,56587.93
1980-01-04,57109.77
1980-01-07,57448.65
1980-01-08,58262.3
1980-01-09,59190.51
1980-01-10,59054.15
1980-01-11,59211.07
1980-01-14,59359.26
1980-01-15,59619.35
1980-01-16,60134.59
1980-01-17,59661.57
1980-01-18,59517.05
1980-01-21,60134.39
1980-01-22,60240.93
1980-01-23,60681.75
1980-01-24,61395.3
1980-01-25,60958.42
1980-01-28,61597.93
1980-01-29,61661.86
1980-01-30,61704.59
1980-01-31,62408.03
1980-02-01,61539.84
1980-02-04,61790.22
1980-02-05,61385.14
1980-02-06,62088.45
1980-02-07,62781.03
1980-02-08,63202.27
1980-02-11,63410.17
1980-02-11,60778.25
1980-02-13,61247.21
1980-02-14,60939.63
1980-02-15,60036.68
1980-02-19,59608.54
1980-02-20,60300.8
1980-02-21,60636.44
1980-02-22,60176.64
1980-02-25,60258.95
1980-02-26,60139.26
1980-02-27,60765.41
1980-02-28,59638.66
1980-02-29,59695.95
1980-03-03,59747.97
1980-03-04,59572.05
1980-03-05,59354.53
1980-03-06,60454.37
1980-03-07,62017.21
1980-03-10,63341.43
1980-03-11,64007.07
1980-03-12,63682.27
1980-03-13,65179.9
1980-03-14,66096.37
1980-03-17,71887.08
1980-03-18,72107.17
1980-03-19,72530.2
1980-03-20,71785.08
1980-03-21,71174.3
1980-03-24,71551.36
1980-03-25,70926.14
1980-03-26,71001.64
1980-03-27,70413.68
1980-03-28,72347.9
1980-03-31,72941.29
1980-04-01,73058.4
1980-04-02,73253.09
1980-04-03,72894.74
1980-04-07,73434.98
1980-04-08,73085.53
1980-04-09,74417.52
1980-04-10,74667.79
1980-04-11,74761.8
1980-04-14,74545.79
1980-04-15,74543.15
1980-04-16,75118.92
1980-04-17,74229.46
1980-04-18,74264.91
1980-04-21,74476.37
1980-04-22,77686.31
1980-04-23,77477.44
1980-04-24,77237.29
1980-04-25,77402.55
1980-04-28,77474.78
1980-04-29,77321.96
1980-04-30,77282.86
1980-05-01,77060.04
1980-05-02,76493.55
1980-05-05,76207.09
1980-05-06,76534.15
1980-05-07,76433.36
1980-05-08,76404.19
1980-05-09,76035.53
1980-05-12,76134.12
1980-05-13,74882.5
1980-05-14,74759.55
1980-05-15,74701.19
1980-05-16,74363.33
1980-05-19,74418.28
1980-05-20,73474.2
1980-05-21,73440.96
1980-05-22,74186.33
1980-05-23,75169.89
1980-05-27,75423.91
1980-05-28,75618.89
1980-05-29,75683.67
1980-05-30,75048.9
1980-06-02,75376.3
1980-06-03,74895.93
1980-06-04,76090.45
1980-06-05,76608.56
1980-06-06,76367.97
1980-06-09,76681.04
1980-06-10,77297.88
1980-06-11,78048.01
1980-06-12,78277.49
1980-06-13,78225.57
1980-06-16,78125.78
1980-06-17,78355.39
1980-06-18,78114.47
1980-06-19,78096.21
1980-06-20,76823.94
1980-06-23,77076.08
1980-06-24,77389.3
1980-06-25,78470.97
1980-06-26,78878.16
1980-06-27,78176.71
1980-06-30,77588.89
1980-07-01,77195.91
1980-07-02,77854.41
1980-07-03,78762.84
1980-07-07,79459.68
1980-07-08,79631.47
1980-07-09,79905.09
1980-07-10,79270.86
1980-07-10,77088.7
1980-07-11,77012.0
1980-07-14,78254.63
1980-07-15,78961.48
1980-07-16,78674.0
1980-07-17,79301.8
1980-07-18,79934.78
1980-07-21,79808.19
1980-07-22,80080.32
1980-07-23,79735.21
1980-07-24,79565.08
1980-07-25,78794.92
1980-07-28,78783.94
1980-07-29,79323.76
1980-07-30,79866.19
1980-07-31,78783.69
1980-08-01,78817.21
1980-08-04,78375.07
1980-08-05,78649.21
1980-08-06,78589.61
1980-08-07,79721.08
1980-08-08,80564.31
1980-08-11,80618.6
1980-08-12,80933.15
1980-08-13,80256.28
1980-08-14,80902.47
1980-08-15,81441.69
1980-08-18,80705.55
1980-08-19,79964.79
1980-08-20,80131.33
1980-08-21,81146.7
1980-08-22,82237.09
1980-08-25,81323.35
1980-08-26,81253.45
1980-08-27,80478.58
1980-08-28,79883.48
1980-08-29,79280.74
1980-09-02,80122.04
1980-09-03,81492.08
1980-09-04,82268.23
1980-09-05,81285.83
1980-09-08,81073.95
1980-09-09,80262.96
1980-09-10,81113.74
1980-09-11,81434.52
1980-09-12,81548.15
1980-09-15,81284.35
1980-09-16,82188.99
1980-09-17,83414.04
1980-09-18,83854.38
1980-09-19,83828.8
1980-09-22,84231.55
1980-09-23,84985.52
1980-09-24,84458.59
1980-09-25,84598.39
1980-09-26,82596.61
1980-09-29,81319.25
1980-09-30,81877.44
1980-10-01,82918.9
1980-10-02,83414.33
1980-10-03,84295.3
1980-10-06,85540.69
1980-10-07,85812.05
1980-10-08,85699.02
1980-10-09,85627.77
1980-10-10,85260.02
1980-10-14,86016.32
1980-10-15,86505.45
1980-10-16,87466.55
1980-10-17,85709.79
1980-10-20,85794.61
1980-10-21,86275.52
1980-10-22,85625.79
1980-10-23,85426.68
1980-10-24,84184.35
1980-10-27,83898.62
1980-10-28,83216.54
1980-10-29,83699.0
1980-10-30,83024.59
1980-10-31,82768.75
1980-11-03,83681.2
1980-11-05,87283.46
1980-11-06,84717.85
1980-11-07,84005.78
1980-11-10,84243.19
1980-11-10,82181.25
1980-11-12,85016.35
1980-11-13,85831.78
1980-11-14,86566.66
1980-11-17,86208.52
1980-11-18,87559.37
1980-11-19,87976.81
1980-11-20,87698.33
1980-11-21,87598.9
1980-11-24,86375.87
1980-11-25,86900.91
1980-11-26,87504.75
1980-11-28,87221.2
1980-12-01,86915.09
1980-12-02,85484.05
1980-12-03,85348.96
1980-12-04,85494.48
1980-12-05,84540.65
1980-12-08,83487.06
1980-12-09,82884.76
1980-12-10,82999.78
1980-12-11,81705.79
1980-12-12,82289.31
1980-12-15,82625.37
1980-12-16,82561.76
1980-12-17,83833.46
1980-12-18,84852.91
1980-12-19,84217.93
1980-12-22,85420.71
1980-12-23,85842.73
1980-12-24,85115.13
1980-12-26,85412.99
1980-12-29,85770.12
1980-12-30,85104.21
1980-12-31,85158.13
1981-01-02,85227.88
1981-01-05,86316.49
1981-01-06,86686.02
1981-01-07,84695.21
1981-01-08,84900.19
1981-01-09,84047.31
1981-01-12,84190.87
1981-01-13,83206.47
1981-01-14,83740.39
1981-01-15,83661.1
1981-01-16,83984.75
