purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-11-10,59.59,57.48,904.0,96042.89,0.06601,0.091,59.67,5967.3,2199.43
1959-11-10,1960-03-10,57.48,53.83,467.0,96859.25,0.12242,0.26392,57.17,5717.01,6550.88
1960-03-10,1960-07-11,53.83,56.87,290.0,95854.15,0.19849,0.00062,57.56,5756.21,-5795.79
1960-07-11,1960-09-19,56.87,53.86,1912.0,148590.98,0.02992,0.32858,57.21,5720.7,57046.58
1960-09-19,1961-01-10,53.86,58.97,434.0,150218.57,0.2032,0.0008,88.19,8818.88,-8872.35
1961-01-10,1961-05-10,58.97,66.41,1231.0,165106.0,0.07285,0.0515,89.68,8967.83,-2717.86
1961-05-10,1961-08-10,66.41,67.95,556.0,158632.03,0.17706,6e-05,98.45,9844.54,-9939.65
1961-08-10,1961-12-11,67.95,72.39,912.0,158585.07,0.10382,0.00017,94.68,9468.38,-9547.56
1961-12-11,1962-04-10,72.39,68.8,4217.0,153609.06,0.02245,0.02864,94.67,9467.17,2515.65
1962-04-10,1962-05-09,68.8,65.17,3539.0,243455.68,0.02589,0.29894,91.62,9162.47,96540.78
1962-05-09,1962-05-28,65.17,59.15,1024.0,436540.06,0.14126,2.24497,144.65,14465.02,215275.25
1962-05-28,1962-08-10,59.15,57.85,786.0,398617.86,0.32948,0.07422,258.97,25897.13,-20322.41
1962-08-10,1962-11-12,57.85,60.0,1042.0,389716.52,0.22815,0.01668,237.73,23773.23,-22272.9
1962-11-12,1963-02-11,60.0,66.41,955.0,404696.21,0.2436,0.0,232.64,23263.8,-23496.44
1963-02-11,1963-06-10,66.41,70.51,4181.0,403181.15,0.05778,0.0001,241.58,24157.82,-24357.59
1963-06-10,1963-10-10,70.51,72.52,17521.0,393534.12,0.01374,0.00251,240.74,24073.85,-19916.82
1963-10-10,1963-11-26,72.52,72.74,6747.0,671150.57,0.03481,0.44126,234.86,23486.31,273996.96
1963-11-26,1964-03-10,72.74,78.9,726.0,673802.2,0.54932,0.0,398.81,39880.63,-40279.44
1964-03-10,1964-07-10,78.9,83.99,208250.0,679139.2,0.00193,0.00028,401.92,40192.25,-34763.17
1964-07-10,1964-11-10,83.99,85.55,15981.0,649614.94,0.02537,0.00017,405.44,40543.8,-40677.56
1964-11-10,1965-03-10,85.55,87.07,65499.0,627914.1,0.00592,0.00111,387.75,38775.41,-31892.77
1965-03-10,1965-06-28,87.07,83.34,23456.0,1034493.36,0.01598,0.19852,374.83,37482.69,427790.99
1965-06-28,1965-10-11,83.34,91.84,3472.0,1056341.32,0.17706,0.0,614.75,61475.23,-62089.98
1965-10-11,1966-02-10,91.84,94.7,79136.0,1025250.23,0.00797,0.00035,630.71,63071.39,-60932.34
1966-02-10,1966-03-07,94.7,89.39,55989.0,1652590.86,0.01093,0.1316,611.96,61195.98,675007.3
1966-03-07,1966-07-11,89.39,88.19,23211.0,1743433.59,0.04231,0.09872,982.06,98205.74,129951.19
1966-07-11,1966-10-04,88.19,75.76,4993.0,2562309.92,0.20818,2.2975,1039.44,103944.27,1042158.04
1966-10-04,1967-01-10,75.76,83.54,6720.0,2615771.87,0.22659,0.0,1522.68,152268.48,-153791.16
1967-01-10,1967-05-10,83.54,94.04,11218.0,2764973.08,0.1392,0.00085,1561.55,156154.56,-156762.58
1967-05-10,1967-09-11,94.04,95.26,13441.0,2631046.08,0.1228,0.00136,1650.55,165055.48,-164878.05
1967-09-11,1968-01-10,95.26,97.26,96313.0,2609243.48,0.01631,0.009,1570.87,157086.5,-71975.67
1968-01-10,1968-03-25,97.26,88.88,23979.0,3839116.96,0.06494,0.66062,1557.2,155719.63,1426823.87
1968-03-25,1968-07-11,88.88,103.67,9802.0,4157224.77,0.23285,0.00023,2282.4,228239.57,-230296.52
1968-07-11,1968-11-12,103.67,105.28,21953.0,3966017.02,0.11305,0.00107,2481.79,248178.66,-248311.48
1968-11-12,1969-03-10,105.28,99.47,158375.0,4769862.19,0.01495,0.07827,2367.71,236770.63,1000462.79
1969-03-10,1969-07-10,99.47,97.04,52030.0,4706376.89,0.05459,0.06885,2840.32,284031.77,71354.46
1969-07-10,1969-11-10,97.04,99.23,26382.0,4531962.31,0.10642,0.00494,2807.57,280757.24,-270532.11
1969-11-10,1970-01-19,99.23,90.72,64025.0,6852109.27,0.04226,0.45815,2705.7,270569.65,2660030.02
1970-01-19,1970-05-11,90.72,79.72,29855.0,8778393.72,0.13643,1.05795,4073.12,407311.76,2747124.84
1970-05-11,1970-09-10,79.72,82.98,15703.0,8605028.19,0.33254,0.07187,5221.88,522187.56,-414551.98
1970-09-10,1971-01-11,82.98,92.67,15661.0,9024353.96,0.32797,0.00142,5136.34,513633.82,-516546.3
1971-01-11,1971-05-10,92.67,103.15,39807.0,9430320.37,0.13534,7e-05,5387.48,538747.94,-543856.77
1971-05-10,1971-08-09,103.15,94.55,158393.0,13894264.04,0.03554,0.36129,5629.29,562928.72,5154022.68
1971-08-09,1971-12-10,94.55,97.69,66319.0,14128316.05,0.12456,0.11856,8260.69,826069.46,-48052.09
1971-12-10,1972-04-10,97.69,110.54,17475.0,15017493.01,0.48239,7e-05,8429.77,842976.52,-851283.97
1972-04-10,1972-08-10,110.54,111.68,165016.0,14461415.29,0.05433,0.01295,8965.32,896531.93,-691801.53
1972-08-10,1972-12-11,111.68,119.78,120918.0,14582428.88,0.07139,0.00141,8632.34,863233.6,-854816.5
1972-12-11,1973-04-03,119.78,110.35,120213.0,22142037.02,0.07242,0.78475,8705.83,870582.55,8554426.8
1973-04-03,1973-08-10,110.35,106.03,34860.0,20791367.45,0.37758,0.28858,13162.44,1316243.88,-323416.44
1973-08-10,1973-12-10,106.03,98.58,31462.0,23432729.7,0.39432,1.66,12406.1,1240609.58,3969676.32
1973-12-10,1974-03-11,98.58,99.4,26907.0,22147893.16,0.51875,0.02352,13958.01,1395800.62,-1346473.37
1974-03-11,1974-07-10,99.4,82.22,21383.0,23331578.61,0.61833,2.84099,13221.75,1322175.04,4739492.13
1974-07-10,1974-09-04,82.22,69.85,70911.0,33125701.9,0.19591,2.04341,13892.17,1389217.4,13086915.08
1974-09-04,1974-12-10,69.85,68.17,37414.0,31139705.35,0.52626,0.32363,19689.49,1968949.16,-777809.37
1974-12-10,1975-03-10,68.17,85.47,27669.0,36663880.51,0.67162,1e-05,18583.05,1858305.38,-1876860.76
1975-03-10,1975-06-10,85.47,91.21,91304.0,36740775.69,0.23973,0.00161,21888.31,2188830.79,-2196019.16
1975-06-10,1975-10-10,91.21,89.17,42891.0,36645205.1,0.51139,0.67644,21934.03,2193402.85,685981.92
1975-10-10,1976-01-12,89.17,96.76,72245.0,37333115.87,0.30258,0.0001,21859.89,2185989.21,-2207126.65
1976-01-12,1976-05-10,96.76,103.51,64802.0,37644766.03,0.34394,0.02301,22288.0,2228799.99,-2101978.59
1976-05-10,1976-09-10,103.51,105.03,86108.0,35969152.07,0.26098,0.01227,22472.47,2247246.58,-2164064.54
1976-09-10,1977-01-10,105.03,105.75,322903.0,34737653.76,0.0665,0.02256,21473.05,2147304.95,-1440308.83
1977-01-10,1977-05-10,105.75,100.09,212946.0,34358857.78,0.09737,0.16206,20734.55,2073455.2,1356813.12
1977-05-10,1977-09-12,100.09,96.64,160585.0,32060674.52,0.12761,0.05755,20492.25,2049225.18,-1145550.76
1977-09-12,1978-01-10,96.64,91.29,265122.0,33030902.58,0.07217,0.17144,19133.85,1913385.47,2612732.24
1978-01-10,1978-05-10,91.29,96.69,145861.0,33147829.24,0.13501,0.02483,19692.69,1969269.36,-1626789.19
1978-05-10,1978-09-11,96.69,108.05,96989.0,34793394.53,0.20401,0.00125,19786.73,1978672.59,-1986335.69
1978-09-11,1978-11-01,108.05,97.41,208712.0,59522115.33,0.09952,1.42672,20771.02,2077101.82,27679485.62
1978-11-01,1979-02-13,97.41,99.58,263027.0,56376286.19,0.13442,0.00015,35356.09,3535608.93,-3567019.62
1979-02-13,1979-06-11,99.58,102.24,190176.0,54517464.53,0.17698,0.00919,33657.35,3365734.85,-3224620.45
1979-06-11,1979-10-10,102.24,106.23,531797.0,55752712.76,0.0612,0.04786,32545.98,3254597.64,-741963.18
1979-10-10,1980-02-11,106.23,119.05,160689.0,58762199.35,0.20704,0.00462,33269.05,3326905.06,-3285935.79
1980-02-11,1980-03-18,119.05,104.71,232142.0,85617826.09,0.15112,1.58198,35081.3,3508129.9,33181188.91
1980-03-18,1980-06-10,104.71,115.5,302568.0,87752326.44,0.16821,0.00045,50894.96,5089496.33,-5126775.73
1980-06-10,1980-10-10,115.5,132.14999,112497.0,94693353.87,0.46568,0.03608,52387.6,5238760.3,-4885258.72
1980-10-10,1981-01-12,132.14999,135.88001,286002.0,91890755.36,0.19765,0.01567,56528.3,5652829.53,-5261192.7
1981-01-12,1981-04-10,135.88001,136.23,287933.0,86690203.35,0.19052,0.00586,54857.0,5485699.52,-5371827.78
1981-04-10,1981-08-10,136.23,133.32001,273436.0,80722514.76,0.18927,0.03803,51753.23,5175323.17,-4187199.29
1981-08-10,1981-09-08,133.32001,120.12,963543.0,118717748.04,0.05001,0.51805,48186.79,4818678.54,45049479.78
