purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1959-07-15,1959-11-10,59.59,57.48,602.0,95135.33,0.06601,0.091,39.74,3973.8,1464.66
1959-11-10,1960-03-10,57.48,53.83,309.0,93670.31,0.12242,0.26392,37.83,3782.78,4334.52
1960-03-10,1960-07-11,53.83,56.87,187.0,94773.51,0.19849,0.00062,37.12,3711.76,-3737.29
1960-07-11,1960-09-19,56.87,53.86,1260.0,127854.99,0.02992,0.32858,37.7,3769.92,37593.46
1960-09-19,1961-01-10,53.86,58.97,249.0,132562.09,0.2032,0.0008,50.6,5059.68,-5090.36
1961-01-10,1961-05-10,58.97,66.41,724.0,146894.83,0.07285,0.0515,52.74,5274.34,-1598.48
1961-05-10,1961-08-10,66.41,67.95,330.0,144185.2,0.17706,6e-05,58.43,5842.98,-5899.43
1961-08-10,1961-12-11,67.95,72.39,552.0,147303.08,0.10382,0.00017,57.31,5730.86,-5778.79
1961-12-11,1962-04-10,72.39,68.8,2611.0,141786.53,0.02245,0.02864,58.62,5861.7,1557.59
1962-04-10,1962-05-09,68.8,65.17,2178.0,194587.12,0.02589,0.29894,56.39,5638.84,59413.9
1962-05-09,1962-05-28,65.17,59.15,546.0,291240.61,0.14126,2.24497,77.13,7712.8,114785.44
1962-05-28,1962-08-10,59.15,57.85,350.0,271383.45,0.32948,0.07422,115.32,11531.8,-9049.42
1962-08-10,1962-11-12,57.85,60.0,473.0,270703.53,0.22815,0.01668,107.91,10791.5,-10110.44
1962-11-12,1963-02-11,60.0,66.41,442.0,287285.47,0.2436,0.0,107.67,10767.12,-10874.79
1963-02-11,1963-06-10,66.41,70.51,1978.0,292485.99,0.05778,0.0001,114.29,11428.88,-11523.39
1963-06-10,1963-10-10,70.51,72.52,8473.0,290599.34,0.01374,0.00251,116.42,11641.9,-9631.6
1963-10-10,1963-11-26,72.52,72.74,3321.0,427540.3,0.03481,0.44126,115.6,11560.4,134866.44
1963-11-26,1964-03-10,72.74,78.9,308.0,439948.43,0.54932,0.0,169.19,16919.06,-17088.25
1964-03-10,1964-07-10,78.9,83.99,90649.0,451730.61,0.00193,0.00028,174.95,17495.26,-15132.04
1964-07-10,1964-11-10,83.99,85.55,7086.0,441434.91,0.02537,0.00017,179.77,17977.18,-18036.49
1964-11-10,1965-03-10,85.55,87.07,29672.0,434218.73,0.00592,0.00111,175.66,17565.82,-14447.89
1965-03-10,1965-06-28,87.07,83.34,10814.0,615464.78,0.01598,0.19852,172.81,17280.77,197225.95
1965-06-28,1965-10-11,83.34,91.84,1378.0,643934.09,0.17706,0.0,243.99,24398.87,-24642.86
1965-10-11,1966-02-10,91.84,94.7,32160.0,637980.93,0.00797,0.00035,256.32,25631.52,-24762.24
1966-02-10,1966-03-07,94.7,89.39,23227.0,886312.31,0.01093,0.1316,253.87,25387.11,280026.34
1966-03-07,1966-07-11,89.39,88.19,8307.0,913546.8,0.04231,0.09872,351.47,35146.92,46508.32
1966-07-11,1966-10-04,88.19,75.76,1744.0,1156588.4,0.20818,2.2975,363.07,36306.59,364014.34
1966-10-04,1967-01-10,75.76,83.54,2024.0,1210033.26,0.22659,0.0,458.62,45861.82,-46320.44
1967-01-10,1967-05-10,83.54,94.04,3459.0,1306750.06,0.1392,0.00085,481.49,48149.28,-48336.76
1967-05-10,1967-09-11,94.04,95.26,4235.0,1270203.42,0.1228,0.00136,520.06,52005.8,-51949.9
1967-09-11,1968-01-10,95.26,97.26,30998.0,1272072.23,0.01631,0.009,505.58,50557.74,-23165.12
1968-01-10,1968-03-25,97.26,88.88,7794.0,1635294.86,0.06494,0.66062,506.14,50614.24,463766.85
1968-03-25,1968-07-11,88.88,103.67,2786.0,1813833.35,0.23285,0.00023,648.72,64872.01,-65456.65
1968-07-11,1968-11-12,103.67,105.28,6385.0,1767609.72,0.11305,0.00107,721.82,72182.42,-72221.05
1968-11-12,1969-03-10,105.28,99.47,47057.0,1973938.75,0.01495,0.07827,703.5,70350.22,297261.42
1969-03-10,1969-07-10,99.47,97.04,14365.0,1939605.67,0.05459,0.06885,784.19,78418.54,19700.3
1969-07-10,1969-11-10,97.04,99.23,7250.0,1906244.9,0.10642,0.00494,771.54,77154.5,-74344.54
1969-11-10,1970-01-19,99.23,90.72,17953.0,2502337.24,0.04226,0.45815,758.69,75869.38,745888.63
1970-01-19,1970-05-11,90.72,79.72,7275.0,2867794.23,0.13643,1.05795,992.53,99252.82,669413.27
1970-05-11,1970-09-10,79.72,82.98,3423.0,2866109.77,0.33254,0.07187,1138.28,113828.44,-90365.62
1970-09-10,1971-01-11,82.98,92.67,3477.0,3070789.93,0.32797,0.00142,1140.35,114035.17,-114681.78
1971-01-11,1971-05-10,92.67,103.15,9030.0,3278640.15,0.13534,7e-05,1222.12,122212.02,-123370.93
1971-05-10,1971-08-09,103.15,94.55,36712.0,4222168.54,0.03554,0.36129,1304.74,130474.45,1194588.66
1971-08-09,1971-12-10,94.55,97.69,13448.0,4311017.17,0.12456,0.11856,1675.08,167508.29,-9743.88
1971-12-10,1972-04-10,97.69,110.54,3555.0,4680901.76,0.48239,7e-05,1714.9,171489.64,-173179.66
1972-04-10,1972-08-10,110.54,111.68,34289.0,4581443.93,0.05433,0.01295,1862.92,186292.14,-143750.8
1972-08-10,1972-12-11,111.68,119.78,25539.0,4717755.47,0.07139,0.00141,1823.23,182322.92,-180545.15
1972-12-11,1973-04-03,119.78,110.35,25927.0,6224364.16,0.07242,0.78475,1877.63,187763.33,1844980.36
1973-04-03,1973-08-10,110.35,106.03,6539.0,5882860.1,0.37758,0.28858,2469.0,246899.56,-60666.1
1973-08-10,1973-12-10,106.03,98.58,5935.0,6243352.26,0.39432,1.66,2340.29,234028.92,748840.79
1973-12-10,1974-03-11,98.58,99.4,4782.0,6030580.12,0.51875,0.02352,2480.66,248066.25,-239299.65
1974-03-11,1974-07-10,99.4,82.22,3881.0,5897886.58,0.61833,2.84099,2399.74,239973.87,860214.61
1974-07-10,1974-09-04,82.22,69.85,11959.0,7252075.3,0.19591,2.04341,2342.89,234288.77,2207082.36
