Date,Volatility
1950-02-17,10.07018576784312
1950-02-20,9.661155787472365
1950-02-21,9.929855080194887
1950-02-23,9.92905865995945
1950-02-24,9.815331993058711
1950-02-27,9.789164043327132
1950-02-28,9.805106038238547
1950-03-01,7.90684304590987
1950-03-02,7.795495879027419
1950-03-03,7.775340152519061
1950-03-06,7.47828876930849
1950-03-07,7.507607480042519
1950-03-08,7.51117062487769
1950-03-09,7.827674069452176
1950-03-10,7.832755709342183
1950-03-13,8.041629422013436
1950-03-14,7.7293529070065965
1950-03-15,7.7252091111637196
1950-03-16,7.8605018781945715
1950-03-17,7.825921636533659
1950-03-20,7.832595354161333
1950-03-21,7.88069748907904
1950-03-22,7.34117956767077
1950-03-23,7.285659075398962
1950-03-24,7.438322025367265
1950-03-27,7.249688637438981
1950-03-28,7.232955225087373
1950-03-29,7.382498523644393
1950-03-30,7.410184359960459
1950-03-31,6.883573483832355
1950-04-03,7.322537665565982
1950-04-04,7.205308761511478
1950-04-05,7.755688732430288
1950-04-06,7.7303722546349345
1950-04-10,7.772616988149784
1950-04-11,8.062503589828438
1950-04-12,8.058556359534478
1950-04-13,8.277657027819036
1950-04-14,8.625845723397846
1950-04-17,8.628931649499625
1950-04-18,8.640603336371758
1950-04-19,8.774789252980417
1950-04-20,9.014647587095995
1950-04-21,8.678873907971768
1950-04-24,8.975487368364197
1950-04-25,8.626946388350518
1950-04-26,8.99601740665732
1950-04-27,9.004586164234894
1950-04-28,8.934001906486078
1950-05-01,8.489849464340336
1950-05-02,8.590738324633152
1950-05-03,9.361997985436767
1950-05-04,9.588312218780407
1950-05-05,9.823606797638016
1950-05-08,10.123987001739804
1950-05-09,10.200709874176223
1950-05-10,10.202408029697555
1950-05-11,9.999479413804265
1950-05-12,9.973298116438897
1950-05-15,9.794932835673999
1950-05-16,9.644235104920144
1950-05-17,9.650936648668122
1950-05-18,9.290649026091655
1950-05-19,9.318963082613868
1950-05-22,9.284587042045674
1950-05-23,9.176980951398264
