purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,profit/loss
1976-06-01,1976-10-12,100.74,102.19,60679.0,94171.21,0.00944,0.00098,-2941.34
1976-10-12,1977-02-10,102.19,101.51,52970.0,88481.94,0.0133,0.00023,-2812.32
1977-02-10,1977-06-10,101.51,98.86,64734.0,81165.44,0.001,0.00213,-2516.85
1977-06-10,1977-10-11,98.86,95.97,56544.0,73944.34,0.00299,6e-05,-2427.67
1977-10-11,1977-10-26,95.97,92.46,55344.0,67019.64,8e-05,0.00207,-2103.87
1977-10-26,1977-12-06,92.46,94.09,49706.0,64827.43,0.00038,0.00876,-1573.46
1977-12-06,1978-04-10,94.09,90.88,31057.0,59058.05,0.0222,0.00077,-1909.55
1978-04-10,1978-08-10,90.88,105.11,43524.0,64419.58,0.00069,1e-05,-1771.6
1978-08-10,1978-11-01,105.11,97.41,37186.0,83349.59,0.01197,0.363,11565.4
1978-11-01,1979-03-12,97.41,100.04,12101.0,68895.24,0.13316,0.00012,-2095.92
1979-03-12,1979-07-10,100.04,105.17,48166.0,68267.56,0.00291,0.0,-2068.16
1979-07-10,1979-10-10,105.17,106.23,50743.0,65732.67,0.00036,0.00939,-1571.79
1979-10-10,1980-02-11,106.23,119.05,31641.0,69595.23,0.02187,5e-05,-1956.41
1980-02-11,1980-03-10,119.05,107.86,41408.0,78705.87,0.01042,0.23257,7540.79
1980-03-10,1980-07-10,107.86,118.57,25720.0,72520.49,0.04057,0.00027,-2066.52
1980-07-10,1980-11-10,118.57,130.51,33953.0,76672.13,0.02407,0.00986,-1842.47
1980-11-10,1981-03-10,130.51,132.64,12230.0,74775.88,0.14724,0.0026,-2258.95
1981-03-10,1981-07-10,132.64,130.42999,44990.0,69492.04,0.00984,0.00044,-2222.91
1981-07-10,1981-08-25,130.42999,125.77,51422.0,64001.65,0.00053,0.01106,-1516.53
1981-08-25,1981-09-25,125.77,114.69,42831.0,65214.68,0.00443,0.12691,3531.94
1981-09-25,1982-01-11,114.69,120.34,30024.0,59678.65,0.01973,0.00125,-1756.84
1982-01-11,1982-03-08,120.34,111.06,33759.0,70346.14,0.013,0.27181,7385.17
1982-03-08,1982-07-12,111.06,109.62,15218.0,57914.29,0.08058,0.0021,-1804.31
1982-07-12,1982-08-17,109.62,109.04,40270.0,67162.52,0.00312,0.16102,4746.63
1982-08-17,1982-12-10,109.04,141.14999,8750.0,76071.98,0.16803,0.01776,-1664.86
1982-12-10,1983-03-10,141.14999,154.01,4272.0,80131.89,0.49306,0.00019,-2277.54
1983-03-10,1983-07-11,154.01,168.11,7957.0,84481.85,0.26209,0.00024,-2403.54
1983-07-11,1983-11-10,168.11,164.71001,42352.0,79125.29,0.01984,0.0067,-2252.51
1983-11-10,1984-03-12,164.71001,156.35001,48448.0,76676.41,0.00882,0.06257,666.08
1984-03-12,1984-07-10,156.35001,153.53,30318.0,69244.25,0.03287,0.00537,-2047.74
1984-07-10,1984-11-13,153.53,167.38001,43972.0,71249.04,0.00713,3e-05,-2072.2
1984-11-13,1985-03-11,167.38001,179.46001,46966.0,72168.23,0.00551,0.00011,-2133.62
1985-03-11,1985-07-10,179.46001,192.36999,45120.0,73182.26,0.00798,0.0,-2166.06
1985-07-10,1985-11-12,192.36999,198.66,53056.0,71226.71,0.00138,0.00082,-2153.71
1985-11-12,1986-03-10,198.66,226.98,40816.0,77195.9,0.01232,1e-05,-2136.44
1986-03-10,1986-07-10,226.98,243.44,41780.0,81507.06,0.01543,0.03495,-856.45
1986-07-10,1986-11-10,243.44,246.22,5471.0,78308.82,0.39892,0.00206,-2391.22
1986-11-10,1987-03-10,246.22,290.87,42118.0,88030.0,0.01577,0.00043,-2332.09
1987-03-10,1987-07-10,290.87,308.39999,9811.0,90468.68,0.2291,0.01969,-2448.52
1987-07-10,1987-10-19,308.39999,282.70001,9629.0,580602.28,0.24124,26.00035,247648.47
1987-10-19,1987-11-10,282.70001,243.17,1509.0,328068.99,6.52186,17.90189,17110.47
1987-11-10,1987-12-10,243.17,240.05,803.0,302306.98,11.20443,8.84626,-1927.61
1987-12-10,1988-01-11,240.05,247.51,772.0,295718.09,11.42598,0.33887,-8591.25
1988-01-11,1988-04-11,247.51,270.41,2598.0,312916.88,3.37075,6e-05,-8861.05
1988-04-11,1988-08-10,270.41,266.48999,21538.0,305646.42,0.39584,0.17289,-5663.9
1988-08-10,1988-12-12,266.48999,278.82001,29754.0,305505.01,0.26441,0.00577,-8887.57
1988-12-12,1989-04-10,278.82001,297.94,83867.0,313245.2,0.06922,0.00117,-9063.15
1989-04-10,1989-08-10,297.94,349.78,114691.0,351910.11,0.04191,3e-05,-9391.26
1989-08-10,1989-10-16,349.78,342.87,99756.0,649115.48,0.06583,1.59682,148733.44
1989-10-16,1990-02-12,342.87,333.62,9022.0,467026.0,1.5887,0.32526,-11760.76
1990-02-12,1990-06-11,333.62,361.63,32797.0,486653.16,0.3845,0.0012,-13883.09
1990-06-11,1990-08-17,361.63,332.35998,128202.0,818121.95,0.07387,1.51918,180161.63
1990-08-17,1990-12-10,332.35998,328.97,36477.0,627695.62,0.47266,0.43418,-2863.63
1990-12-10,1991-04-10,328.97,374.82999,23140.0,675492.59,0.75324,0.00452,-18251.38
1991-04-10,1991-08-12,374.82999,388.17001,45961.0,676930.5,0.40084,0.00494,-20035.96
1991-08-12,1991-12-10,388.17001,379.57001,184874.0,730311.77,0.06981,0.25953,27678.3
1991-12-10,1992-04-10,379.57001,405.12,48485.0,704540.04,0.38219,0.00196,-20375.45
1992-04-10,1992-08-10,405.12,419.42001,157829.0,701310.36,0.0939,0.00101,-20974.74
1992-08-10,1992-12-10,419.42001,435.66,289652.0,694722.71,0.03262,0.0,-21036.45
1992-12-10,1993-02-16,435.66,444.53,516010.0,675039.59,0.00039,0.00798,-16725.48
1993-02-16,1993-06-10,444.53,446.22,260180.0,644392.58,0.03736,0.00327,-19277.54
1993-06-10,1993-10-12,446.22,462.47,310489.0,634402.33,0.02218,0.0,-19306.65
1993-10-12,1994-02-10,462.47,473.13,472963.0,611065.32,0.00024,0.00061,-18745.0
1994-02-10,1994-04-04,473.13,445.66,341534.0,740512.53,0.01365,0.28733,79809.03
1994-04-04,1994-08-10,445.66,460.48001,186322.0,636073.04,0.06343,2e-05,-19268.68
1994-08-10,1994-12-12,460.48001,449.48001,437561.0,601990.22,0.00361,0.01983,-10406.76
1994-12-12,1995-04-10,449.48001,507.01001,262838.0,638519.89,0.02772,0.0,-17799.87
1995-04-10,1995-08-10,507.01001,560.63,478172.0,665588.95,6e-05,0.0,-19156.69
1995-08-10,1995-12-11,560.63,620.90002,417820.0,698136.25,0.00779,0.0,-19968.82
1995-12-11,1996-01-10,620.90002,609.45001,472245.0,760565.69,0.00435,0.12162,36490.17
1996-01-10,1996-05-10,609.45001,653.0,166421.0,724565.99,0.08675,0.00154,-20838.73
1996-05-10,1996-09-10,653.0,665.57001,154678.0,718408.18,0.10048,0.02777,-17434.64
1996-09-10,1997-01-10,665.57001,759.65002,95785.0,786790.23,0.18366,0.00084,-21343.41
1997-01-10,1997-05-12,759.65002,838.56,66037.0,877291.58,0.31739,0.28523,-4765.75
1997-05-12,1997-09-10,838.56,933.61999,7306.0,929455.41,3.48462,0.18297,-24415.85
1997-09-10,1998-01-12,933.61999,939.25,8245.0,930682.04,3.33684,1.53829,-15159.04
1998-01-12,1998-05-11,939.25,1119.13,7702.0,1060646.28,3.53536,0.00016,-27538.11
1998-05-11,1998-08-28,1119.13,1051.80005,58674.0,2178319.21,0.5023,10.34339,575068.11
1998-08-28,1998-11-10,1051.80005,1135.37,22795.0,1654274.99,2.02812,0.24013,-41669.23
1998-11-10,1999-02-10,1135.37,1226.78003,8430.0,1728327.93,5.82739,0.04166,-49111.7
1999-02-10,1999-06-10,1226.78003,1318.64001,5822.0,1813035.89,8.864,1.00795,-45971.92
1999-06-10,1999-10-12,1318.64001,1335.20996,8133.0,1812425.65,6.62575,2.32693,-35288.3
1999-10-12,2000-02-10,1335.20996,1422.09998,9129.0,1886117.15,5.8536,1.84627,-36948.92
2000-02-10,2000-05-10,1422.09998,1412.14001,19535.0,2010310.42,2.83055,5.39185,49253.0
2000-05-10,2000-08-10,1412.14001,1475.15002,3966.0,1930049.79,14.36871,0.00307,-57134.13
