purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1971-03-10,1971-07-12,100.1,101.52,14341.0,3291222.57,0.06889,0.02571,987.95,98795.15,-62912.39
1971-07-12,1971-11-10,101.52,94.84,7888.0,3176308.68,0.12452,0.24531,982.21,98221.38,94296.94
1971-11-10,1972-03-10,94.84,109.37,6078.0,3548514.07,0.15587,1e-05,947.38,94737.79,-95679.09
1972-03-10,1972-07-10,109.37,109.16,26456.0,3473129.59,0.04004,0.01483,1059.3,105929.82,-67754.88
1972-07-10,1972-11-10,109.16,115.15,16781.0,3567819.22,0.06177,0.00925,1036.56,103656.24,-89170.37
1972-11-10,1973-03-12,115.15,114.8,7807.0,3518101.1,0.13641,0.08826,1064.95,106495.29,-38655.65
1973-03-12,1973-07-10,114.8,104.2,4848.0,3840133.48,0.21654,1.5192,1049.79,104978.59,630479.78
1973-07-10,1973-10-10,104.2,111.31,3913.0,3958959.73,0.29234,3e-05,1143.93,114392.64,-115524.83
1973-10-10,1974-02-11,111.31,92.54,7824.0,6528052.66,0.15104,4.22342,1181.74,118173.7,3185048.37
1974-02-11,1974-05-10,92.54,93.57,4191.0,6308378.66,0.46251,0.01071,1938.38,193837.94,-191287.76
1974-05-10,1974-09-10,93.57,70.47,4572.0,7569283.0,0.41181,6.41987,1882.8,188279.53,2745002.23
1974-09-10,1974-12-10,70.47,68.17,4779.0,7181494.18,0.47091,0.37006,2250.48,225047.89,-50446.7
1974-12-10,1975-03-10,68.17,85.47,3191.0,8730320.5,0.67162,1e-05,2143.14,214313.94,-216453.89
1975-03-10,1975-06-10,85.47,91.21,10870.0,9032670.17,0.23973,0.00161,2605.87,260586.51,-261442.31
1975-06-10,1975-10-10,91.21,89.17,5272.0,8919908.05,0.51139,0.67644,2696.05,269604.81,84318.31
1975-10-10,1976-01-12,89.17,96.76,8796.0,9383023.01,0.30258,0.0001,2661.49,266149.37,-268722.9
1976-01-12,1976-05-10,96.76,103.51,8143.0,9749478.05,0.34394,0.02301,2800.7,280070.34,-264134.0
1976-05-10,1976-09-10,103.51,105.03,11150.0,9604088.52,0.26098,0.01227,2909.93,290992.7,-280221.58
1976-09-10,1977-01-10,105.03,105.75,43109.0,9472595.3,0.0665,0.02256,2866.75,286674.85,-192287.7
1977-01-10,1977-05-10,105.75,100.09,29037.0,9167454.99,0.09737,0.16206,2827.33,282733.27,185013.02
1977-05-10,1977-09-12,100.09,96.64,21433.0,8702513.64,0.12761,0.05755,2735.07,273506.51,-152894.67
1977-09-12,1978-01-10,96.64,91.29,35987.0,8593334.36,0.07217,0.17144,2597.18,259718.18,354645.77
1978-01-10,1978-05-10,91.29,96.69,18986.0,8861700.58,0.13501,0.02483,2563.3,256329.99,-211751.05
1978-05-10,1978-09-11,96.69,108.05,12965.0,9602205.54,0.20401,0.00125,2644.99,264498.97,-265523.33
1978-09-11,1979-01-10,108.05,99.75,28800.0,10074799.69,0.09952,0.50929,2866.18,286617.6,1177271.42
1979-01-10,1979-05-10,99.75,99.63,10937.0,9754426.13,0.27456,0.0277,3002.86,300286.27,-272993.64
1979-05-10,1979-09-10,99.63,108.71,40937.0,10320617.58,0.07112,0.00054,2911.44,291143.94,-291844.79
1979-09-10,1980-01-10,108.71,110.86,83287.0,10494055.61,0.03699,0.03458,3080.79,308078.61,-23152.96
1980-01-10,1980-05-12,110.86,105.48,25510.0,12565799.34,0.12276,1.11924,3131.61,313160.76,2538888.87
1980-05-12,1980-08-11,105.48,125.31,8752.0,14392296.28,0.42755,0.0,3741.92,374191.76,-377933.68
1980-08-11,1980-12-10,125.31,131.99,21366.0,15119518.71,0.20107,0.19546,4296.06,429606.16,-16282.39
1980-12-10,1981-03-10,131.99,132.64,17598.0,14740112.75,0.25639,0.00376,4511.95,451195.12,-449090.22
1981-03-10,1981-07-10,132.64,130.42999,29462.0,14137626.88,0.14934,0.02841,4399.86,439985.51,-360683.83
1981-07-10,1981-11-10,130.42999,124.69,99767.0,17741903.9,0.0423,0.46027,4220.14,422014.41,4165741.16
1981-11-10,1982-02-10,124.69,115.62,36491.0,16446911.36,0.14475,0.15996,5282.07,528207.22,50220.74
1982-02-10,1982-06-10,115.62,109.7,17107.0,15270592.11,0.28688,0.0814,4907.66,490765.62,-356422.3
1982-06-10,1982-10-12,109.7,135.85001,86524.0,19253708.64,0.05268,0.10508,4558.08,455808.43,448827.68
1982-10-12,1983-01-10,135.85001,147.25,6898.0,20243314.49,0.83274,0.02136,5744.24,574424.05,-565434.16
1983-01-10,1983-04-11,147.25,155.14,9644.0,20681026.2,0.62651,0.00121,6042.06,604206.24,-609081.38
1983-04-11,1983-08-10,155.14,161.77,14432.0,21128901.62,0.42774,0.1504,6173.14,617314.37,-406430.23
1983-08-10,1983-12-12,161.77,165.61999,11292.0,20988284.04,0.55845,0.01135,6306.02,630601.74,-624091.34
1983-12-12,1984-04-10,165.61999,156.57001,90325.0,22680399.32,0.06936,0.37726,6264.94,626494.2,2774841.81
1984-04-10,1984-08-10,156.57001,168.59,24801.0,23850997.02,0.27256,0.09375,6759.76,675976.06,-450226.44
1984-08-10,1984-11-13,168.59,167.38001,38120.0,22970152.91,0.18674,0.00225,7118.53,711852.88,-710394.41
1984-11-13,1985-03-11,167.38001,179.46001,46162.0,23938938.88,0.14853,0.01252,6856.44,685644.19,-634705.8
1985-03-11,1985-07-10,179.46001,192.36999,38305.0,24899993.51,0.18654,0.00441,7145.41,714541.47,-704794.38
1985-07-10,1985-11-12,192.36999,198.66,65325.0,25221289.62,0.11378,0.04343,7432.68,743267.85,-466994.05
1985-11-12,1986-03-10,198.66,226.98,29095.0,27953140.62,0.25872,0.00321,7527.46,752745.84,-750933.8
1986-03-10,1986-07-10,226.98,243.44,25439.0,29725114.53,0.32799,0.25377,8343.74,834373.76,-197152.0
1986-07-10,1986-11-10,243.44,246.22,5813.0,29208060.71,1.52589,0.09163,8870.0,886999.86,-842605.34
1986-11-10,1987-03-10,246.22,290.87,24178.0,33510014.49,0.36059,0.01989,8718.35,871834.5,-832462.81
1987-03-10,1987-07-10,290.87,308.39999,7937.0,34629491.57,1.26014,0.21599,10001.73,1000173.12,-838743.58
1987-07-10,1987-11-10,308.39999,243.17,7995.0,68338599.32,1.29283,51.83759,10336.18,1033617.58,40400199.44
1987-11-10,1987-12-10,243.17,240.05,1601.0,66358919.55,12.66269,10.10959,20272.97,2027296.67,-429024.28
1987-12-10,1988-01-11,240.05,247.51,1539.0,66453267.7,12.86054,0.66402,19792.37,1979237.11,-1896836.8
1988-01-11,1988-04-11,247.51,270.41,4076.0,70407671.21,4.86567,0.00252,19832.47,1983247.09,-2002052.41
1988-04-11,1988-08-10,270.41,266.48999,13336.0,68361987.21,1.57591,0.79599,21016.34,2101633.58,-1061117.65
1988-08-10,1988-12-12,266.48999,278.82001,16644.0,69549845.93,1.22577,0.11261,20401.72,2040171.59,-1873145.22
1988-12-12,1989-04-10,278.82001,297.94,32705.0,72235359.84,0.63476,0.04906,20759.83,2075982.58,-1936291.68
1989-04-10,1989-08-10,297.94,349.78,41148.0,82267998.63,0.524,0.00612,21561.55,2156155.2,-2152534.17
1989-08-10,1989-12-11,349.78,348.73999,33319.0,81139505.26,0.73701,0.47279,24556.44,2455643.62,-904911.06
1989-12-11,1990-04-10,348.73999,342.41,23477.0,77974108.84,1.03141,0.3024,24214.41,2421441.26,-1735711.19
1990-04-10,1990-08-10,342.41,339.89999,47303.0,79544619.93,0.492,0.9378,23273.08,2327307.6,2085494.66
1990-08-10,1990-12-10,339.89999,328.97,14394.0,77509452.15,1.64857,1.98446,23729.52,2372951.66,459750.55
1990-12-10,1991-03-11,328.97,375.10001,30052.0,85699077.84,0.76959,0.00299,23127.72,2312771.87,-2326914.04
1991-03-11,1991-06-10,375.10001,379.75,26651.0,84199979.37,0.95984,0.02052,25580.7,2558069.58,-2528962.43
1991-06-10,1991-10-10,379.75,380.54999,19592.0,83018205.79,1.2828,0.59921,25132.62,2513261.76,-1364422.15
1991-10-10,1992-02-10,380.54999,413.76999,17631.0,87749598.66,1.40531,0.11945,24777.02,2477702.06,-2291876.79
1992-02-10,1992-06-10,413.76999,410.10001,15744.0,84861563.17,1.66357,0.32256,26191.25,2619124.61,-2137477.39
1992-06-10,1992-10-13,410.10001,410.64002,34398.0,83703300.72,0.73637,0.3725,25329.66,2532965.53,-1276969.69
1992-10-13,1993-02-10,410.64002,446.37,23398.0,88244103.46,1.06765,0.00335,24980.87,2498087.47,-2515230.01
1993-02-10,1993-06-10,446.37,446.22,83825.0,87343228.18,0.31424,0.21109,26341.17,2634116.8,-890996.05
1993-06-10,1993-10-12,446.22,462.47,39494.0,87819374.39,0.66001,0.00832,26066.43,2606643.49,-2599850.92
1993-10-12,1994-02-10,462.47,473.13,135598.0,88389553.24,0.19332,0.0915,26213.81,2621380.54,-1406872.65
1994-02-10,1994-06-10,473.13,459.48001,45886.0,84667433.65,0.5749,0.30648,26379.86,2637986.14,-1258051.87
1994-06-10,1994-10-11,459.48001,466.34,55926.0,84398552.13,0.45183,0.18836,25269.04,2526904.46,-1498751.36
1994-10-11,1995-02-10,466.34,481.95999,32851.0,84598205.75,0.76678,0.00205,25189.49,2518948.98,-2537404.01
1995-02-10,1995-06-12,481.95999,532.53998,507540.0,91004034.23,0.04975,0.00671,25250.12,2525011.5,-2209702.28
1995-06-12,1995-10-10,532.53998,578.37,51034.0,95857965.35,0.53226,0.0002,27163.36,2716335.68,-2742478.36
1995-10-10,1996-02-12,578.37,662.95001,399948.0,107681675.39,0.07154,0.02758,28612.28,2861227.99,-1786783.69
1996-02-12,1996-06-10,662.95001,673.60998,15868.0,106407747.06,2.02544,0.1838,32139.68,3213968.19,-2954454.03
1996-06-10,1996-10-10,673.60998,696.82001,39653.0,107064661.08,0.80098,0.0761,31761.26,3176125.99,-2906127.92
1996-10-10,1997-02-10,696.82001,793.46002,49235.0,118630533.39,0.64909,0.07818,31957.95,3195794.62,-2842833.34
1997-02-10,1997-06-10,793.46002,870.04999,11710.0,126859183.94,3.02369,0.58651,35407.41,3540740.99,-2889345.19
1997-06-10,1997-10-10,870.04999,970.61999,6990.0,137961433.54,5.41703,0.99284,37865.04,3786503.97,-3130373.85
1997-10-10,1998-01-12,970.61999,939.25,14833.0,131257795.87,2.77611,1.18355,41178.04,4117803.96,-2403422.29
1998-01-12,1998-04-13,939.25,1110.75,13586.0,150539228.94,2.88347,0.0,39174.82,3917482.34,-3956657.16
1998-04-13,1998-08-10,1110.75,1092.81995,21670.0,160519572.84,2.0736,7.70392,44934.91,4493491.2,12155968.53
1998-08-10,1998-11-10,1092.81995,1135.37,12372.0,163682901.6,3.86869,1.68694,47863.43,4786343.27,-2747124.53
1998-11-10,1999-02-10,1135.37,1226.78003,4448.0,171643420.64,10.98076,0.25767,48842.42,4884242.05,-4818472.85
1999-02-10,1999-05-10,1226.78003,1352.01001,7648.0,183572030.4,6.69876,0.12165,51232.12,5123211.65,-5081405.85
1999-05-10,1999-08-10,1352.01001,1298.62,8787.0,172010228.47,6.23567,1.10934,54792.83,5479283.23,-4559299.0
1999-08-10,1999-12-10,1298.62,1421.57996,6130.0,184028356.9,8.37516,2.26008,51339.73,5133973.08,-3799883.77
1999-12-10,2000-03-10,1421.57996,1413.45996,12052.0,180865862.04,4.55749,2.79061,54926.87,5492686.95,-2184370.65
2000-03-10,2000-06-12,1413.45996,1462.93005,5848.0,184142194.2,9.22899,4.40013,53971.13,5397113.35,-2877888.46
2000-06-12,2000-09-11,1462.93005,1506.76001,2629.0,183946473.35,20.90126,0.02532,54949.41,5494941.25,-5543234.04
2000-09-11,2001-01-10,1506.76001,1313.76001,10297.0,228495490.96,5.33199,70.12092,54903.5,5490350.1,66658257.72
2001-01-10,2001-04-10,1313.76001,1173.92004,3677.0,207347356.47,18.48955,26.95159,67986.08,6798607.54,3043506.03
2001-04-10,2001-07-10,1173.92004,1203.43005,3198.0,206181025.8,19.33893,0.31617,61845.9,6184589.81,-6145324.55
2001-07-10,2001-10-10,1203.43005,1081.62,17393.0,212070894.92,3.53839,18.4018,61543.22,6154321.73,25790385.79
2001-10-10,2002-01-10,1081.62,1159.93005,4782.0,220226264.12,13.21628,0.01918,63200.25,6320025.1,-6374053.47
2002-01-10,2002-05-10,1159.93005,1075.43005,7496.0,212406985.19,8.76892,18.96455,65731.82,6573182.43,7576912.43
2002-05-10,2002-08-12,1075.43005,908.64002,13353.0,243616569.74,4.74502,51.65137,63360.25,6336025.21,62570688.9
2002-08-12,2002-09-10,908.64002,909.89002,5903.0,240158922.19,12.2829,7.26366,72505.96,7250595.87,-3035363.33
2002-09-10,2002-10-10,909.89002,806.51001,5061.0,215330594.84,14.16146,17.37822,71671.15,7167114.91,1556331.09
2002-10-10,2003-01-10,806.51001,932.89002,3767.0,241521018.36,17.05448,0.07932,64244.23,6424422.62,-6458787.0
2003-01-10,2003-04-10,932.89002,871.78003,8810.0,226188441.24,8.18307,8.17338,72092.85,7209284.67,-80629.74
2003-04-10,2003-07-10,871.78003,1002.21002,6835.0,252145883.77,9.87446,0.00516,67491.93,6749193.41,-6813158.48
2003-07-10,2003-10-10,1002.21002,1040.83997,22016.0,254069280.53,3.41865,0.03463,75265.0,7526499.84,-7525523.43
2003-10-10,2004-02-10,1040.83997,1147.02002,10203.0,271650766.29,7.43302,0.07941,75839.1,7583910.31,-7578727.38
2004-02-10,2004-06-10,1147.02002,1136.46997,23800.0,266940802.03,3.40697,2.44509,81085.89,8108588.6,-2370360.29
2004-06-10,2004-10-12,1136.46997,1124.39001,15559.0,257817050.4,5.11983,1.07897,79659.43,7965943.5,-6366833.5
2004-10-12,2005-02-10,1124.39001,1198.75,27933.0,266894190.87,2.75489,0.10754,76952.34,7695234.24,-7471795.09
2005-02-10,2005-06-10,1198.75,1202.79004,38328.0,267565544.53,2.07853,2.02047,79665.9,7966589.78,-302198.27
2005-06-10,2005-10-11,1202.79004,1193.09998,15329.0,258497325.9,5.2085,0.72595,79841.1,7984109.65,-6951142.0
2005-10-11,2006-02-10,1193.09998,1269.89001,39139.0,267325972.55,1.97134,0.11896,77156.28,7715627.63,-7327186.36
2006-02-10,2006-06-12,1269.89001,1255.21997,40219.0,265318230.06,1.98402,2.22137,79795.3,7979530.04,874802.66
2006-06-12,2006-10-10,1255.21997,1354.22998,18332.0,277583175.78,4.31865,0.01222,79169.49,7916949.18,-7973716.97
2006-10-10,2007-02-12,1354.22998,1439.10999,97756.0,286223557.03,0.8476,0.0108,82857.99,8285798.56,-8263080.07
2007-02-12,2007-06-11,1439.10999,1515.53003,154517.0,296042205.87,0.55293,0.23563,85437.08,8543708.48,-4988261.49
2007-06-11,2007-10-10,1515.53003,1565.42004,32096.0,313526672.13,2.75284,5.23099,88355.15,8835515.26,7865515.09
2007-10-10,2008-01-10,1565.42004,1429.08997,20612.0,306422884.17,4.53795,13.90157,93536.23,9353622.54,19206757.31
2008-01-10,2008-04-10,1429.08997,1367.23999,8104.0,292007671.36,11.27502,9.68895,91372.76,9137276.21,-1376723.89
2008-04-10,2008-07-10,1367.23999,1257.65002,5326.0,264090776.23,16.36053,6.71865,87136.18,8713618.28,-5222401.47
2008-07-10,2008-10-10,1257.65002,936.35998,13984.0,387302652.04,5.63616,139.19709,78816.06,7881606.14,186692788.45
2008-10-10,2008-11-10,936.35998,951.95001,4857.0,397880456.76,23.68036,37.21846,115015.51,11501550.85,6460439.66
2008-11-10,2008-12-10,951.95001,908.27002,1932.0,378519893.61,61.42808,53.59626,118679.05,11867905.06,-1631786.67
2008-12-10,2009-01-12,908.27002,890.40002,1973.0,364707207.29,57.24015,24.40928,112934.82,11293481.6,-6590465.47
2009-01-12,2009-02-10,890.40002,868.04999,3452.0,347656271.9,31.53096,8.10996,108844.87,10884487.39,-8193774.07
2009-02-10,2009-03-10,868.04999,719.59998,9921.0,322994907.33,10.45832,43.38194,103756.99,10375699.27,32559766.41
2009-03-10,2009-04-13,719.59998,864.31,6782.0,376488442.34,14.19602,1.16738,96277.41,9627740.76,-8932301.06
2009-04-13,2009-05-11,864.31,922.98999,6340.0,391370510.6,17.72293,2.2137,112363.38,11236337.62,-9945215.2
2009-05-11,2009-08-10,922.98999,1010.11999,4200.0,415527556.41,27.80901,0.24002,116797.84,11679784.2,-11695773.64
2009-08-10,2009-11-10,1010.11999,1096.42004,16462.0,437773020.48,7.53459,0.18435,124034.42,12403442.06,-12223999.51
2009-11-10,2010-02-10,1096.42004,1073.67004,19856.0,417892217.49,6.58085,1.04109,130669.36,13066935.76,-11130416.82
2010-02-10,2010-05-10,1073.67004,1163.84998,33797.0,440293368.0,3.69062,0.27463,124731.88,12473188.41,-11669753.28
2010-05-10,2010-08-10,1163.84998,1127.16003,16644.0,419412142.85,7.89583,3.46118,131418.19,13141819.45,-7512449.65
2010-08-10,2010-11-10,1127.16003,1218.75,15813.0,439815941.98,7.91573,0.00336,125171.44,12517143.85,-12637002.12
2010-11-10,2011-03-10,1218.75,1315.71997,16370.0,462591129.31,8.01969,1.24122,131282.33,13128232.53,-11227637.72
2011-03-10,2011-07-11,1315.71997,1343.31006,12477.0,464431513.54,11.06591,5.03706,138069.36,13806935.91,-7660265.51
2011-07-11,2011-11-10,1343.31006,1246.21997,8951.0,474952599.18,15.48448,63.134,138601.58,13860158.05,42512483.77
2011-11-10,2012-02-10,1246.21997,1351.20996,5246.0,498847338.09,26.98857,0.00354,141582.04,14158203.82,-14297928.78
2012-02-10,2012-06-11,1351.20996,1335.52002,15742.0,490898382.44,9.45871,7.95992,148899.01,14889901.28,-2508294.23
2012-06-11,2012-10-10,1335.52002,1442.52002,9578.0,514425187.79,15.29416,0.2514,146487.46,14648746.45,-14554442.99
2012-10-10,2013-02-11,1442.52002,1518.31006,28960.0,528615417.13,5.30228,1.17383,153554.03,15355402.88,-12109545.23
2013-02-11,2013-06-10,1518.31006,1648.68994,17057.0,559107459.46,9.25003,1.38032,157777.76,15777776.17,-13581142.11
2013-06-10,2013-10-10,1648.68994,1692.56006,11954.0,559662778.95,13.95966,2.43462,166873.78,16687377.56,-13943906.6
2013-10-10,2014-02-10,1692.56006,1799.93994,16064.0,580330190.79,10.39894,1.89083,167048.57,16704857.22,-13834476.47
2014-02-10,2014-06-10,1799.93994,1950.85999,11859.0,610115882.79,14.60643,0.04286,173217.65,17321765.34,-17444155.31
2014-06-10,2014-10-10,1950.85999,1936.97998,63928.0,622392932.36,2.84881,5.39122,182118.73,18211872.57,16070999.92
2014-10-10,2015-02-10,1936.97998,2070.86011,15323.0,653927991.93,12.11717,5.7243,185671.4,18567139.59,-9981466.1
2015-02-10,2015-05-11,2070.86011,2117.68994,23454.0,648665227.13,8.32138,0.04665,195169.65,19516964.65,-19602721.39
2015-05-11,2015-09-10,2117.68994,1965.29004,17239.0,693818342.88,11.23175,63.12302,193624.14,19362413.82,89261736.21
2015-09-10,2015-12-10,1965.29004,2067.6499,9622.0,706907142.4,21.48969,0.06197,206773.8,20677379.72,-20824525.98
2015-12-10,2016-04-11,2067.6499,2062.92993,11947.0,693439344.92,17.66109,7.72724,210997.04,21099704.22,-12078967.64
2016-04-11,2016-08-10,2062.92993,2183.40991,11483.0,716325899.37,18.02263,3.8949,206953.86,20695386.03,-16429826.22
2016-08-10,2016-12-12,2183.40991,2264.03003,9993.0,720972210.63,21.39516,0.53876,213801.83,21380183.39,-21055602.35
2016-12-12,2017-04-10,2264.03003,2366.37012,42365.0,731220067.02,5.07975,0.06856,215203.61,21520360.88,-21445110.04
2017-04-10,2017-08-10,2366.37012,2465.37988,109202.0,740645892.47,1.99874,0.15517,218266.41,21826640.55,-20350419.52
2017-08-10,2017-12-11,2465.37988,2660.33008,80982.0,775232520.54,2.72996,0.00484,221077.62,22107762.07,-22289644.4
2017-12-11,2018-04-10,2660.33008,2665.44995,204876.0,1308402283.16,1.1295,26.82123,231407.44,23140744.2,526130480.11
2018-04-10,2018-07-10,2665.44995,2795.58008,23630.0,1325114468.23,16.45826,0.00139,388908.68,38890868.38,-39276492.49
2018-07-10,2018-11-13,2795.58008,2754.6001,66603.0,1453528753.58,5.93883,27.80402,395543.89,39554389.45,145233181.07
2018-11-13,2019-02-11,2754.6001,2718.05005,31831.0,1415676797.08,13.61303,8.19046,433316.36,43331635.79,-17693898.93
2019-02-11,2019-05-10,2718.05005,2891.31006,17090.0,1460448174.05,24.72155,0.00076,422491.29,42249128.95,-42670321.4
