purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1988-06-10,1988-09-12,273.20999,267.64002,1141.0,94376.66,0.02615,0.00034,29.84,2983.72,-2974.76
1988-09-12,1989-01-10,267.64002,281.57999,171.0,96316.91,0.16423,0.00091,28.08,2808.33,-2820.85
1989-01-10,1989-05-10,281.57999,306.25,916.0,101592.75,0.03137,0.00022,28.73,2873.49,-2882.07
1989-05-10,1989-09-11,306.25,348.76001,1231.0,112195.52,0.02462,0.00019,30.31,3030.72,-3037.64
1989-09-11,1989-10-16,348.76001,342.87,491.0,159059.49,0.06818,1.05027,33.48,3347.64,48187.14
1989-10-16,1990-01-10,342.87,349.62,302.0,156547.52,0.15628,0.0,47.2,4719.66,-4766.86
1990-01-10,1990-01-25,349.62,332.32999,1066.0,191936.01,0.0438,0.44221,46.69,4669.08,42423.82
1990-01-25,1990-05-10,332.32999,344.98001,278.0,192574.38,0.20492,0.00088,56.97,5696.78,-5729.28
1990-05-10,1990-08-17,344.98001,332.35998,2482.0,245931.9,0.02315,0.26326,57.46,5745.83,59537.84
1990-08-17,1990-09-25,332.35998,308.26999,2696.0,306767.39,0.02715,0.31727,73.2,7319.64,78143.15
1990-09-25,1990-12-10,308.26999,328.97,656.0,316126.19,0.13909,7e-05,91.24,9124.3,-9210.95
1990-12-10,1991-03-11,328.97,375.10001,1631.0,349534.41,0.05785,1e-05,94.35,9435.33,-9528.05
1991-03-11,1991-06-10,375.10001,379.75,1359.0,343198.84,0.07675,3e-05,104.3,10430.32,-10530.55
1991-06-10,1991-10-10,379.75,380.54999,634.0,335765.76,0.16141,0.03444,102.33,10233.39,-8152.23
1991-10-10,1992-02-10,380.54999,413.76999,568.0,354266.26,0.17618,0.00381,100.07,10007.02,-9890.69
1992-02-10,1992-06-10,413.76999,410.10001,507.0,340981.79,0.20829,0.00834,105.6,10560.3,-10243.06
1992-06-10,1992-10-13,410.10001,410.64002,1983.0,333391.15,0.0513,0.01124,101.73,10172.79,-8045.63
1992-10-13,1993-02-10,410.64002,446.37,1108.0,351450.67,0.0898,1e-05,99.5,9949.84,-10048.23
1993-02-10,1993-04-02,446.37,450.28,11337.0,460075.5,0.00925,0.10151,104.87,10486.72,104490.29
1993-04-02,1993-08-10,450.28,450.70999,801.0,445159.56,0.17096,0.00026,136.94,13693.9,-13810.01
1993-08-10,1993-12-10,450.70999,464.87,8521.0,445324.25,0.01559,3e-05,132.84,13284.24,-13391.52
1993-12-10,1994-04-05,464.87,448.29001,30306.0,553420.68,0.00439,0.04473,133.04,13304.33,122121.36
1994-04-05,1994-08-10,448.29001,460.48001,2189.0,549539.59,0.07525,7e-05,164.72,16472.22,-16621.62
1994-08-10,1994-12-12,460.48001,449.48001,13461.0,535694.67,0.01219,0.01136,164.09,16408.96,-1281.35
1994-12-12,1995-04-10,449.48001,507.01001,3932.0,585919.96,0.04065,0.0,159.84,15983.58,-16143.42
1995-04-10,1995-08-10,507.01001,560.63,105002.0,628566.21,0.00167,2e-05,175.35,17535.33,-17500.68
1995-08-10,1995-12-11,560.63,620.90002,9113.0,675161.5,0.02059,1e-05,187.64,18763.67,-18942.19
1995-12-11,1996-04-10,620.90002,642.78003,12632.0,764525.11,0.01595,0.06789,201.48,20148.04,65409.13
1996-04-10,1996-08-12,642.78003,665.77002,406.0,769433.82,0.56097,0.05826,227.75,22775.38,-20637.78
1996-08-12,1996-12-10,665.77002,753.42999,430.0,844488.58,0.53311,1e-05,229.24,22923.73,-23152.54
1996-12-10,1997-04-10,753.42999,763.72998,8283.0,943721.45,0.03043,0.1356,252.05,25205.17,86860.26
1997-04-10,1997-08-11,763.72998,938.5,408.0,1123271.58,0.68851,0.0024,280.91,28091.21,-28274.2
1997-08-11,1997-12-10,938.5,975.78003,292.0,1268263.68,1.14591,4.59275,334.61,33460.57,100313.12
1997-12-10,1998-03-10,975.78003,1064.58997,105.0,1340645.9,3.59051,0.0,377.0,37700.36,-38077.36
1998-03-10,1998-07-10,1064.58997,1166.93005,702.0,1426795.66,0.56987,0.0208,400.05,40004.87,-38944.76
1998-07-10,1998-08-28,1166.93005,1051.80005,506.0,1775445.2,0.84067,10.32985,425.38,42537.9,479727.13
1998-08-28,1998-09-10,1051.80005,1006.20001,892.0,2275699.79,0.5919,7.03515,527.97,52797.48,574209.93
1998-09-10,1998-12-10,1006.20001,1183.77002,108.0,2588458.07,6.26706,2e-05,676.84,67684.25,-68360.87
1998-12-10,1999-03-10,1183.77002,1287.02002,1675.0,2730793.45,0.46106,0.00705,772.28,77227.55,-76818.96
1999-03-10,1999-06-10,1287.02002,1318.64001,682.0,2714705.89,1.19406,0.01237,814.35,81434.89,-81405.61
1999-06-10,1999-09-10,1318.64001,1357.62,1379.0,2711728.74,0.58744,0.00549,810.08,81007.98,-81060.98
1999-09-10,1999-12-10,1357.62,1421.57996,1891.0,2754675.67,0.4279,0.00264,809.16,80915.89,-81225.83
1999-12-10,2000-03-10,1421.57996,1413.45996,1986.0,2684034.52,0.41398,0.13644,822.16,82216.43,-55941.6
2000-03-10,2000-06-12,1413.45996,1462.93005,547.0,2718389.45,1.462,0.43444,799.71,79971.4,-57007.24
2000-06-12,2000-09-11,1462.93005,1506.76001,147.0,2715650.86,5.51,2e-05,809.97,80997.0,-81806.68
2000-09-11,2000-10-18,1506.76001,1356.65002,1234.0,3300110.48,0.65665,7.4478,810.31,81030.61,837217.6
2000-10-18,2001-01-10,1356.65002,1313.76001,4156.0,3621738.74,0.23633,1.26639,982.19,98218.75,427110.75
2001-01-10,2001-04-10,1313.76001,1173.92004,230.0,3257145.16,4.69056,5.29332,1078.83,107882.88,12784.65
2001-04-10,2001-07-10,1173.92004,1203.43005,181.0,3237920.63,5.35442,0.00308,969.15,96915.0,-97828.4
2001-07-10,2001-09-19,1203.43005,1038.91003,3478.0,3734129.19,0.27783,2.91142,966.29,96629.27,914996.31
2001-09-19,2001-12-10,1038.91003,1158.31006,1838.0,4025422.41,0.60455,0.00015,1111.16,111116.29,-112199.88
2001-12-10,2002-03-11,1158.31006,1173.03003,2459.0,3960652.05,0.48854,0.02644,1201.32,120131.99,-114831.71
2002-03-11,2002-06-10,1173.03003,1038.18005,1637.0,3612476.68,0.72181,1.28426,1181.6,118160.3,90891.46
2002-06-10,2002-07-19,1038.18005,881.56,1156.0,4172569.87,0.93192,10.26745,1077.3,107729.95,1078109.97
2002-07-19,2002-10-10,881.56,806.51001,636.0,3917340.5,1.95152,3.53483,1241.17,124116.67,99457.35
2002-10-10,2003-01-10,806.51001,932.89002,222.0,4392475.74,5.25523,0.00143,1166.66,116666.11,-117801.02
2003-01-10,2003-04-10,932.89002,871.78003,934.0,4062569.03,1.40372,0.86046,1311.07,131107.45,-52051.55
2003-04-10,2003-07-10,871.78003,1002.21002,598.0,4529177.19,2.02619,1e-05,1211.66,121166.16,-122377.22
2003-07-10,2003-10-10,1002.21002,1040.83997,5039.0,4562338.99,0.26828,5e-05,1351.86,135186.29,-136512.96
2003-10-10,2004-02-10,1040.83997,1147.02002,1180.0,4876764.69,1.15334,0.0008,1360.94,136094.12,-137360.66
2004-02-10,2004-06-10,1147.02002,1136.46997,5439.0,4759281.9,0.26761,0.13208,1455.53,145553.08,-75170.3
2004-06-10,2004-10-12,1136.46997,1124.39001,2345.0,4572738.19,0.60548,0.02552,1419.85,141985.06,-137420.47
2004-10-12,2005-02-10,1124.39001,1198.75,6934.0,4729227.99,0.19683,0.00097,1364.82,136481.92,-137174.14
2005-02-10,2005-06-10,1198.75,1202.79004,11870.0,4730175.76,0.11893,0.10644,1411.7,141169.91,-16237.33
2005-06-10,2005-10-11,1202.79004,1193.09998,2224.0,4553143.95,0.63443,0.01341,1410.97,141097.23,-139525.82
2005-10-11,2006-02-10,1193.09998,1269.89001,11447.0,4701936.29,0.11873,0.00124,1359.1,135910.23,-135849.9
2006-02-10,2006-06-12,1269.89001,1255.21997,11806.0,4644631.51,0.11888,0.1146,1403.5,140349.73,-6456.47
2006-06-12,2006-10-10,1255.21997,1354.22998,2868.0,4859152.4,0.48319,2e-05,1385.79,138578.89,-139958.95
2006-10-10,2007-02-12,1354.22998,1439.10999,60039.0,5008539.85,0.02416,1e-05,1450.54,145054.22,-146444.73
2007-02-12,2007-02-27,1439.10999,1449.25,144731.0,8341381.67,0.01033,0.23595,1495.07,149507.12,3263925.75
2007-02-27,2007-06-11,1449.25,1515.53003,9038.0,8425788.65,0.27434,0.00423,2479.48,247948.49,-246604.9
2007-06-11,2007-07-30,1515.53003,1477.88,13098.0,10701763.54,0.19202,2.06523,2515.08,251507.8,2451015.38
2007-07-30,2007-10-10,1477.88,1565.42004,31591.0,10967283.59,0.10086,0.00093,3186.27,318626.83,-318875.13
2007-10-10,2008-01-10,1565.42004,1429.08997,9279.0,10856459.87,0.35279,1.22159,3273.54,327353.84,802885.98
2008-01-10,2008-04-10,1429.08997,1367.23999,1762.0,10235105.81,1.83699,0.96408,3236.78,323677.64,-157043.52
2008-04-10,2008-07-10,1367.23999,1257.65002,870.0,9157460.24,3.5075,0.30106,3051.52,305152.5,-282011.8
2008-07-10,2008-09-29,1257.65002,1209.06995,4671.0,12863207.58,0.58511,9.16569,2733.05,273304.88,4005255.87
2008-09-29,2008-10-10,1209.06995,936.35998,1293.0,15121959.0,2.9579,42.07952,3824.56,382456.47,5054600.91
2008-10-10,2008-11-10,936.35998,951.95001,566.0,15769800.06,7.93988,16.11822,4493.97,449397.21,458400.07
2008-11-10,2008-12-10,951.95001,908.27002,145.0,14956928.82,32.38466,25.29473,4695.78,469577.57,-107499.76
2008-12-10,2009-01-12,908.27002,890.40002,149.0,14341173.01,29.84945,8.00292,4447.57,444756.8,-329960.87
2009-01-12,2009-02-10,890.40002,868.04999,339.0,13600157.92,12.62069,1.16688,4278.41,427841.39,-392562.57
2009-02-10,2009-05-11,868.04999,922.98999,384.0,14067987.89,10.56319,1.08103,4056.26,405626.5,-368171.2
2009-05-11,2009-08-10,922.98999,1010.11999,405.0,14933840.76,10.34451,0.00491,4189.53,418952.66,-422943.33
2009-08-10,2009-11-10,1010.11999,1096.42004,3957.0,15723383.57,1.12638,0.00253,4457.09,445708.57,-449164.54
2009-11-10,2010-02-10,1096.42004,1073.67004,5743.0,14943398.51,0.81715,0.01541,4692.89,469289.25,-465132.17
2010-02-10,2010-06-10,1073.67004,1087.84998,1394.0,15994904.3,3.19851,9.29818,4458.72,445872.29,845835.28
2010-06-10,2010-09-10,1087.84998,1110.88,854.0,15831267.23,5.58527,0.02427,4769.82,476982.06,-479679.22
2010-09-10,2010-12-10,1110.88,1240.40002,5013.0,17145616.76,0.94255,0.0,4725.0,472500.31,-477225.31
2010-12-10,2011-04-11,1240.40002,1333.77002,3105.0,17910537.23,1.64792,0.09049,5116.79,511679.16,-488698.81
2011-04-11,2011-08-09,1333.77002,1172.88,2438.0,23132647.41,2.19268,31.90283,5345.75,534575.38,7237988.82
2011-08-09,2011-11-10,1172.88,1246.21997,1082.0,23804417.14,6.35556,0.50622,6876.72,687671.59,-639775.31
2011-11-10,2012-02-10,1246.21997,1351.20996,862.0,25034457.41,8.23345,0.0,7097.23,709723.39,-716820.62
2012-02-10,2012-06-11,1351.20996,1335.52002,5629.0,24505664.78,1.32734,0.88852,7471.6,747159.69,-254483.38
2012-06-11,2012-10-10,1335.52002,1442.52002,2355.0,25670177.07,3.1042,0.00351,7310.39,731039.1,-737522.88
2012-10-10,2013-02-11,1442.52002,1518.31006,17618.0,26280497.89,0.43491,0.0413,7662.24,766224.44,-701124.34
2013-02-11,2013-06-10,1518.31006,1648.68994,6749.0,27727156.3,1.16227,0.07061,7844.16,784416.02,-744605.49
2013-06-10,2013-10-10,1648.68994,1692.56006,3635.0,27650554.97,2.27677,0.11186,8276.06,827605.9,-795220.84
2013-10-10,2014-02-10,1692.56006,1799.93994,6240.0,28580889.26,1.32261,0.09506,8253.09,825308.64,-774244.29
2014-02-10,2014-06-10,1799.93994,1950.85999,3698.0,30046204.81,2.30658,0.00011,8529.73,852973.28,-861462.34
2014-06-10,2014-10-10,1950.85999,1936.97998,88723.0,31784367.52,0.10109,0.3178,8969.01,896900.81,1913747.12
2014-10-10,2015-02-10,1936.97998,2070.86011,6021.0,33309141.72,1.57426,0.62316,9478.62,947861.95,-582135.93
2015-02-10,2015-05-11,2070.86011,2117.68994,13585.0,33036172.06,0.73176,2e-05,9940.96,994095.96,-1004009.75
2015-05-11,2015-08-26,2117.68994,1943.08997,7622.0,41226798.12,1.29375,15.35958,9860.96,986096.25,10711114.67
2015-08-26,2015-11-10,1943.08997,2083.66992,8331.0,42749541.68,1.47291,0.00014,12270.81,1227081.32,-1239235.5
2015-11-10,2016-03-10,2083.66992,2005.07996,3082.0,42523666.1,4.13948,8.4211,12757.88,1275787.74,1306837.4
2016-03-10,2016-06-10,2005.07996,2109.57007,5974.0,43369292.6,2.12341,0.0,12685.25,1268525.13,-1281210.38
2016-06-10,2016-06-27,2109.57007,2031.44995,33454.0,56947411.33,0.38696,4.86495,12945.36,1294535.98,14967722.39
2016-06-27,2016-10-11,2031.44995,2161.56006,6068.0,58610393.67,2.79302,0.02776,16948.05,1694804.54,-1694907.82
2016-10-11,2017-02-10,2161.56006,2319.22998,13885.0,60996656.67,1.25994,1e-05,17494.27,1749426.69,-1766907.08
2017-02-10,2017-06-12,2319.22998,2430.37988,604486.0,62022890.83,0.03012,0.00037,18207.12,1820711.83,-1816552.97
2017-06-12,2017-10-10,2430.37988,2555.22998,224927.0,63252364.47,0.08231,8e-05,18513.74,1851374.14,-1868088.46
2017-10-10,2018-02-08,2555.22998,2685.27002,401165.0,118215714.52,0.04706,1.32635,18878.82,1887882.49,51301758.46
2018-02-08,2018-05-10,2685.27002,2726.11011,34186.0,115969047.58,1.02757,0.03406,35128.51,3512850.8,-3431541.8
2018-05-10,2018-08-10,2726.11011,2842.19995,25142.0,117276016.24,1.37679,0.0,34615.25,3461525.42,-3496140.67
2018-08-10,2018-10-23,2842.19995,2753.59009,178342.0,145820400.85,0.19629,1.97702,35006.75,3500675.12,31722888.22
2018-10-23,2018-12-18,2753.59009,2573.98999,19151.0,176745656.1,2.26734,23.19484,43421.83,4342182.83,40034833.42
2018-12-18,2019-03-11,2573.98999,2784.0,17754.0,184930077.8,2.96416,0.0,52625.7,5262569.66,-5315195.36
