Date,Equity1
1959-07-15,93954.11
1959-07-16,93679.13
1959-07-17,93361.39
1959-07-20,92957.83
1959-07-21,93733.05
1959-07-22,94032.3
1959-07-23,94126.15
1959-07-24,94090.31
1959-07-27,94644.58
1959-07-28,95101.89
1959-07-29,95539.53
1959-07-30,95358.66
1959-07-31,95334.81
1959-08-03,95642.4
1959-08-04,95464.15
1959-08-05,94976.22
1959-08-06,94876.08
1959-08-07,94295.76
1959-08-10,92539.81
1959-08-11,93741.63
1959-08-12,93489.03
1959-08-13,93298.5
1959-08-14,93504.22
1959-08-17,93323.18
1959-08-18,92600.38
1959-08-19,92170.77
1959-08-20,93568.66
1959-08-21,93440.99
1959-08-24,93142.58
1959-08-25,93259.35
1959-08-26,93369.72
1959-08-27,94083.2
1959-08-28,94084.81
1959-08-31,94040.93
1959-09-01,93096.3
1959-09-02,93156.8
1959-09-03,92472.4
1959-09-04,92863.51
1959-09-08,87083.25
1959-09-09,86644.04
1959-09-10,86324.23
1959-09-11,86875.6
1959-09-14,86431.88
1959-09-15,86096.72
1959-09-16,85967.2
1959-09-17,85635.8
1959-09-18,85441.71
1959-09-21,85462.46
1959-09-22,85127.29
1959-09-23,86005.51
1959-09-24,87592.59
1959-09-25,87544.6
1959-09-28,87902.11
1959-09-29,88260.57
1959-09-30,88135.19
1959-10-01,88118.6
1959-10-02,88404.5
1959-10-05,88271.43
1959-10-06,87146.62
1959-10-07,86597.67
1959-10-08,86476.25
1959-10-09,86653.06
1959-10-12,87005.75
1959-10-13,86824.78
1959-10-14,86305.65
1959-10-15,86416.82
1959-10-16,86614.56
1959-10-19,86281.05
1959-10-20,85953.22
1959-10-21,85836.87
1959-10-22,85490.41
1959-10-23,86056.77
1959-10-26,86508.11
1959-10-27,87149.28
1959-10-28,86968.29
1959-10-29,86908.73
1959-10-30,86854.47
1959-11-02,86680.97
1959-11-04,86256.05
1959-11-05,86281.87
1959-11-06,86640.85
1959-11-09,86449.75
1959-11-10,86377.74
1959-11-11,86365.92
1959-11-12,85959.68
1959-11-13,85535.68
1959-11-16,84838.43
1959-11-17,84746.23
1959-11-18,85637.28
1959-11-19,85482.09
1959-11-20,85415.29
1959-11-23,85575.17
1959-11-24,85966.61
1959-11-25,86094.9
1959-11-27,86474.53
1959-11-30,87345.22
1959-12-01,87974.32
1959-12-02,87824.63
1959-12-03,88019.09
1959-12-04,88198.39
1959-12-07,88362.8
1959-12-08,88932.73
1959-12-09,88379.0
1959-12-10,88453.46
1959-12-11,88242.22
1959-12-14,88481.93
1959-12-15,88271.43
1959-12-16,88375.99
1959-12-17,88210.64
1959-12-18,88630.77
1959-12-21,88735.49
1959-12-22,88630.37
1959-12-23,88360.19
1959-12-24,88420.21
1959-12-28,88390.19
1959-12-29,88870.51
1959-12-30,89575.98
1959-12-31,89756.1
1960-01-04,89786.11
1960-01-05,90506.59
1960-01-06,90116.34
1960-01-07,89455.92
1960-01-08,89170.75
1960-01-11,88075.78
1960-01-11,83296.05
1960-01-12,82797.16
1960-01-13,82340.52
1960-01-14,82758.92
1960-01-15,82729.66
1960-01-18,82039.04
1960-01-19,81221.4
1960-01-20,80959.09
1960-01-21,81146.11
1960-01-22,81369.33
1960-01-25,80640.17
1960-01-26,80728.27
1960-01-27,80471.14
1960-01-28,79725.74
1960-01-29,74181.81
1960-02-01,74649.1
1960-02-02,75831.24
1960-02-03,75207.45
1960-02-04,75120.71
1960-02-05,74748.77
1960-02-08,74004.82
1960-02-09,74705.9
1960-02-10,74294.64
1960-02-11,69683.92
1960-02-12,70018.93
1960-02-15,69704.08
1960-02-16,69245.85
1960-02-17,69610.06
1960-02-18,70661.99
1960-02-19,71186.63
1960-02-23,70881.1
1960-02-24,70689.96
1960-02-25,70842.71
1960-02-26,71013.55
1960-02-29,70949.11
1960-03-01,70829.9
1960-03-02,70354.46
1960-03-03,69792.63
1960-03-04,69577.81
1960-03-07,69331.84
1960-03-08,68924.05
1960-03-09,69619.06
1960-03-10,69470.04
1960-03-11,69809.54
1960-03-14,69902.39
1960-03-15,70256.47
1960-03-16,70384.56
1960-03-17,70298.47
1960-03-18,70331.6
1960-03-21,70357.58
1960-03-22,70411.48
1960-03-23,70915.31
1960-03-24,71141.11
1960-03-25,71002.29
