Date,Equity1
1950-03-02,9.223291874734997
1950-03-03,8.85420561964576
1950-03-06,8.79788906237205
1950-03-07,8.969505732382329
1950-03-08,8.85989826090486
1950-03-09,9.005113672318236
1950-03-10,8.967161914407132
1950-03-13,7.508176581484907
1950-03-14,7.5523286472850355
1950-03-15,7.992794365280041
1950-03-16,7.782627443299493
1950-03-17,7.814763161472722
1950-03-20,7.822680177404344
1950-03-21,7.819305401315719
1950-03-22,7.913521995324942
1950-03-23,7.832290021548913
1950-03-24,7.559770823875463
1950-03-27,7.739860642221878
1950-03-28,7.699248183886316
1950-03-29,7.336125349285318
1950-03-30,7.63524675853289
1950-03-31,7.638381209683782
1950-04-03,7.955712868348958
1950-04-04,7.920467912102151
1950-04-05,7.981446315577884
1950-04-06,8.091931376454648
1950-04-10,8.112763662373236
1950-04-11,8.230019846869897
1950-04-12,8.557122685688674
1950-04-13,8.050126044565289
1950-04-14,8.066380016714348
1950-04-17,8.081651902575532
1950-04-18,8.02030441808884
1950-04-19,8.009366037648885
1950-04-20,8.213303205096858
1950-04-21,8.208705133329573
1950-04-24,8.424901656579014
1950-04-25,8.424901656579014
1950-04-26,8.440126338023973
1950-04-27,8.524895585650146
1950-04-28,8.594670010087125
1950-05-01,9.201032689924554
1950-05-02,9.3792562305444
1950-05-03,9.339266012780367
1950-05-04,9.634497124900859
1950-05-05,9.450994905631305
1950-05-08,9.454027563413618
1950-05-09,9.463247997136664
1950-05-10,9.342157433014416
1950-05-11,8.986670115618871
1950-05-12,9.156795879761596
1950-05-15,9.156277443564305
1950-05-16,9.394347690626192
1950-05-17,9.419474287718325
1950-05-18,9.35997570511547
1950-05-19,9.440061070899203
1950-05-22,9.543879175950297
1950-05-23,9.428774587398847
1950-05-24,9.43603801323446
1950-05-25,9.289146405832279
1950-05-26,8.98281673125743
1950-05-29,8.961925748449467
1950-05-31,8.446382368299764
1950-06-01,8.46399347747457
1950-06-02,8.433784379104539
1950-06-05,8.731394944066361
1950-06-06,9.367070048326783
1950-06-07,9.199038770438717
1950-06-08,9.223711028810524
1950-06-09,9.294144971407565
1950-06-12,9.36408468375282
1950-06-13,9.538853868423292
1950-06-14,10.169901386613189
1950-06-15,10.216657746642984
1950-06-16,10.020909831519226
1950-06-19,10.071113999885599
1950-06-20,9.956347195226334
1950-06-21,10.127199319074656
1950-06-22,10.164207396231395
1950-06-23,10.145257077557984
1950-06-26,17.057379076469044
1950-06-27,16.889862614089992
1950-06-28,17.06356879159989
1950-06-29,19.222639087608737
1950-06-30,19.506289843049327
1950-07-03,19.45302509990468
1950-07-05,19.60503861450442
1950-07-06,19.664429048377052
1950-07-07,19.920616600933048
1950-07-10,19.94102063240741
1950-07-11,20.224231877284996
1950-07-12,21.08448250632506
1950-07-13,20.977612024710012
1950-07-14,21.168059613744934
1950-07-17,21.253538300778374
1950-07-18,22.06018024906925
1950-07-19,22.587513547785417
1950-07-20,22.86213256446807
1950-07-21,22.86207611309968
1950-07-24,22.89029671610837
1950-07-25,23.106124063700577
1950-07-26,23.10184472917314
1950-07-27,23.37711943249896
1950-07-28,23.581058548000694
1950-07-31,23.70055368410833
1950-08-01,23.74988170498036
1950-08-02,23.421097357386287
1950-08-03,23.41703642202704
1950-08-04,23.33600007300936
1950-08-07,23.606540881325213
1950-08-08,23.532731290986614
1950-08-09,23.580570479685274
1950-08-10,23.394353714527302
1950-08-11,23.527800011645713
1950-08-14,23.518945294553767
1950-08-15,23.521803894171672
1950-08-16,23.50281377182955
1950-08-17,23.555537211799717
1950-08-18,23.535760223695988
1950-08-21,23.538643696442374
1950-08-22,19.246678047463142
1950-08-23,19.072634398404414
1950-08-24,18.918855537892387
1950-08-25,16.703204738226837
1950-08-28,16.391857427808677
1950-08-29,16.36078751735107
1950-08-30,16.315838176819913
1950-08-31,16.275265950479927
1950-09-01,15.940658361020501
1950-09-05,15.932900713478556
1950-09-06,15.521490698439903
1950-09-07,13.828405579611285
1950-09-08,13.495917951342133
1950-09-11,13.58615126459335
1950-09-12,13.41484288305943
1950-09-13,12.649418587562852
1950-09-14,12.094686145081965
1950-09-15,11.74421411923555
1950-09-18,11.719583004572625
1950-09-19,11.597560141791885
1950-09-20,10.967208874695878
1950-09-21,11.053253629563226
1950-09-22,10.73392868454932
1950-09-25,10.564596915351311
1950-09-26,11.231797506006231
1950-09-27,11.46069960173855
1950-09-28,11.372685578608706
1950-09-29,11.373065296310632
1950-10-02,11.555796608830885
1950-10-03,11.11748231430465
1950-10-04,11.771874197126428
1950-10-05,11.811873678608974
1950-10-06,11.847950144158013
1950-10-09,11.570617253558149
1950-10-10,12.024410175108164
1950-10-11,12.034783132574404
1950-10-13,12.049259335644118
1950-10-16,12.0359307423318
1950-10-17,12.091768803807206
1950-10-18,12.140552742346413
1950-10-19,12.124028087482165
1950-10-20,12.090323161676402
1950-10-23,12.071060213553011
1950-10-24,11.51081653602846
1950-10-25,11.526625849381588
1950-10-26,12.963507258071534
1950-10-27,12.929202314212324
1950-10-30,13.148560800345225
1950-10-31,13.147088924827244
1950-11-01,13.067705446912427
1950-11-02,13.005956920787373
1950-11-03,13.051089580796726
1950-11-06,14.468338094206615
1950-11-08,14.49675929002748
1950-11-09,14.384752360894414
1950-11-10,14.233205794064178
1950-11-13,14.217222513730155
1950-11-14,14.323248779946859
1950-11-15,14.313097849486748
1950-11-16,14.35301410812248
1950-11-17,14.365967949115278
1950-11-20,14.257825634247194
1950-11-21,14.261185222740906
1950-11-22,14.639315566809161
1950-11-24,14.199977619623606
1950-11-27,13.98087072847442
1950-11-28,16.042507697024178
1950-11-29,16.226034994150485
1950-11-30,16.028390909709287
1950-12-01,16.141879842454347
1950-12-04,17.577752425327652
1950-12-05,18.06779625900953
1950-12-06,17.914713136595783
1950-12-07,17.872562363857796
1950-12-08,17.679965365046286
1950-12-11,18.141383156091045
1950-12-12,18.14739779413847
1950-12-13,18.062832263266486
1950-12-14,18.158000940045095
1950-12-15,18.115214809324183
1950-12-18,19.372514820558965
1950-12-19,19.4086833214629
1950-12-20,19.40895812604602
1950-12-21,19.350955297240255
1950-12-22,19.379841924673684
1950-12-26,18.661327224739367
1950-12-27,19.13515946961766
1950-12-28,19.017474544082955
1950-12-29,18.97565382341082
1951-01-02,19.358051918277923
1951-01-03,19.317186898685648
1951-01-04,19.369155133079595
1951-01-05,18.212175531047496
1951-01-08,18.121349487895614
1951-01-09,17.97430630800479
1951-01-10,18.26035253369703
1951-01-11,18.634696321789814
1951-01-12,18.54409224352328
1951-01-15,18.609827830422738
1951-01-16,18.57600797417655
1951-01-17,18.541506850240207
1951-01-18,18.672832184656844
1951-01-19,18.664096284133038
1951-01-22,18.569331369757034
