Date,Equity1
1976-06-01,95117.81
1976-06-02,95067.52
1976-06-03,95454.09
1976-06-04,94671.16
1976-06-07,93840.62
1976-06-08,94141.34
1976-06-09,93933.81
1976-06-10,94396.0
1976-06-11,95566.94
1976-06-14,96784.5
1976-06-15,96670.99
1976-06-16,96915.45
1976-06-17,98303.58
1976-06-18,98945.25
1976-06-21,98879.06
1976-06-22,98964.2
1976-06-23,98095.87
1976-06-24,98539.46
1976-06-25,98699.87
1976-06-28,98520.45
1976-06-29,98501.42
1976-06-30,99199.82
1976-07-01,99114.89
1976-07-02,98690.19
1976-07-06,98822.28
1976-07-07,98406.74
1976-07-08,98897.58
1976-07-09,99520.66
1976-07-12,100360.77
1976-07-13,100813.82
1976-07-14,100653.34
1976-07-15,100313.55
1976-07-16,99388.51
1976-07-19,99435.66
1976-07-20,98727.68
1976-07-21,98718.1
1976-07-22,98585.94
1976-07-23,98859.69
1976-07-26,98840.81
1976-07-27,98670.89
1976-07-28,97792.98
1976-07-29,97802.42
1976-07-30,98076.18
1976-08-02,98170.57
1976-08-03,98652.01
1976-08-04,99303.37
1976-08-05,98906.89
1976-08-06,98425.45
1976-08-09,98208.33
1976-08-10,98859.69
1976-08-11,99360.01
1976-08-12,98793.61
1976-08-13,98935.21
1976-08-16,99124.01
1976-08-17,99369.45
1976-08-18,99520.49
1976-08-19,98888.01
1976-08-20,97538.09
1976-08-23,96764.01
1976-08-24,96915.05
1976-08-25,96688.49
1976-08-26,96858.41
1976-08-27,96207.05
1976-08-30,96782.89
1976-08-31,97604.17
1976-09-01,98472.65
1976-09-02,98982.41
1976-09-03,98784.17
1976-09-07,99426.09
1976-09-08,99822.57
1976-09-09,99246.73
1976-09-10,99161.77
1976-09-13,99407.21
1976-09-14,98661.45
1976-09-15,98850.25
1976-09-16,99690.41
1976-09-17,100842.09
1976-09-20,101210.25
1976-09-21,102088.17
1976-09-22,102645.13
1976-09-23,101927.69
1976-09-24,101361.29
1976-09-27,101682.25
1976-09-28,101531.21
1976-09-29,100502.25
1976-09-30,99926.41
1976-10-01,99841.45
1976-10-04,98774.73
1976-10-05,98425.45
1976-10-06,97925.13
1976-10-07,98095.05
1976-10-08,98189.46
1976-10-12,96480.86
1976-10-12,90574.98
1976-10-13,90804.5
1976-10-14,90552.22
1976-10-15,89979.49
1976-10-18,90405.28
1976-10-19,90447.67
1976-10-20,90612.57
1976-10-21,90693.3
1976-10-22,89468.35
1976-10-25,89176.67
1976-10-26,89973.95
1976-10-27,90518.7
1976-10-28,90848.19
1976-10-29,91384.88
1976-11-01,91984.73
1976-11-03,90848.3
1976-11-04,91441.17
1976-11-05,91052.02
1976-11-08,83827.08
1976-11-09,83492.33
1976-11-10,83308.62
1976-11-12,83270.54
1976-11-15,83431.38
1976-11-16,84218.24
1976-11-17,84361.95
1976-11-18,85121.18
1976-11-19,85574.34
1976-11-22,85892.45
1976-11-23,85685.22
1976-11-24,85635.42
