purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,trade costs,cost of purchase,profit/loss
1988-06-10,1988-09-12,273.20999,267.64002,66.0,94818.78,0.45095,0.07121,29.76,2976.27,-2536.04
1988-09-12,1989-01-10,267.64002,281.57999,26.0,96864.01,1.08391,0.04528,28.18,2818.17,-2728.62
1989-01-10,1989-05-10,281.57999,306.25,73.0,102296.52,0.39267,0.01622,28.66,2866.49,-2776.74
1989-05-10,1989-09-11,306.25,348.76001,86.0,113113.52,0.35199,0.01213,30.27,3027.11,-2953.07
1989-09-11,1990-01-10,348.76001,349.62,47.0,111017.64,0.70876,0.21135,33.31,3331.17,-2371.14
1990-01-10,1990-05-10,349.62,344.98001,59.0,107437.37,0.55386,0.19386,32.68,3267.77,-2156.68
1990-05-10,1990-09-10,344.98001,326.53,87.0,133819.14,0.36655,4.00389,31.89,3188.98,31612.97
1990-09-10,1990-12-10,326.53,328.97,29.0,130596.54,1.35002,0.09648,39.15,3915.06,-3674.42
1990-12-10,1991-03-11,328.97,375.10001,50.0,144479.32,0.76959,0.00299,38.48,3847.95,-3871.48
1991-03-11,1991-06-10,375.10001,379.75,44.0,142035.84,0.95984,0.02052,42.23,4223.3,-4175.24
1991-06-10,1991-10-10,379.75,380.54999,33.0,140045.18,1.2828,0.59921,42.33,4233.24,-2298.18
1991-10-10,1992-02-10,380.54999,413.76999,29.0,148128.42,1.40531,0.11945,40.75,4075.4,-3769.74
1992-02-10,1992-06-10,413.76999,410.10001,26.0,143331.03,1.66357,0.32256,43.25,4325.28,-3529.88
1992-06-10,1992-10-13,410.10001,410.64002,58.0,141376.82,0.73637,0.3725,42.71,4270.95,-2153.16
1992-10-13,1993-02-10,410.64002,446.37,39.0,149071.44,1.06765,0.00335,41.64,4163.84,-4192.41
1993-02-10,1993-06-10,446.37,446.22,141.0,147555.87,0.31424,0.21109,44.31,4430.78,-1498.72
1993-06-10,1993-10-12,446.22,462.47,66.0,148397.4,0.66001,0.00832,43.56,4356.07,-4344.71
1993-10-12,1994-02-10,462.47,473.13,229.0,149361.11,0.19332,0.0915,44.27,4427.03,-2375.95
1994-02-10,1994-06-10,473.13,459.48001,77.0,143087.62,0.5749,0.30648,44.27,4426.73,-2111.1
1994-06-10,1994-10-11,459.48001,466.34,94.0,142647.42,0.45183,0.18836,42.47,4247.2,-2519.09
1994-10-11,1995-02-10,466.34,481.95999,55.0,143013.95,0.76678,0.00205,42.17,4217.29,-4248.19
1995-02-10,1995-06-12,481.95999,532.53998,858.0,153803.05,0.04975,0.00671,42.69,4268.55,-3735.52
1995-06-12,1995-10-10,532.53998,578.37,86.0,162016.92,0.53226,0.0002,45.77,4577.44,-4621.49
1995-10-10,1996-02-12,578.37,662.95001,675.0,181946.66,0.07154,0.02758,48.29,4828.95,-3015.59
1996-02-12,1996-06-10,662.95001,673.60998,26.0,179942.84,2.02544,0.1838,52.66,5266.14,-4840.92
1996-06-10,1996-10-10,673.60998,696.82001,67.0,181056.9,0.80098,0.0761,53.67,5366.57,-4910.37
1996-10-10,1997-02-10,696.82001,793.46002,83.0,200631.91,0.64909,0.07818,53.87,5387.45,-4792.42
1997-02-10,1997-06-10,793.46002,870.04999,19.0,214726.37,3.02369,0.58651,57.45,5745.01,-4688.09
1997-06-10,1997-10-10,870.04999,970.61999,11.0,233851.57,5.41703,0.99284,59.59,5958.73,-4926.2
1997-10-10,1998-01-12,970.61999,939.25,25.0,222532.55,2.77611,1.18355,69.4,6940.28,-4050.8
1998-01-12,1998-04-13,939.25,1110.75,23.0,255103.09,2.88347,0.0,66.32,6631.98,-6698.3
1998-04-13,1998-08-10,1110.75,1092.81995,36.0,271616.85,2.0736,7.70392,74.65,7464.96,20194.5
1998-08-10,1998-11-10,1092.81995,1135.37,20.0,277185.62,3.86869,1.68694,77.37,7737.38,-4440.87
1998-11-10,1999-02-10,1135.37,1226.78003,7.0,291262.12,10.98076,0.25767,76.87,7686.53,-7583.03
1999-02-10,1999-05-10,1226.78003,1352.01001,12.0,312114.45,6.69876,0.12165,80.39,8038.51,-7972.92
1999-05-10,1999-08-10,1352.01001,1298.62,14.0,292933.48,6.23567,1.10934,87.3,8729.94,-7264.16
