purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,profit/loss
1976-06-01,1976-10-12,100.74,102.19,60679.0,94171.21,0.00944,0.00098,-2941.34
1976-10-12,1977-02-10,102.19,101.51,52970.0,88481.94,0.0133,0.00023,-2812.32
1977-02-10,1977-06-10,101.51,98.86,64734.0,81165.44,0.001,0.00213,-2516.85
1977-06-10,1977-10-11,98.86,95.97,56544.0,73944.34,0.00299,6e-05,-2427.67
1977-10-11,1977-11-10,95.97,95.1,55344.0,69303.04,8e-05,0.00488,-1948.35
1977-11-10,1978-03-10,95.1,89.25,46538.0,61204.93,0.0045,0.00333,-1916.45
1978-03-10,1978-07-10,89.25,95.67,45033.0,61595.12,0.00067,5e-05,-1829.92
1978-07-10,1978-11-10,95.67,95.39,40834.0,64485.44,0.00525,0.08116,1465.71
1978-11-10,1979-03-12,95.39,100.04,9712.0,61834.78,0.14895,8e-05,-1835.83
1979-03-12,1979-07-10,100.04,105.17,43230.0,61275.3,0.00291,0.0,-1855.8
1979-07-10,1979-10-19,105.17,103.58,45546.0,58944.99,0.00036,0.02521,-690.18
1979-10-19,1980-02-11,103.58,119.05,25172.0,63375.79,0.02888,2e-05,-1734.46
1980-02-11,1980-03-17,119.05,105.23,37708.0,95427.06,0.01042,0.56547,19419.83
1980-03-17,1980-07-10,105.23,118.57,16702.0,79944.35,0.0931,0.0001,-2223.29
1980-07-10,1980-11-10,118.57,130.51,37432.0,84528.66,0.02407,0.00986,-2029.91
1980-11-10,1981-03-10,130.51,132.64,13484.0,82439.52,0.14724,0.0026,-2490.33
1981-03-10,1981-07-10,132.64,130.42999,49601.0,76611.33,0.00984,0.00044,-2452.25
1981-07-10,1981-09-04,130.42999,121.54,56691.0,70879.97,0.00053,0.03511,-307.63
1981-09-04,1982-01-11,121.54,120.34,44791.0,64899.77,0.00614,0.00634,-1783.04
1982-01-11,1982-05-10,120.34,119.49,36574.0,60827.23,0.013,0.00157,-1882.04
1982-05-10,1982-08-05,119.49,106.1,42526.0,66494.53,0.00287,0.18702,6129.16
1982-08-05,1982-12-10,106.1,141.14999,32607.0,74473.18,0.01386,0.00553,-1577.62
1982-12-10,1983-03-10,141.14999,154.01,4181.0,78407.42,0.49306,0.00019,-2228.69
1983-03-10,1983-07-11,154.01,168.11,7786.0,82663.04,0.26209,0.00024,-2350.76
1983-07-11,1983-11-10,168.11,164.71001,41441.0,77425.79,0.01984,0.0067,-2202.53
1983-11-10,1984-03-12,164.71001,156.35001,47407.0,75027.51,0.00882,0.06257,650.13
1984-03-12,1984-07-10,156.35001,153.53,29666.0,67754.28,0.03287,0.00537,-2003.82
1984-07-10,1984-11-13,153.53,167.38001,43026.0,69720.61,0.00713,3e-05,-2027.48
1984-11-13,1985-03-11,167.38001,179.46001,45958.0,70630.52,0.00551,0.00011,-2088.17
1985-03-11,1985-07-10,179.46001,192.36999,44159.0,71610.13,0.00798,0.0,-2120.39
1985-07-10,1985-11-12,192.36999,198.66,51916.0,69697.97,0.00138,0.00082,-2107.07
1985-11-12,1986-03-10,198.66,226.98,39940.0,75554.65,0.01232,1e-05,-2089.66
1986-03-10,1986-07-10,226.98,243.44,40891.0,79774.17,0.01543,0.03495,-837.81
1986-07-10,1986-11-10,243.44,246.22,5354.0,76646.49,0.39892,0.00206,-2340.79
1986-11-10,1987-03-10,246.22,290.87,41224.0,86138.71,0.01577,0.00043,-2282.38
1987-03-10,1987-07-10,290.87,308.39999,9600.0,88534.61,0.2291,0.01969,-2394.34
1987-07-10,1987-10-19,308.39999,282.70001,9423.0,568180.13,0.24124,26.00035,242350.09
1987-10-19,1987-11-10,282.70001,243.17,1477.0,321054.61,6.52186,17.90189,16748.3
1987-11-10,1987-12-10,243.17,240.05,786.0,295844.28,11.20443,8.84626,-1885.52
1987-12-10,1988-01-11,240.05,247.51,755.0,289404.01,11.42598,0.33887,-8402.77
1988-01-11,1988-04-11,247.51,270.41,2543.0,306250.35,3.37075,6e-05,-8673.66
1988-04-11,1988-08-10,270.41,266.48999,21079.0,299132.94,0.39584,0.17289,-5543.56
1988-08-10,1988-12-12,266.48999,278.82001,29120.0,299001.62,0.26441,0.00577,-8697.6
1988-12-12,1989-04-10,278.82001,297.94,82082.0,306569.08,0.06922,0.00117,-8869.68
1989-04-10,1989-08-10,297.94,349.78,112247.0,344395.89,0.04191,3e-05,-9190.9
1989-08-10,1989-12-11,349.78,348.73999,97626.0,339307.39,0.06583,0.0524,-5217.12
1989-12-11,1990-04-10,348.73999,342.41,57454.0,317901.49,0.1345,0.01714,-9042.8
1990-04-10,1990-08-10,342.41,339.89999,141628.0,354766.47,0.02713,0.19537,18161.49
1990-08-10,1990-12-10,339.89999,328.97,24297.0,338273.8,0.36387,0.66329,6303.01
1990-12-10,1991-04-10,328.97,374.82999,12183.0,355604.37,0.75324,0.00452,-9609.66
1991-04-10,1991-08-12,374.82999,388.17001,24195.0,356369.05,0.40084,0.00494,-10546.8
1991-08-12,1991-12-10,388.17001,379.57001,97327.0,384471.83,0.06981,0.25953,14570.88
1991-12-10,1992-04-10,379.57001,405.12,25524.0,370888.62,0.38219,0.00196,-10726.99
1992-04-10,1992-08-10,405.12,419.42001,83085.0,369180.25,0.0939,0.00101,-11041.77
1992-08-10,1992-12-10,419.42001,435.66,152477.0,365707.88,0.03262,0.0,-11073.8
1992-12-10,1993-03-22,435.66,450.17001,271632.0,367383.54,0.00039,0.02168,-5082.95
1993-03-22,1993-07-12,450.17001,449.10998,52529.0,348580.37,0.16645,0.00886,-10380.05
1993-07-12,1993-11-10,449.10998,463.72,128995.0,343435.1,0.04096,2e-05,-10441.06
1993-11-10,1994-03-10,463.72,467.29001,240723.0,327314.47,0.0028,0.00274,-9644.44
1994-03-10,1994-07-11,467.29001,450.23999,160229.0,300289.21,0.02116,0.00463,-9058.59
1994-07-11,1994-11-10,450.23999,467.79001,203819.0,294687.57,0.00409,0.00252,-8474.0
1994-11-10,1995-03-10,467.79001,490.37,103521.0,294884.37,0.04525,0.0,-8826.33
1995-03-10,1995-07-10,490.37,558.47998,218865.0,316941.21,0.00042,1e-05,-8845.73
1995-07-10,1995-11-10,558.47998,593.26001,108963.0,322132.36,0.04726,0.0,-9509.59
1995-11-10,1996-03-11,593.26001,640.40997,237094.0,343348.3,0.00076,0.03292,-1859.06
1996-03-11,1996-07-10,640.40997,656.27002,13200.0,333000.9,0.72258,0.00119,-10050.35
1996-07-10,1996-11-12,656.27002,733.03998,166132.0,354087.78,0.02013,0.0,-9990.24
1996-11-12,1996-12-31,733.03998,753.95001,254129.0,389960.42,0.0018,0.09232,12837.76
1996-12-31,1997-04-10,753.95001,763.72998,37860.0,381082.14,0.25041,0.29709,251.3
1997-04-10,1997-08-11,763.72998,938.5,11273.0,440299.4,0.94416,0.0022,-11070.72
1997-08-11,1997-12-10,938.5,975.78003,7888.0,581990.68,1.63432,8.76681,55945.08
1997-12-10,1998-03-10,975.78003,1064.58997,1791.0,542477.46,8.54993,1e-05,-15384.91
1998-03-10,1998-07-10,1064.58997,1166.93005,21882.0,577136.11,0.70372,0.02933,-15633.0
1998-07-10,1998-09-10,1166.93005,1006.20001,14830.0,2348545.15,1.12616,62.94536,916184.74
1998-09-10,1998-12-10,1006.20001,1183.77002,3077.0,1612583.73,13.75349,0.00023,-42442.78
1998-12-10,1999-04-12,1183.77002,1358.68994,8138.0,1799651.24,5.90444,0.29389,-45984.66
1999-04-12,1999-08-10,1358.68994,1298.62,7169.0,1701251.41,7.48016,2.4647,-36243.83
1999-08-10,1999-12-10,1298.62,1421.57996,23088.0,1808437.12,2.14759,0.47163,-39618.56
1999-12-10,2000-04-10,1421.57996,1527.18994,10061.0,1950952.82,5.31964,3.89215,-14765.98
2000-04-10,2000-07-10,1527.18994,1486.56006,8946.0,1823297.22,6.3709,1.03745,-48071.04
2000-07-10,2000-11-10,1486.56006,1400.14001,6273.0,1846059.89,8.63402,15.06503,40089.73
2000-11-10,2001-02-12,1400.14001,1330.95996,11860.0,1700854.76,4.39056,3.63816,-9399.46
2001-02-12,2001-05-10,1330.95996,1268.14001,8551.0,1649929.52,5.77566,6.91121,9366.09
2001-05-10,2001-08-10,1268.14001,1193.32996,4444.0,1457109.04,10.69889,0.58103,-45141.77
