Date,Equity
1959-07-15,94840.83
1959-07-16,94555.27
1959-07-17,94207.32
1959-07-20,93764.14
1959-07-21,94557.95
1959-07-22,94874.95
1959-07-23,94970.35
1959-07-24,94938.26
1959-07-27,95524.46
1959-07-28,96000.27
1959-07-29,96474.66
1959-07-30,96284.46
1959-07-31,96296.81
1959-08-03,96613.76
1959-08-04,96450.96
1959-08-05,95958.02
1959-08-06,95859.73
1959-08-07,95272.8
1959-08-10,93303.67
1959-08-11,94526.48
1959-08-12,94302.53
1959-08-13,94141.92
1959-08-14,94363.52
1959-08-17,94172.95
1959-08-18,93305.06
1959-08-19,92753.03
1959-08-20,94135.72
1959-08-21,94039.17
1959-08-24,93706.1
1959-08-25,93894.57
1959-08-26,94021.14
1959-08-27,94828.4
1959-08-28,94858.93
1959-08-31,94856.75
1959-09-01,93703.78
1959-09-02,93782.52
1959-09-03,92742.92
1959-09-04,93186.51
1959-09-08,91864.22
1959-09-09,91219.08
1959-09-10,90746.77
1959-09-11,91410.2
1959-09-14,90748.33
1959-09-15,90259.77
1959-09-16,90318.36
1959-09-17,89830.23
1959-09-18,89484.86
1959-09-21,88055.11
1959-09-22,87846.72
1959-09-23,88920.04
1959-09-24,90442.65
1959-09-25,90363.61
1959-09-28,91023.41
1959-09-29,91590.68
1959-09-30,90605.44
1959-10-01,90698.56
1959-10-02,91108.78
1959-10-05,91012.3
1959-10-06,90914.69
1959-10-07,90670.2
1959-10-08,90465.55
1959-10-09,90764.01
1959-10-12,91267.88
1959-10-13,91015.2
1959-10-14,90304.81
1959-10-15,90555.44
1959-10-16,91272.69
1959-10-19,90768.53
1959-10-20,90218.26
1959-10-21,90044.88
1959-10-22,89183.29
1959-10-23,90064.9
1959-10-26,90664.0
1959-10-27,91423.22
1959-10-28,91480.97
1959-10-29,91401.87
1959-10-30,91570.53
1959-11-02,91395.26
1959-11-04,91150.96
1959-11-05,91243.85
1959-11-06,91685.88
1959-11-09,91525.0
1959-11-10,91491.34
