purchase date,sale date,purchase underlying price,sale underlying price,contracts number,equity after sale of options,option price at purchase,option price at sale,profit/loss
1976-06-01,1976-10-12,100.74,102.19,74850.0,93486.91,8e-05,0.0,-2999.99
1976-10-12,1976-11-08,102.19,100.62,69905.0,86546.4,0.00012,0.00122,-2721.1
1976-11-08,1977-03-10,100.62,100.96,63110.0,81514.94,0.0011,0.0,-2595.42
1977-03-10,1977-03-30,100.96,99.99,61136.0,75763.43,0.0,0.0,-2446.0
1977-03-30,1977-04-04,99.99,99.5,56822.0,70757.79,0.0,0.0,-2274.0
1977-04-04,1977-04-22,99.5,99.67,53068.0,66537.19,0.0,0.0,-2124.0
1977-04-22,1977-08-10,99.67,99.06,49890.0,62065.88,1e-05,0.0,-1996.5
1977-08-10,1977-09-09,99.06,97.1,46549.0,57072.46,0.0,0.0,-1862.0
1977-09-09,1977-11-14,97.1,96.38,42804.0,53161.89,0.0,2e-05,-1713.14
1977-11-14,1977-12-06,96.38,94.09,39810.0,48725.24,6e-05,0.00063,-1571.31
1977-12-06,1978-04-10,94.09,90.88,36154.0,44112.08,0.00041,0.0,-1462.82
1978-04-10,1978-04-18,90.88,94.72,33084.0,43205.85,0.0,1e-05,-1323.67
1978-04-18,1978-08-10,94.72,105.11,32339.0,45151.15,8e-05,0.0,-1296.59
1978-08-10,1978-10-27,105.11,96.62,33745.0,39017.21,0.00014,0.00229,-1277.45
1978-10-27,1978-11-01,96.62,97.41,28980.0,37387.74,0.00031,0.00898,-908.74
1978-11-01,1979-03-12,97.41,100.04,21977.0,36061.14,0.01068,0.0,-1114.71
1979-03-12,1979-07-10,100.04,105.17,27032.0,35646.97,2e-05,0.0,-1082.54
1979-07-10,1979-07-13,105.17,102.99,26735.0,32750.11,0.0,0.0,-1070.0
1979-07-13,1979-10-10,102.99,106.23,24562.0,31742.38,0.0,5e-05,-982.77
1979-10-10,1979-11-13,106.23,104.21,23459.0,29534.26,0.00059,0.00658,-799.48
1979-11-13,1980-03-10,104.21,107.86,19273.0,28696.98,0.00573,0.00018,-878.97
1980-03-10,1980-03-24,107.86,102.18,20407.0,26991.74,0.00218,0.03612,-125.39
1980-03-24,1980-07-10,102.18,118.57,14594.0,28945.86,0.01397,0.0,-787.88
1980-07-10,1980-11-10,118.57,130.51,21446.0,30022.69,0.00049,0.00027,-862.72
1980-11-10,1981-03-10,130.51,132.64,16694.0,28897.62,0.01394,1e-05,-900.55
1981-03-10,1981-07-10,132.64,130.42999,21581.0,26675.45,0.00017,0.0,-867.67
1981-07-10,1981-08-24,130.42999,128.59,20006.0,24683.91,0.0,7e-05,-800.6
1981-08-24,1981-09-04,128.59,121.54,18484.0,21890.19,6e-05,0.00065,-729.09
1981-09-04,1981-09-18,121.54,117.69,16367.0,19924.01,0.0001,0.00163,-630.96
1981-09-18,1982-01-11,117.69,120.34,14608.0,19123.26,0.00086,2e-05,-598.27
1982-01-11,1982-02-08,120.34,117.04,14228.0,17599.49,0.00032,0.00517,-500.99
1982-02-08,1982-06-10,117.04,109.7,12134.0,15431.51,0.00333,1e-05,-526.28
1982-06-10,1982-07-29,109.7,107.92,11570.0,14244.75,1e-05,7e-05,-463.31
1982-07-29,1982-08-06,107.92,105.16,10666.0,13035.84,6e-05,0.00084,-419.68
1982-08-06,1982-08-17,105.16,109.04,9637.0,12865.23,0.00055,0.00861,-308.33
1982-08-17,1982-12-10,109.04,141.14999,6688.0,15764.06,0.01733,0.00144,-374.27
1982-12-10,1983-03-10,141.14999,154.01,4831.0,16465.96,0.05782,0.0,-473.33
1983-03-10,1983-07-11,154.01,168.11,7542.0,17112.01,0.02549,0.0,-494.25
1983-07-11,1983-07-28,168.11,167.78999,12728.0,16150.57,0.00033,0.00409,-462.14
1983-07-28,1983-11-10,167.78999,164.71001,11003.0,14875.65,0.00389,2e-05,-484.58
1983-11-10,1984-03-12,164.71001,156.35001,11134.0,13263.43,8e-05,0.00091,-436.76
1984-03-12,1984-07-10,156.35001,153.53,9728.0,12224.0,0.00087,2e-05,-398.27
1984-07-10,1984-08-03,153.53,162.56,9149.0,12201.4,8e-05,0.00137,-354.2
1984-08-03,1984-12-10,162.56,163.32001,8004.0,11544.22,0.00568,0.0,-367.46
1984-12-10,1985-04-10,163.32001,179.89999,8625.0,11970.34,0.00015,0.0,-347.29
1985-04-10,1985-08-12,179.89999,188.32001,8977.0,11781.22,0.0,0.0,-360.0
1985-08-12,1985-12-10,188.32001,205.16,8835.0,12075.62,0.0,0.0,-354.0
1985-12-10,1986-01-08,205.16,214.57001,9054.0,11893.56,1e-05,0.00086,-356.3
1986-01-08,1986-05-12,214.57001,238.53,7987.0,12471.07,0.00464,3e-05,-356.82
1986-05-12,1986-09-10,238.53,247.76,7350.0,12259.65,0.0109,0.0001,-373.38
1986-09-10,1986-09-11,247.76,247.06,8225.0,13480.76,0.00471,0.11912,611.02
1986-09-11,1987-01-12,247.06,261.35998,2442.0,12731.88,0.11353,0.00152,-371.53
1987-01-12,1987-05-11,261.35998,298.69,4745.0,13946.38,0.04047,0.00419,-362.15
1987-05-11,1987-09-10,298.69,317.59,1448.0,14297.58,0.24847,0.00011,-417.63
1987-09-10,1987-10-13,317.59,314.53,9018.0,14958.83,0.00756,0.08811,364.4
1987-10-13,1987-10-19,314.53,282.70001,3098.0,141467.69,0.09716,20.85558,64185.59
1987-10-19,1987-11-10,282.70001,243.17,1020.0,80143.54,2.22047,8.054,5908.2
1987-11-10,1987-12-10,243.17,240.05,402.0,71767.61,5.31788,3.67322,-679.15
1987-12-10,1988-01-11,240.05,247.51,380.0,70296.8,5.5028,0.01874,-2099.94
1988-01-11,1988-04-11,247.51,270.41,2238.0,74370.84,0.90185,0.0,-2108.34
1988-04-11,1988-08-10,270.41,266.48999,31832.0,70135.66,0.03009,0.0052,-2066.3
1988-08-10,1988-12-12,266.48999,278.82001,37027.0,69497.69,0.01669,3e-05,-2098.87
1988-12-12,1989-04-10,278.82001,297.94,50069.0,69988.78,0.00164,0.0,-2086.11
1989-04-10,1989-08-10,297.94,349.78,51588.0,77564.24,0.0007,0.0,-2100.11
1989-08-10,1989-10-13,349.78,355.53,56588.0,82498.79,0.00112,0.07346,1829.58
1989-10-13,1990-02-12,355.53,333.62,11098.0,71571.16,0.17177,0.03128,-2003.16
1990-02-12,1990-06-11,333.62,361.63,32359.0,73575.9,0.02603,0.0,-2138.3
1990-06-11,1990-08-06,361.63,344.85998,53290.0,70459.69,0.00142,0.04266,65.68
1990-08-06,1990-08-23,344.85998,316.54999,31783.0,83282.88,0.02436,0.37495,9870.8
1990-08-23,1990-12-10,316.54999,328.97,16904.0,71404.55,0.08665,0.00609,-2039.79
1990-12-10,1991-04-10,328.97,374.82999,18326.0,78043.56,0.07672,4e-05,-2139.24
1991-04-10,1991-08-12,374.82999,388.17001,36975.0,76884.6,0.02332,1e-05,-2341.89
1991-08-12,1991-08-21,388.17001,390.59,56339.0,74274.42,0.00094,0.01335,-1554.83
1991-08-21,1991-12-10,390.59,379.57001,39591.0,68223.13,0.01571,0.00652,-1947.84
1991-12-10,1992-04-10,379.57001,405.12,35337.0,68913.7,0.0177,0.0,-2039.46
1992-04-10,1992-08-10,405.12,419.42001,50082.0,67185.04,0.00128,0.0,-2068.1
1992-08-10,1992-12-10,419.42001,435.66,50213.0,65655.2,0.00014,0.0,-2017.03
1992-12-10,1993-02-16,435.66,444.53,49241.0,62993.28,0.0,1e-05,-1969.51
1993-02-16,1993-04-02,444.53,450.28,47044.0,60176.6,0.00017,0.00198,-1796.85
1993-04-02,1993-08-10,450.28,450.70999,40002.0,56716.61,0.00506,0.0,-1804.41
1993-08-10,1993-12-10,450.70999,464.87,42537.0,55026.13,0.0,0.0,-1702.0
1993-12-10,1994-02-04,464.87,481.01999,41269.0,53547.25,0.0,0.0,-1652.0
1994-02-04,1994-02-24,481.01999,470.64999,40150.0,49222.39,1e-05,0.00014,-1600.78
1994-02-24,1994-03-30,470.64999,452.48999,36829.0,44506.01,9e-05,0.00118,-1433.86
1994-03-30,1994-07-11,452.48999,450.23999,33033.0,41580.38,0.00038,0.0,-1334.55
1994-07-11,1994-11-10,450.23999,467.79001,31185.0,40634.49,0.0,0.0,-1248.0
1994-11-10,1995-03-10,467.79001,490.37,30181.0,40093.36,0.00039,0.0,-1219.77
1995-03-10,1995-07-10,490.37,558.47998,30070.0,43056.05,0.0,0.0,-1204.0
1995-07-10,1995-11-10,558.47998,593.26001,32067.0,43042.79,0.00028,0.0,-1292.98
1995-11-10,1995-12-18,593.26001,616.34003,32282.0,42066.49,0.0,0.0,-1292.0
1995-12-18,1996-01-10,616.34003,609.45001,31518.0,39125.08,4e-05,0.00074,-1239.94
1996-01-10,1996-05-10,609.45001,653.0,28765.0,39467.5,0.00078,0.0,-1174.44
1996-05-10,1996-09-10,653.0,665.57001,28808.0,37854.41,0.0011,0.0001,-1182.81
1996-09-10,1997-01-10,665.57001,759.65002,26134.0,40837.94,0.00345,0.0,-1136.16
1997-01-10,1997-05-12,759.65002,838.56,25507.0,43370.82,0.00803,0.01342,-884.52
1997-05-12,1997-09-10,838.56,933.61999,2425.0,46321.89,0.49228,0.00642,-1276.21
1997-09-10,1997-10-30,933.61999,923.28003,3001.0,69676.06,0.42283,4.22875,11299.57
1997-10-30,1998-01-12,923.28003,939.25,2146.0,56110.82,0.75648,0.0001,-1709.19
1998-01-12,1998-05-11,939.25,1119.13,3504.0,64532.99,0.44029,0.0,-1684.78
1998-05-11,1998-08-04,1119.13,1119.72998,36576.0,82805.3,0.01293,0.29588,8885.18
1998-08-04,1998-08-31,1119.72998,1033.46997,3771.0,131805.97,0.53254,8.9495,31588.36
1998-08-31,1998-11-10,1033.46997,1135.37,3380.0,104212.42,0.83028,0.00273,-2933.12
1998-11-10,1999-02-10,1135.37,1226.78003,3915.0,109051.0,0.75844,0.00021,-3126.47
1999-02-10,1999-06-10,1226.78003,1318.64001,1912.0,113837.3,1.67053,0.0636,-3150.45
1999-06-10,1999-10-12,1318.64001,1335.20996,3183.0,112596.83,1.03175,0.16523,-2886.13
1999-10-12,2000-02-10,1335.20996,1422.09998,3811.0,116819.43,0.84207,0.16158,-2747.35
2000-02-10,2000-05-10,1422.09998,1412.14001,15004.0,126674.23,0.19234,0.51157,4187.73
2000-05-10,2000-08-10,1412.14001,1475.15002,1109.0,120481.29,3.17863,0.0,-3571.1
2000-08-10,2000-10-19,1475.15002,1389.93005,20023.0,179617.96,0.14051,1.75524,31529.74
2000-10-19,2001-01-08,1389.93005,1298.34998,3735.0,217495.18,1.12022,11.60729,39019.21
2001-01-08,2001-04-10,1298.34998,1173.92004,2095.0,162274.52,2.45362,2.3095,-385.93
2001-04-10,2001-07-10,1173.92004,1203.43005,1746.0,156481.55,2.66384,6e-05,-4720.96
2001-07-10,2001-09-18,1203.43005,1046.42004,9108.0,249117.54,0.47537,6.44977,54048.84
2001-09-18,2002-01-10,1046.42004,1159.93005,3818.0,204389.32,1.4558,0.00062,-5709.88
2002-01-10,2002-05-10,1159.93005,1075.43005,32149.0,259976.04,0.15072,1.20351,32560.15
2002-05-10,2002-07-11,1075.43005,929.15997,6270.0,328385.2,1.01867,11.41609,64939.82
2002-07-11,2002-07-24,929.15997,844.32001,14035.0,422526.19,0.5089,7.01014,90682.9
2002-07-24,2002-10-10,844.32001,806.51001,4096.0,307733.88,2.33403,0.94708,-5844.95
2002-10-10,2003-01-10,806.51001,932.89002,3081.0,340731.88,2.91785,7e-05,-9113.68
2003-01-10,2003-04-10,932.89002,871.78003,21899.0,320367.89,0.42677,0.28287,-4027.27
2003-04-10,2003-07-10,871.78003,1002.21002,11868.0,349781.09,0.75416,0.0,-9426.37
2003-07-10,2003-11-10,1002.21002,1053.65002,17145.0,356016.41,0.57202,0.00145,-10468.42
2003-11-10,2004-03-10,1053.65002,1141.44995,81805.0,370725.01,0.09055,0.0,-10681.44
2004-03-10,2004-03-19,1141.44995,1122.71997,242885.0,374970.74,0.00579,0.06383,4381.05
2004-03-19,2004-07-12,1122.71997,1116.10999,135596.0,341209.83,0.03953,4e-05,-10778.69
2004-07-12,2004-08-13,1116.10999,1067.57996,249601.0,311663.51,0.00101,0.01017,-7699.65
2004-08-13,2004-12-10,1067.57996,1191.44995,213582.0,325958.8,0.00342,0.0,-9274.45
2004-12-10,2005-04-11,1191.44995,1184.06995,225265.0,305200.94,0.00341,4e-05,-9771.14
2005-04-11,2005-04-15,1184.06995,1162.05005,222658.0,287760.2,0.00112,0.01385,-6073.56
2005-04-15,2005-08-10,1162.05005,1242.68994,180861.0,287983.22,0.00722,0.0,-8541.82
2005-08-10,2005-10-18,1242.68994,1190.09998,215663.0,259257.79,6e-05,0.00081,-8466.25
2005-10-18,2005-10-24,1190.09998,1199.39001,192340.0,248073.33,0.00041,0.00656,-6511.11
2005-10-24,2006-02-10,1199.39001,1269.89001,152415.0,247313.63,0.00858,0.0,-7405.72
2006-02-10,2006-06-12,1269.89001,1255.21997,184104.0,230447.78,0.0003,0.0019,-7071.43
2006-06-12,2006-10-10,1255.21997,1354.22998,128905.0,235537.21,0.01355,0.0,-6904.66
2006-10-10,2007-02-12,1354.22998,1439.10999,176652.0,235643.05,0.0,0.0,-7068.0
2007-02-12,2007-02-27,1439.10999,1449.25,176732.0,223909.75,0.0,0.00233,-6658.21
2007-02-27,2007-03-06,1449.25,1397.90002,155638.0,215570.2,0.00308,0.04071,-369.34
2007-03-06,2007-07-10,1397.90002,1531.84998,118792.0,217619.28,0.01284,0.0,-6277.29
2007-07-10,2007-07-26,1531.84998,1518.08997,131016.0,249834.04,0.00983,0.17512,16413.63
2007-07-26,2007-08-10,1518.08997,1462.02002,37481.0,341660.61,0.1416,1.74977,58775.82
2007-08-10,2007-12-10,1462.02002,1518.27002,6672.0,287856.64,1.20131,0.75797,-3225.96
2007-12-10,2008-03-10,1518.27002,1295.01001,13329.0,284858.71,0.59646,1.92326,17150.92
2008-03-10,2008-06-10,1295.01001,1366.83997,13799.0,264802.63,0.52353,1e-05,-7776.05
2008-06-10,2008-07-29,1366.83997,1263.19995,12861.0,397640.05,0.57765,6.24731,72401.5
2008-07-29,2008-09-23,1263.19995,1221.15002,31122.0,471178.61,0.26585,2.81121,77970.69
2008-09-23,2008-10-10,1221.15002,936.35998,2115.0,590054.7,5.40134,72.0238,140820.5
2008-10-10,2008-11-10,936.35998,951.95001,2281.0,492682.27,5.71682,13.46289,17576.79
2008-11-10,2008-12-10,951.95001,908.27002,490.0,448852.34,28.22619,21.7483,-3194.17
2008-12-10,2009-01-12,908.27002,890.40002,505.0,422757.62,25.95664,6.00528,-10097.44
2009-01-12,2009-02-10,890.40002,868.04999,1263.0,398275.22,9.92851,0.5653,-11877.73
2009-02-10,2009-05-11,868.04999,922.98999,1701.0,411712.53,6.9677,0.52204,-11034.07
2009-05-11,2009-08-10,922.98999,1010.11999,1837.0,435957.08,6.66708,0.00026,-12320.95
2009-08-10,2009-11-10,1010.11999,1096.42004,40581.0,457307.22,0.28228,8e-05,-13075.96
2009-11-10,2010-03-10,1096.42004,1148.26001,7254.0,465088.47,1.85107,0.06071,-13279.27
2010-03-10,2010-06-04,1148.26001,1098.43005,15655.0,733392.38,0.85036,9.67327,137494.66
2010-06-04,2010-09-10,1098.43005,1110.88,6932.0,570403.2,2.47834,0.00266,-17439.41
2010-09-10,2011-01-10,1110.88,1271.52002,7474.0,632942.4,2.24928,0.0,-17111.12
2011-01-10,2011-05-10,1271.52002,1359.43994,260613.0,645896.56,0.03286,5e-05,-18976.71
2011-05-10,2011-06-13,1359.43994,1277.04004,308396.0,741008.95,0.02283,0.26717,63017.48
2011-06-13,2011-08-04,1277.04004,1260.22998,178519.0,1455453.64,0.07068,2.33091,396352.0
2011-08-04,2011-08-11,1260.22998,1186.29004,11767.0,1618537.67,2.60972,28.49174,304081.73
2011-08-11,2011-11-10,1186.29004,1246.21997,6360.0,1309704.13,6.01317,0.2261,-37061.77
2011-11-10,2012-02-10,1246.21997,1351.20996,8550.0,1375496.89,4.5503,0.0,-39247.06
2012-02-10,2012-06-11,1351.20996,1335.52002,352631.0,1369069.1,0.07702,0.09144,-9021.06
2012-06-11,2012-10-10,1335.52002,1442.52002,80581.0,1397250.19,0.45769,0.0,-40105.12
2012-10-10,2012-10-24,1442.52002,1420.04004,952670.0,1377447.23,0.004,0.04272,-1220.62
2012-10-24,2013-02-11,1420.04004,1518.31006,612065.0,1361964.71,0.02552,0.00011,-40036.57
2013-02-11,2013-06-10,1518.31006,1648.68994,471952.0,1416457.45,0.04657,0.00101,-40382.13
2013-06-10,2013-10-10,1648.68994,1692.56006,181334.0,1403185.0,0.19426,0.00129,-42246.02
2013-10-10,2014-02-10,1692.56006,1799.93994,435383.0,1431021.91,0.05667,0.00149,-41440.43
2014-02-10,2014-06-10,1799.93994,1950.85999,194731.0,1495810.17,0.18036,0.0,-42911.68
2014-06-10,2014-08-01,1950.85999,1937.34998,1121296.0,1396416.93,2e-05,0.00019,-44661.38
2014-08-01,2014-10-09,1937.34998,1967.68005,1039358.0,1343824.31,0.0003,0.0048,-36898.89
2014-10-09,2015-02-10,1967.68005,2070.86011,413349.0,1422681.13,0.05717,0.08772,-3906.19
2015-02-10,2015-06-10,2070.86011,2108.5,25186.0,1368230.55,1.61138,7e-05,-41590.45
2015-06-10,2015-08-21,2108.5,2034.07996,881212.0,2216099.98,0.00658,0.55096,444464.19
2015-08-21,2015-08-26,2034.07996,1943.08997,89388.0,2914093.99,0.54081,7.35253,605310.03
2015-08-26,2015-12-10,1943.08997,2067.6499,16523.0,2328289.18,4.05757,0.00418,-67636.16
2015-12-10,2016-01-08,2067.6499,1960.40002,211432.0,3480007.12,0.29035,3.18608,603791.99
2016-01-08,2016-05-10,1960.40002,2084.87012,45853.0,2892512.5,1.7961,0.0,-84192.57
2016-05-10,2016-06-24,2084.87012,2103.81006,2062642.0,3135411.13,0.00207,0.09376,106617.64
2016-06-24,2016-10-11,2103.81006,2161.56006,393510.0,2916677.02,0.18429,0.00048,-88073.07
2016-10-11,2017-02-10,2161.56006,2319.22998,1136884.0,2989652.59,0.03696,0.0,-87495.23
2017-02-10,2017-06-12,2319.22998,2430.37988,2242239.0,2949093.97,0.0,0.0,-89690.0
2017-06-12,2017-10-10,2430.37988,2555.22998,2211267.0,2918970.43,1e-05,0.0,-88474.11
2017-10-10,2018-02-05,2555.22998,2763.38989,2189227.0,2991695.2,0.0,0.00397,-78878.77
2018-02-05,2018-02-09,2763.38989,2638.66992,279413.0,5068051.83,0.28028,4.14514,1068714.13
2018-02-09,2018-06-11,2638.66992,2790.20996,46005.0,4007692.72,2.50959,1e-05,-117295.23
2018-06-11,2018-10-10,2790.20996,2874.02002,2444708.0,3906591.41,0.00918,5e-05,-120110.18
2018-10-10,2018-10-12,2874.02002,2775.77002,2495077.0,4184497.26,0.00697,0.12518,195139.05
2018-10-12,2018-10-24,2775.77002,2742.59009,1405331.0,5658426.0,0.04266,0.71286,885638.84
2018-10-24,2018-11-23,2742.59009,2647.55005,236120.0,6977580.52,0.55164,5.56312,1173864.66
