Date,Equity
1988-06-10,96334.51
1988-06-13,95888.87
1988-06-14,97361.0
1988-06-15,96767.89
1988-06-16,96771.49
1988-06-17,95483.09
1988-06-20,95448.04
1988-06-21,95794.33
1988-06-22,97621.26
1988-06-23,97274.25
1988-06-24,97028.62
1988-06-27,96541.56
1988-06-28,96196.9
1988-06-29,96270.16
1988-06-30,96443.74
1988-07-01,96544.98
1988-07-05,97248.72
1988-07-06,97443.67
1988-07-07,95934.96
1988-07-08,96020.85
1988-07-11,95785.06
1988-07-12,95456.11
1988-07-13,95021.64
1988-07-14,95448.24
1988-07-15,95923.62
1988-07-18,95919.56
1988-07-19,95626.1
1988-07-20,95284.8
1988-07-21,95201.74
1988-07-22,94035.5
1988-07-25,93513.38
1988-07-26,93833.77
1988-07-27,93727.01
1988-07-28,93977.54
1988-07-29,95900.58
1988-08-01,96173.37
1988-08-02,96482.0
1988-08-03,96390.06
1988-08-04,96660.03
1988-08-05,95862.18
1988-08-08,96051.38
1988-08-09,95254.99
1988-08-10,93954.12
1988-08-11,92650.17
1988-08-12,92706.17
1988-08-15,92570.56
1988-08-16,92591.64
1988-08-17,92320.07
1988-08-18,92639.55
1988-08-19,92467.43
1988-08-22,91920.92
1988-08-23,90919.1
1988-08-24,92066.03
1988-08-25,92065.97
1988-08-26,91721.02
1988-08-29,92566.53
1988-08-30,92781.98
1988-08-31,92998.53
1988-09-01,92198.59
1988-09-02,93389.32
1988-09-06,93753.6
1988-09-07,94118.14
1988-09-08,93963.21
1988-09-09,94567.39
1988-09-12,94348.82
1988-09-12,91991.87
1988-09-13,91919.93
1988-09-14,92617.17
1988-09-15,92722.75
1988-09-16,93073.85
1988-09-19,93017.4
1988-09-20,92818.82
1988-09-21,93013.79
1988-09-22,92991.83
1988-09-23,92897.3
1988-09-26,92716.79
1988-09-27,92566.08
1988-09-28,92470.2
1988-09-29,93820.7
1988-09-30,94454.16
1988-10-03,93440.5
1988-10-04,93399.2
1988-10-05,93623.59
1988-10-06,93600.2
1988-10-07,95549.0
1988-10-11,95605.16
1988-10-12,95500.31
1988-10-13,94780.96
1988-10-14,95185.15
1988-10-17,95061.53
1988-10-18,95999.4
1988-10-19,96390.6
1988-10-20,97196.9
1988-10-21,97463.61
1988-10-24,97563.11
1988-10-25,97182.33
1988-10-26,97072.84
1988-10-27,96683.66
1988-10-28,96031.49
1988-10-31,95997.74
1988-11-01,96059.36
1988-11-02,96018.18
1988-11-03,96333.49
1988-11-04,95932.97
1988-11-07,94942.87
1988-11-08,94768.08
1988-11-09,94545.35
1988-11-10,94277.89
1988-11-14,92526.5
1988-11-15,92355.08
1988-11-16,92241.05
1988-11-17,91289.68
1988-11-18,91628.79
1988-11-21,91577.02
1988-11-22,92049.15
1988-11-23,92634.68
1988-11-25,92441.44
1988-11-28,92434.57
1988-11-29,93232.84
1988-11-30,94278.02
1988-12-01,94051.94
1988-12-02,93637.21
1988-12-05,94707.06
1988-12-06,95485.47
1988-12-07,95869.13
1988-12-08,95566.6
1988-12-09,95460.22
1988-12-12,95802.79
1988-12-13,95014.43
1988-12-14,94941.87
1988-12-15,94705.1
1988-12-16,94933.03
1988-12-19,95968.56
1988-12-20,96359.41
1988-12-21,95461.16
1988-12-22,95481.71
1988-12-23,95515.38
1988-12-27,95549.54
1988-12-28,95364.34
1988-12-29,96005.69
1988-12-30,96129.2
1989-01-03,95422.98
1989-01-04,96119.25
1989-01-05,96722.47
1989-01-06,96911.01
1989-01-09,96852.58
1989-01-10,96746.27
1989-01-10,93990.47
1989-01-11,94120.5
1989-01-12,94990.73
1989-01-13,94821.44
1989-01-17,94821.75
1989-01-18,95730.08
1989-01-19,96072.48
1989-01-20,95786.47
1989-01-23,96099.62
1989-01-24,96270.37
1989-01-25,96489.55
1989-01-26,97643.46
1989-01-27,98794.1
1989-01-30,98477.6
1989-01-31,99269.61
1989-02-01,99541.95
1989-02-02,99405.16
1989-02-03,99318.55
1989-02-06,99095.32
1989-02-07,100210.88
1989-02-08,100287.47
1989-02-09,99695.61
1989-02-10,98788.83
1989-02-13,97793.91
1989-02-14,98226.01
1989-02-15,98242.45
1989-02-16,98484.89
1989-02-17,99140.43
1989-02-21,99113.69
1989-02-22,98764.08
1989-02-23,97457.02
1989-02-24,97461.43
1989-02-27,96155.07
1989-02-28,96586.16
1989-03-01,96871.02
1989-03-02,96882.56
1989-03-03,97168.44
1989-03-06,98376.42
1989-03-07,98492.89
1989-03-08,98645.59
1989-03-09,98336.13
1989-03-10,98083.27
1989-03-13,98831.64
1989-03-14,98868.18
1989-03-15,99031.11
1989-03-16,100098.31
1989-03-17,99920.74
1989-03-20,97679.62
1989-03-21,97575.8
1989-03-22,97267.65
1989-03-23,97284.51
1989-03-27,96971.02
1989-03-28,97551.44
1989-03-29,97694.15
1989-03-30,98041.93
1989-03-31,98428.25
1989-04-03,99119.82
1989-04-04,98907.29
1989-04-05,98917.2
1989-04-06,98852.24
1989-04-07,99311.23
1989-04-10,99416.67
1989-04-11,99724.44
1989-04-12,100037.05
1989-04-13,99768.04
1989-04-14,100561.35
1989-04-17,100770.62
1989-04-18,102182.12
1989-04-19,102657.72
1989-04-20,102749.1
1989-04-21,103298.57
1989-04-24,103297.32
1989-04-25,103310.82
1989-04-26,102528.6
1989-04-27,103577.07
1989-04-28,103310.56
1989-05-01,103307.14
1989-05-02,103576.54
1989-05-03,102933.98
1989-05-04,102894.02
1989-05-05,103656.4
1989-05-08,102631.02
1989-05-09,102424.48
1989-05-10,102178.1
1989-05-10,99265.16
1989-05-11,99616.74
1989-05-12,101726.99
1989-05-15,102460.02
1989-05-16,102457.57
1989-05-17,103033.23
1989-05-18,103220.16
1989-05-19,104145.26
1989-05-22,104688.59
1989-05-23,104342.06
1989-05-24,103423.8
1989-05-25,103572.2
1989-05-26,104215.51
1989-05-30,104520.62
1989-05-31,104122.52
1989-06-01,104533.16
1989-06-02,105523.95
1989-06-05,105623.23
1989-06-06,105154.64
1989-06-07,106096.0
1989-06-08,106089.66
1989-06-09,106071.73
1989-06-12,105864.97
1989-06-13,105720.19
1989-06-14,105281.43
1989-06-15,104940.44
1989-06-16,104141.36
1989-06-19,104310.92
1989-06-20,104598.71
1989-06-21,104303.64
1989-06-22,104455.85
1989-06-23,106289.73
